18A Test,Pink Floyd,Pink Floyd,BLUE-04284-HA-A,BLUE-04284-HA-A,BLACK-E130716RC,BLACK-E130716RC
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
243589,12.242,18.027,12.82,0.003,12.981,-0.01
244103,12.242,18.027,12.82,0.003,12.981,-0.01
244619,12.242,18.027,12.82,0.003,12.981,-0.01
245106,12.242,18.027,12.82,0.003,12.981,-0.01
245599,12.242,18.027,12.82,0.003,12.981,-0.01
246102,12.242,18.027,12.82,0.003,12.981,-0.01
246594,12.242,18.027,12.82,0.003,12.981,-0.01
247094,12.242,18.027,12.82,0.003,12.981,-0.01
247570,12.242,18.027,12.82,0.003,12.981,-0.01
248062,12.242,18.027,12.82,0.003,12.981,-0.01
248537,12.242,18.027,12.82,0.003,12.981,-0.01
249076,12.242,18.027,12.82,0.003,12.981,-0.01
249578,12.242,18.027,12.82,0.003,12.981,-0.01
250091,12.242,18.027,12.82,0.003,12.981,-0.01
250568,12.242,18.027,12.82,0.003,12.981,-0.01
251073,12.242,18.027,12.82,0.003,12.981,-0.01
251555,12.242,18.027,12.82,0.003,12.981,-0.01
252051,12.242,18.027,12.82,0.003,12.981,-0.01
252511,12.242,18.027,12.82,0.003,12.981,-0.01
253023,12.242,18.027,12.82,0.003,12.981,-0.01
253511,12.242,18.027,12.82,0.003,12.981,-0.01
254004,12.242,18.027,12.82,0.003,12.981,-0.01
254508,12.242,18.027,12.82,0.003,12.981,-0.01
255021,12.242,18.027,12.82,0.003,12.981,-0.01
255499,12.225,18.027,12.82,0.003,12.981,-0.01
256002,12.225,18.027,12.82,0.003,12.981,-0.01
256482,12.225,18.027,12.82,0.003,12.981,-0.01
256995,12.225,18.027,12.82,0.003,12.981,-0.01
257497,12.225,18.027,12.82,0.003,12.981,-0.01
258029,12.225,18.027,12.82,0.003,12.981,-0.01
258507,12.225,18.027,12.82,0.003,12.981,-0.01
259013,12.225,18.027,12.82,0.003,12.981,-0.01
259522,12.225,18.027,12.82,0.003,12.981,-0.01
259984,12.225,18.027,12.82,0.003,12.981,-0.01
260483,12.225,18.027,12.82,0.003,12.981,0.006
260960,12.225,18.027,12.82,0.003,12.981,-0.01
261491,12.225,18.027,12.82,0.003,12.981,-0.01
262001,12.225,18.027,12.82,0.003,12.981,-0.01
262504,12.225,18.027,12.82,0.003,12.981,-0.01
262964,12.225,18.027,12.82,0.003,12.981,-0.01
263458,12.225,18.027,12.82,0.003,12.981,-0.01
263922,12.225,18.027,12.82,0.003,12.981,-0.01
264452,12.225,18.027,12.82,0.003,12.981,-0.01
264991,12.225,18.027,12.82,0.003,12.981,-0.01
265502,12.225,18.027,12.82,0.003,12.981,-0.01
266021,12.225,18.027,12.82,0.003,12.981,-0.01
266528,12.225,18.027,12.82,0.003,12.981,-0.01
266998,12.225,18.027,12.82,0.003,12.981,-0.01
267494,12.225,18.027,12.82,0.003,12.981,-0.01
267975,12.225,18.027,12.82,0.003,12.981,-0.01
268476,12.225,18.027,12.82,0.003,12.981,-0.01
268959,12.225,18.027,12.82,0.003,12.981,0.006
269464,12.225,18.027,12.82,0.003,12.981,-0.01
269942,12.225,18.027,12.82,0.003,12.981,-0.01
270446,12.225,18.027,12.82,0.003,12.981,-0.01
270927,12.225,18.027,12.82,0.003,12.981,-0.01
271493,12.225,18.027,12.82,0.003,12.981,0.006
271974,12.225,18.027,12.82,0.003,12.981,-0.01
272474,12.225,18.027,12.82,0.003,12.981,-0.01
272993,12.225,18.027,12.82,0.003,12.981,-0.01
273515,12.225,18.027,12.82,0.003,12.981,-0.01
274020,12.225,18.027,12.82,0.003,12.981,-0.01
274497,12.225,18.027,12.82,0.003,12.981,-0.01
275001,12.225,18.027,12.82,0.003,12.981,0.006
275483,12.225,18.027,12.82,0.003,12.981,0.006
276044,12.225,18.027,12.82,0.003,12.981,-0.01
276528,12.225,18.027,12.82,0.003,12.981,-0.01
277041,12.225,18.027,12.82,0.003,12.981,-0.01
277508,12.225,18.027,12.82,0.003,12.981,-0.01
278003,12.225,18.027,12.82,0.003,12.981,-0.01
278481,12.225,18.027,12.82,0.003,12.981,-0.01
278984,12.225,18.027,12.82,0.003,12.981,-0.01
279462,12.225,18.027,12.82,0.003,12.981,0.006
279974,12.225,18.027,12.82,0.003,12.981,-0.01
280444,12.225,18.027,12.82,0.003,12.981,-0.01
280948,12.225,18.027,12.82,0.003,12.981,-0.01
281404,12.225,18.027,12.82,0.003,12.981,-0.01
281902,12.225,18.027,12.82,0.003,12.981,-0.01
282388,12.225,18.027,12.82,0.003,12.981,-0.01
282924,12.225,18.027,12.82,0.003,12.981,-0.01
283426,12.225,18.027,12.82,0.003,12.981,0.006
283886,12.225,18.027,12.82,0.003,12.981,0.006
284418,12.225,18.027,12.82,0.003,12.981,-0.01
284938,12.225,18.027,12.82,0.003,12.981,-0.01
285433,12.225,18.027,12.82,0.003,12.981,-0.01
285940,12.225,18.027,12.82,0.003,12.981,-0.01
286408,12.225,18.027,12.82,0.003,12.981,-0.01
286902,12.225,18.027,12.82,0.003,12.981,-0.01
287384,12.225,18.027,12.82,0.003,12.981,-0.01
287886,12.225,18.027,12.82,0.003,12.981,-0.01
288382,12.225,18.027,12.82,0.003,12.981,-0.01
288914,12.225,18.027,12.82,0.003,12.981,-0.01
289390,12.225,18.027,12.82,0.003,12.981,-0.01
289893,12.225,18.027,12.82,0.003,12.981,-0.01
290374,12.225,18.027,12.82,0.003,12.981,-0.01
290880,12.225,18.027,12.82,0.003,12.981,-0.01
291352,12.225,18.027,12.82,0.003,12.981,-0.01
291855,12.225,18.027,12.82,0.003,12.981,-0.01
292334,12.225,18.027,12.82,0.003,12.981,-0.01
292852,12.225,18.027,12.82,0.003,12.981,-0.01
293330,12.225,18.027,12.82,0.003,12.981,-0.01
293830,12.225,18.027,12.82,0.003,12.981,-0.01
294317,12.225,18.027,12.82,0.003,12.981,-0.01
294806,12.225,18.027,12.82,0.003,12.981,-0.01
295290,12.225,18.027,12.82,0.003,12.981,-0.01
295788,12.225,18.027,12.82,0.003,12.981,-0.01
296258,12.225,18.027,12.82,0.003,12.981,-0.01
296771,12.225,18.027,12.82,0.003,12.981,-0.01
297246,12.225,18.027,12.82,0.003,12.981,-0.01
297738,12.225,18.027,12.82,0.003,12.981,-0.01
298211,12.225,18.027,12.82,0.003,12.981,-0.01
298739,12.225,18.027,12.82,0.003,12.981,-0.01
299218,12.225,18.027,12.82,0.003,12.981,-0.01
299721,12.225,18.027,12.82,0.003,12.981,-0.01
300212,12.225,18.027,12.82,0.003,12.981,-0.01
300689,12.225,18.027,12.82,0.003,12.981,-0.01
301206,12.225,18.027,12.82,0.003,12.981,-0.01
301680,12.225,18.027,12.82,0.003,12.981,-0.01
302187,12.225,18.027,12.82,0.003,12.981,-0.01
302664,12.225,18.027,12.82,0.003,12.981,-0.01
303222,12.225,18.027,12.82,0.003,12.981,0.006
303703,12.225,18.027,12.82,0.003,12.981,-0.01
304234,12.225,18.027,12.82,0.003,12.981,-0.01
304790,12.225,18.027,12.82,0.003,12.981,-0.01
305278,12.225,18.027,12.82,0.003,12.998,-0.01
305806,12.225,18.027,12.82,0.003,12.981,-0.01
306349,12.225,18.027,12.82,0.003,12.981,-0.01
306847,12.225,18.027,12.82,0.003,12.998,-0.01
307351,12.225,18.027,12.82,0.003,12.998,-0.01
307838,12.225,18.027,12.82,0.003,12.998,-0.01
308345,12.225,18.027,12.82,0.003,12.998,-0.01
308847,12.225,18.027,12.82,0.003,12.998,-0.01
309381,12.225,18.027,12.82,0.003,12.998,-0.01
309887,12.225,18.027,12.82,0.003,12.998,-0.01
310359,12.225,18.027,12.82,0.003,12.998,-0.01
310848,12.225,18.027,12.82,0.003,12.998,-0.01
311319,12.225,18.027,12.82,0.003,12.998,-0.01
311822,12.225,18.027,12.82,0.003,12.998,-0.01
312302,12.225,18.027,12.82,0.003,12.998,-0.01
312815,12.225,18.027,12.82,0.003,12.998,-0.01
313295,12.225,18.027,12.82,0.003,12.998,-0.01
313790,12.225,18.027,12.82,0.003,12.998,-0.01
314275,12.225,18.027,12.82,0.003,12.998,-0.01
314775,12.225,18.027,12.82,0.003,12.998,-0.01
315255,12.225,18.027,12.837,0.003,12.998,-0.01
315755,12.225,18.027,12.837,0.003,12.998,-0.01
316233,12.225,18.027,12.837,0.003,12.998,-0.01
316735,12.225,18.027,12.837,0.003,12.998,-0.01
317217,12.225,18.027,12.837,0.003,12.998,-0.01
317714,12.225,18.027,12.837,0.003,12.998,-0.01
318183,12.225,18.027,12.837,0.003,12.998,-0.01
318680,12.225,18.027,12.837,0.003,12.998,-0.01
319185,12.225,18.027,12.837,0.003,12.998,-0.01
319688,12.225,18.027,12.837,0.003,12.998,-0.01
320157,12.225,18.027,12.837,0.003,12.998,-0.01
320658,12.225,18.027,12.837,0.003,12.998,-0.01
321141,12.225,18.027,12.837,0.003,12.998,-0.01
321633,12.225,18.027,12.837,0.003,12.998,-0.01
322095,12.225,18.027,12.837,0.003,12.998,0.006
322583,12.225,18.027,12.837,0.003,12.998,-0.01
323065,12.225,18.027,12.837,0.003,12.998,-0.01
323576,12.225,18.027,12.837,0.003,12.998,0.006
324058,12.225,18.027,12.837,0.003,12.998,-0.01
324560,12.225,18.027,12.837,0.003,12.998,0.006
325055,12.225,18.027,12.837,0.003,12.998,-0.01
325543,12.225,18.027,12.837,0.003,12.998,-0.01
326023,12.225,18.027,12.837,0.003,12.998,-0.01
326511,12.225,18.027,12.837,0.003,12.998,-0.01
326988,12.225,18.027,12.837,0.003,12.998,-0.01
327490,12.209,18.027,12.837,0.003,12.998,-0.01
327978,12.209,18.027,12.837,0.003,12.998,-0.01
328468,12.209,18.027,12.837,0.003,12.998,-0.01
328966,12.209,18.027,12.837,0.003,12.998,-0.01
329525,12.209,18.027,12.837,0.003,12.998,-0.01
330040,12.209,18.027,12.837,0.003,12.998,-0.01
330523,12.209,18.027,12.837,0.003,12.998,-0.01
331030,12.209,18.027,12.837,0.003,12.998,-0.01
331516,12.209,18.027,12.837,0.003,12.998,-0.01
332006,12.209,18.027,12.837,0.003,12.998,-0.01
332480,12.209,18.027,12.837,0.003,12.998,-0.01
332986,12.209,18.027,12.837,0.003,12.998,-0.01
333466,12.209,18.027,12.837,0.003,12.998,-0.01
333965,12.209,18.027,12.837,0.003,12.998,-0.01
334445,12.209,18.027,12.837,0.003,12.998,-0.01
334968,12.209,18.027,12.837,0.003,12.998,-0.01
335496,12.209,18.027,12.837,0.003,12.998,-0.01
335977,12.209,18.027,12.837,0.003,12.998,-0.01
336518,12.209,18.027,12.837,0.003,12.998,-0.01
337026,12.209,18.027,12.837,0.003,12.998,-0.01
337528,12.209,18.027,12.837,0.003,12.998,-0.01
338002,12.209,18.027,12.837,0.003,12.998,0.006
338501,12.209,18.027,12.837,0.003,12.998,-0.01
338983,12.209,18.027,12.837,0.003,12.998,0.006
339485,12.209,18.027,12.837,0.003,12.998,-0.01
339954,12.209,18.027,12.837,0.003,12.998,-0.01
340439,12.209,18.027,12.837,0.003,12.998,-0.01
340912,12.209,18.027,12.837,0.003,12.998,-0.01
341441,12.209,18.027,12.837,0.003,12.998,-0.01
341972,12.209,18.027,12.837,0.003,12.998,-0.01
342453,12.209,18.027,12.837,0.003,12.998,-0.01
342951,12.209,18.027,12.837,0.003,12.998,-0.01
343418,12.209,18.027,12.837,0.003,12.998,-0.01
343921,12.209,18.027,12.837,0.003,12.998,-0.01
344383,12.209,18.027,12.837,0.003,12.998,-0.01
344899,12.209,18.027,12.837,0.003,12.998,-0.01
345368,12.209,18.027,12.837,0.003,12.998,-0.01
345858,12.209,18.027,12.837,0.003,12.998,-0.01
346341,12.209,18.027,12.837,0.003,12.998,-0.01
346874,12.209,18.027,12.837,0.003,12.998,-0.01
347386,12.209,18.027,12.837,0.003,12.998,-0.01
347871,12.209,18.027,12.837,0.003,12.998,0.006
348348,12.209,18.027,12.837,0.003,12.998,-0.01
348854,12.209,18.027,12.837,0.003,12.998,-0.01
349334,12.209,18.027,12.837,0.003,12.998,-0.01
349846,12.209,18.027,12.837,0.003,12.998,-0.01
350323,12.209,18.027,12.837,0.003,12.998,0.006
350831,12.209,18.027,12.837,0.003,12.998,-0.01
351308,12.209,18.027,12.837,0.003,12.998,0.006
351812,12.209,18.027,12.837,0.003,12.998,-0.01
352295,12.209,18.027,12.837,0.003,12.998,-0.01
352800,12.209,18.027,12.837,0.003,12.998,-0.01
353263,12.209,18.027,12.837,0.003,12.998,-0.01
353779,12.209,18.027,12.837,0.003,12.998,-0.01
354270,12.209,18.027,12.837,0.003,12.998,-0.01
354813,12.209,18.027,12.837,0.003,12.998,-0.01
355290,12.209,18.027,12.837,0.003,12.998,-0.01
355797,12.209,18.027,12.837,0.003,12.998,-0.01
356300,12.209,18.027,12.837,0.003,12.998,-0.01
356785,12.209,18.027,12.837,0.003,12.998,-0.01
357289,12.209,18.027,12.837,0.003,12.998,-0.01
357772,12.209,18.027,12.837,0.003,12.998,-0.01
358276,12.209,18.027,12.837,0.003,12.998,-0.01
358747,12.209,18.027,12.837,0.003,12.998,-0.01
359237,12.209,18.027,12.837,0.003,12.998,-0.01
359715,12.209,18.027,12.837,0.003,12.998,-0.01
360222,12.209,18.027,12.837,0.003,12.998,-0.01
360694,12.209,18.027,12.837,0.003,12.998,-0.01
361233,12.209,18.027,12.837,0.003,12.998,-0.01
361740,12.209,18.027,12.837,0.003,12.998,-0.01
362244,12.209,18.027,12.837,0.003,12.998,-0.01
362716,12.209,18.027,12.837,0.003,12.998,-0.01
363220,12.209,18.027,12.837,0.003,12.998,0.006
363706,12.209,18.027,12.837,0.003,12.998,-0.01
364213,12.209,18.027,12.837,0.003,12.998,-0.01
364682,12.209,18.027,12.837,0.003,12.998,-0.01
365196,12.209,18.027,12.837,0.003,12.998,-0.01
365684,12.209,18.027,12.837,0.003,12.998,-0.01
366186,12.209,18.027,12.837,0.003,12.998,-0.01
366660,12.209,18.027,12.837,0.003,12.998,-0.01
367170,12.209,18.027,12.837,0.003,12.998,-0.01
367653,12.209,18.027,12.837,0.003,12.998,-0.01
368151,12.209,18.027,12.837,0.003,12.998,0.006
368623,12.209,18.027,12.837,0.003,12.998,-0.01
369134,12.209,18.027,12.837,0.003,12.998,-0.01
369638,12.209,18.027,12.837,0.003,12.998,-0.01
370164,12.209,18.027,12.837,0.003,12.998,-0.01
370632,12.209,18.027,12.837,0.003,12.998,-0.01
371132,12.209,18.027,12.837,0.003,12.998,-0.01
371632,12.209,18.027,12.837,0.003,12.998,0.006
372107,12.209,18.027,12.837,0.003,12.998,-0.01
372618,12.209,18.027,12.837,0.003,12.998,-0.01
373094,12.209,18.027,12.837,0.003,12.998,-0.01
373596,12.209,18.027,12.837,0.003,12.998,0.006
374102,12.209,18.027,12.837,0.003,12.998,-0.01
374619,12.209,18.027,12.837,0.003,12.998,-0.01
375084,12.209,18.027,12.837,0.003,12.998,-0.01
375572,12.209,18.027,12.837,0.003,12.998,0.006
376056,12.209,18.027,12.837,0.003,12.998,-0.01
376557,12.209,18.027,12.837,0.003,12.998,-0.01
377043,12.209,18.027,12.837,0.003,12.998,-0.01
377552,12.209,18.027,12.837,0.003,12.998,-0.01
378032,12.209,18.027,12.837,0.003,12.998,-0.01
378541,12.209,18.027,12.837,0.003,12.998,-0.01
379017,12.209,18.027,12.837,0.003,12.998,-0.01
379518,12.209,18.027,12.837,0.003,12.998,-0.01
379986,12.209,18.027,12.837,0.003,12.998,-0.01
380515,12.209,18.027,12.837,0.003,12.998,-0.01
381012,12.209,18.027,12.837,0.003,12.998,-0.01
381549,12.209,18.027,12.837,0.003,12.998,-0.01
382057,12.209,18.027,12.837,0.003,12.998,-0.01
382529,12.209,18.027,12.837,0.003,12.998,-0.01
383026,12.209,18.027,12.837,0.003,12.998,-0.01
383506,12.209,18.027,12.837,0.003,12.998,-0.01
384012,12.209,18.027,12.837,0.003,12.998,-0.01
384492,12.209,18.027,12.837,0.003,12.998,-0.01
385002,12.209,18.027,12.837,0.003,12.998,-0.01
385479,12.209,18.027,12.837,0.003,12.998,-0.01
385979,12.209,18.027,12.837,0.003,12.998,-0.01
386478,12.209,18.027,12.837,0.003,12.998,0.006
387007,12.209,18.027,12.837,0.003,12.998,-0.01
387483,12.209,18.027,12.837,0.003,12.998,-0.01
387979,12.192,18.027,12.837,0.003,12.998,-0.01
388463,12.209,18.027,12.837,0.003,12.998,-0.01
388966,12.192,18.027,12.837,0.003,12.998,0.006
389420,12.192,18.027,12.837,0.003,12.998,-0.01
389934,12.192,18.027,12.837,0.003,12.998,-0.01
390422,12.192,18.027,12.837,0.003,12.998,-0.01
390917,12.192,18.027,12.837,0.003,12.998,-0.01
391382,12.192,18.027,12.837,0.003,12.998,-0.01
391889,12.192,18.027,12.837,0.003,12.998,-0.01
392368,12.192,18.027,12.837,0.003,12.998,-0.01
392873,12.192,18.027,12.837,0.003,12.998,-0.01
393325,12.192,18.027,12.837,0.003,12.998,-0.01
393831,12.192,18.027,12.837,0.003,12.998,-0.01
394310,12.192,18.027,12.837,0.003,12.998,0.006
394806,12.192,18.027,12.837,0.003,12.998,-0.01
395307,12.192,18.027,12.837,0.003,12.998,-0.01
395849,12.192,18.027,12.837,0.003,12.998,-0.01
396352,12.192,18.027,12.837,0.003,12.998,-0.01
396830,12.192,18.027,12.837,0.003,12.998,-0.01
397334,12.192,18.027,12.837,0.003,12.998,-0.01
397808,12.192,18.027,12.837,0.003,12.998,-0.01
398308,12.192,18.027,12.837,0.003,12.998,0.006
398805,12.192,18.027,12.837,0.003,12.998,-0.01
399336,12.192,18.027,12.837,0.003,12.998,-0.01
399804,12.192,18.027,12.837,0.003,12.998,-0.01
400308,12.192,18.027,12.837,0.003,12.998,0.006
400827,12.192,18.027,12.837,0.003,12.998,-0.01
401339,12.192,18.027,12.837,0.003,12.998,0.006
401812,12.192,18.027,12.837,0.003,12.998,-0.01
402319,12.192,18.027,12.837,0.003,12.998,-0.01
402821,12.192,18.027,12.837,0.003,12.998,-0.01
403307,12.192,18.027,12.837,0.003,12.998,-0.01
403807,12.192,18.027,12.837,0.003,12.998,-0.01
404288,12.192,18.027,12.837,0.003,12.998,-0.01
404800,12.192,18.027,12.837,0.003,12.998,-0.01
405266,12.192,18.027,12.837,0.003,12.998,-0.01
405772,12.192,18.027,12.837,0.003,12.998,-0.01
406246,12.192,18.027,12.837,0.003,12.998,-0.01
406738,12.192,18.027,12.837,0.003,12.998,-0.01
407210,12.192,18.027,12.837,0.003,12.998,-0.01
407710,12.192,18.027,12.837,0.003,12.998,-0.01
408198,12.192,18.027,12.837,0.003,12.998,-0.01
408687,12.192,18.027,12.837,0.003,12.998,-0.01
409169,12.192,18.027,12.837,0.003,12.998,-0.01
409677,12.192,18.027,12.837,0.003,12.998,-0.01
410157,12.192,18.027,12.837,0.003,12.998,-0.01
410655,12.192,18.027,12.837,0.003,12.998,-0.01
411176,12.192,18.027,12.837,0.003,12.998,-0.01
411686,12.192,18.027,12.837,0.003,12.998,-0.01
412165,12.192,18.027,12.837,0.003,12.998,0.006
412644,12.192,18.027,12.837,0.003,12.998,-0.01
413127,12.192,18.027,12.837,0.003,12.998,-0.01
413625,12.192,18.027,12.837,0.003,12.998,-0.01
414113,12.192,18.027,12.837,0.003,12.998,-0.01
414620,12.192,18.027,12.837,0.003,12.998,-0.01
415106,12.192,18.027,12.837,0.003,12.998,-0.01
415594,12.192,18.027,12.837,0.003,12.998,0.006
416068,12.192,18.027,12.837,0.003,12.998,-0.01
416577,12.192,18.027,12.837,0.003,12.998,-0.01
417069,12.192,18.027,12.837,0.003,12.998,-0.01
417561,12.192,18.027,12.837,0.003,12.998,-0.01
418046,12.192,18.027,12.837,0.003,12.998,-0.01
418541,12.192,18.027,12.837,0.003,12.998,-0.01
419012,12.192,18.027,12.837,0.003,12.998,-0.01
419544,12.192,18.027,12.837,0.003,12.998,-0.01
420069,12.192,18.027,12.837,0.003,12.998,-0.01
420540,12.192,18.027,12.837,0.003,12.998,-0.01
421061,12.192,18.027,12.837,0.003,12.998,-0.01
421527,12.192,18.027,12.837,0.003,12.998,-0.01
422033,12.192,18.027,12.837,0.003,12.998,-0.01
422515,12.192,18.027,12.837,0.003,12.998,-0.01
423011,12.192,18.027,12.837,0.003,12.998,-0.01
423493,12.192,18.027,12.837,0.003,12.998,-0.01
423994,12.192,18.027,12.837,0.003,12.998,-0.01
424479,12.192,18.027,12.837,0.003,12.998,-0.01
425045,12.192,18.027,12.837,0.003,12.998,-0.01
425519,12.192,18.027,12.837,0.003,12.998,-0.01
426008,12.192,18.027,12.837,0.003,12.998,-0.01
426485,12.192,18.027,12.837,0.003,12.998,0.006
426997,12.192,18.027,12.837,0.003,12.998,-0.01
427462,12.192,18.027,12.837,0.003,12.998,-0.01
427957,12.192,18.027,12.837,0.003,12.998,0.006
428445,12.192,18.027,12.837,0.003,12.998,-0.01
428950,12.192,18.027,12.837,0.003,12.998,-0.01
429416,12.192,18.027,12.837,0.003,12.998,-0.01
429922,12.192,18.027,12.837,0.003,12.998,0.006
430395,12.192,18.027,12.837,0.003,12.998,-0.01
430896,12.192,18.027,12.837,0.003,12.998,-0.01
431356,12.192,18.027,12.837,0.003,12.998,-0.01
431871,12.192,18.027,12.837,0.003,12.998,-0.01
432350,12.192,18.027,12.837,0.003,12.998,-0.01
432871,12.192,18.027,12.837,0.003,12.998,-0.01
433356,12.192,18.027,12.837,0.003,12.998,-0.01
433865,12.192,18.027,12.837,0.003,12.998,-0.01
434363,12.192,18.027,12.837,0.003,12.998,-0.01
434881,12.192,18.027,12.837,0.003,12.998,-0.01
435337,12.192,18.027,12.837,0.003,12.998,-0.01
435833,12.192,18.027,12.837,0.003,12.998,-0.01
436341,12.192,18.027,12.837,0.003,12.998,-0.01
436870,12.192,18.027,12.837,0.003,12.998,-0.01
437393,12.192,18.027,12.837,0.003,12.998,-0.01
437878,12.192,18.027,12.837,0.003,12.998,-0.01
438376,12.192,18.027,12.837,0.003,12.998,-0.01
438859,12.192,18.027,12.837,0.003,12.998,-0.01
439365,12.192,18.027,12.837,0.003,12.998,-0.01
439836,12.192,18.027,12.837,0.003,12.998,-0.01
440332,12.192,18.027,12.837,0.003,12.998,0.006
440826,12.192,18.027,12.837,0.003,12.998,-0.01
441324,12.192,18.027,12.837,0.003,12.998,0.006
441784,12.192,18.027,12.837,0.003,12.998,-0.01
442285,12.192,18.027,12.837,0.003,12.998,-0.01
442772,12.192,18.027,12.837,0.003,12.998,-0.01
443276,12.192,18.027,12.837,0.003,12.998,-0.01
443758,12.192,18.027,12.837,0.003,12.998,-0.01
444275,12.192,18.027,12.837,0.003,12.998,-0.01
444753,12.192,18.027,12.837,0.003,12.998,-0.01
445260,12.192,18.027,12.837,0.003,12.998,-0.01
445719,12.192,18.027,12.837,0.003,12.998,-0.01
446223,12.192,18.027,12.837,0.003,12.998,-0.01
446725,12.192,18.027,12.837,0.003,12.998,-0.01
447247,12.192,18.027,12.837,0.003,12.998,-0.01
447745,12.192,18.027,12.837,0.003,12.998,-0.01
448233,12.192,18.027,12.837,0.003,12.998,-0.01
448734,12.192,18.027,12.837,0.003,12.998,-0.01
449212,12.192,18.027,12.837,0.003,12.998,-0.01
449690,12.192,18.027,12.837,0.003,12.998,-0.01
450167,12.192,18.027,12.837,0.003,12.998,-0.01
450662,12.192,18.027,12.837,0.003,12.998,0.006
451134,12.192,18.027,12.837,0.003,12.998,-0.01
451623,12.192,18.027,12.837,0.003,12.998,-0.01
452100,12.175,18.027,12.837,0.003,12.998,0.006
452603,12.175,18.027,12.837,0.003,12.998,-0.01
453100,12.175,18.027,12.837,0.003,12.998,-0.01
453612,12.175,18.027,12.837,0.003,12.998,-0.01
454075,12.175,18.027,12.853,0.003,12.998,-0.01
454579,12.175,18.027,12.853,0.003,12.998,-0.01
455060,12.175,18.027,12.853,0.003,12.998,-0.01
455567,12.175,18.027,12.853,0.003,12.998,-0.01
456038,12.175,18.027,12.853,0.003,12.998,-0.01
456539,12.175,18.027,12.853,0.003,12.998,-0.01
457017,12.175,18.027,12.853,0.003,12.998,-0.01
457581,12.175,18.027,12.853,0.003,12.998,-0.01
458110,12.175,18.027,12.853,0.003,12.998,-0.01
458578,12.175,18.027,12.853,0.003,12.998,-0.01
459081,12.175,18.027,12.853,0.003,12.998,-0.01
459558,12.175,18.027,12.853,0.003,12.998,-0.01
460059,12.175,18.027,12.853,0.003,12.998,-0.01
460538,12.175,18.027,12.853,0.003,12.998,0.006
461041,12.175,18.027,12.853,0.003,12.998,-0.01
461525,12.175,18.027,12.853,0.003,12.998,-0.01
462018,12.175,18.027,12.853,0.003,12.998,-0.01
462494,12.175,18.027,12.853,0.003,12.998,-0.01
463028,12.175,18.027,12.853,0.003,12.998,-0.01
463562,12.175,18.027,12.853,0.003,12.998,-0.01
464042,12.175,18.027,12.853,0.003,12.998,-0.01
464539,12.175,18.027,12.853,0.003,12.998,-0.01
465026,12.175,18.027,12.853,0.003,12.998,-0.01
465537,12.175,18.027,12.853,0.003,12.998,-0.01
466017,12.175,18.027,12.853,0.003,12.998,-0.01
466517,12.175,18.027,12.853,0.003,12.998,-0.01
466983,12.175,18.027,12.853,0.003,12.998,0.006
467542,12.175,18.027,12.853,0.003,12.998,-0.01
468007,12.175,18.027,12.853,0.003,12.998,-0.01
468516,12.175,18.027,12.853,0.003,12.998,-0.01
468996,12.175,18.027,12.853,0.003,12.998,-0.01
469506,12.175,18.027,12.853,0.003,12.998,-0.01
469977,12.175,18.027,12.853,0.003,12.998,-0.01
470541,12.175,18.027,12.853,0.003,12.998,-0.01
471038,12.175,18.027,12.853,0.003,12.998,-0.01
471518,12.175,18.027,12.853,0.003,12.998,-0.01
472021,12.175,18.027,12.853,0.003,12.998,-0.01
472501,12.175,18.027,12.853,0.003,12.998,-0.01
473000,12.175,18.027,12.853,0.003,12.998,0.006
473483,12.175,18.027,12.853,0.003,12.998,-0.01
473977,12.175,18.027,12.853,0.003,12.998,-0.01
474462,12.175,18.027,12.853,0.003,12.998,-0.01
474957,12.175,18.027,12.853,0.003,12.998,-0.01
475424,12.175,18.027,12.853,0.003,12.998,-0.01
475926,12.175,18.027,12.853,0.003,12.998,0.006
476431,12.175,18.027,12.853,0.003,12.998,-0.01
476966,12.175,18.027,12.853,0.003,12.998,-0.01
477431,12.175,18.027,12.853,0.003,12.998,-0.01
477910,12.175,18.027,12.853,0.003,12.998,-0.01
478389,12.175,18.027,12.853,0.003,12.998,-0.01
478876,12.175,18.027,12.853,0.003,12.998,-0.01
479416,12.175,18.027,12.853,0.003,12.998,-0.01
479917,12.175,18.027,12.853,0.003,12.998,-0.01
480412,12.175,18.027,12.853,0.003,12.998,-0.01
480893,12.175,18.027,12.853,0.003,12.998,-0.01
481400,12.175,18.027,12.853,0.003,12.998,-0.01
481876,12.175,18.027,12.853,0.003,12.998,-0.01
482371,12.175,18.027,12.853,0.003,12.998,-0.01
482848,12.175,18.027,12.853,0.003,12.998,-0.01
483382,12.175,18.027,12.853,0.003,12.998,-0.01
483904,12.175,18.027,12.853,0.003,12.998,-0.01
484387,12.175,18.027,12.853,0.003,12.998,-0.01
484899,12.175,18.027,12.853,0.003,12.998,-0.01
485368,12.175,18.027,12.853,0.003,12.998,-0.01
485860,12.175,18.027,12.853,0.003,12.998,-0.01
486332,12.175,18.027,12.853,0.003,12.998,-0.01
486835,12.175,18.027,12.853,0.003,12.998,-0.01
487336,12.175,18.027,12.853,0.003,12.998,-0.01
487857,12.175,18.027,12.853,0.003,12.998,-0.01
488331,12.175,18.027,12.853,0.003,12.998,-0.01
488846,12.175,18.027,12.853,0.003,12.998,-0.01
489355,12.175,18.027,12.853,0.003,12.998,-0.01
