18A Test,Pink Floyd,Pink Floyd,BLUE-04284-HA-A,BLUE-04284-HA-A,BLACK-E130716RC,BLACK-E130716RC
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
489826,12.175,18.027,12.853,0.003,12.998,-0.01
490329,12.175,18.027,12.853,0.003,12.998,-0.01
490801,12.175,18.027,12.853,0.003,12.998,-0.01
491338,12.175,18.027,12.853,0.003,12.998,-0.01
491853,12.175,18.027,12.853,0.003,12.998,-0.01
492359,12.175,18.027,12.853,0.003,12.998,-0.01
492872,12.175,18.027,12.853,0.003,12.998,-0.01
493344,12.175,18.027,12.853,0.003,12.998,-0.01
493835,12.175,18.027,12.853,0.003,12.998,0.006
494310,12.175,18.027,12.853,0.003,12.998,-0.01
494810,12.175,18.027,12.853,0.003,12.998,-0.01
495287,12.175,18.027,12.853,0.003,12.998,-0.01
495782,12.175,18.027,12.853,0.003,12.998,-0.01
496262,12.175,18.027,12.853,0.003,12.998,0.006
496763,12.175,18.027,12.853,0.003,12.998,0.006
497241,12.175,18.027,12.853,0.003,12.998,0.006
497749,12.175,18.027,12.853,0.003,12.998,-0.01
498229,12.175,18.027,12.853,0.003,12.998,0.006
498786,12.175,18.027,12.853,0.003,12.998,-0.01
499267,12.175,18.027,12.853,0.003,12.998,-0.01
499760,12.175,18.027,12.853,0.003,12.998,0.006
500234,12.175,18.027,12.853,0.003,12.998,-0.01
500738,12.175,18.027,12.853,0.003,12.998,-0.01
501220,12.175,18.027,12.853,0.003,12.998,-0.01
501724,12.175,18.027,12.853,0.003,12.998,-0.01
502186,12.175,18.027,12.853,0.003,12.998,-0.01
502687,12.175,18.027,12.853,0.003,12.998,-0.01
503158,12.175,18.027,12.853,0.003,12.998,-0.01
503695,12.175,18.027,12.853,0.003,12.998,-0.01
504247,12.175,18.027,12.853,0.003,12.998,-0.01
504762,12.175,18.027,12.853,0.003,13.014,-0.01
505299,12.175,18.027,12.853,0.003,12.998,-0.01
505853,12.175,18.027,12.853,0.003,13.014,-0.01
506362,12.175,18.027,12.853,0.003,12.998,-0.01
506885,12.175,18.027,12.853,0.003,13.014,-0.01
507455,12.175,18.027,12.853,0.003,13.014,-0.01
507961,12.175,18.027,12.853,0.003,13.014,-0.01
508446,12.175,18.027,12.853,0.003,13.014,-0.01
509019,12.175,18.027,12.853,0.003,13.014,-0.01
509519,12.175,18.027,12.853,0.003,13.014,-0.01
510081,12.175,18.027,12.853,0.003,13.014,-0.01
510604,12.175,18.027,12.853,0.003,13.014,-0.01
511080,12.175,18.027,12.853,0.003,13.014,-0.01
511575,12.175,18.027,12.853,0.003,13.014,-0.01
512085,12.159,18.027,12.853,0.003,13.014,-0.01
512602,12.159,18.027,12.853,0.003,13.014,-0.01
513117,12.159,18.027,12.853,0.003,13.014,0.006
513631,12.159,18.027,12.853,0.003,13.014,-0.01
514160,12.159,18.027,12.853,0.003,13.014,-0.01
514630,12.159,18.027,12.853,0.003,13.014,0.006
515134,12.159,18.027,12.853,0.003,13.014,-0.01
515621,12.159,18.027,12.853,0.003,13.014,-0.01
516186,12.159,18.027,12.853,0.003,13.014,-0.01
516755,12.159,18.027,12.853,0.003,13.014,-0.01
517245,12.159,18.027,12.853,0.003,13.014,-0.01
517735,12.159,18.027,12.853,0.003,13.014,-0.01
518240,12.159,18.027,12.853,0.003,13.014,-0.01
518712,12.159,18.027,12.853,0.003,13.014,-0.01
519217,12.159,18.027,12.853,0.003,13.014,-0.01
519700,12.159,18.027,12.853,0.003,13.014,-0.01
520189,12.159,18.027,12.853,0.003,13.014,-0.01
520674,12.159,18.027,12.853,0.003,13.014,-0.01
521190,12.159,18.027,12.853,0.003,13.014,-0.01
521662,12.159,18.027,12.853,0.003,13.014,-0.01
522193,12.159,18.027,12.853,0.003,13.014,-0.01
522658,12.159,18.027,12.853,0.003,13.014,-0.01
523186,12.159,18.027,12.853,0.003,13.014,-0.01
523660,12.159,18.027,12.853,0.003,13.014,-0.01
524156,12.159,18.027,12.853,0.003,13.014,-0.01
524643,12.159,18.027,12.853,0.003,13.014,-0.01
525145,12.159,18.027,12.853,0.003,13.014,-0.01
525608,12.159,18.027,12.853,0.003,13.014,-0.01
526092,12.159,18.027,12.853,0.003,13.014,-0.01
526571,12.159,18.027,12.853,0.003,13.014,0.006
527053,12.159,18.027,12.853,0.003,13.014,-0.01
527532,12.159,18.027,12.853,0.003,13.014,0.006
528013,12.159,18.027,12.853,0.003,13.014,-0.01
528493,12.159,18.027,12.853,0.003,13.014,-0.01
529001,12.159,18.027,12.853,0.003,13.014,-0.01
529479,12.159,18.027,12.853,0.003,13.014,-0.01
529984,12.159,18.027,12.853,0.003,13.014,0.006
530454,12.159,18.027,12.853,0.003,13.014,-0.01
530963,12.159,18.027,12.853,0.003,13.014,-0.01
531425,12.159,18.027,12.853,0.003,13.014,-0.01
531938,12.159,18.027,12.853,0.003,13.014,-0.01
532465,12.159,18.027,12.853,0.003,13.014,-0.01
532946,12.159,18.027,12.853,0.003,13.014,-0.01
533447,12.159,18.027,12.853,0.003,13.014,-0.01
533913,12.159,18.027,12.853,0.003,13.014,-0.01
534419,12.159,18.027,12.853,0.003,13.014,-0.01
534910,12.159,18.027,12.853,0.003,13.014,-0.01
535401,12.159,18.027,12.853,0.003,13.014,-0.01
535879,12.159,18.027,12.853,0.003,13.014,-0.01
536370,12.159,18.027,12.853,0.003,13.014,-0.01
536862,12.159,18.027,12.853,0.003,13.014,-0.01
537377,12.159,18.027,12.853,0.003,13.014,-0.01
537848,12.159,18.027,12.853,0.003,13.014,-0.01
538352,12.159,18.027,12.853,0.003,13.014,-0.01
538825,12.159,18.027,12.853,0.003,13.014,-0.01
539326,12.159,18.027,12.853,0.003,13.014,-0.01
539806,12.159,18.027,12.853,0.003,13.014,-0.01
540301,12.159,18.027,12.853,0.003,13.014,-0.01
540768,12.159,18.027,12.853,0.003,13.014,-0.01
541271,12.159,18.027,12.853,0.003,13.014,-0.01
541759,12.159,18.027,12.853,0.003,13.014,-0.01
542291,12.159,18.027,12.853,0.003,13.014,-0.01
542750,12.159,18.027,12.853,0.003,13.014,-0.01
543246,12.159,18.027,12.853,0.003,13.014,-0.01
543717,12.159,18.027,12.853,0.003,13.014,-0.01
544220,12.159,18.027,12.853,0.003,13.014,-0.01
544705,12.159,18.027,12.853,0.003,13.014,-0.01
545224,12.159,18.027,12.853,0.003,13.014,-0.01
545728,12.159,18.027,12.853,0.003,13.014,-0.01
546265,12.159,18.027,12.853,0.003,13.014,-0.01
546746,12.159,18.027,12.853,0.003,13.014,-0.01
547231,12.159,18.027,12.853,0.003,13.014,-0.01
547734,12.159,18.027,12.853,0.003,13.014,-0.01
548223,12.159,18.027,12.853,0.003,13.014,-0.01
548717,12.159,18.027,12.853,0.003,13.014,-0.01
549196,12.159,18.027,12.853,0.003,13.014,-0.01
549705,12.159,18.027,12.853,0.003,13.014,-0.01
550170,12.159,18.027,12.853,0.003,13.014,-0.01
550671,12.159,18.027,12.853,0.003,13.014,-0.01
551148,12.159,18.027,12.853,0.003,13.014,-0.01
551647,12.159,18.027,12.853,0.003,13.014,0.006
552161,12.159,18.027,12.853,0.003,13.014,-0.01
552692,12.159,18.027,12.853,0.003,13.014,-0.01
553170,12.159,18.027,12.853,0.003,13.014,-0.01
553654,12.159,18.027,12.853,0.003,13.014,-0.01
554120,12.159,18.027,12.853,0.003,13.014,-0.01
554626,12.159,18.027,12.853,0.003,13.014,-0.01
555129,12.159,18.027,12.853,0.003,13.014,0.006
555650,12.159,18.027,12.853,0.003,13.014,-0.01
556182,12.159,18.027,12.853,0.003,13.014,-0.01
556669,12.159,18.027,12.853,0.003,13.014,-0.01
557188,12.159,18.027,12.853,0.003,13.014,-0.01
557694,12.159,18.027,12.853,0.003,13.014,-0.01
558193,12.159,18.027,12.853,0.003,13.014,-0.01
558713,12.159,18.027,12.853,0.003,13.014,-0.01
559174,12.159,18.027,12.853,0.003,13.014,0.006
559663,12.159,18.027,12.853,0.003,13.014,0.006
560139,12.159,18.027,12.853,0.003,13.014,-0.01
560635,12.159,18.027,12.853,0.003,13.014,-0.01
561123,12.159,18.027,12.853,0.003,13.014,0.006
561625,12.159,18.027,12.853,0.003,13.014,0.006
562098,12.159,18.027,12.853,0.003,13.014,-0.01
562604,12.159,18.027,12.853,0.003,13.014,-0.01
563083,12.159,18.027,12.853,0.003,13.014,-0.01
563588,12.159,18.027,12.853,0.003,13.014,-0.01
564075,12.159,18.027,12.853,0.003,13.014,-0.01
564576,12.159,18.027,12.853,0.003,13.014,-0.01
565065,12.159,18.027,12.853,0.003,13.014,-0.01
565574,12.159,18.027,12.853,0.003,13.014,-0.01
566050,12.159,18.027,12.853,0.003,13.014,-0.01
566551,12.159,18.027,12.853,0.003,13.014,-0.01
567027,12.159,18.027,12.853,0.003,13.014,-0.01
567526,12.159,18.027,12.853,0.003,13.014,-0.01
567991,12.159,18.027,12.853,0.003,13.014,-0.01
568536,12.159,18.027,12.853,0.003,13.014,-0.01
569027,12.159,18.027,12.853,0.003,13.014,-0.01
569553,12.159,18.027,12.853,0.003,13.014,-0.01
570048,12.159,18.027,12.853,0.003,13.014,-0.01
570525,12.159,18.027,12.853,0.003,13.014,-0.01
571031,12.159,18.027,12.853,0.003,13.014,-0.01
571505,12.159,18.027,12.853,0.003,13.014,-0.01
572000,12.142,18.027,12.853,0.003,13.014,-0.01
572477,12.142,18.027,12.853,0.003,13.014,-0.01
572988,12.142,18.027,12.853,0.003,13.014,-0.01
573465,12.142,18.027,12.853,0.003,13.014,-0.01
573963,12.142,18.027,12.853,0.003,13.014,-0.01
574435,12.142,18.027,12.853,0.003,13.014,-0.01
574935,12.142,18.027,12.853,0.003,13.014,-0.01
575412,12.142,18.027,12.853,0.003,13.014,-0.01
575910,12.142,18.027,12.853,0.003,13.014,-0.01
576374,12.142,18.027,12.853,0.003,13.014,-0.01
576887,12.142,18.027,12.853,0.003,13.014,-0.01
577365,12.142,18.027,12.853,0.003,13.014,-0.01
577871,12.142,18.027,12.853,0.003,13.014,-0.01
578352,12.142,18.027,12.853,0.003,13.014,-0.01
578849,12.142,18.027,12.853,0.003,13.014,-0.01
579327,12.142,18.027,12.853,0.003,13.014,-0.01
579850,12.142,18.027,12.853,0.003,13.014,-0.01
580323,12.142,18.027,12.853,0.003,13.014,-0.01
580833,12.142,18.027,12.853,0.003,13.014,-0.01
581294,12.142,18.027,12.853,0.003,13.014,-0.01
581784,12.142,18.027,12.853,0.003,13.014,-0.01
582265,12.142,18.027,12.853,0.003,13.014,-0.01
582765,12.142,18.027,12.853,0.003,13.014,-0.01
583233,12.142,18.027,12.853,0.003,13.014,-0.01
583719,12.142,18.027,12.853,0.003,13.014,-0.01
584200,12.142,18.027,12.853,0.003,13.014,-0.01
584704,12.142,18.027,12.853,0.003,13.014,-0.01
585188,12.142,18.027,12.853,0.003,13.014,-0.01
585692,12.142,18.027,12.853,0.003,13.014,-0.01
586178,12.142,18.027,12.853,0.003,13.014,-0.01
586671,12.142,18.027,12.853,0.003,13.014,-0.01
587154,12.142,18.027,12.853,0.003,13.014,-0.01
587652,12.142,18.027,12.853,0.003,13.014,-0.01
588135,12.142,18.027,12.853,0.003,13.014,-0.01
588642,12.142,18.027,12.853,0.003,13.014,-0.01
589115,12.142,18.027,12.853,0.003,13.014,-0.01
589645,12.142,18.027,12.853,0.003,13.014,-0.01
590108,12.142,18.027,12.853,0.003,13.014,-0.01
590610,12.142,18.027,12.853,0.003,13.014,-0.01
591090,12.142,18.027,12.853,0.003,13.014,-0.01
591591,12.142,18.027,12.853,0.003,13.014,-0.01
592090,12.142,18.027,12.853,0.003,13.014,-0.01
592606,12.142,18.027,12.853,0.003,13.014,0.006
593111,12.142,18.027,12.853,0.003,13.014,0.006
593592,12.142,18.027,12.853,0.003,13.014,-0.01
594081,12.142,18.027,12.853,0.003,13.014,0.006
594559,12.142,18.027,12.853,0.003,13.014,-0.01
595063,12.142,18.027,12.853,0.003,13.014,-0.01
595538,12.142,18.027,12.853,0.003,13.014,-0.01
596036,12.142,18.027,12.853,0.003,13.014,-0.01
596513,12.142,18.027,12.853,0.003,13.014,-0.01
597420,12.142,18.027,12.853,0.003,13.014,-0.01
597921,12.142,18.027,12.853,0.003,13.014,-0.01
598397,12.142,18.027,12.853,0.003,13.014,-0.01
598903,12.142,18.027,12.853,0.003,13.014,-0.01
599367,12.142,18.027,12.853,0.003,13.014,-0.01
599896,12.142,18.027,12.853,0.003,13.014,-0.01
600415,12.142,18.027,12.853,0.003,13.014,-0.01
600926,12.142,18.027,12.853,0.003,13.014,-0.01
601432,12.142,18.027,12.853,0.003,13.014,-0.01
601921,12.142,18.027,12.853,0.003,13.014,-0.01
602430,12.142,18.027,12.853,0.003,13.014,-0.01
602908,12.142,18.027,12.853,0.003,13.014,-0.01
603438,12.142,18.027,12.853,0.003,13.014,-0.01
603942,12.142,18.027,12.853,0.003,13.014,-0.01
604447,12.142,18.027,12.853,0.003,13.014,-0.01
604922,12.142,18.027,12.853,0.003,13.014,-0.01
605427,12.142,18.027,12.853,0.003,13.014,-0.01
605884,12.142,18.027,12.853,0.003,13.014,-0.01
606392,12.142,18.027,12.853,0.003,13.014,-0.01
606863,12.142,18.027,12.853,0.003,13.014,-0.01
607353,12.142,18.027,12.853,0.003,13.014,-0.01
607842,12.142,18.027,12.853,0.003,13.014,-0.01
608329,12.142,18.027,12.853,0.003,13.014,-0.01
608821,12.142,18.027,12.853,0.003,13.014,-0.01
609315,12.142,18.027,12.853,0.003,13.014,0.006
609778,12.142,18.027,12.853,0.003,13.014,-0.01
610280,12.142,18.027,12.853,0.003,13.014,-0.01
610746,12.142,18.027,12.853,0.003,13.014,0.006
611253,12.142,18.027,12.853,0.003,13.014,-0.01
611730,12.142,18.027,12.853,0.003,13.014,0.006
612223,12.142,18.027,12.853,0.003,13.014,-0.01
612720,12.142,18.027,12.853,0.003,13.014,-0.01
613280,12.142,18.027,12.853,0.003,13.014,-0.01
613781,12.142,18.027,12.853,0.003,13.014,-0.01
614259,12.142,18.027,12.853,0.003,13.014,-0.01
614763,12.142,18.027,12.853,0.003,13.014,-0.01
615241,12.142,18.027,12.853,0.003,13.014,-0.01
615742,12.142,18.027,12.853,0.003,13.014,-0.01
616225,12.142,18.027,12.853,0.003,13.014,-0.01
616735,12.142,18.027,12.853,0.003,13.014,-0.01
617202,12.142,18.027,12.853,0.003,13.014,-0.01
617735,12.142,18.027,12.853,0.003,13.014,-0.01
618239,12.142,18.027,12.853,0.003,13.014,-0.01
618744,12.142,18.027,12.853,0.003,13.014,-0.01
619226,12.142,18.027,12.853,0.003,13.014,-0.01
619722,12.142,18.027,12.853,0.003,13.014,0.006
620204,12.142,18.027,12.853,0.003,13.014,-0.01
620719,12.142,18.027,12.853,0.003,13.014,-0.01
621190,12.142,18.027,12.853,0.003,13.014,0.006
621692,12.142,18.027,12.853,0.003,13.014,-0.01
622177,12.142,18.027,12.853,0.003,13.014,-0.01
622668,12.142,18.027,12.853,0.003,13.014,-0.01
623145,12.142,18.027,12.853,0.003,13.014,-0.01
623699,12.142,18.027,12.853,0.003,13.014,-0.01
624194,12.142,18.027,12.853,0.003,13.014,-0.01
624685,12.142,18.027,12.853,0.003,13.014,-0.01
625189,12.142,18.027,12.853,0.003,13.014,-0.01
625666,12.142,18.027,12.853,0.003,13.014,-0.01
626161,12.142,18.027,12.853,0.003,13.014,-0.01
626647,12.142,18.027,12.853,0.003,13.014,-0.01
627145,12.142,18.027,12.853,0.003,13.014,-0.01
627621,12.142,18.027,12.853,0.003,13.014,-0.01
628116,12.125,18.027,12.853,0.003,13.014,-0.01
628606,12.125,18.027,12.853,0.003,13.014,-0.01
629141,12.125,18.027,12.853,0.003,13.014,-0.01
629638,12.125,18.027,12.853,0.003,13.014,0.006
630131,12.125,18.027,12.853,0.003,13.014,-0.01
630600,12.125,18.027,12.853,0.003,13.014,-0.01
631101,12.125,18.027,12.853,0.003,13.014,-0.01
631586,12.125,18.027,12.853,0.003,13.014,-0.01
632077,12.125,18.027,12.853,0.003,13.014,-0.01
632557,12.125,18.027,12.853,0.003,13.014,0.006
633123,12.125,18.027,12.853,0.003,13.014,-0.01
633616,12.125,18.027,12.853,0.003,13.014,-0.01
634096,12.125,18.027,12.853,0.003,13.014,-0.01
634603,12.125,18.027,12.853,0.003,13.014,-0.01
635081,12.125,18.027,12.853,0.003,13.014,-0.01
635578,12.125,18.027,12.853,0.003,13.014,-0.01
636068,12.125,18.027,12.853,0.003,13.014,-0.01
636557,12.125,18.027,12.853,0.003,13.014,-0.01
637040,12.125,18.027,12.853,0.003,13.014,-0.01
637538,12.125,18.027,12.853,0.003,13.014,-0.01
638015,12.125,18.027,12.853,0.003,13.014,-0.01
638522,12.125,18.027,12.853,0.003,13.014,-0.01
639002,12.125,18.027,12.853,0.003,13.014,-0.01
639504,12.125,18.027,12.853,0.003,13.014,-0.01
639983,12.125,18.027,12.853,0.003,13.014,-0.01
640490,12.125,18.027,12.853,0.003,13.014,-0.01
640975,12.125,18.027,12.853,0.003,13.014,-0.01
641479,12.125,18.027,12.853,0.003,13.014,-0.01
641948,12.125,18.027,12.853,0.003,13.014,-0.01
642449,12.125,18.027,12.853,0.003,13.014,-0.01
642929,12.125,18.027,12.853,0.003,13.014,-0.01
643448,12.125,18.027,12.853,0.003,13.014,-0.01
643927,12.125,18.027,12.853,0.003,13.014,-0.01
644454,12.125,18.027,12.853,0.003,13.014,0.006
644986,12.125,18.027,12.853,0.003,13.014,0.006
645464,12.125,18.027,12.853,0.003,13.014,-0.01
645957,12.125,18.027,12.853,0.003,13.014,-0.01
646448,12.125,18.027,12.853,0.003,13.014,-0.01
646950,12.125,18.027,12.853,0.003,13.014,-0.01
647427,12.125,18.027,12.853,0.003,13.014,-0.01
647934,12.125,18.027,12.853,0.003,13.014,-0.01
648411,12.125,18.027,12.853,0.003,13.014,-0.01
648905,12.125,18.027,12.853,0.003,13.014,-0.01
649381,12.125,18.027,12.853,0.003,13.014,0.006
649943,12.125,18.027,12.853,0.003,13.014,-0.01
650425,12.125,18.027,12.853,0.003,13.014,-0.01
650952,12.125,18.027,12.853,0.003,13.014,-0.01
651472,12.125,18.027,12.853,0.003,13.014,-0.01
651936,12.125,18.027,12.853,0.003,13.014,-0.01
652509,12.125,18.027,12.853,0.003,13.014,-0.01
653017,12.125,18.027,12.853,0.003,13.014,-0.01
653478,12.125,18.027,12.853,0.003,13.014,-0.01
653976,12.125,18.027,12.853,0.003,13.014,-0.01
654454,12.125,18.027,12.853,0.003,13.014,-0.01
654936,12.125,18.027,12.853,0.003,13.014,-0.01
655394,12.125,18.027,12.853,0.003,13.014,-0.01
655881,12.125,18.027,12.853,0.003,13.014,-0.01
656359,12.125,18.027,12.853,0.003,13.014,-0.01
656869,12.125,18.027,12.853,0.003,13.014,-0.01
657347,12.125,18.027,12.853,0.003,13.014,-0.01
657910,12.125,18.027,12.853,0.003,13.014,-0.01
658384,12.125,18.027,12.853,0.003,13.014,0.006
658891,12.125,18.027,12.853,0.003,13.014,-0.01
659352,12.125,18.027,12.853,0.003,13.014,-0.01
659842,12.125,18.027,12.853,0.003,13.014,-0.01
660316,12.125,18.027,12.853,0.003,13.014,-0.01
660820,12.125,18.027,12.853,0.003,13.014,-0.01
661327,12.125,18.027,12.853,0.003,13.014,-0.01
661857,12.125,18.027,12.853,0.003,13.014,-0.01
662358,12.125,18.027,12.853,0.003,13.014,-0.01
662844,12.125,18.027,12.853,0.003,13.014,-0.01
663328,12.125,18.027,12.853,0.003,13.014,-0.01
663806,12.125,18.027,12.853,0.003,13.014,-0.01
664312,12.125,18.027,12.853,0.003,13.014,-0.01
664794,12.125,18.027,12.853,0.003,13.014,-0.01
665337,12.125,18.027,12.853,0.003,13.014,-0.01
665841,12.125,18.027,12.853,0.003,13.014,-0.01
666349,12.125,18.027,12.853,0.003,13.014,-0.01
666820,12.125,18.027,12.853,0.003,13.014,-0.01
667324,12.125,18.027,12.853,0.003,13.014,0.006
667804,12.125,18.027,12.853,0.003,13.014,-0.01
668298,12.125,18.027,12.853,0.003,13.014,-0.01
668775,12.125,18.027,12.853,0.003,13.014,-0.01
669275,12.125,18.027,12.853,0.003,13.014,-0.01
669735,12.125,18.027,12.853,0.003,13.014,-0.01
670251,12.125,18.027,12.853,0.003,13.014,-0.01
670724,12.125,18.027,12.853,0.003,13.014,-0.01
671215,12.125,18.027,12.853,0.003,13.014,-0.01
671697,12.125,18.027,12.853,0.003,13.014,-0.01
672257,12.125,18.027,12.853,0.003,13.014,-0.01
672785,12.125,18.027,12.853,0.003,13.014,-0.01
673271,12.125,18.027,12.853,0.003,13.014,-0.01
673769,12.125,18.027,12.853,0.003,13.014,-0.01
674255,12.125,18.027,12.853,0.003,13.014,-0.01
674742,12.125,18.027,12.853,0.003,13.014,-0.01
675203,12.125,18.027,12.853,0.003,13.014,-0.01
675693,12.125,18.027,12.853,0.003,13.014,-0.01
676165,12.125,18.027,12.853,0.003,13.014,-0.01
676665,12.125,18.027,12.853,0.003,13.014,-0.01
677143,12.125,18.027,12.853,0.003,13.014,0.006
677722,12.125,18.027,12.853,0.003,13.014,-0.01
678210,12.125,18.027,12.853,0.003,13.014,-0.01
678712,12.125,18.027,12.853,0.003,13.014,-0.01
679215,12.125,18.027,12.853,0.003,13.014,-0.01
679690,12.125,18.027,12.853,0.003,13.014,-0.01
680194,12.125,18.027,12.853,0.003,13.014,-0.01
680673,12.125,18.027,12.853,0.003,13.014,0.006
681168,12.125,18.027,12.853,0.003,13.014,-0.01
681649,12.125,18.027,12.853,0.003,13.014,-0.01
682152,12.125,18.027,12.853,0.003,13.014,-0.01
682636,12.125,18.027,12.853,0.003,13.014,-0.01
683148,12.125,18.027,12.853,0.003,13.014,-0.01
683626,12.109,18.027,12.853,0.003,13.014,-0.01
684135,12.125,18.027,12.853,0.003,13.014,-0.01
684617,12.109,18.027,12.853,0.003,13.014,-0.01
685106,12.109,18.027,12.853,0.003,13.014,-0.01
685587,12.109,18.027,12.853,0.003,13.014,-0.01
686103,12.109,18.027,12.853,0.003,13.014,-0.01
686610,12.109,18.027,12.853,0.003,13.014,-0.01
687101,12.109,18.027,12.853,0.003,13.014,0.006
687581,12.109,18.027,12.853,0.003,13.014,-0.01
688099,12.109,18.027,12.853,0.003,13.014,-0.01
688599,12.109,18.027,12.853,0.003,13.014,-0.01
689093,12.109,18.027,12.853,0.003,13.014,-0.01
689561,12.109,18.027,12.853,0.003,13.014,-0.01
690054,12.109,18.027,12.853,0.003,13.014,-0.01
690534,12.109,18.027,12.853,0.003,13.014,-0.01
691050,12.109,18.027,12.853,0.003,13.014,-0.01
691529,12.109,18.027,12.853,0.003,13.014,-0.01
692014,12.109,18.027,12.853,0.003,13.014,-0.01
692489,12.109,18.027,12.853,0.003,13.014,-0.01
693011,12.109,18.027,12.853,0.003,13.014,-0.01
693510,12.109,18.027,12.853,0.003,13.014,-0.01
694015,12.109,18.027,12.853,0.003,13.014,-0.01
694492,12.109,18.027,12.853,0.003,13.014,-0.01
695033,12.109,18.027,12.853,0.003,13.014,-0.01
695539,12.109,18.027,12.853,0.003,13.014,-0.01
696017,12.109,18.027,12.853,0.003,13.014,-0.01
696526,12.109,18.027,12.853,0.003,13.014,-0.01
697010,12.109,18.027,12.853,0.003,13.014,-0.01
697520,12.109,18.027,12.853,0.003,13.014,-0.01
698003,12.109,18.027,12.853,0.003,13.014,-0.01
698518,12.109,18.027,12.853,0.003,13.014,-0.01
698996,12.109,18.027,12.853,0.003,13.014,-0.01
699505,12.109,18.027,12.853,0.003,13.014,-0.01
699991,12.109,18.027,12.853,0.003,13.014,-0.01
700524,12.109,18.027,12.853,0.003,13.014,-0.01
701043,12.109,18.027,12.853,0.003,13.014,-0.01
701559,12.109,18.027,12.853,0.003,13.014,-0.01
702041,12.109,18.027,12.853,0.003,13.014,-0.01
702534,12.109,18.027,12.853,0.003,13.014,-0.01
703011,12.109,18.027,12.853,0.003,13.014,0.006
703513,12.109,18.027,12.853,0.003,13.014,-0.01
703987,12.109,18.027,12.853,0.003,13.014,-0.01
704494,12.109,18.027,12.853,0.003,13.014,-0.01
705003,12.109,18.027,12.853,0.003,13.014,-0.01
705489,12.109,18.027,12.853,0.003,13.014,-0.01
705955,12.109,18.027,12.853,0.003,13.014,-0.01
706512,12.109,18.027,12.853,0.003,13.014,-0.01
707005,12.109,18.027,12.853,0.003,13.014,-0.01
707477,12.109,18.027,12.853,0.003,13.014,-0.01
707970,12.109,18.027,12.853,0.003,13.014,-0.01
708439,12.109,18.027,12.853,0.003,13.014,-0.01
708946,12.109,18.027,12.853,0.003,13.014,0.006
709417,12.109,18.027,12.853,0.003,13.014,-0.01
709921,12.109,18.027,12.853,0.003,13.014,-0.01
710393,12.109,18.027,12.853,0.003,13.014,-0.01
710900,12.109,18.027,12.853,0.003,13.014,-0.01
711377,12.109,18.027,12.853,0.003,13.014,-0.01
711868,12.109,18.027,12.853,0.003,13.014,-0.01
712351,12.109,18.027,12.853,0.003,13.014,0.006
712856,12.109,18.027,12.853,0.003,13.014,-0.01
713339,12.109,18.027,12.853,0.003,13.014,-0.01
713896,12.109,18.027,12.853,0.003,13.014,-0.01
714402,12.109,18.027,12.853,0.003,13.014,-0.01
714891,12.109,18.027,12.853,0.003,13.014,-0.01
715389,12.109,18.027,12.853,0.003,13.014,-0.01
715870,12.109,18.027,12.853,0.003,13.014,-0.01
716382,12.109,18.027,12.853,0.003,13.014,-0.01
716877,12.109,18.027,12.853,0.003,13.014,-0.01
717376,12.109,18.027,12.853,0.003,13.014,-0.01
717839,12.109,18.027,12.853,0.003,13.014,-0.01
718369,12.109,18.027,12.853,0.003,13.014,-0.01
718907,12.109,18.027,12.853,0.003,13.014,0.006
719378,12.109,18.027,12.853,0.003,13.014,-0.01
719872,12.109,18.027,12.853,0.003,13.014,-0.01
720346,12.109,18.027,12.853,0.003,13.014,-0.01
720857,12.109,18.027,12.853,0.003,13.014,-0.01
721326,12.109,18.027,12.853,0.003,13.014,-0.01
721819,12.109,18.027,12.853,0.003,13.014,-0.01
722297,12.109,18.027,12.853,0.003,13.014,-0.01
722793,12.109,18.027,12.853,0.003,13.014,-0.01
723267,12.109,18.027,12.853,0.003,13.014,-0.01
723768,12.109,18.027,12.853,0.003,13.014,-0.01
724253,12.109,18.027,12.853,0.003,13.014,-0.01
724759,12.109,18.027,12.853,0.003,13.014,-0.01
725255,12.109,18.027,12.853,0.003,13.014,-0.01
725785,12.109,18.027,12.853,0.003,13.014,-0.01
726285,12.109,18.027,12.853,0.003,13.014,-0.01
726764,12.109,18.027,12.853,0.003,13.014,-0.01
727259,12.109,18.027,12.853,0.003,13.014,0.006
727742,12.109,18.027,12.853,0.003,13.014,-0.01
728252,12.109,18.027,12.853,0.003,13.014,-0.01
728725,12.109,18.027,12.853,0.003,13.014,-0.01
729247,12.109,18.027,12.853,0.003,13.014,-0.01
729734,12.109,18.027,12.853,0.003,13.014,-0.01
730225,12.109,18.027,12.853,0.003,13.014,0.006
730704,12.109,18.027,12.853,0.003,13.014,-0.01
731209,12.109,18.027,12.853,0.003,13.014,0.006
731717,12.109,18.027,12.853,0.003,13.014,-0.01
732229,12.109,18.027,12.853,0.003,13.014,0.006
732716,12.109,18.027,12.853,0.003,13.014,0.006
733212,12.109,18.027,12.853,0.003,13.014,-0.01
733678,12.109,18.027,12.853,0.003,13.014,0.006
734182,12.109,18.027,12.853,0.003,13.014,-0.01
734659,12.109,18.027,12.853,0.003,13.014,-0.01
735171,12.109,18.027,12.853,0.003,13.014,-0.01
735631,12.109,18.027,12.853,0.003,13.014,-0.01
736129,12.109,18.027,12.853,0.003,13.014,-0.01
