18A Test,P Diddy,P Diddy,E160520BC,E160520BC,170710F,170710F
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
523620,11.992,18.027,11.876,18.027,11.919,18.011
524140,11.992,18.027,11.876,18.027,11.919,18.011
524643,11.992,18.027,11.876,18.027,11.919,18.011
525208,11.992,18.027,11.876,18.027,11.919,18.011
525740,11.992,18.027,11.876,18.027,11.919,18.011
526266,11.992,18.027,11.876,18.027,11.919,18.011
526977,11.992,18.027,11.876,18.027,11.919,18.011
527715,11.992,18.027,11.876,18.027,11.919,18.011
528564,11.992,18.027,11.876,18.027,11.919,18.011
529325,11.992,18.027,11.876,18.027,11.919,18.011
530179,11.992,18.027,11.876,18.027,11.919,18.011
530864,11.992,18.027,11.876,18.027,11.919,18.011
531727,11.992,18.027,11.859,18.027,11.919,18.011
532519,11.992,18.027,11.859,18.027,11.919,18.011
533477,11.992,18.027,11.859,18.027,11.919,18.011
534162,11.992,18.027,11.859,18.027,11.919,18.011
534938,11.992,18.027,11.859,18.027,11.919,18.011
535721,11.992,18.027,11.859,18.027,11.919,18.011
536485,11.992,18.027,11.859,18.027,11.919,18.011
537228,11.992,18.027,11.859,18.027,11.919,18.011
537886,11.992,18.027,11.859,18.027,11.919,18.011
538654,11.992,18.027,11.859,18.027,11.919,18.011
539348,11.992,18.027,11.859,18.027,11.919,18.011
540268,11.992,18.027,11.859,18.027,11.919,18.011
541138,11.992,18.027,11.859,18.027,11.919,18.011
542025,11.992,18.027,11.859,18.027,11.919,18.011
542921,11.992,18.027,11.859,18.027,11.919,18.011
543683,11.992,18.027,11.859,18.027,11.919,18.011
544599,11.992,18.027,11.859,18.027,11.919,18.011
545368,11.992,18.027,11.859,18.027,11.919,18.011
546250,11.992,18.027,11.859,18.027,11.919,18.011
546874,11.992,18.027,11.859,18.027,11.919,18.011
547729,11.992,18.027,11.859,18.027,11.919,18.011
548500,11.992,18.01,11.859,18.027,11.919,18.011
549265,11.992,18.027,11.859,18.027,11.919,18.011
550053,11.992,18.027,11.859,18.027,11.919,18.011
550832,11.992,18.027,11.859,18.027,11.903,18.011
551615,11.992,18.027,11.859,18.027,11.903,18.011
552487,11.992,18.027,11.859,18.027,11.903,18.011
553381,11.976,18.027,11.859,18.027,11.903,18.011
554178,11.976,18.027,11.859,18.027,11.903,18.011
554884,11.976,18.027,11.859,18.027,11.903,18.011
555783,11.976,18.027,11.859,18.027,11.903,18.011
556600,11.976,18.027,11.859,18.027,11.903,18.011
557287,11.976,18.027,11.859,18.027,11.903,18.011
558196,11.976,18.027,11.859,18.027,11.903,18.011
559117,11.976,18.027,11.859,18.027,11.903,18.011
559950,11.976,18.027,11.859,18.027,11.903,18.011
560774,11.976,18.027,11.859,18.027,11.903,18.011
561714,11.976,18.027,11.859,18.027,11.903,18.011
562567,11.976,18.01,11.859,18.027,11.903,18.011
563414,11.976,18.027,11.859,18.027,11.903,18.011
564293,11.976,18.01,11.859,18.027,11.903,18.011
565139,11.976,18.027,11.859,18.027,11.903,18.011
566025,11.976,18.027,11.859,18.027,11.903,18.011
566843,11.976,18.027,11.859,18.027,11.903,18.011
567435,11.976,18.027,11.859,18.027,11.903,18.011
568015,11.976,18.01,11.859,18.027,11.903,18.011
568536,11.976,18.027,11.859,18.027,11.903,18.011
569088,11.976,18.027,11.859,18.027,11.903,18.011
569616,11.976,18.027,11.859,18.027,11.903,18.011
570108,11.976,18.027,11.859,18.027,11.903,18.011
570657,11.976,18.01,11.859,18.027,11.903,18.011
571192,11.976,18.027,11.859,18.027,11.903,18.011
571693,11.976,18.027,11.859,18.027,11.903,18.011
572229,11.976,18.027,11.859,18.027,11.903,18.011
572742,11.976,18.027,11.859,18.027,11.903,18.011
573285,11.976,18.01,11.859,18.027,11.903,18.011
573868,11.976,18.027,11.859,18.027,11.903,18.011
574396,11.976,18.027,11.859,18.027,11.903,18.011
574917,11.976,18.027,11.859,18.027,11.903,18.011
575478,11.976,18.01,11.859,18.027,11.903,18.011
576081,11.976,18.027,11.859,18.027,11.903,18.011
576611,11.976,18.027,11.859,18.027,11.903,18.011
577137,11.976,18.027,11.859,18.027,11.903,18.011
577659,11.976,18.027,11.859,18.027,11.903,18.011
578153,11.976,18.01,11.859,18.027,11.903,18.011
578677,11.976,18.027,11.859,18.027,11.903,18.011
579180,11.976,18.027,11.859,18.027,11.903,18.011
579710,11.976,18.027,11.859,18.027,11.903,18.011
580248,11.976,18.027,11.859,18.027,11.903,18.011
580805,11.976,18.027,11.859,18.027,11.903,18.011
581349,11.976,18.027,11.859,18.027,11.903,18.011
581843,11.976,18.027,11.859,18.027,11.903,18.011
582364,11.976,18.027,11.859,18.027,11.903,18.011
582857,11.976,18.027,11.859,18.027,11.903,18.011
583439,11.976,18.027,11.859,18.027,11.903,18.011
583967,11.976,18.027,11.859,18.027,11.903,18.011
584457,11.976,18.027,11.859,18.027,11.903,18.011
584982,11.976,18.027,11.859,18.027,11.903,18.011
585489,11.976,18.027,11.859,18.027,11.903,18.011
586004,11.976,18.027,11.859,18.027,11.903,18.011
586508,11.976,18.01,11.859,18.027,11.903,18.011
587034,11.976,18.027,11.859,18.027,11.903,18.011
587540,11.976,18.027,11.859,18.027,11.903,18.011
588099,11.959,18.027,11.859,18.027,11.903,18.011
588646,11.959,18.027,11.859,18.027,11.903,18.011
589146,11.959,18.027,11.859,18.027,11.903,18.011
589670,11.959,18.027,11.859,18.027,11.903,18.011
590178,11.959,18.027,11.842,18.027,11.903,18.011
590716,11.959,18.027,11.842,18.027,11.903,18.011
591239,11.959,18.027,11.842,18.027,11.903,18.011
591799,11.959,18.01,11.842,18.027,11.886,18.011
592331,11.959,18.01,11.842,18.027,11.886,18.011
592817,11.959,18.027,11.842,18.027,11.886,18.011
593346,11.959,18.027,11.842,18.027,11.886,18.011
593847,11.959,18.027,11.842,18.027,11.886,18.011
594370,11.959,18.027,11.842,18.027,11.886,18.011
594872,11.959,18.027,11.842,18.027,11.886,18.011
595380,11.959,18.027,11.842,18.027,11.886,18.011
595894,11.959,18.027,11.842,18.027,11.886,18.011
596414,11.959,18.027,11.842,18.027,11.886,18.011
596919,11.959,18.027,11.842,18.027,11.886,18.011
597441,11.959,18.027,11.842,18.027,11.886,18.011
597949,11.959,18.027,11.842,18.027,11.886,18.011
598528,11.959,18.027,11.842,18.027,11.886,18.011
599058,11.959,18.027,11.842,18.027,11.886,18.011
599561,11.959,18.027,11.842,18.027,11.886,18.011
600095,11.959,18.027,11.842,18.027,11.886,18.011
600617,11.959,18.027,11.842,18.027,11.886,18.011
601116,11.959,18.027,11.842,18.027,11.886,18.011
601635,11.959,18.027,11.842,18.027,11.886,18.011
602132,11.959,18.027,11.842,18.027,11.886,18.011
602691,11.959,18.027,11.842,18.027,11.886,18.011
603208,11.959,18.027,11.842,18.027,11.886,18.011
603736,11.959,18.027,11.842,18.027,11.886,18.011
604261,11.959,18.027,11.842,18.027,11.886,18.011
604753,11.959,18.027,11.842,18.027,11.886,18.011
605278,11.959,18.027,11.842,18.027,11.886,18.011
605772,11.959,18.027,11.842,18.027,11.886,18.011
606348,11.959,18.027,11.842,18.027,11.886,18.011
606927,11.959,18.027,11.842,18.027,11.886,18.011
607423,11.959,18.027,11.842,18.027,11.886,18.011
607963,11.959,18.027,11.842,18.027,11.886,18.011
608488,11.959,18.027,11.842,18.027,11.886,18.011
608980,11.959,18.027,11.842,18.027,11.886,18.011
609497,11.959,18.027,11.842,18.027,11.886,18.011
609998,11.959,18.027,11.842,18.027,11.886,18.011
610522,11.959,18.027,11.842,18.027,11.886,18.011
611017,11.959,18.027,11.842,18.027,11.886,18.011
611541,11.959,18.027,11.842,18.027,11.886,18.011
612056,11.959,18.027,11.842,18.027,11.886,18.011
612597,11.959,18.027,11.842,18.027,11.886,18.011
613145,11.959,18.027,11.842,18.027,11.886,18.011
613677,11.959,18.027,11.842,18.027,11.886,18.011
614258,11.959,18.027,11.842,18.027,11.886,18.011
614827,11.959,18.027,11.842,18.027,11.886,18.011
615384,11.959,18.01,11.842,18.027,11.886,18.011
615916,11.959,18.027,11.842,18.027,11.886,18.011
616466,11.959,18.027,11.842,18.027,11.886,18.011
617001,11.959,18.027,11.842,18.027,11.886,18.011
617494,11.959,18.027,11.842,18.027,11.886,18.011
618011,11.959,18.027,11.842,18.027,11.886,18.011
618503,11.959,18.027,11.842,18.027,11.886,18.011
619092,11.959,18.027,11.842,18.027,11.886,18.011
619582,11.959,18.027,11.842,18.027,11.886,18.011
620156,11.959,18.027,11.842,18.027,11.886,18.011
620717,11.959,18.027,11.842,18.027,11.886,18.011
621226,11.959,18.01,11.842,18.027,11.886,18.011
621727,11.959,18.027,11.842,18.027,11.886,18.011
622282,11.959,18.027,11.842,18.027,11.886,18.011
622809,11.959,18.027,11.842,18.027,11.886,18.011
623355,11.959,18.027,11.842,18.027,11.886,18.011
623920,11.959,18.027,11.842,18.027,11.886,18.011
624413,11.942,18.01,11.842,18.027,11.886,18.011
624951,11.942,18.027,11.842,18.027,11.886,18.011
625452,11.942,18.027,11.842,18.027,11.886,18.011
626033,11.942,18.027,11.842,18.027,11.886,18.011
626589,11.942,18.027,11.842,18.027,11.886,18.011
627127,11.942,18.027,11.842,18.027,11.886,18.011
627676,11.942,18.01,11.842,18.027,11.886,18.011
628244,11.942,18.027,11.842,18.027,11.886,18.011
628747,11.942,18.027,11.842,18.027,11.886,18.011
629271,11.942,18.027,11.842,18.027,11.886,18.011
629767,11.942,18.027,11.842,18.027,11.886,18.011
630305,11.942,18.027,11.842,18.027,11.886,18.011
630862,11.942,18.027,11.842,18.027,11.886,18.011
631360,11.942,18.027,11.842,18.027,11.886,18.011
631894,11.942,18.027,11.842,18.027,11.886,18.011
632385,11.942,18.027,11.842,18.027,11.886,18.011
632979,11.942,18.027,11.842,18.027,11.886,18.011
633475,11.942,18.027,11.842,18.027,11.87,18.011
633998,11.942,18.027,11.842,18.027,11.87,18.011
634519,11.942,18.027,11.842,18.027,11.87,18.011
635011,11.942,18.027,11.842,18.027,11.87,18.011
635536,11.942,18.027,11.842,18.027,11.87,18.011
636048,11.942,18.027,11.842,18.027,11.87,18.011
636571,11.942,18.027,11.826,18.027,11.87,18.011
637061,11.942,18.027,11.826,18.027,11.87,18.011
637585,11.942,18.027,11.826,18.027,11.87,18.011
638096,11.942,18.027,11.826,18.027,11.87,18.011
638621,11.942,18.01,11.826,18.027,11.87,18.011
639112,11.942,18.027,11.826,18.027,11.87,18.011
639678,11.942,18.027,11.826,18.027,11.87,18.011
640239,11.942,18.01,11.826,18.027,11.87,18.011
640774,11.942,18.027,11.826,18.027,11.87,18.011
641327,11.942,18.027,11.826,18.027,11.87,18.011
641854,11.942,18.027,11.826,18.027,11.87,18.011
642362,11.942,18.027,11.826,18.027,11.87,18.011
642885,11.942,18.027,11.826,18.027,11.87,18.011
643372,11.942,18.027,11.826,18.027,11.87,18.011
643911,11.942,18.027,11.826,18.027,11.87,18.011
644414,11.942,18.027,11.826,18.027,11.87,18.011
644963,11.942,18.027,11.826,18.027,11.87,18.011
645518,11.942,18.027,11.826,18.027,11.87,18.011
646027,11.942,18.027,11.826,18.027,11.87,18.011
646537,11.942,18.027,11.826,18.027,11.87,18.011
647029,11.942,18.027,11.826,18.027,11.87,18.011
647548,11.942,18.027,11.826,18.027,11.87,18.011
648051,11.942,18.027,11.826,18.027,11.87,18.011
648569,11.942,18.027,11.826,18.027,11.87,18.011
649071,11.942,18.027,11.826,18.027,11.87,18.011
649590,11.942,18.027,11.826,18.027,11.87,18.011
650082,11.942,18.027,11.826,18.027,11.87,18.011
650595,11.942,18.027,11.826,18.027,11.87,18.011
651094,11.942,18.027,11.826,18.027,11.87,18.011
651638,11.942,18.027,11.826,18.027,11.87,18.011
652199,11.942,18.027,11.826,18.027,11.87,18.011
652715,11.942,18.027,11.826,18.027,11.87,18.011
653257,11.942,18.027,11.826,18.027,11.87,18.011
653789,11.942,18.027,11.826,18.027,11.87,18.011
654345,11.942,18.027,11.826,18.027,11.87,18.011
654873,11.942,18.027,11.826,18.027,11.87,18.011
655399,11.926,18.01,11.826,18.027,11.87,18.011
655933,11.926,18.027,11.826,18.027,11.87,18.011
656443,11.926,18.027,11.826,18.027,11.87,18.011
656959,11.926,18.027,11.826,18.027,11.87,18.011
657451,11.926,18.027,11.826,18.027,11.87,18.011
658004,11.926,18.027,11.826,18.027,11.87,18.011
658564,11.926,18.027,11.826,18.027,11.87,18.011
659055,11.926,18.027,11.826,18.027,11.87,18.011
659573,11.926,18.027,11.826,18.027,11.87,18.011
660079,11.926,18.027,11.826,18.027,11.87,18.011
660606,11.926,18.027,11.826,18.027,11.87,18.011
661130,11.926,18.027,11.826,18.027,11.87,18.011
661683,11.926,18.027,11.826,18.027,11.87,18.011
662243,11.926,18.01,11.826,18.027,11.87,18.011
662757,11.926,18.027,11.826,18.027,11.87,18.011
663277,11.926,18.027,11.826,18.027,11.87,18.011
663780,11.926,18.027,11.826,18.027,11.87,18.011
664314,11.926,18.027,11.826,18.027,11.87,18.011
664829,11.926,18.027,11.826,18.027,11.87,18.011
665329,11.926,18.027,11.826,18.027,11.87,18.011
665842,11.926,18.027,11.826,18.027,11.87,18.011
666340,11.926,18.027,11.826,18.027,11.87,18.011
666862,11.926,18.027,11.826,18.027,11.87,18.011
667361,11.926,18.01,11.826,18.027,11.87,18.011
667909,11.926,18.027,11.826,18.027,11.87,18.011
668399,11.926,18.027,11.826,18.027,11.87,18.011
668931,11.926,18.027,11.826,18.027,11.87,18.011
669428,11.926,18.027,11.826,18.027,11.87,18.011
669949,11.926,18.027,11.826,18.027,11.87,18.011
670453,11.926,18.027,11.826,18.027,11.87,18.011
670984,11.926,18.027,11.826,18.027,11.87,18.011
671477,11.926,18.027,11.826,18.027,11.87,18.011
672008,11.926,18.027,11.826,18.027,11.87,18.011
672596,11.926,18.027,11.826,18.027,11.87,18.011
673086,11.926,18.027,11.826,18.027,11.87,18.011
673612,11.926,18.027,11.826,18.027,11.87,18.011
674159,11.926,18.027,11.826,18.027,11.87,18.011
674678,11.926,18.027,11.826,18.027,11.853,18.011
675199,11.926,18.027,11.826,18.027,11.853,18.011
675716,11.926,18.027,11.826,18.027,11.853,18.011
676237,11.926,18.027,11.826,18.027,11.853,18.011
676788,11.926,18.027,11.826,18.027,11.853,18.011
677375,11.926,18.027,11.826,18.027,11.853,18.011
677906,11.926,18.027,11.826,18.027,11.853,18.011
678429,11.926,18.027,11.826,18.027,11.853,18.011
678947,11.926,18.027,11.826,18.027,11.853,18.011
679443,11.926,18.027,11.826,18.027,11.853,18.011
680009,11.926,18.027,11.826,18.027,11.853,18.011
680566,11.926,18.027,11.826,18.027,11.853,18.011
681063,11.926,18.027,11.826,18.027,11.853,18.011
681584,11.926,18.027,11.826,18.027,11.853,18.011
682083,11.926,18.027,11.826,18.027,11.853,18.011
682607,11.926,18.01,11.826,18.027,11.853,18.011
683107,11.926,18.027,11.826,18.027,11.853,18.011
683623,11.926,18.01,11.826,18.027,11.853,18.011
684167,11.926,18.027,11.826,18.027,11.853,18.011
684727,11.926,18.027,11.826,18.027,11.853,18.011
685246,11.926,18.027,11.826,18.027,11.853,18.011
685741,11.926,18.01,11.826,18.027,11.853,18.011
686278,11.926,18.01,11.826,18.027,11.853,18.011
686769,11.926,18.027,11.826,18.027,11.853,18.011
687299,11.926,18.027,11.809,18.027,11.853,18.011
687799,11.926,18.027,11.809,18.027,11.853,18.011
688325,11.926,18.027,11.809,18.027,11.853,18.011
688822,11.926,18.027,11.809,18.027,11.853,18.011
689345,11.909,18.01,11.809,18.027,11.853,18.011
689870,11.926,18.027,11.809,18.027,11.853,18.011
690397,11.909,18.027,11.809,18.027,11.853,18.011
690914,11.909,18.027,11.809,18.027,11.853,18.011
691436,11.909,18.027,11.809,18.027,11.853,18.011
692005,11.909,18.027,11.809,18.027,11.853,18.011
692540,11.909,18.027,11.809,18.027,11.853,18.011
693043,11.909,18.027,11.809,18.027,11.853,18.011
693568,11.909,18.027,11.809,18.027,11.853,18.011
694061,11.909,18.027,11.809,18.027,11.853,18.011
694629,11.909,18.027,11.809,18.027,11.853,18.011
695208,11.909,18.027,11.809,18.027,11.853,18.011
695729,11.909,18.027,11.809,18.027,11.853,18.011
696283,11.909,18.027,11.809,18.027,11.853,18.011
696828,11.909,18.027,11.809,18.027,11.853,18.011
697310,11.909,18.027,11.809,18.027,11.853,18.011
697815,11.909,18.027,11.809,18.027,11.853,18.011
698309,11.909,18.027,11.809,18.027,11.853,18.011
698817,11.909,18.027,11.809,18.027,11.853,18.011
699342,11.909,18.027,11.809,18.027,11.853,18.011
699902,11.909,18.027,11.809,18.027,11.853,18.011
700412,11.909,18.027,11.809,18.027,11.853,18.011
700901,11.909,18.027,11.809,18.027,11.853,18.011
701427,11.909,18.027,11.809,18.027,11.853,18.011
701928,11.909,18.027,11.809,18.027,11.853,18.011
702490,11.909,18.01,11.809,18.027,11.853,18.011
703071,11.909,18.027,11.809,18.027,11.853,18.011
703551,11.909,18.027,11.809,18.027,11.853,18.011
704099,11.909,18.027,11.809,18.027,11.853,18.011
704651,11.909,18.027,11.809,18.027,11.853,18.011
705147,11.909,18.027,11.809,18.027,11.853,18.011
705705,11.909,18.027,11.809,18.027,11.853,18.011
706232,11.909,18.027,11.809,18.027,11.853,18.011
706727,11.909,18.027,11.809,18.027,11.853,18.011
707240,11.909,18.01,11.809,18.027,11.853,18.011
707731,11.909,18.027,11.809,18.027,11.853,18.011
708261,11.909,18.01,11.809,18.027,11.853,18.011
708791,11.909,18.027,11.809,18.027,11.853,18.011
709333,11.909,18.027,11.809,18.027,11.853,18.011
709884,11.909,18.027,11.809,18.027,11.853,18.011
710385,11.909,18.027,11.809,18.027,11.853,18.011
710941,11.909,18.027,11.809,18.027,11.853,18.011
711432,11.909,18.027,11.809,18.027,11.853,18.011
712027,11.909,18.027,11.809,18.027,11.853,18.011
712579,11.909,18.027,11.809,18.027,11.853,18.011
713174,11.909,18.027,11.809,18.027,11.853,18.011
713729,11.909,18.027,11.809,18.027,11.853,18.011
714221,11.909,18.027,11.809,18.027,11.853,18.011
714775,11.909,18.027,11.809,18.027,11.853,18.011
715361,11.909,18.027,11.809,18.027,11.837,18.011
715930,11.909,18.027,11.809,18.027,11.837,18.011
716430,11.909,18.027,11.809,18.027,11.837,18.011
716966,11.909,18.027,11.809,18.027,11.837,18.011
717459,11.909,18.027,11.809,18.027,11.837,18.011
718037,11.909,18.027,11.809,18.027,11.837,18.011
718561,11.909,18.027,11.809,18.027,11.837,18.011
719083,11.909,18.027,11.809,18.027,11.837,18.011
719638,11.909,18.01,11.809,18.027,11.837,18.011
720203,11.909,18.027,11.809,18.027,11.837,18.011
720763,11.909,18.01,11.809,18.027,11.837,18.011
721266,11.909,18.027,11.809,18.027,11.837,18.011
721820,11.909,18.027,11.809,18.027,11.837,18.011
722355,11.909,18.027,11.809,18.027,11.837,18.011
722909,11.893,18.01,11.809,18.027,11.837,18.011
723433,11.893,18.027,11.809,18.027,11.837,18.011
723932,11.893,18.027,11.809,18.027,11.837,18.011
724456,11.893,18.027,11.809,18.027,11.837,18.011
724959,11.893,18.027,11.809,18.027,11.837,18.011
725482,11.893,18.027,11.809,18.027,11.837,18.011
725972,11.893,18.027,11.809,18.027,11.837,18.011
726495,11.893,18.01,11.809,18.027,11.837,18.011
726994,11.893,18.027,11.809,18.027,11.837,18.011
727566,11.893,18.01,11.809,18.027,11.837,18.011
728132,11.893,18.027,11.809,18.027,11.837,18.011
728667,11.893,18.027,11.809,18.027,11.837,18.011
729197,11.893,18.027,11.809,18.027,11.837,18.011
729782,11.893,18.027,11.809,18.027,11.837,18.011
730333,11.893,18.027,11.809,18.027,11.837,18.011
730857,11.893,18.027,11.809,18.027,11.837,18.011
731437,11.893,18.01,11.809,18.027,11.837,18.011
732004,11.893,18.027,11.809,18.027,11.837,18.011
732525,11.893,18.027,11.809,18.027,11.837,18.011
733024,11.893,18.027,11.809,18.027,11.837,18.011
733581,11.893,18.027,11.809,18.027,11.837,18.011
734110,11.893,18.027,11.809,18.027,11.837,18.011
734630,11.893,18.027,11.809,18.027,11.837,18.011
735190,11.893,18.027,11.793,18.027,11.837,18.011
735779,11.893,18.01,11.793,18.027,11.837,18.011
736317,11.893,18.01,11.793,18.027,11.837,18.011
736842,11.893,18.01,11.793,18.027,11.837,18.011
737419,11.893,18.027,11.793,18.027,11.837,18.011
737936,11.893,18.027,11.793,18.027,11.837,18.011
738429,11.893,18.01,11.793,18.027,11.837,18.011
738983,11.893,18.027,11.793,18.027,11.837,18.011
739507,11.893,18.027,11.793,18.027,11.837,18.011
740061,11.893,18.027,11.793,18.027,11.837,18.011
740584,11.893,18.027,11.793,18.027,11.837,18.011
741088,11.893,18.027,11.793,18.027,11.837,18.011
741634,11.893,18.01,11.793,18.027,11.837,18.011
742225,11.893,18.01,11.793,18.027,11.837,18.011
742778,11.893,18.01,11.793,18.027,11.837,18.011
743272,11.893,18.027,11.793,18.027,11.837,18.011
743865,11.893,18.01,11.793,18.027,11.837,18.011
744444,11.893,18.027,11.793,18.027,11.837,18.011
744969,11.893,18.027,11.793,18.027,11.837,18.011
745534,11.893,18.01,11.793,18.027,11.837,18.011
746055,11.893,18.027,11.793,18.027,11.837,18.011
746576,11.893,18.027,11.793,18.027,11.837,18.011
747139,11.893,18.027,11.793,18.027,11.837,18.011
747719,11.893,18.027,11.793,18.027,11.837,18.011
748286,11.893,18.01,11.793,18.027,11.837,18.011
748815,11.893,18.01,11.793,18.027,11.837,18.011
749350,11.893,18.01,11.793,18.027,11.837,18.011
749870,11.893,18.027,11.793,18.027,11.837,18.011
750391,11.893,18.01,11.793,18.027,11.837,18.011
750952,11.893,18.01,11.793,18.027,11.837,18.011
751458,11.893,18.01,11.793,18.027,11.837,18.011
751989,11.893,18.027,11.793,18.027,11.837,18.011
752478,11.893,18.027,11.793,18.027,11.837,18.011
753004,11.893,18.027,11.793,18.027,11.82,18.011
753499,11.893,18.01,11.793,18.027,11.82,18.011
754033,11.893,18.027,11.793,18.027,11.82,18.011
754564,11.876,18.027,11.793,18.027,11.82,18.011
755112,11.876,18.027,11.793,18.027,11.82,18.011
755656,11.876,18.01,11.793,18.027,11.82,18.011
756195,11.876,18.01,11.793,18.027,11.82,18.011
756718,11.876,18.027,11.793,18.027,11.82,18.011
757238,11.876,18.027,11.793,18.027,11.82,18.011
757736,11.876,18.027,11.793,18.027,11.82,18.011
758260,11.876,18.027,11.793,18.027,11.82,18.011
758753,11.876,18.027,11.793,18.027,11.82,18.011
759335,11.876,18.027,11.793,18.027,11.82,18.011
759862,11.876,18.01,11.793,18.027,11.82,18.011
760395,11.876,18.027,11.793,18.027,11.82,18.011
760941,11.876,18.01,11.793,18.027,11.82,18.011
761532,11.876,18.01,11.793,18.027,11.82,18.011
762063,11.876,18.027,11.793,18.027,11.82,18.011
762560,11.876,18.027,11.793,18.027,11.82,18.011
763115,11.876,18.027,11.793,18.027,11.82,18.011
763629,11.876,18.01,11.793,18.027,11.82,18.011
764164,11.876,18.027,11.793,18.027,11.82,18.011
764680,11.876,18.027,11.793,18.027,11.82,18.011
765177,11.876,18.027,11.793,18.027,11.82,18.011
765703,11.876,18.027,11.793,18.027,11.82,18.011
766204,11.876,18.027,11.793,18.027,11.82,18.011
766731,11.876,18.027,11.793,18.027,11.82,18.011
767223,11.876,18.027,11.793,18.027,11.82,18.011
767745,11.876,18.027,11.793,18.027,11.82,18.011
768257,11.876,18.027,11.793,18.027,11.82,18.011
768785,11.876,18.027,11.793,18.027,11.82,18.011
769287,11.876,18.027,11.793,18.027,11.82,18.011
769851,11.876,18.027,11.793,18.027,11.82,18.011
770407,11.876,18.01,11.793,18.027,11.82,18.011
770944,11.876,18.027,11.793,18.027,11.82,18.011
771497,11.876,18.01,11.793,18.027,11.82,18.011
772093,11.876,18.027,11.793,18.027,11.82,18.011
772621,11.876,18.027,11.793,18.027,11.82,18.011
773123,11.876,18.01,11.793,18.027,11.82,18.011
773648,11.876,18.027,11.793,18.027,11.82,18.011
774136,11.876,18.01,11.793,18.027,11.82,18.011
774653,11.876,18.027,11.793,18.027,11.82,18.011
775141,11.876,18.027,11.793,18.027,11.82,18.011
775728,11.876,18.027,11.793,18.027,11.82,18.011
776292,11.876,18.027,11.793,18.027,11.82,18.011
776821,11.876,18.01,11.793,18.027,11.82,18.011
777343,11.876,18.027,11.793,18.027,11.82,18.011
777866,11.876,18.027,11.793,18.027,11.82,18.011
778364,11.876,18.027,11.793,18.027,11.82,18.011
778886,11.876,18.027,11.793,18.027,11.82,18.011
779411,11.876,18.027,11.793,18.027,11.82,18.011
779971,11.876,18.027,11.793,18.027,11.82,18.011
780492,11.876,18.027,11.793,18.027,11.82,18.011
780984,11.876,18.027,11.793,18.027,11.82,18.011
781495,11.876,18.027,11.793,18.027,11.82,18.011
781977,11.876,18.027,11.793,18.027,11.82,18.011
782530,11.876,18.027,11.793,18.027,11.82,18.011
783058,11.876,18.027,11.793,18.027,11.82,18.011
783586,11.876,18.027,11.793,18.027,11.82,18.011
784109,11.876,18.027,11.793,18.027,11.82,18.011
784637,11.876,18.027,11.793,18.027,11.82,18.011
785193,11.859,18.01,11.776,18.027,11.82,18.011
785743,11.859,18.027,11.776,18.027,11.82,18.011
786276,11.859,18.027,11.776,18.027,11.82,18.011
786823,11.859,18.027,11.776,18.027,11.82,18.011
787402,11.859,18.027,11.776,18.027,11.82,18.011
787911,11.859,18.01,11.776,18.027,11.82,18.011
788424,11.859,18.027,11.776,18.027,11.82,18.011
788942,11.859,18.027,11.776,18.027,11.82,18.011
789438,11.859,18.027,11.776,18.027,11.82,18.011
789964,11.859,18.027,11.776,18.027,11.82,18.011
790462,11.859,18.027,11.776,18.027,11.82,18.011
791046,11.859,18.027,11.776,18.027,11.82,18.011
791569,11.859,18.01,11.776,18.027,11.82,18.011
792083,11.859,18.027,11.776,18.027,11.803,18.011
792606,11.859,18.027,11.776,18.027,11.803,18.011
793104,11.859,18.027,11.776,18.027,11.803,18.011
793635,11.859,18.027,11.776,18.027,11.803,18.011
794138,11.859,18.027,11.776,18.027,11.803,18.011
794670,11.859,18.01,11.776,18.027,11.803,18.011
795165,11.859,18.01,11.776,18.027,11.803,18.011
795688,11.859,18.027,11.776,18.027,11.803,18.011
796188,11.859,18.027,11.776,18.027,11.803,18.011
796711,11.859,18.027,11.776,18.027,11.803,18.011
797206,11.859,18.027,11.776,18.027,11.803,18.011
797732,11.859,18.027,11.776,18.027,11.803,18.011
798259,11.859,18.027,11.776,18.027,11.803,18.011
798801,11.859,18.01,11.776,18.027,11.803,18.011
799358,11.859,18.01,11.776,18.027,11.803,18.011
799903,11.859,18.01,11.776,18.027,11.803,18.011
800435,11.859,18.01,11.776,18.027,11.803,18.011
800946,11.859,18.027,11.776,18.027,11.803,18.011
801466,11.859,18.027,11.776,18.027,11.803,18.011
802033,11.859,18.01,11.776,18.027,11.803,18.011
802611,11.859,18.027,11.776,18.027,11.803,18.011
803198,11.859,18.01,11.776,18.027,11.803,18.011
803720,11.859,18.027,11.776,18.027,11.803,18.011
804322,11.859,18.01,11.776,18.027,11.803,18.011
804915,11.859,18.027,11.776,18.027,11.803,18.011
805468,11.859,18.027,11.776,18.027,11.803,18.011
805958,11.859,18.01,11.776,18.027,11.803,18.011
806537,11.859,18.027,11.776,18.027,11.803,18.011
807053,11.859,18.027,11.776,18.027,11.803,18.011
807578,11.859,18.027,11.776,18.027,11.803,18.011
808164,11.859,18.01,11.776,18.027,11.803,18.011
808717,11.859,18.027,11.776,18.027,11.803,18.011
809235,11.859,18.027,11.776,18.027,11.803,18.011
809811,11.859,18.01,11.776,18.027,11.803,18.011
