18A Test,P Diddy,P Diddy,E160520BC,E160520BC,170710F,170710F
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
256702,12.092,18.027,11.942,18.027,12.019,18.011
257196,12.092,18.027,11.942,18.027,12.019,18.011
257717,12.092,18.027,11.942,18.027,12.019,18.011
258217,12.092,18.027,11.942,18.027,12.019,18.011
258737,12.092,18.027,11.942,18.027,12.019,18.011
259232,12.092,18.027,11.942,18.027,12.019,18.011
259756,12.092,18.027,11.942,18.027,12.019,18.011
260261,12.092,18.027,11.942,18.027,12.019,18.011
260780,12.092,18.027,11.942,18.027,12.019,18.011
261282,12.092,18.027,11.942,18.027,12.019,18.011
261814,12.092,18.027,11.942,18.027,12.019,18.011
262310,12.092,18.027,11.942,18.027,12.019,18.011
262829,12.092,18.027,11.942,18.027,12.019,18.011
263341,12.092,18.027,11.942,18.027,12.019,18.011
263887,12.092,18.027,11.942,18.027,12.019,18.011
264412,12.092,18.027,11.942,18.027,12.019,18.011
264930,12.092,18.027,11.942,18.027,12.019,18.011
265449,12.092,18.027,11.942,18.027,12.019,18.011
265950,12.092,18.027,11.942,18.027,12.019,18.011
266479,12.092,18.027,11.942,18.027,12.019,18.011
266986,12.092,18.027,11.942,18.027,12.019,18.011
267508,12.092,18.027,11.942,18.027,12.019,18.011
268011,12.092,18.027,11.942,18.027,12.019,18.011
268529,12.092,18.027,11.942,18.027,12.019,18.011
269018,12.092,18.027,11.942,18.027,12.019,18.011
269555,12.092,18.027,11.942,18.027,12.019,18.011
270059,12.092,18.027,11.942,18.027,12.019,18.011
270583,12.092,18.027,11.942,18.027,12.019,18.011
271079,12.092,18.027,11.942,18.027,12.019,18.011
271621,12.092,18.027,11.942,18.027,12.019,18.011
272142,12.092,18.027,11.942,18.027,12.019,18.011
272657,12.092,18.027,11.942,18.027,12.019,18.011
273180,12.092,18.027,11.925,18.027,12.019,18.011
273704,12.092,18.027,11.942,18.027,12.019,18.011
274230,12.092,18.027,11.925,18.027,12.019,18.011
274724,12.092,18.027,11.925,18.027,12.019,18.011
275244,12.092,18.027,11.925,18.027,12.019,18.011
275743,12.092,18.027,11.925,18.027,12.019,18.011
276269,12.092,18.027,11.925,18.027,12.019,18.011
276763,12.092,18.027,11.925,18.027,12.019,18.011
277287,12.092,18.027,11.925,18.027,12.019,18.011
277784,12.092,18.027,11.925,18.027,12.019,18.011
278309,12.092,18.027,11.925,18.027,12.019,18.011
278812,12.092,18.027,11.925,18.027,12.019,18.011
279334,12.092,18.027,11.925,18.027,12.019,18.011
279833,12.092,18.027,11.925,18.027,12.019,18.011
280355,12.092,18.027,11.925,18.027,12.019,18.011
280858,12.092,18.027,11.925,18.027,12.019,18.011
281383,12.092,18.027,11.925,18.027,12.019,18.011
281877,12.092,18.027,11.925,18.027,12.019,18.011
282404,12.092,18.027,11.925,18.027,12.019,18.011
282895,12.092,18.027,11.925,18.027,12.019,18.011
283428,12.092,18.027,11.925,18.027,12.019,18.011
283950,12.092,18.027,11.925,18.027,12.019,18.011
284475,12.092,18.027,11.925,18.027,12.019,18.011
284998,12.092,18.027,11.925,18.027,12.019,18.011
285492,12.092,18.027,11.925,18.027,12.019,18.011
286011,12.092,18.027,11.925,18.027,12.019,18.011
286507,12.092,18.027,11.925,18.027,12.019,18.011
287031,12.092,18.027,11.925,18.027,12.019,18.011
287549,12.092,18.027,11.925,18.027,12.019,18.011
288065,12.092,18.027,11.925,18.027,12.019,18.011
288558,12.092,18.027,11.925,18.027,12.019,18.011
289079,12.092,18.027,11.925,18.027,12.019,18.011
289569,12.092,18.027,11.925,18.027,12.019,18.011
290083,12.092,18.027,11.925,18.027,12.019,18.011
290586,12.092,18.027,11.925,18.027,12.019,18.011
291104,12.092,18.027,11.925,18.027,12.019,18.011
291612,12.092,18.027,11.925,18.027,12.002,18.011
292136,12.092,18.027,11.925,18.027,12.019,18.011
292624,12.092,18.027,11.925,18.027,12.002,18.011
293140,12.092,18.027,11.925,18.027,12.019,18.011
293634,12.092,18.027,11.925,18.027,12.002,18.011
294180,12.092,18.027,11.925,18.027,12.002,18.011
294712,12.092,18.027,11.925,18.027,12.002,18.011
295203,12.092,18.027,11.925,18.027,12.002,18.011
295732,12.092,18.027,11.925,18.027,12.002,18.011
296230,12.092,18.027,11.925,18.027,12.002,18.011
296754,12.092,18.027,11.925,18.027,12.002,18.011
297249,12.092,18.027,11.925,18.027,12.002,18.011
297774,12.092,18.027,11.925,18.027,12.002,18.011
298271,12.092,18.027,11.925,18.027,12.002,18.011
298790,12.092,18.027,11.925,18.027,12.002,18.011
299297,12.092,18.027,11.925,18.027,12.002,18.011
299831,12.092,18.027,11.925,18.027,12.002,18.011
300329,12.092,18.027,11.925,18.027,12.002,18.011
300852,12.092,18.027,11.925,18.027,12.002,18.011
301350,12.092,18.027,11.925,18.027,12.002,18.011
301873,12.092,18.027,11.925,18.027,12.002,18.011
302371,12.092,18.027,11.925,18.027,12.002,18.011
302889,12.092,18.027,11.925,18.027,12.002,18.011
303407,12.092,18.027,11.925,18.027,12.002,18.011
303967,12.092,18.027,11.925,18.027,12.002,18.011
304493,12.092,18.027,11.925,18.027,12.002,18.011
304984,12.092,18.027,11.925,18.027,12.002,18.011
305495,12.092,18.027,11.925,18.027,12.002,18.011
305989,12.092,18.027,11.925,18.027,12.002,18.011
306513,12.092,18.027,11.925,18.027,12.002,18.011
307008,12.092,18.027,11.925,18.027,12.002,18.011
307545,12.092,18.027,11.925,18.027,12.002,18.011
308095,12.076,18.027,11.925,18.027,12.002,18.011
308585,12.076,18.027,11.925,18.027,12.002,18.011
309109,12.076,18.027,11.925,18.027,12.002,18.011
309605,12.076,18.027,11.925,18.027,12.002,18.011
310131,12.076,18.027,11.925,18.027,12.002,18.011
310638,12.076,18.027,11.925,18.027,12.002,18.011
311167,12.076,18.027,11.925,18.027,12.002,18.011
311681,12.076,18.027,11.925,18.027,12.002,18.011
312197,12.076,18.027,11.925,18.027,12.002,18.011
312706,12.076,18.027,11.925,18.027,12.002,18.011
313234,12.076,18.027,11.925,18.027,12.002,18.011
313752,12.076,18.027,11.925,18.027,12.002,18.011
314249,12.076,18.027,11.925,18.027,12.002,18.011
314780,12.076,18.027,11.925,18.027,12.002,18.011
315279,12.076,18.027,11.925,18.027,12.002,18.011
315812,12.076,18.027,11.925,18.027,12.002,18.011
316308,12.076,18.027,11.925,18.027,12.002,18.011
316832,12.076,18.027,11.925,18.027,12.002,18.011
317334,12.076,18.027,11.925,18.027,12.002,18.011
317882,12.076,18.027,11.925,18.027,12.002,18.011
318377,12.076,18.027,11.925,18.027,12.002,18.011
318894,12.076,18.027,11.925,18.027,12.002,18.011
319393,12.076,18.027,11.925,18.027,12.002,18.011
319933,12.076,18.027,11.925,18.027,12.002,18.011
320423,12.076,18.027,11.925,18.027,12.002,18.011
320946,12.076,18.027,11.925,18.027,12.002,18.011
321453,12.076,18.027,11.925,18.027,12.002,18.011
321976,12.076,18.027,11.925,18.027,12.002,18.011
322474,12.076,18.027,11.925,18.027,12.002,18.011
322989,12.076,18.027,11.925,18.027,12.002,18.011
323511,12.076,18.027,11.925,18.027,12.002,18.011
324046,12.076,18.027,11.925,18.027,12.002,18.011
324571,12.076,18.027,11.925,18.027,12.002,18.011
325074,12.076,18.027,11.925,18.027,12.002,18.011
325603,12.076,18.027,11.925,18.027,12.002,18.011
326101,12.076,18.027,11.925,18.027,12.002,18.011
326626,12.076,18.027,11.925,18.027,12.002,18.011
327122,12.076,18.027,11.925,18.027,12.002,18.011
327658,12.076,18.027,11.925,18.027,12.002,18.011
328178,12.076,18.027,11.925,18.027,12.002,18.011
328688,12.076,18.027,11.925,18.027,12.002,18.011
329223,12.076,18.027,11.925,18.027,12.002,18.011
329720,12.076,18.027,11.925,18.027,12.002,18.011
330257,12.076,18.027,11.925,18.027,12.002,18.011
330789,12.076,18.027,11.925,18.027,12.002,18.011
331293,12.076,18.027,11.925,18.027,12.002,18.011
331826,12.076,18.027,11.925,18.027,12.002,18.011
332322,12.076,18.027,11.925,18.027,12.002,18.011
332857,12.076,18.027,11.925,18.027,12.002,18.011
333366,12.076,18.027,11.925,18.027,11.986,18.011
333899,12.076,18.027,11.925,18.027,11.986,18.011
334389,12.076,18.027,11.925,18.027,11.986,18.011
334921,12.076,18.027,11.925,18.027,11.986,18.011
335425,12.076,18.027,11.925,18.027,11.986,18.011
335958,12.076,18.027,11.925,18.027,11.986,18.011
336451,12.076,18.027,11.925,18.027,11.986,18.011
336969,12.076,18.027,11.925,18.027,11.986,18.011
337469,12.076,18.027,11.925,18.027,11.986,18.011
338015,12.076,18.027,11.925,18.027,11.986,18.011
338516,12.076,18.027,11.925,18.027,11.986,18.011
339037,12.076,18.027,11.925,18.027,11.986,18.011
339565,12.076,18.027,11.925,18.027,11.986,18.011
340059,12.076,18.027,11.925,18.027,11.986,18.011
340579,12.076,18.027,11.925,18.027,11.986,18.011
341071,12.076,18.027,11.925,18.027,11.986,18.011
341591,12.076,18.027,11.925,18.027,11.986,18.011
342083,12.076,18.027,11.925,18.027,11.986,18.011
342611,12.076,18.027,11.925,18.027,11.986,18.011
343121,12.076,18.027,11.925,18.027,11.986,18.011
343651,12.076,18.027,11.925,18.027,11.986,18.011
344169,12.076,18.027,11.925,18.027,11.986,18.011
344658,12.076,18.027,11.925,18.027,11.986,18.011
345192,12.076,18.027,11.925,18.027,11.986,18.011
345698,12.076,18.027,11.925,18.027,11.986,18.011
346223,12.076,18.027,11.925,18.027,11.986,18.011
346704,12.076,18.027,11.925,18.027,11.986,18.011
347238,12.076,18.027,11.925,18.027,11.986,18.011
347746,12.076,18.027,11.925,18.027,11.986,18.011
348297,12.076,18.027,11.925,18.027,11.986,18.011
348791,12.076,18.027,11.925,18.027,11.986,18.011
349316,12.076,18.027,11.925,18.027,11.986,18.011
349845,12.076,18.027,11.925,18.027,11.986,18.011
350345,12.076,18.027,11.925,18.027,11.986,18.011
350863,12.076,18.027,11.925,18.027,11.986,18.011
351363,12.076,18.027,11.925,18.027,11.986,18.011
351905,12.076,18.027,11.925,18.027,11.986,18.011
352411,12.076,18.01,11.925,18.027,11.986,18.011
352932,12.076,18.027,11.925,18.027,11.986,18.011
353483,12.076,18.027,11.925,18.027,11.986,18.011
353965,12.076,18.027,11.925,18.027,11.986,18.011
354486,12.059,18.027,11.925,18.027,11.986,18.011
354983,12.059,18.027,11.925,18.027,11.986,18.011
355530,12.059,18.027,11.925,18.027,11.986,18.011
356062,12.059,18.027,11.925,18.027,11.986,18.011
356555,12.059,18.027,11.925,18.027,11.986,18.011
357069,12.059,18.027,11.925,18.027,11.986,18.011
357567,12.059,18.027,11.925,18.027,11.986,18.011
358089,12.059,18.027,11.925,18.027,11.986,18.011
358593,12.059,18.027,11.925,18.027,11.986,18.011
359117,12.059,18.027,11.925,18.027,11.986,18.011
359629,12.059,18.027,11.909,18.027,11.986,18.011
360157,12.059,18.027,11.909,18.027,11.986,18.011
360648,12.059,18.027,11.909,18.027,11.986,18.011
361181,12.059,18.027,11.909,18.027,11.986,18.011
361678,12.059,18.027,11.909,18.027,11.986,18.011
362196,12.059,18.027,11.909,18.027,11.986,18.011
362693,12.059,18.027,11.909,18.027,11.986,18.011
363212,12.059,18.027,11.909,18.027,11.986,18.011
363753,12.059,18.027,11.909,18.027,11.986,18.011
364262,12.059,18.027,11.909,18.027,11.986,18.011
364790,12.059,18.027,11.909,18.027,11.986,18.011
365300,12.059,18.027,11.909,18.027,11.986,18.011
365840,12.059,18.027,11.909,18.027,11.986,18.011
366342,12.059,18.027,11.909,18.027,11.986,18.011
366866,12.059,18.027,11.909,18.027,11.986,18.011
367369,12.059,18.027,11.909,18.027,11.986,18.011
367906,12.059,18.027,11.909,18.027,11.986,18.011
368403,12.059,18.027,11.909,18.027,11.986,18.011
368948,12.059,18.027,11.909,18.027,11.986,18.011
369479,12.059,18.027,11.909,18.027,11.986,18.011
369977,12.059,18.027,11.909,18.027,11.986,18.011
370497,12.059,18.027,11.909,18.027,11.986,18.011
370990,12.059,18.027,11.909,18.027,11.986,18.011
371526,12.059,18.027,11.909,18.027,11.986,18.011
372019,12.059,18.027,11.909,18.027,11.986,18.011
372553,12.059,18.027,11.909,18.027,11.986,18.011
373063,12.059,18.027,11.909,18.027,11.986,18.011
373652,12.059,18.027,11.909,18.027,11.986,18.011
374182,12.059,18.027,11.909,18.027,11.986,18.011
374682,12.059,18.027,11.909,18.027,11.986,18.011
375212,12.059,18.027,11.909,18.027,11.969,18.011
375722,12.059,18.027,11.909,18.027,11.969,18.011
376242,12.059,18.027,11.909,18.027,11.969,18.011
376723,12.059,18.027,11.909,18.027,11.969,18.011
377253,12.059,18.027,11.909,18.027,11.969,18.011
377750,12.059,18.027,11.909,18.027,11.969,18.011
378277,12.059,18.027,11.909,18.027,11.969,18.011
378792,12.059,18.027,11.909,18.027,11.969,18.011
379315,12.059,18.027,11.909,18.027,11.969,18.011
379823,12.059,18.027,11.909,18.027,11.969,18.011
380357,12.059,18.027,11.909,18.027,11.969,18.011
380846,12.059,18.027,11.909,18.027,11.969,18.011
381377,12.059,18.027,11.909,18.027,11.969,18.011
381875,12.059,18.027,11.909,18.027,11.969,18.011
382408,12.059,18.027,11.909,18.027,11.969,18.011
382906,12.059,18.027,11.909,18.027,11.969,18.011
383429,12.059,18.027,11.909,18.027,11.969,18.011
383960,12.059,18.027,11.909,18.027,11.969,18.011
384488,12.059,18.01,11.909,18.027,11.969,18.011
385019,12.059,18.027,11.909,18.027,11.969,18.011
385530,12.059,18.027,11.909,18.027,11.969,18.011
386076,12.059,18.027,11.909,18.027,11.969,18.011
386582,12.059,18.027,11.909,18.027,11.969,18.011
387119,12.059,18.027,11.909,18.027,11.969,18.011
387666,12.059,18.027,11.909,18.027,11.969,18.011
388168,12.059,18.027,11.909,18.027,11.969,18.011
388697,12.059,18.027,11.909,18.027,11.969,18.011
389194,12.059,18.027,11.909,18.027,11.969,18.011
389734,12.059,18.027,11.909,18.027,11.969,18.011
390239,12.059,18.027,11.909,18.027,11.969,18.011
390760,12.059,18.027,11.909,18.027,11.969,18.011
391262,12.059,18.027,11.909,18.027,11.969,18.011
391803,12.059,18.027,11.909,18.027,11.969,18.011
392337,12.059,18.027,11.909,18.027,11.969,18.011
392846,12.059,18.027,11.909,18.027,11.969,18.011
393368,12.059,18.027,11.909,18.027,11.969,18.011
393873,12.059,18.027,11.909,18.027,11.969,18.011
394418,12.059,18.027,11.909,18.027,11.969,18.011
394938,12.059,18.01,11.909,18.027,11.969,18.011
395447,12.059,18.027,11.909,18.027,11.969,18.011
396007,12.059,18.027,11.909,18.027,11.969,18.011
396506,12.042,18.027,11.909,18.027,11.969,18.011
397097,12.042,18.027,11.909,18.027,11.969,18.011
397621,12.042,18.027,11.909,18.027,11.969,18.011
398127,12.042,18.027,11.909,18.027,11.969,18.011
398651,12.042,18.027,11.909,18.027,11.969,18.011
399153,12.042,18.027,11.909,18.027,11.969,18.011
399691,12.042,18.027,11.909,18.027,11.969,18.011
400188,12.042,18.027,11.909,18.027,11.969,18.011
400711,12.042,18.027,11.909,18.027,11.969,18.011
401206,12.042,18.027,11.909,18.027,11.969,18.011
401731,12.042,18.027,11.909,18.027,11.969,18.011
402257,12.042,18.027,11.909,18.027,11.969,18.011
402763,12.042,18.027,11.909,18.027,11.969,18.011
403277,12.042,18.027,11.909,18.027,11.969,18.011
403777,12.042,18.027,11.909,18.027,11.969,18.011
404308,12.042,18.027,11.909,18.027,11.969,18.011
404804,12.042,18.027,11.909,18.027,11.969,18.011
405357,12.042,18.027,11.909,18.027,11.969,18.011
405915,12.042,18.027,11.909,18.027,11.969,18.011
406422,12.042,18.027,11.909,18.027,11.969,18.011
406947,12.042,18.027,11.909,18.027,11.969,18.011
407449,12.042,18.027,11.909,18.027,11.969,18.011
407982,12.042,18.027,11.909,18.027,11.969,18.011
408480,12.042,18.027,11.909,18.027,11.969,18.011
409007,12.042,18.027,11.909,18.027,11.969,18.011
409505,12.042,18.027,11.909,18.027,11.969,18.011
410024,12.042,18.027,11.909,18.027,11.969,18.011
410512,12.042,18.027,11.909,18.027,11.969,18.011
411041,12.042,18.027,11.909,18.027,11.969,18.011
411558,12.042,18.027,11.909,18.027,11.969,18.011
412077,12.042,18.027,11.909,18.027,11.969,18.011
412571,12.042,18.027,11.909,18.027,11.969,18.011
413087,12.042,18.027,11.909,18.027,11.969,18.011
413583,12.042,18.027,11.909,18.027,11.969,18.011
414116,12.042,18.027,11.909,18.027,11.969,18.011
414625,12.042,18.027,11.909,18.027,11.969,18.011
415147,12.042,18.027,11.909,18.027,11.969,18.011
415655,12.042,18.027,11.909,18.027,11.969,18.011
416208,12.042,18.027,11.892,18.027,11.969,18.011
416735,12.042,18.027,11.909,18.027,11.953,18.011
417241,12.042,18.027,11.909,18.027,11.953,18.011
417763,12.042,18.027,11.892,18.027,11.953,18.011
418251,12.042,18.027,11.892,18.027,11.953,18.011
418774,12.042,18.027,11.892,18.027,11.953,18.011
419265,12.042,18.027,11.892,18.027,11.953,18.011
419802,12.042,18.027,11.892,18.027,11.953,18.011
420291,12.042,18.027,11.892,18.027,11.953,18.011
420821,12.042,18.027,11.892,18.027,11.953,18.011
421322,12.042,18.027,11.892,18.027,11.953,18.011
421839,12.042,18.027,11.892,18.027,11.953,18.011
422330,12.042,18.027,11.892,18.027,11.953,18.011
422854,12.042,18.027,11.892,18.027,11.953,18.011
423352,12.042,18.027,11.892,18.027,11.953,18.011
423896,12.042,18.027,11.892,18.027,11.953,18.011
424389,12.042,18.027,11.892,18.027,11.953,18.011
424909,12.042,18.027,11.892,18.027,11.953,18.011
425405,12.042,18.027,11.892,18.027,11.953,18.011
425959,12.042,18.027,11.892,18.027,11.953,18.011
426450,12.042,18.027,11.892,18.027,11.953,18.011
426980,12.042,18.027,11.892,18.027,11.953,18.011
427527,12.042,18.027,11.892,18.027,11.953,18.011
428026,12.042,18.027,11.892,18.027,11.953,18.011
428557,12.042,18.027,11.892,18.027,11.953,18.011
429045,12.042,18.027,11.892,18.027,11.953,18.011
429567,12.042,18.01,11.892,18.027,11.953,18.011
430069,12.042,18.027,11.892,18.027,11.953,18.011
430591,12.042,18.027,11.892,18.027,11.953,18.011
431091,12.042,18.027,11.892,18.027,11.953,18.011
431636,12.042,18.027,11.892,18.027,11.953,18.011
432170,12.042,18.027,11.892,18.027,11.953,18.011
432673,12.042,18.027,11.892,18.027,11.953,18.011
433204,12.042,18.027,11.892,18.027,11.953,18.011
433710,12.042,18.027,11.892,18.027,11.953,18.011
434243,12.042,18.027,11.892,18.027,11.953,18.011
434744,12.042,18.027,11.892,18.027,11.953,18.011
435331,12.042,18.027,11.892,18.027,11.953,18.011
435889,12.042,18.027,11.892,18.027,11.953,18.011
436413,12.042,18.01,11.892,18.027,11.953,18.011
436963,12.026,18.027,11.892,18.027,11.953,18.011
437491,12.026,18.027,11.892,18.027,11.953,18.011
437987,12.026,18.027,11.892,18.027,11.953,18.011
438502,12.026,18.027,11.892,18.027,11.953,18.011
439003,12.026,18.01,11.892,18.027,11.953,18.011
439534,12.026,18.027,11.892,18.027,11.953,18.011
440022,12.026,18.027,11.892,18.027,11.953,18.011
440548,12.026,18.027,11.892,18.027,11.953,18.011
441050,12.026,18.027,11.892,18.027,11.953,18.011
441581,12.026,18.027,11.892,18.027,11.953,18.011
442073,12.026,18.027,11.892,18.027,11.953,18.011
442596,12.026,18.01,11.892,18.027,11.953,18.011
443107,12.026,18.027,11.892,18.027,11.953,18.011
443635,12.026,18.027,11.892,18.027,11.953,18.011
444139,12.026,18.027,11.892,18.027,11.953,18.011
444662,12.026,18.027,11.892,18.027,11.953,18.011
445165,12.026,18.027,11.892,18.027,11.953,18.011
445686,12.026,18.027,11.892,18.027,11.953,18.011
446185,12.026,18.027,11.892,18.027,11.953,18.011
446750,12.026,18.027,11.892,18.027,11.953,18.011
447249,12.026,18.027,11.892,18.027,11.953,18.011
447788,12.026,18.027,11.892,18.027,11.953,18.011
448313,12.026,18.027,11.892,18.027,11.953,18.011
448797,12.026,18.01,11.892,18.027,11.953,18.011
449322,12.026,18.027,11.892,18.027,11.953,18.011
449820,12.026,18.027,11.892,18.027,11.953,18.011
450339,12.026,18.01,11.892,18.027,11.953,18.011
450841,12.026,18.027,11.892,18.027,11.953,18.011
451358,12.026,18.027,11.892,18.027,11.953,18.011
451872,12.026,18.027,11.892,18.027,11.953,18.011
452390,12.026,18.027,11.892,18.027,11.953,18.011
452890,12.026,18.027,11.892,18.027,11.953,18.011
453473,12.026,18.027,11.892,18.027,11.953,18.011
454004,12.026,18.027,11.892,18.027,11.953,18.011
454507,12.026,18.027,11.892,18.027,11.953,18.011
455033,12.026,18.027,11.892,18.027,11.953,18.011
455527,12.026,18.027,11.892,18.027,11.953,18.011
456054,12.026,18.027,11.892,18.027,11.953,18.011
456557,12.026,18.027,11.892,18.027,11.953,18.011
457082,12.026,18.027,11.892,18.027,11.953,18.011
457573,12.026,18.027,11.892,18.027,11.953,18.011
458099,12.026,18.027,11.892,18.027,11.953,18.011
458597,12.026,18.027,11.892,18.027,11.953,18.011
459124,12.026,18.027,11.892,18.027,11.953,18.011
459637,12.026,18.027,11.892,18.027,11.953,18.011
460166,12.026,18.027,11.892,18.027,11.953,18.011
460671,12.026,18.027,11.892,18.027,11.953,18.011
461184,12.026,18.027,11.892,18.027,11.953,18.011
461683,12.026,18.027,11.892,18.027,11.936,18.011
462211,12.026,18.027,11.892,18.027,11.936,18.011
462711,12.026,18.027,11.892,18.027,11.936,18.011
463278,12.026,18.027,11.892,18.027,11.936,18.011
463826,12.026,18.027,11.892,18.027,11.936,18.011
464319,12.026,18.027,11.892,18.027,11.936,18.011
464830,12.026,18.027,11.892,18.027,11.936,18.011
465331,12.026,18.027,11.892,18.027,11.936,18.011
465860,12.026,18.027,11.892,18.027,11.936,18.011
466351,12.026,18.027,11.892,18.027,11.936,18.011
466872,12.026,18.027,11.892,18.027,11.936,18.011
467367,12.026,18.027,11.892,18.027,11.936,18.011
467901,12.026,18.027,11.892,18.027,11.936,18.011
468397,12.026,18.027,11.892,18.027,11.936,18.011
468917,12.026,18.027,11.892,18.027,11.936,18.011
469423,12.026,18.027,11.892,18.027,11.936,18.011
469944,12.026,18.027,11.892,18.027,11.936,18.011
470442,12.026,18.027,11.892,18.027,11.936,18.011
470963,12.026,18.027,11.892,18.027,11.936,18.011
471473,12.026,18.01,11.892,18.027,11.936,18.011
472000,12.026,18.027,11.892,18.027,11.936,18.011
472496,12.026,18.027,11.892,18.027,11.936,18.011
473023,12.026,18.027,11.892,18.027,11.936,18.011
473513,12.026,18.027,11.892,18.027,11.936,18.011
474088,12.026,18.027,11.892,18.027,11.936,18.011
474616,12.026,18.027,11.892,18.027,11.936,18.011
475111,12.026,18.027,11.892,18.027,11.936,18.011
475637,12.026,18.01,11.892,18.027,11.936,18.011
476131,12.026,18.027,11.892,18.027,11.936,18.011
476666,12.026,18.027,11.892,18.027,11.936,18.011
477198,12.009,18.027,11.892,18.027,11.936,18.011
477775,12.009,18.027,11.892,18.027,11.936,18.011
478304,12.009,18.027,11.892,18.027,11.936,18.011
478797,12.009,18.01,11.876,18.027,11.936,18.011
479343,12.009,18.027,11.876,18.027,11.936,18.011
479884,12.009,18.027,11.876,18.027,11.936,18.011
480408,12.009,18.027,11.876,18.027,11.936,18.011
480938,12.009,18.027,11.876,18.027,11.936,18.011
481430,12.009,18.027,11.876,18.027,11.936,18.011
481960,12.009,18.027,11.876,18.027,11.936,18.011
482455,12.009,18.027,11.876,18.027,11.936,18.011
483031,12.009,18.01,11.876,18.027,11.936,18.011
483541,12.009,18.01,11.876,18.027,11.936,18.011
484069,12.009,18.027,11.876,18.027,11.936,18.011
484597,12.009,18.027,11.876,18.027,11.936,18.011
485087,12.009,18.027,11.876,18.027,11.936,18.011
485600,12.009,18.027,11.876,18.027,11.936,18.011
486107,12.009,18.027,11.876,18.027,11.936,18.011
486697,12.009,18.027,11.876,18.027,11.936,18.011
487280,12.009,18.027,11.876,18.027,11.936,18.011
487820,12.009,18.027,11.876,18.027,11.936,18.011
488302,12.009,18.027,11.876,18.027,11.936,18.011
488818,12.009,18.027,11.876,18.027,11.936,18.011
489326,12.009,18.027,11.876,18.027,11.936,18.011
489856,12.009,18.027,11.876,18.027,11.936,18.011
490354,12.009,18.027,11.876,18.027,11.936,18.011
490872,12.009,18.01,11.876,18.027,11.936,18.011
491369,12.009,18.01,11.876,18.027,11.936,18.011
491891,12.009,18.027,11.876,18.027,11.936,18.011
492390,12.009,18.027,11.876,18.027,11.936,18.011
492947,12.009,18.027,11.876,18.027,11.936,18.011
493473,12.009,18.01,11.876,18.027,11.936,18.011
493996,12.009,18.027,11.876,18.027,11.936,18.011
494525,12.009,18.027,11.876,18.027,11.936,18.011
495025,12.009,18.027,11.876,18.027,11.936,18.011
495599,12.009,18.027,11.876,18.027,11.936,18.011
496185,12.009,18.027,11.876,18.027,11.936,18.011
496717,12.009,18.01,11.876,18.027,11.936,18.011
497301,12.009,18.027,11.876,18.027,11.936,18.011
497823,12.009,18.027,11.876,18.027,11.936,18.011
498318,12.009,18.027,11.876,18.027,11.936,18.011
498843,12.009,18.027,11.876,18.027,11.936,18.011
499347,12.009,18.027,11.876,18.027,11.936,18.011
499893,12.009,18.027,11.876,18.027,11.936,18.011
500416,12.009,18.01,11.876,18.027,11.936,18.011
500948,12.009,18.01,11.876,18.027,11.936,18.011
501489,12.009,18.027,11.876,18.027,11.936,18.011
502013,12.009,18.027,11.876,18.027,11.936,18.011
502502,12.009,18.027,11.876,18.027,11.936,18.011
503071,12.009,18.027,11.876,18.027,11.936,18.011
503642,12.009,18.027,11.876,18.027,11.936,18.011
504164,12.009,18.027,11.876,18.027,11.936,18.011
504677,12.009,18.027,11.876,18.027,11.936,18.011
505196,12.009,18.027,11.876,18.027,11.936,18.011
505690,12.009,18.027,11.876,18.027,11.936,18.011
506279,12.009,18.027,11.876,18.027,11.919,18.011
506769,12.009,18.027,11.876,18.027,11.919,18.011
507346,12.009,18.027,11.876,18.027,11.919,18.011
507891,12.009,18.027,11.876,18.027,11.919,18.011
508425,12.009,18.027,11.876,18.027,11.919,18.011
508923,12.009,18.027,11.876,18.027,11.919,18.011
509474,12.009,18.027,11.876,18.027,11.919,18.011
510002,12.009,18.027,11.876,18.027,11.919,18.011
510522,12.009,18.027,11.876,18.027,11.919,18.011
511050,12.009,18.027,11.876,18.027,11.919,18.011
511549,12.009,18.027,11.876,18.027,11.919,18.011
512083,12.009,18.027,11.876,18.027,11.919,18.011
512665,12.009,18.027,11.876,18.027,11.919,18.011
513183,12.009,18.027,11.876,18.027,11.919,18.011
513682,12.009,18.027,11.876,18.027,11.919,18.011
514221,12.009,18.027,11.876,18.027,11.919,18.011
514756,12.009,18.027,11.876,18.027,11.919,18.011
515276,11.992,18.027,11.876,18.027,11.919,18.011
515789,11.992,18.027,11.876,18.027,11.919,18.011
516297,11.992,18.027,11.876,18.027,11.919,18.011
516807,11.992,18.027,11.876,18.027,11.919,18.011
517294,11.992,18.027,11.876,18.027,11.919,18.011
517805,11.992,18.027,11.876,18.027,11.919,18.011
518342,11.992,18.027,11.876,18.027,11.919,18.011
518899,11.992,18.027,11.876,18.027,11.919,18.011
519420,11.992,18.027,11.876,18.027,11.919,18.011
519945,11.992,18.027,11.876,18.027,11.919,18.011
520471,11.992,18.027,11.876,18.027,11.919,18.011
520965,11.992,18.027,11.876,18.027,11.919,18.011
521499,11.992,18.027,11.876,18.027,11.919,18.011
522011,11.992,18.027,11.876,18.027,11.919,18.011
522595,11.992,18.027,11.876,18.027,11.919,18.011
523118,11.992,18.01,11.876,18.027,11.919,18.011
