18A Test,,,,,,
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
245246,12.026,18.027,13.019,0.003,13.014,-0.01
245746,12.026,18.027,13.019,0.003,13.014,-0.01
246231,12.026,18.027,13.019,0.003,13.014,-0.01
246738,12.026,18.027,13.019,0.003,13.014,-0.01
247220,12.026,18.027,13.019,0.003,13.014,-0.01
247721,12.026,18.027,13.019,0.003,13.014,0.006
248185,12.026,18.027,13.019,0.003,13.014,-0.01
248692,12.026,18.027,13.019,0.003,13.014,-0.01
249167,12.026,18.027,13.019,0.003,13.014,-0.01
249672,12.026,18.027,13.019,0.003,13.014,-0.01
250144,12.026,18.027,13.019,0.003,13.014,-0.01
250650,12.026,18.027,13.019,0.003,13.031,-0.01
251138,12.026,18.027,13.019,0.003,13.014,-0.01
251658,12.026,18.027,13.019,0.003,13.031,-0.01
252139,12.026,18.027,13.019,0.003,13.031,-0.01
252637,12.026,18.027,13.019,0.003,13.031,-0.01
253134,12.026,18.027,13.019,0.003,13.031,0.006
253659,12.026,18.027,13.019,0.003,13.031,0.006
254153,12.026,18.027,13.019,0.003,13.031,-0.01
254653,12.026,18.027,13.019,0.003,13.031,-0.01
255162,12.026,18.027,13.019,0.003,13.031,-0.01
255643,12.026,18.027,13.019,0.003,13.031,-0.01
256152,12.026,18.027,13.019,0.003,13.031,-0.01
256626,12.026,18.027,13.019,0.003,13.031,0.006
257144,12.026,18.027,13.019,0.003,13.031,-0.01
257626,12.026,18.027,13.019,0.003,13.031,-0.01
258129,12.026,18.027,13.019,0.003,13.031,-0.01
258592,12.026,18.027,13.019,0.003,13.031,-0.01
259116,12.026,18.027,13.019,0.003,13.031,-0.01
259598,12.026,18.027,13.019,0.003,13.031,-0.01
260106,12.026,18.027,13.019,0.003,13.031,-0.01
260593,12.026,18.027,13.019,0.003,13.031,-0.01
261087,12.026,18.027,13.019,0.003,13.031,0.006
261575,12.026,18.027,13.019,0.003,13.031,-0.01
262074,12.026,18.027,13.019,0.003,13.031,-0.01
262557,12.026,18.027,13.019,0.003,13.031,-0.01
263078,12.026,18.027,13.019,0.003,13.031,-0.01
263546,12.026,18.027,13.019,0.003,13.031,-0.01
264083,12.026,18.027,13.019,0.003,13.031,-0.01
264569,12.026,18.027,13.019,0.003,13.031,-0.01
265076,12.026,18.027,13.019,0.003,13.031,0.006
265565,12.026,18.027,13.019,0.003,13.031,-0.01
266080,12.026,18.027,13.019,0.003,13.031,-0.01
266555,12.026,18.027,13.019,0.003,13.031,-0.01
267074,12.026,18.027,13.019,0.003,13.031,-0.01
267550,12.026,18.027,13.019,0.003,13.031,-0.01
268056,12.026,18.027,13.019,0.003,13.031,-0.01
268537,12.026,18.027,13.019,0.003,13.031,-0.01
269046,12.026,18.027,13.019,0.003,13.031,-0.01
269527,12.026,18.027,13.019,0.003,13.031,-0.01
270022,12.026,18.027,13.019,0.003,13.031,-0.01
270501,12.026,18.027,13.019,0.003,13.031,-0.01
271000,12.026,18.027,13.019,0.003,13.031,-0.01
271492,12.026,18.027,13.019,0.003,13.031,0.006
272001,12.026,18.027,13.019,0.003,13.031,-0.01
272488,12.026,18.027,13.019,0.003,13.031,-0.01
273000,12.026,18.027,13.019,0.003,13.031,-0.01
273481,12.026,18.027,13.019,0.003,13.031,0.006
274020,12.026,18.027,13.019,0.003,13.031,-0.01
274487,12.026,18.027,13.019,0.003,13.031,-0.01
275006,12.026,18.027,13.019,0.003,13.031,-0.01
275489,12.026,18.027,13.019,0.003,13.031,-0.01
276001,12.026,18.027,13.019,0.003,13.031,-0.01
276477,12.026,18.027,13.019,0.003,13.031,0.006
276972,12.026,18.027,13.019,0.003,13.031,-0.01
277460,12.026,18.027,13.019,0.003,13.031,-0.01
277969,12.026,18.027,13.019,0.003,13.031,-0.01
278454,12.026,18.027,13.019,0.003,13.031,-0.01
278974,12.026,18.027,13.019,0.003,13.031,-0.01
279456,12.026,18.027,13.019,0.003,13.031,-0.01
279965,12.026,18.027,13.019,0.003,13.031,-0.01
280444,12.026,18.027,13.019,0.003,13.031,0.006
280948,12.026,18.027,13.019,0.003,13.031,-0.01
281419,12.026,18.027,13.019,0.003,13.031,-0.01
281923,12.026,18.027,13.019,0.003,13.031,-0.01
282402,12.026,18.027,13.035,0.003,13.031,-0.01
282910,12.026,18.027,13.035,0.003,13.031,-0.01
283395,12.026,18.027,13.035,0.003,13.031,-0.01
283888,12.026,18.027,13.035,0.003,13.031,-0.01
284394,12.026,18.027,13.035,0.003,13.031,-0.01
284890,12.026,18.027,13.035,0.003,13.031,-0.01
285435,12.026,18.027,13.035,0.003,13.031,-0.01
285941,12.009,18.027,13.035,0.003,13.031,-0.01
286473,12.009,18.027,13.035,0.003,13.031,-0.01
286988,12.009,18.027,13.035,0.003,13.031,-0.01
287462,12.009,18.027,13.035,0.003,13.031,-0.01
287960,12.009,18.027,13.035,0.003,13.031,0.006
288444,12.009,18.027,13.035,0.003,13.031,-0.01
288934,12.009,18.027,13.035,0.003,13.031,-0.01
289412,12.009,18.027,13.035,0.003,13.031,-0.01
289923,12.009,18.027,13.035,0.003,13.031,-0.01
290405,12.009,18.027,13.035,0.003,13.031,-0.01
290913,12.009,18.027,13.035,0.003,13.031,-0.01
291396,12.009,18.027,13.035,0.003,13.031,-0.01
291895,12.009,18.027,13.035,0.003,13.031,-0.01
292369,12.009,18.027,13.035,0.003,13.031,-0.01
292882,12.009,18.027,13.035,0.003,13.031,-0.01
293365,12.009,18.027,13.035,0.003,13.031,-0.01
293865,12.009,18.027,13.035,0.003,13.031,-0.01
294343,12.009,18.027,13.035,0.003,13.031,0.006
294863,12.009,18.027,13.035,0.003,13.031,-0.01
295330,12.009,18.027,13.035,0.003,13.031,-0.01
295833,12.009,18.027,13.035,0.003,13.031,-0.01
296341,12.009,18.027,13.035,0.003,13.031,-0.01
296860,12.009,18.027,13.035,0.003,13.031,-0.01
297321,12.009,18.027,13.035,0.003,13.031,-0.01
297821,12.009,18.027,13.035,0.003,13.031,-0.01
298299,12.009,18.027,13.035,0.003,13.031,-0.01
298814,12.009,18.027,13.035,0.003,13.031,-0.01
299297,12.009,18.027,13.035,0.003,13.031,-0.01
299791,12.009,18.027,13.035,0.003,13.031,-0.01
300266,12.009,18.027,13.035,0.003,13.031,-0.01
300780,12.009,18.027,13.035,0.003,13.031,-0.01
301258,12.009,18.027,13.035,0.003,13.031,-0.01
301774,12.009,18.027,13.035,0.003,13.031,-0.01
302238,12.009,18.027,13.035,0.003,13.031,-0.01
302756,12.009,18.027,13.035,0.003,13.031,-0.01
303242,12.009,18.027,13.035,0.003,13.031,-0.01
303742,12.009,18.027,13.035,0.003,13.031,-0.01
304228,12.009,18.027,13.035,0.003,13.031,-0.01
304727,12.009,18.027,13.035,0.003,13.031,-0.01
305206,12.009,18.027,13.035,0.003,13.031,-0.01
305711,12.009,18.027,13.035,0.003,13.031,-0.01
306191,12.009,18.027,13.035,0.003,13.031,-0.01
306737,12.009,18.027,13.035,0.003,13.031,-0.01
307241,12.009,18.027,13.035,0.003,13.031,0.006
307723,12.009,18.027,13.035,0.003,13.031,-0.01
308230,12.009,18.027,13.035,0.003,13.031,-0.01
308695,12.009,18.027,13.035,0.003,13.047,-0.01
309196,12.009,18.027,13.035,0.003,13.047,-0.01
309684,12.009,18.027,13.035,0.003,13.047,0.006
310194,12.009,18.027,13.035,0.003,13.047,-0.01
310664,12.009,18.027,13.035,0.003,13.047,-0.01
311181,12.009,18.027,13.035,0.003,13.047,-0.01
311658,12.009,18.027,13.035,0.003,13.047,-0.01
312155,12.009,18.027,13.035,0.003,13.047,0.006
312631,12.009,18.027,13.035,0.003,13.047,-0.01
313140,12.009,18.027,13.035,0.003,13.047,-0.01
313618,12.009,18.027,13.035,0.003,13.047,-0.01
314133,12.009,18.027,13.035,0.003,13.047,-0.01
314622,12.009,18.027,13.035,0.003,13.047,-0.01
315138,12.009,18.027,13.035,0.003,13.047,-0.01
315617,12.009,18.027,13.035,0.003,13.047,-0.01
316118,12.009,18.027,13.035,0.003,13.047,-0.01
316620,12.009,18.027,13.035,0.003,13.047,-0.01
317131,12.009,18.027,13.035,0.003,13.047,-0.01
317614,12.009,18.027,13.035,0.003,13.047,-0.01
318114,12.009,18.027,13.035,0.003,13.047,-0.01
318586,12.009,18.027,13.035,0.003,13.047,-0.01
319098,12.009,18.027,13.035,0.003,13.047,0.006
319576,12.009,18.027,13.035,0.003,13.047,-0.01
320084,12.009,18.027,13.035,0.003,13.047,-0.01
320553,12.009,18.027,13.035,0.003,13.047,0.006
321070,12.009,18.027,13.035,0.003,13.047,-0.01
321537,12.009,18.027,13.035,0.003,13.047,0.006
322029,12.009,18.027,13.035,0.003,13.047,-0.01
322517,12.009,18.027,13.035,0.003,13.047,-0.01
323027,12.009,18.027,13.035,0.003,13.047,0.006
323485,12.009,18.027,13.035,0.003,13.047,-0.01
323996,12.009,18.027,13.035,0.003,13.047,-0.01
324474,12.009,18.027,13.035,0.003,13.047,-0.01
324980,12.009,18.027,13.035,0.003,13.047,-0.01
325466,12.009,18.027,13.035,0.003,13.047,-0.01
325966,12.009,18.027,13.035,0.003,13.047,-0.01
326446,12.009,18.027,13.035,0.003,13.047,-0.01
326996,12.009,18.027,13.035,0.003,13.047,-0.01
327504,12.009,18.027,13.035,0.003,13.047,-0.01
327978,12.009,18.027,13.035,0.003,13.047,0.006
328498,12.009,18.027,13.035,0.003,13.047,-0.01
328979,12.009,18.027,13.035,0.003,13.047,-0.01
329485,12.009,18.027,13.035,0.003,13.047,-0.01
329961,12.009,18.027,13.035,0.003,13.047,0.006
330467,12.009,18.027,13.035,0.003,13.047,-0.01
330963,12.009,18.027,13.035,0.003,13.047,-0.01
331476,12.009,18.027,13.035,0.003,13.047,-0.01
331948,12.009,18.027,13.035,0.003,13.047,-0.01
332453,12.009,18.027,13.035,0.003,13.047,-0.01
332908,12.009,18.027,13.035,0.003,13.047,-0.01
333410,12.009,18.027,13.035,0.003,13.047,-0.01
333873,12.009,18.027,13.035,0.003,13.047,-0.01
334375,12.009,18.027,13.035,0.003,13.047,-0.01
334861,12.009,18.027,13.035,0.003,13.047,0.006
335360,12.009,18.027,13.035,0.003,13.047,-0.01
335843,12.009,18.027,13.035,0.003,13.047,-0.01
336355,12.009,18.027,13.035,0.003,13.047,-0.01
336863,12.009,18.027,13.035,0.003,13.047,-0.01
337365,12.009,18.027,13.035,0.003,13.047,-0.01
337851,12.009,18.027,13.035,0.003,13.047,-0.01
338356,12.009,18.027,13.035,0.003,13.047,0.006
338839,12.009,18.027,13.035,0.003,13.047,-0.01
339342,12.009,18.027,13.035,0.003,13.047,-0.01
339837,12.009,18.027,13.035,0.003,13.047,-0.01
340342,12.009,18.027,13.035,0.003,13.047,-0.01
340814,12.009,18.027,13.035,0.003,13.047,-0.01
341319,12.009,18.027,13.035,0.003,13.047,-0.01
341817,12.009,18.027,13.035,0.003,13.047,-0.01
342308,12.009,18.027,13.035,0.003,13.047,-0.01
342796,12.009,18.027,13.035,0.003,13.047,-0.01
343309,12.009,18.027,13.035,0.003,13.047,-0.01
343793,12.009,18.027,13.035,0.003,13.047,-0.01
344303,12.009,18.027,13.035,0.003,13.047,-0.01
344779,12.009,18.027,13.035,0.003,13.047,-0.01
345301,12.009,18.027,13.035,0.003,13.047,-0.01
345778,12.009,18.027,13.035,0.003,13.047,-0.01
346284,12.009,18.027,13.035,0.003,13.047,-0.01
346754,12.009,18.027,13.035,0.003,13.047,-0.01
347284,11.992,18.027,13.035,0.003,13.047,-0.01
347797,12.009,18.027,13.035,0.003,13.047,-0.01
348281,12.009,18.027,13.035,0.003,13.047,-0.01
348809,11.992,18.027,13.035,0.003,13.047,0.006
349292,11.992,18.027,13.035,0.003,13.047,-0.01
349798,11.992,18.027,13.035,0.003,13.047,-0.01
350259,11.992,18.027,13.035,0.003,13.047,0.006
350772,11.992,18.027,13.035,0.003,13.047,-0.01
351257,11.992,18.027,13.035,0.003,13.047,-0.01
351760,11.992,18.027,13.035,0.003,13.047,0.006
352232,11.992,18.027,13.035,0.003,13.047,-0.01
352748,11.992,18.027,13.035,0.003,13.047,-0.01
353228,11.992,18.027,13.035,0.003,13.047,0.006
353740,11.992,18.027,13.035,0.003,13.047,-0.01
354223,11.992,18.027,13.035,0.003,13.047,-0.01
354746,11.992,18.027,13.035,0.003,13.047,-0.01
355226,11.992,18.027,13.035,0.003,13.047,-0.01
355735,11.992,18.027,13.035,0.003,13.047,-0.01
356218,11.992,18.027,13.035,0.003,13.047,-0.01
356729,11.992,18.027,13.035,0.003,13.047,0.006
357210,11.992,18.027,13.035,0.003,13.047,-0.01
357723,11.992,18.027,13.035,0.003,13.047,-0.01
358204,11.992,18.027,13.035,0.003,13.047,-0.01
358755,11.992,18.027,13.052,0.003,13.047,-0.01
359233,11.992,18.027,13.052,0.003,13.047,-0.01
359746,11.992,18.027,13.052,0.003,13.047,0.006
360254,11.992,18.027,13.052,0.003,13.047,-0.01
360737,11.992,18.027,13.052,0.003,13.047,-0.01
361237,11.992,18.027,13.052,0.003,13.047,0.006
361723,11.992,18.027,13.052,0.003,13.047,-0.01
362228,11.992,18.027,13.052,0.003,13.047,-0.01
362693,11.992,18.027,13.052,0.003,13.047,-0.01
363202,11.992,18.027,13.052,0.003,13.047,-0.01
363688,11.992,18.027,13.052,0.003,13.047,-0.01
364176,11.992,18.027,13.052,0.003,13.047,0.006
364641,11.992,18.027,13.052,0.003,13.047,-0.01
365152,11.992,18.027,13.052,0.003,13.047,-0.01
365624,11.992,18.027,13.052,0.003,13.047,-0.01
366128,11.992,18.027,13.052,0.003,13.047,-0.01
366604,11.992,18.027,13.052,0.003,13.047,-0.01
367124,11.992,18.027,13.052,0.003,13.047,-0.01
367596,11.992,18.027,13.052,0.003,13.047,-0.01
368102,11.992,18.027,13.052,0.003,13.047,-0.01
368577,11.992,18.027,13.052,0.003,13.047,0.006
369114,11.992,18.027,13.052,0.003,13.047,0.006
369587,11.992,18.027,13.052,0.003,13.047,-0.01
370090,11.992,18.027,13.052,0.003,13.047,-0.01
370571,11.992,18.027,13.052,0.003,13.047,-0.01
371082,11.992,18.027,13.052,0.003,13.047,-0.01
371565,11.992,18.027,13.052,0.003,13.047,-0.01
372069,11.992,18.027,13.052,0.003,13.047,-0.01
372555,11.992,18.027,13.052,0.003,13.047,-0.01
373064,11.992,18.027,13.052,0.003,13.047,-0.01
373543,11.992,18.027,13.052,0.003,13.047,-0.01
374049,11.992,18.027,13.052,0.003,13.047,-0.01
374519,11.992,18.027,13.052,0.003,13.047,-0.01
375027,11.992,18.027,13.052,0.003,13.047,-0.01
375513,11.992,18.027,13.052,0.003,13.047,-0.01
376020,11.992,18.027,13.052,0.003,13.047,-0.01
376492,11.992,18.027,13.052,0.003,13.047,0.006
376993,11.992,18.027,13.052,0.003,13.047,-0.01
377468,11.992,18.027,13.052,0.003,13.047,-0.01
377977,11.992,18.027,13.052,0.003,13.047,-0.01
378453,11.992,18.027,13.052,0.003,13.047,-0.01
379013,11.992,18.027,13.052,0.003,13.047,-0.01
379521,11.992,18.027,13.052,0.003,13.047,-0.01
379998,11.992,18.027,13.052,0.003,13.047,-0.01
380504,11.992,18.027,13.052,0.003,13.047,0.006
380987,11.992,18.027,13.052,0.003,13.047,-0.01
381506,11.992,18.027,13.052,0.003,13.047,-0.01
381975,11.992,18.027,13.052,0.003,13.047,-0.01
382465,11.992,18.027,13.052,0.003,13.047,-0.01
382962,11.992,18.027,13.052,0.003,13.047,-0.01
383458,11.992,18.027,13.052,0.003,13.047,-0.01
383941,11.992,18.027,13.052,0.003,13.047,-0.01
384440,11.992,18.027,13.052,0.003,13.047,-0.01
384914,11.992,18.027,13.052,0.003,13.047,-0.01
385413,11.992,18.027,13.052,0.003,13.047,-0.01
385896,11.992,18.027,13.052,0.003,13.047,0.006
386387,11.992,18.027,13.052,0.003,13.047,0.006
386862,11.992,18.027,13.052,0.003,13.047,-0.01
387384,11.992,18.027,13.052,0.003,13.047,-0.01
387874,11.992,18.027,13.052,0.003,13.047,-0.01
388379,11.992,18.027,13.052,0.003,13.047,-0.01
388862,11.992,18.027,13.052,0.003,13.064,-0.01
389390,11.992,18.027,13.052,0.003,13.064,-0.01
389895,11.992,18.027,13.052,0.003,13.047,-0.01
390364,11.992,18.027,13.052,0.003,13.064,-0.01
390883,11.992,18.027,13.052,0.003,13.064,-0.01
391373,11.992,18.027,13.052,0.003,13.064,-0.01
391865,11.992,18.027,13.052,0.003,13.064,-0.01
392343,11.992,18.027,13.052,0.003,13.064,-0.01
392853,11.992,18.027,13.052,0.003,13.064,-0.01
393342,11.992,18.027,13.052,0.003,13.064,-0.01
393848,11.992,18.027,13.052,0.003,13.064,0.006
394331,11.992,18.027,13.052,0.003,13.064,-0.01
394862,11.992,18.027,13.052,0.003,13.064,-0.01
395326,11.992,18.027,13.052,0.003,13.064,-0.01
395837,11.992,18.027,13.052,0.003,13.064,0.006
396338,11.992,18.027,13.052,0.003,13.064,-0.01
396812,11.992,18.027,13.052,0.003,13.064,0.006
397320,11.992,18.027,13.052,0.003,13.064,0.006
397803,11.992,18.027,13.052,0.003,13.064,-0.01
398307,11.992,18.027,13.052,0.003,13.064,-0.01
398788,11.992,18.027,13.052,0.003,13.064,0.006
399329,11.992,18.027,13.052,0.003,13.064,-0.01
399810,11.992,18.027,13.052,0.003,13.064,-0.01
400321,11.992,18.027,13.052,0.003,13.064,-0.01
400816,11.992,18.027,13.052,0.003,13.064,-0.01
401327,11.992,18.027,13.052,0.003,13.064,-0.01
401814,11.992,18.027,13.052,0.003,13.064,-0.01
402320,11.992,18.027,13.052,0.003,13.064,-0.01
402822,11.992,18.027,13.052,0.003,13.064,-0.01
403331,11.992,18.027,13.052,0.003,13.064,-0.01
403817,11.992,18.027,13.052,0.003,13.064,-0.01
404326,11.992,18.027,13.052,0.003,13.064,-0.01
404802,11.992,18.027,13.052,0.003,13.064,-0.01
405302,11.992,18.027,13.052,0.003,13.064,-0.01
405783,11.992,18.027,13.052,0.003,13.064,-0.01
406298,11.992,18.027,13.052,0.003,13.064,-0.01
406789,11.992,18.027,13.052,0.003,13.064,0.006
407301,11.992,18.027,13.052,0.003,13.064,-0.01
407784,11.992,18.027,13.052,0.003,13.064,-0.01
408327,11.992,18.027,13.052,0.003,13.064,-0.01
408822,11.992,18.027,13.052,0.003,13.064,-0.01
409300,11.976,18.027,13.052,0.003,13.064,-0.01
409796,11.976,18.027,13.052,0.003,13.064,-0.01
410268,11.976,18.027,13.052,0.003,13.064,-0.01
410791,11.976,18.027,13.052,0.003,13.064,-0.01
411276,11.976,18.027,13.052,0.003,13.064,-0.01
411786,11.976,18.027,13.052,0.003,13.064,-0.01
412271,11.976,18.027,13.052,0.003,13.064,-0.01
412783,11.976,18.027,13.052,0.003,13.064,-0.01
413256,11.976,18.027,13.052,0.003,13.064,-0.01
413764,11.976,18.027,13.052,0.003,13.064,-0.01
414243,11.976,18.027,13.052,0.003,13.064,-0.01
414770,11.976,18.027,13.052,0.003,13.064,-0.01
415250,11.976,18.027,13.052,0.003,13.064,-0.01
415754,11.976,18.027,13.052,0.003,13.064,0.006
416219,11.976,18.027,13.052,0.003,13.064,-0.01
416734,11.976,18.027,13.052,0.003,13.064,-0.01
417217,11.976,18.027,13.052,0.003,13.064,-0.01
417736,11.976,18.027,13.052,0.003,13.064,-0.01
418240,11.976,18.027,13.052,0.003,13.064,-0.01
418760,11.976,18.027,13.052,0.003,13.064,0.006
419237,11.976,18.027,13.052,0.003,13.064,-0.01
419735,11.976,18.027,13.052,0.003,13.064,-0.01
420225,11.976,18.027,13.052,0.003,13.064,-0.01
420726,11.976,18.027,13.052,0.003,13.064,-0.01
421207,11.976,18.027,13.052,0.003,13.064,-0.01
421697,11.976,18.027,13.052,0.003,13.064,-0.01
422164,11.976,18.027,13.052,0.003,13.064,0.006
422674,11.976,18.027,13.052,0.003,13.064,-0.01
423138,11.976,18.027,13.052,0.003,13.064,-0.01
423639,11.976,18.027,13.052,0.003,13.064,-0.01
424101,11.976,18.027,13.052,0.003,13.064,0.006
424607,11.976,18.027,13.052,0.003,13.064,-0.01
425077,11.976,18.027,13.052,0.003,13.064,-0.01
425586,11.976,18.027,13.052,0.003,13.064,0.006
426067,11.976,18.027,13.052,0.003,13.064,-0.01
426579,11.976,18.027,13.052,0.003,13.064,0.006
427062,11.976,18.027,13.052,0.003,13.064,0.006
427565,11.976,18.027,13.052,0.003,13.064,0.006
428043,11.976,18.027,13.052,0.003,13.064,-0.01
428577,11.976,18.027,13.052,0.003,13.064,0.006
429089,11.976,18.027,13.052,0.003,13.064,-0.01
429573,11.976,18.027,13.052,0.003,13.064,-0.01
430072,11.976,18.027,13.052,0.003,13.064,-0.01
430560,11.976,18.027,13.052,0.003,13.064,-0.01
431068,11.976,18.027,13.052,0.003,13.064,-0.01
431551,11.976,18.027,13.052,0.003,13.064,-0.01
432065,11.976,18.027,13.052,0.003,13.064,-0.01
432544,11.976,18.027,13.052,0.003,13.064,-0.01
433043,11.976,18.027,13.052,0.003,13.064,0.006
433523,11.976,18.027,13.052,0.003,13.064,-0.01
434034,11.976,18.027,13.052,0.003,13.064,-0.01
434507,11.976,18.027,13.052,0.003,13.064,0.006
435011,11.976,18.027,13.052,0.003,13.064,-0.01
435507,11.976,18.027,13.052,0.003,13.064,-0.01
436005,11.976,18.027,13.052,0.003,13.064,-0.01
436472,11.976,18.027,13.052,0.003,13.064,0.006
436980,11.976,18.027,13.052,0.003,13.064,-0.01
437465,11.976,18.027,13.052,0.003,13.064,-0.01
437965,11.976,18.027,13.052,0.003,13.064,-0.01
438468,11.976,18.027,13.052,0.003,13.064,-0.01
438993,11.976,18.027,13.052,0.003,13.064,-0.01
439476,11.976,18.027,13.052,0.003,13.064,-0.01
439974,11.976,18.027,13.052,0.003,13.064,0.006
440461,11.976,18.027,13.052,0.003,13.064,-0.01
440964,11.976,18.027,13.052,0.003,13.064,0.006
441440,11.976,18.027,13.052,0.003,13.064,-0.01
441943,11.976,18.027,13.052,0.003,13.064,-0.01
442425,11.976,18.027,13.052,0.003,13.064,-0.01
442941,11.976,18.027,13.052,0.003,13.064,-0.01
443415,11.976,18.027,13.052,0.003,13.064,-0.01
443922,11.976,18.027,13.052,0.003,13.064,-0.01
444406,11.976,18.027,13.052,0.003,13.064,-0.01
444913,11.976,18.027,13.052,0.003,13.064,-0.01
445389,11.976,18.027,13.052,0.003,13.064,-0.01
445902,11.976,18.027,13.052,0.003,13.064,-0.01
446366,11.976,18.027,13.052,0.003,13.064,0.006
446899,11.976,18.027,13.052,0.003,13.064,-0.01
447370,11.976,18.027,13.052,0.003,13.064,-0.01
447885,11.976,18.027,13.052,0.003,13.064,-0.01
448421,11.976,18.027,13.052,0.003,13.064,-0.01
448893,11.976,18.027,13.052,0.003,13.064,0.006
449405,11.976,18.027,13.052,0.003,13.064,-0.01
449879,11.976,18.027,13.052,0.003,13.064,-0.01
450383,11.976,18.027,13.052,0.003,13.064,-0.01
450866,11.976,18.027,13.052,0.003,13.064,-0.01
451365,11.976,18.027,13.052,0.003,13.064,-0.01
451846,11.976,18.027,13.052,0.003,13.064,0.006
452348,11.976,18.027,13.052,0.003,13.064,-0.01
452833,11.976,18.027,13.052,0.003,13.064,-0.01
453325,11.976,18.027,13.052,0.003,13.064,-0.01
453804,11.976,18.027,13.052,0.003,13.064,-0.01
454308,11.976,18.027,13.052,0.003,13.064,-0.01
454794,11.976,18.027,13.052,0.003,13.064,-0.01
455301,11.976,18.027,13.052,0.003,13.064,-0.01
455777,11.976,18.027,13.052,0.003,13.064,0.006
456284,11.976,18.027,13.052,0.003,13.064,-0.01
456754,11.976,18.027,13.052,0.003,13.064,0.006
457261,11.976,18.027,13.052,0.003,13.064,-0.01
457743,11.976,18.027,13.052,0.003,13.064,-0.01
458250,11.976,18.027,13.052,0.003,13.064,-0.01
458775,11.976,18.027,13.052,0.003,13.064,-0.01
459278,11.976,18.027,13.052,0.003,13.064,-0.01
459792,11.976,18.027,13.052,0.003,13.064,-0.01
460278,11.976,18.027,13.052,0.003,13.064,-0.01
460791,11.976,18.027,13.052,0.003,13.064,0.006
461275,11.976,18.027,13.052,0.003,13.064,-0.01
461777,11.976,18.027,13.052,0.003,13.064,0.006
462261,11.976,18.027,13.052,0.003,13.064,-0.01
462780,11.976,18.027,13.052,0.003,13.064,-0.01
463260,11.976,18.027,13.052,0.003,13.064,-0.01
463817,11.976,18.027,13.052,0.003,13.064,0.006
464326,11.976,18.027,13.052,0.003,13.064,-0.01
464852,11.959,18.027,13.052,0.003,13.064,0.006
465399,11.976,18.027,13.052,0.003,13.064,-0.01
465891,11.959,18.027,13.052,0.003,13.064,-0.01
466398,11.959,18.027,13.052,0.003,13.064,-0.01
466875,11.959,18.027,13.052,0.003,13.064,-0.01
467385,11.959,18.027,13.052,0.003,13.064,-0.01
467859,11.959,18.027,13.052,0.003,13.064,-0.01
468362,11.959,18.027,13.052,0.003,13.064,-0.01
468847,11.959,18.027,13.052,0.003,13.064,-0.01
469342,11.959,18.027,13.052,0.003,13.064,-0.01
469840,11.959,18.027,13.052,0.003,13.064,-0.01
470352,11.959,18.027,13.052,0.003,13.064,-0.01
470843,11.959,18.027,13.052,0.003,13.064,-0.01
471354,11.959,18.027,13.052,0.003,13.064,-0.01
471841,11.959,18.027,13.052,0.003,13.064,-0.01
472339,11.959,18.027,13.052,0.003,13.064,-0.01
472809,11.959,18.027,13.052,0.003,13.064,-0.01
473321,11.959,18.027,13.052,0.003,13.064,0.006
473805,11.959,18.027,13.052,0.003,13.064,-0.01
474300,11.959,18.027,13.052,0.003,13.064,0.006
474793,11.959,18.027,13.052,0.003,13.064,-0.01
475322,11.959,18.027,13.052,0.003,13.064,0.006
475786,11.959,18.027,13.052,0.003,13.064,-0.01
476281,11.959,18.027,13.052,0.003,13.064,-0.01
476768,11.959,18.027,13.052,0.003,13.064,-0.01
477263,11.959,18.027,13.052,0.003,13.064,-0.01
477733,11.959,18.027,13.052,0.003,13.064,-0.01
478239,11.959,18.027,13.052,0.003,13.064,-0.01
478713,11.959,18.027,13.052,0.003,13.064,0.006
479208,11.959,18.027,13.052,0.003,13.064,-0.01
479686,11.959,18.027,13.052,0.003,13.064,0.006
480195,11.959,18.027,13.052,0.003,13.064,-0.01
480662,11.959,18.027,13.052,0.003,13.064,-0.01
481163,11.959,18.027,13.052,0.003,13.064,-0.01
481641,11.959,18.027,13.052,0.003,13.064,-0.01
482145,11.959,18.027,13.052,0.003,13.064,0.006
482622,11.959,18.027,13.052,0.003,13.064,-0.01
483125,11.959,18.027,13.052,0.003,13.064,-0.01
483601,11.959,18.027,13.052,0.003,13.064,-0.01
484110,11.959,18.027,13.052,0.003,13.064,0.006
484593,11.959,18.027,13.052,0.003,13.064,-0.01
485102,11.959,18.027,13.052,0.003,13.064,-0.01
485620,11.959,18.027,13.052,0.003,13.064,-0.01
486123,11.959,18.027,13.052,0.003,13.064,-0.01
486632,11.959,18.027,13.052,0.003,13.064,-0.01
487117,11.959,18.027,13.052,0.003,13.064,-0.01
487627,11.959,18.027,13.052,0.003,13.064,-0.01
488107,11.959,18.027,13.052,0.003,13.064,-0.01
488611,11.959,18.027,13.052,0.003,13.064,-0.01
489100,11.959,18.027,13.052,0.003,13.064,-0.01
489616,11.959,18.027,13.052,0.003,13.064,-0.01
490090,11.959,18.027,13.052,0.003,13.064,-0.01
490608,11.959,18.027,13.052,0.003,13.064,-0.01
491070,11.959,18.027,13.052,0.003,13.064,-0.01
491568,11.959,18.027,13.052,0.003,13.064,-0.01
492055,11.959,18.027,13.052,0.003,13.064,-0.01
492551,11.959,18.027,13.052,0.003,13.064,0.006
