18A Test,Kowalski,Kowalski,Fresh Prince,Fresh Prince,Snoop Dogg,Snoop Dogg
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
254785,12.159,18.027,11.909,18.027,12.052,18.011
255287,12.159,18.027,11.909,18.027,12.052,18.011
255815,12.159,18.027,11.909,18.027,12.052,18.011
256315,12.159,18.027,11.909,18.027,12.052,18.011
256842,12.159,18.027,11.909,18.027,12.052,18.011
257349,12.159,18.027,11.909,18.027,12.052,18.011
257871,12.159,18.027,11.909,18.027,12.052,18.011
258364,12.159,18.027,11.909,18.027,12.052,18.011
258897,12.159,18.027,11.909,18.027,12.052,18.011
259405,12.159,18.027,11.909,18.027,12.052,18.011
259927,12.159,18.027,11.909,18.027,12.052,18.011
260435,12.159,18.027,11.909,18.027,12.052,18.011
260967,12.159,18.027,11.909,18.027,12.052,18.011
261470,12.159,18.027,11.909,18.027,12.052,18.011
262019,12.159,18.027,11.909,18.027,12.052,18.011
262534,12.159,18.027,11.909,18.027,12.052,18.011
263024,12.159,18.027,11.909,18.027,12.052,18.011
263541,12.159,18.027,11.909,18.027,12.052,18.011
264038,12.159,18.027,11.909,18.027,12.052,18.011
264559,12.159,18.027,11.909,18.027,12.052,18.011
265075,12.159,18.027,11.909,18.027,12.052,18.011
265594,12.159,18.027,11.909,18.027,12.052,18.011
266090,12.159,18.027,11.909,18.027,12.052,18.011
266618,12.159,18.027,11.909,18.027,12.052,18.011
267113,12.159,18.027,11.909,18.027,12.052,18.011
267631,12.159,18.027,11.909,18.027,12.052,18.011
268124,12.159,18.027,11.909,18.027,12.052,18.011
268639,12.159,18.027,11.909,18.027,12.052,18.011
269143,12.159,18.027,11.909,18.027,12.052,18.011
269661,12.159,18.027,11.909,18.027,12.052,18.011
270148,12.159,18.027,11.909,18.027,12.052,18.011
270678,12.159,18.027,11.909,18.027,12.052,18.011
271183,12.159,18.027,11.909,18.027,12.052,18.011
271725,12.159,18.027,11.909,18.027,12.052,18.011
272225,12.159,18.027,11.909,18.027,12.052,18.011
272749,12.159,18.027,11.909,18.027,12.052,18.011
273257,12.159,18.027,11.909,18.027,12.052,18.011
273793,12.159,18.027,11.909,18.027,12.052,18.011
274287,12.159,18.027,11.909,18.027,12.052,18.011
274806,12.159,18.027,11.909,18.027,12.052,18.011
275301,12.159,18.027,11.909,18.027,12.052,18.011
275823,12.159,18.027,11.909,18.027,12.052,18.011
276316,12.159,18.027,11.909,18.027,12.052,18.011
276837,12.159,18.027,11.909,18.027,12.052,18.011
277349,12.159,18.027,11.909,18.027,12.052,18.011
277874,12.159,18.027,11.909,18.027,12.052,18.011
278365,12.159,18.027,11.909,18.027,12.052,18.011
278909,12.159,18.027,11.909,18.027,12.052,18.011
279417,12.159,18.027,11.909,18.027,12.052,18.011
279935,12.159,18.027,11.909,18.027,12.052,18.011
280443,12.159,18.027,11.909,18.027,12.052,18.011
280996,12.159,18.027,11.909,18.027,12.052,18.011
281529,12.159,18.027,11.909,18.027,12.052,18.011
282053,12.159,18.027,11.909,18.027,12.052,18.011
282584,12.159,18.027,11.909,18.027,12.052,18.011
283114,12.159,18.027,11.909,18.027,12.052,18.011
283607,12.159,18.027,11.909,18.027,12.052,18.011
284143,12.159,18.027,11.909,18.027,12.052,18.011
284666,12.159,18.027,11.909,18.027,12.052,18.011
285261,12.159,18.027,11.909,18.027,12.052,18.011
285813,12.142,18.027,11.909,18.027,12.052,18.011
286382,12.142,18.027,11.909,18.027,12.052,18.011
286886,12.142,18.027,11.909,18.027,12.052,18.011
287410,12.142,18.027,11.909,18.027,12.036,18.011
287906,12.142,18.027,11.909,18.027,12.036,18.011
288438,12.142,18.027,11.909,18.027,12.036,18.011
288945,12.142,18.027,11.909,18.027,12.036,18.011
289474,12.142,18.027,11.909,18.027,12.036,18.011
289968,12.142,18.027,11.909,18.027,12.036,18.011
290499,12.142,18.027,11.909,18.027,12.036,18.011
291010,12.142,18.027,11.909,18.027,12.036,18.011
291530,12.142,18.027,11.909,18.027,12.036,18.011
292033,12.142,18.027,11.909,18.027,12.036,18.011
292540,12.142,18.027,11.909,18.027,12.036,18.011
293042,12.142,18.027,11.909,18.027,12.036,18.011
293559,12.142,18.027,11.909,18.027,12.036,18.011
294059,12.142,18.027,11.909,18.027,12.036,18.011
294578,12.142,18.027,11.909,18.027,12.036,18.011
295071,12.142,18.027,11.909,18.027,12.036,18.011
295599,12.142,18.027,11.909,18.027,12.036,18.011
296093,12.142,18.027,11.909,18.027,12.036,18.011
296640,12.142,18.027,11.909,18.027,12.036,18.011
297181,12.142,18.027,11.909,18.027,12.036,18.011
297687,12.142,18.027,11.909,18.027,12.036,18.011
298209,12.142,18.027,11.909,18.027,12.036,18.011
298703,12.142,18.027,11.909,18.027,12.036,18.011
299224,12.142,18.027,11.909,18.027,12.036,18.011
299723,12.142,18.027,11.909,18.027,12.036,18.011
300249,12.142,18.027,11.909,18.027,12.036,18.011
300741,12.142,18.027,11.909,18.027,12.036,18.011
301278,12.142,18.027,11.909,18.027,12.036,18.011
301784,12.142,18.027,11.909,18.027,12.036,18.011
302318,12.142,18.027,11.909,18.027,12.036,18.011
302819,12.142,18.027,11.909,18.027,12.036,18.011
303348,12.142,18.027,11.909,18.027,12.036,18.011
303848,12.142,18.027,11.909,18.027,12.036,18.011
304365,12.142,18.027,11.909,18.027,12.036,18.011
304873,12.142,18.027,11.909,18.027,12.036,18.011
305403,12.142,18.027,11.909,18.027,12.036,18.011
305904,12.142,18.027,11.909,18.027,12.036,18.011
306463,12.142,18.027,11.909,18.027,12.036,18.011
306992,12.142,18.027,11.909,18.027,12.036,18.011
307494,12.142,18.027,11.909,18.027,12.036,18.011
308027,12.142,18.027,11.909,18.027,12.036,18.011
308515,12.142,18.027,11.909,18.027,12.036,18.011
309048,12.142,18.027,11.909,18.027,12.036,18.011
309550,12.142,18.027,11.909,18.027,12.036,18.011
310082,12.142,18.027,11.909,18.027,12.036,18.011
310590,12.142,18.027,11.909,18.027,12.036,18.011
311120,12.142,18.027,11.909,18.027,12.036,18.011
311645,12.142,18.027,11.909,18.027,12.036,18.011
312136,12.142,18.027,11.909,18.027,12.036,18.011
312656,12.142,18.027,11.909,18.027,12.036,18.011
313151,12.142,18.027,11.909,18.027,12.036,18.011
313675,12.142,18.027,11.909,18.027,12.036,18.011
314177,12.142,18.027,11.909,18.027,12.036,18.011
314704,12.142,18.027,11.909,18.027,12.036,18.011
315205,12.142,18.027,11.892,18.027,12.036,18.011
315736,12.142,18.027,11.892,18.027,12.036,18.011
316224,12.142,18.027,11.892,18.027,12.036,18.011
316774,12.142,18.027,11.892,18.027,12.036,18.011
317308,12.142,18.027,11.892,18.027,12.036,18.011
317802,12.142,18.027,11.892,18.027,12.036,18.011
318328,12.142,18.027,11.892,18.027,12.036,18.011
318830,12.142,18.027,11.892,18.027,12.036,18.011
319357,12.142,18.027,11.892,18.027,12.036,18.011
319853,12.142,18.027,11.892,18.027,12.036,18.011
320370,12.142,18.027,11.892,18.027,12.036,18.011
320885,12.142,18.027,11.892,18.027,12.036,18.011
321408,12.142,18.027,11.892,18.027,12.036,18.011
321908,12.142,18.027,11.892,18.027,12.036,18.011
322421,12.142,18.027,11.892,18.027,12.036,18.011
322920,12.142,18.027,11.892,18.027,12.036,18.011
323451,12.142,18.027,11.892,18.027,12.036,18.011
323975,12.142,18.027,11.892,18.027,12.036,18.011
324473,12.142,18.027,11.892,18.027,12.036,18.011
325007,12.142,18.027,11.892,18.027,12.036,18.011
325511,12.142,18.027,11.892,18.027,12.036,18.011
326039,12.142,18.027,11.892,18.027,12.036,18.011
326559,12.142,18.027,11.892,18.027,12.036,18.011
327094,12.142,18.027,11.892,18.027,12.036,18.011
327615,12.142,18.027,11.892,18.027,12.036,18.011
328111,12.142,18.027,11.892,18.027,12.036,18.011
328639,12.142,18.027,11.892,18.027,12.036,18.011
329143,12.142,18.027,11.892,18.027,12.036,18.011
329665,12.142,18.027,11.892,18.027,12.036,18.011
330159,12.142,18.027,11.892,18.027,12.036,18.011
330697,12.142,18.027,11.892,18.027,12.036,18.011
331187,12.142,18.027,11.892,18.027,12.036,18.011
331708,12.142,18.027,11.892,18.027,12.036,18.011
332206,12.142,18.027,11.892,18.027,12.036,18.011
332730,12.142,18.027,11.892,18.027,12.036,18.011
333242,12.142,18.027,11.892,18.027,12.036,18.011
333759,12.142,18.027,11.892,18.027,12.036,18.011
334279,12.142,18.027,11.892,18.027,12.036,18.011
334782,12.142,18.027,11.892,18.027,12.036,18.011
335310,12.142,18.027,11.892,18.027,12.036,18.011
335811,12.142,18.027,11.892,18.027,12.036,18.011
336359,12.142,18.027,11.892,18.027,12.036,18.011
336853,12.142,18.027,11.892,18.027,12.036,18.011
337391,12.142,18.027,11.892,18.027,12.036,18.011
337891,12.142,18.027,11.892,18.027,12.036,18.011
338444,12.142,18.027,11.892,18.027,12.036,18.011
338995,12.142,18.027,11.892,18.027,12.036,18.011
339494,12.142,18.027,11.892,18.027,12.036,18.011
340075,12.142,18.027,11.892,18.027,12.036,18.011
340633,12.125,18.027,11.892,18.027,12.036,18.011
341142,12.125,18.027,11.892,18.027,12.036,18.011
341675,12.125,18.027,11.892,18.027,12.036,18.011
342168,12.125,18.027,11.892,18.027,12.036,18.011
342691,12.125,18.027,11.892,18.027,12.036,18.011
343187,12.125,18.027,11.892,18.027,12.036,18.011
343711,12.125,18.027,11.892,18.027,12.036,18.011
344208,12.125,18.027,11.892,18.027,12.036,18.011
344729,12.125,18.027,11.892,18.027,12.036,18.011
345246,12.125,18.027,11.892,18.027,12.036,18.011
345841,12.125,18.027,11.892,18.027,12.036,18.011
346370,12.125,18.027,11.892,18.027,12.036,18.011
346870,12.125,18.027,11.892,18.027,12.036,18.011
347384,12.125,18.027,11.892,18.027,12.036,18.011
347877,12.125,18.027,11.892,18.027,12.036,18.011
348395,12.125,18.027,11.892,18.027,12.036,18.011
348903,12.125,18.027,11.892,18.027,12.036,18.011
349423,12.125,18.027,11.892,18.027,12.036,18.011
349931,12.125,18.027,11.892,18.027,12.036,18.011
350450,12.125,18.027,11.892,18.027,12.036,18.011
350940,12.125,18.027,11.892,18.027,12.036,18.011
351453,12.125,18.027,11.892,18.027,12.036,18.011
351949,12.125,18.027,11.892,18.027,12.036,18.011
352473,12.125,18.027,11.892,18.027,12.036,18.011
352976,12.125,18.027,11.892,18.027,12.036,18.011
353494,12.125,18.027,11.892,18.027,12.036,18.011
354027,12.125,18.027,11.892,18.027,12.036,18.011
354525,12.125,18.027,11.892,18.027,12.036,18.011
355053,12.125,18.027,11.892,18.027,12.036,18.011
355553,12.125,18.027,11.892,18.027,12.036,18.011
356107,12.125,18.027,11.892,18.027,12.036,18.011
356614,12.125,18.027,11.892,18.027,12.036,18.011
357145,12.125,18.027,11.892,18.027,12.036,18.011
357669,12.125,18.027,11.892,18.027,12.036,18.011
358160,12.125,18.027,11.892,18.027,12.036,18.011
358687,12.125,18.027,11.892,18.027,12.036,18.011
359176,12.125,18.027,11.892,18.027,12.036,18.011
359711,12.125,18.027,11.892,18.027,12.036,18.011
360203,12.125,18.027,11.892,18.027,12.036,18.011
360735,12.125,18.027,11.892,18.027,12.036,18.011
361280,12.125,18.027,11.892,18.027,12.036,18.011
361772,12.125,18.027,11.892,18.027,12.036,18.011
362301,12.125,18.027,11.892,18.027,12.036,18.011
362790,12.125,18.027,11.892,18.027,12.036,18.011
363312,12.125,18.027,11.892,18.027,12.036,18.011
363813,12.125,18.027,11.892,18.027,12.036,18.011
364335,12.125,18.027,11.892,18.027,12.036,18.011
364831,12.125,18.027,11.892,18.027,12.036,18.011
365374,12.125,18.027,11.892,18.027,12.036,18.011
365868,12.125,18.027,11.892,18.027,12.036,18.011
366419,12.125,18.027,11.892,18.027,12.036,18.011
366933,12.125,18.027,11.892,18.027,12.036,18.011
367425,12.125,18.027,11.892,18.027,12.019,18.011
367944,12.125,18.027,11.892,18.027,12.036,18.011
368440,12.125,18.027,11.892,18.027,12.019,18.011
368977,12.125,18.027,11.892,18.027,12.019,18.011
369477,12.125,18.027,11.892,18.027,12.019,18.011
370002,12.125,18.027,11.892,18.027,12.019,18.011
370496,12.125,18.027,11.892,18.027,12.019,18.011
371012,12.125,18.027,11.892,18.027,12.019,18.011
371503,12.125,18.027,11.892,18.027,12.019,18.011
372037,12.125,18.027,11.892,18.027,12.019,18.011
372537,12.125,18.027,11.892,18.027,12.019,18.011
373072,12.125,18.027,11.892,18.027,12.019,18.011
373594,12.125,18.027,11.892,18.027,12.019,18.011
374092,12.125,18.027,11.892,18.027,12.019,18.011
374630,12.125,18.027,11.892,18.027,12.019,18.011
375137,12.125,18.027,11.892,18.027,12.019,18.011
375669,12.125,18.027,11.892,18.027,12.019,18.011
376195,12.125,18.027,11.892,18.027,12.019,18.011
376729,12.125,18.027,11.892,18.027,12.019,18.011
377270,12.125,18.027,11.892,18.027,12.019,18.011
377776,12.125,18.027,11.892,18.027,12.019,18.011
378299,12.125,18.027,11.892,18.027,12.019,18.011
378804,12.125,18.027,11.892,18.027,12.019,18.011
379319,12.125,18.027,11.892,18.027,12.019,18.011
379816,12.125,18.027,11.892,18.027,12.019,18.011
380341,12.125,18.027,11.892,18.027,12.019,18.011
380833,12.125,18.027,11.892,18.027,12.019,18.011
381359,12.125,18.027,11.892,18.027,12.019,18.011
381870,12.125,18.027,11.892,18.027,12.019,18.011
382395,12.125,18.027,11.892,18.027,12.019,18.011
382910,12.125,18.027,11.892,18.027,12.019,18.011
383430,12.125,18.027,11.892,18.027,12.019,18.011
383952,12.125,18.027,11.892,18.027,12.019,18.011
384457,12.125,18.027,11.892,18.027,12.019,18.011
384986,12.125,18.027,11.892,18.027,12.019,18.011
385476,12.125,18.027,11.892,18.027,12.019,18.011
386029,12.125,18.027,11.892,18.027,12.019,18.011
386533,12.125,18.027,11.892,18.027,12.019,18.011
387072,12.125,18.027,11.892,18.027,12.019,18.011
387576,12.125,18.027,11.892,18.027,12.019,18.011
388095,12.125,18.027,11.892,18.027,12.019,18.011
388592,12.125,18.027,11.892,18.027,12.019,18.011
389128,12.125,18.027,11.892,18.027,12.019,18.011
389653,12.125,18.027,11.892,18.027,12.019,18.011
390158,12.125,18.027,11.892,18.027,12.019,18.011
390683,12.125,18.027,11.892,18.027,12.019,18.011
391185,12.125,18.027,11.892,18.027,12.019,18.011
391693,12.125,18.027,11.892,18.027,12.019,18.011
392193,12.125,18.027,11.892,18.027,12.019,18.011
392729,12.125,18.027,11.892,18.027,12.019,18.011
393249,12.125,18.01,11.876,18.027,12.019,18.011
393797,12.125,18.027,11.876,18.027,12.019,18.011
394318,12.109,18.027,11.876,18.027,12.019,18.011
394817,12.109,18.027,11.876,18.027,12.019,18.011
395341,12.109,18.01,11.876,18.027,12.019,18.011
395841,12.109,18.027,11.876,18.027,12.019,18.011
396372,12.109,18.027,11.876,18.027,12.019,18.011
396871,12.109,18.027,11.876,18.027,12.019,18.011
397405,12.109,18.027,11.876,18.027,12.019,18.011
397902,12.109,18.027,11.876,18.027,12.019,18.011
398419,12.109,18.027,11.876,18.027,12.019,18.011
398918,12.109,18.027,11.876,18.027,12.019,18.011
399438,12.109,18.027,11.876,18.027,12.019,18.011
399933,12.109,18.027,11.876,18.027,12.019,18.011
400461,12.109,18.027,11.876,18.027,12.019,18.011
400983,12.109,18.027,11.876,18.027,12.019,18.011
401538,12.109,18.027,11.876,18.027,12.019,18.011
402054,12.109,18.027,11.876,18.027,12.019,18.011
402555,12.109,18.027,11.876,18.027,12.019,18.011
403087,12.109,18.027,11.876,18.027,12.019,18.011
403618,12.109,18.027,11.876,18.027,12.019,18.011
404138,12.109,18.027,11.876,18.027,12.019,18.011
404660,12.109,18.027,11.876,18.027,12.019,18.011
405164,12.109,18.027,11.876,18.027,12.019,18.011
405689,12.109,18.027,11.876,18.027,12.019,18.011
406203,12.109,18.027,11.876,18.027,12.019,18.011
406735,12.109,18.027,11.876,18.027,12.019,18.011
407229,12.109,18.027,11.876,18.027,12.019,18.011
407749,12.109,18.027,11.876,18.027,12.019,18.011
408240,12.109,18.027,11.876,18.027,12.019,18.011
408760,12.109,18.027,11.876,18.027,12.019,18.011
409276,12.109,18.027,11.876,18.027,12.019,18.011
409796,12.109,18.027,11.876,18.027,12.019,18.011
410322,12.109,18.027,11.876,18.027,12.019,18.011
410818,12.109,18.027,11.876,18.027,12.019,18.011
411351,12.109,18.027,11.876,18.027,12.019,18.011
411849,12.109,18.027,11.876,18.027,12.019,18.011
412376,12.109,18.027,11.876,18.027,12.019,18.011
412876,12.109,18.027,11.876,18.027,12.019,18.011
413444,12.109,18.027,11.876,18.027,12.019,18.011
413977,12.109,18.027,11.876,18.027,12.019,18.011
414474,12.109,18.027,11.876,18.027,12.019,18.011
415002,12.109,18.027,11.876,18.027,12.019,18.011
415502,12.109,18.027,11.876,18.027,12.019,18.011
416023,12.109,18.027,11.876,18.027,12.019,18.011
416512,12.109,18.027,11.876,18.027,12.019,18.011
417050,12.109,18.027,11.876,18.027,12.019,18.011
417552,12.109,18.027,11.876,18.027,12.019,18.011
418088,12.109,18.027,11.876,18.027,12.019,18.011
418593,12.109,18.027,11.876,18.027,12.019,18.011
419129,12.109,18.027,11.876,18.027,12.019,18.011
419632,12.109,18.027,11.876,18.027,12.019,18.011
420148,12.109,18.027,11.876,18.027,12.019,18.011
420647,12.109,18.027,11.876,18.027,12.019,18.011
421175,12.109,18.027,11.876,18.027,12.019,18.011
421680,12.109,18.027,11.876,18.027,12.019,18.011
422215,12.109,18.027,11.876,18.027,12.019,18.011
422708,12.109,18.027,11.876,18.027,12.019,18.011
423228,12.109,18.027,11.876,18.027,12.019,18.011
423742,12.109,18.027,11.876,18.027,12.019,18.011
424259,12.109,18.027,11.876,18.027,12.019,18.011
424791,12.109,18.027,11.876,18.027,12.019,18.011
425307,12.109,18.027,11.876,18.027,12.019,18.011
425826,12.109,18.027,11.876,18.027,12.019,18.011
426323,12.109,18.027,11.876,18.027,12.019,18.011
426842,12.109,18.027,11.876,18.027,12.019,18.011
427339,12.109,18.027,11.876,18.027,12.019,18.011
427864,12.109,18.027,11.876,18.027,12.019,18.011
428360,12.109,18.027,11.876,18.027,12.019,18.011
428876,12.109,18.027,11.876,18.027,12.019,18.011
429381,12.109,18.027,11.876,18.027,12.019,18.011
429908,12.109,18.027,11.876,18.027,12.019,18.011
430413,12.109,18.027,11.876,18.027,12.019,18.011
430943,12.109,18.027,11.876,18.027,12.019,18.011
431439,12.109,18.027,11.876,18.027,12.019,18.011
431966,12.109,18.027,11.876,18.027,12.019,18.011
432473,12.109,18.027,11.876,18.027,12.019,18.011
433013,12.109,18.027,11.876,18.027,12.019,18.011
433514,12.109,18.027,11.876,18.027,12.019,18.011
434068,12.109,18.027,11.876,18.027,12.019,18.011
434595,12.109,18.027,11.876,18.027,12.019,18.011
435087,12.109,18.027,11.876,18.027,12.002,18.011
435606,12.109,18.027,11.876,18.027,12.002,18.011
436113,12.109,18.027,11.876,18.027,12.002,18.011
436636,12.109,18.027,11.876,18.027,12.002,18.011
437155,12.109,18.027,11.876,18.027,12.002,18.011
437683,12.109,18.027,11.876,18.027,12.002,18.011
438176,12.109,18.027,11.876,18.027,12.002,18.011
438706,12.109,18.027,11.876,18.027,12.002,18.011
439196,12.109,18.027,11.876,18.027,12.002,18.011
439721,12.109,18.027,11.876,18.027,12.002,18.011
440216,12.109,18.027,11.876,18.027,12.002,18.011
440738,12.109,18.027,11.876,18.027,12.002,18.011
441286,12.109,18.027,11.876,18.027,12.002,18.011
441778,12.109,18.027,11.876,18.027,12.002,18.011
442300,12.109,18.027,11.876,18.027,12.002,18.011
442835,12.109,18.027,11.876,18.027,12.002,18.011
443396,12.109,18.027,11.876,18.027,12.002,18.011
443952,12.092,18.027,11.876,18.027,12.002,18.011
444451,12.092,18.027,11.876,18.027,12.002,18.011
444992,12.092,18.027,11.876,18.027,12.002,18.011
445490,12.092,18.027,11.876,18.027,12.002,18.011
446008,12.092,18.027,11.876,18.027,12.002,18.011
446511,12.092,18.027,11.876,18.027,12.002,18.011
447039,12.092,18.027,11.876,18.027,12.002,18.011
447534,12.092,18.027,11.876,18.027,12.002,18.011
448060,12.092,18.027,11.876,18.027,12.002,18.011
448554,12.092,18.027,11.876,18.027,12.002,18.011
449086,12.092,18.027,11.876,18.027,12.002,18.011
449606,12.092,18.027,11.876,18.027,12.002,18.011
450108,12.092,18.027,11.876,18.027,12.002,18.011
450632,12.092,18.027,11.876,18.027,12.002,18.011
451135,12.092,18.027,11.876,18.027,12.002,18.011
451660,12.092,18.027,11.859,18.027,12.002,18.011
452151,12.092,18.027,11.876,18.027,12.002,18.011
452674,12.092,18.027,11.876,18.027,12.002,18.011
453193,12.092,18.027,11.859,18.027,12.002,18.011
453738,12.092,18.027,11.859,18.027,12.002,18.011
454235,12.092,18.027,11.859,18.027,12.002,18.011
454759,12.092,18.027,11.859,18.027,12.002,18.011
455279,12.092,18.027,11.859,18.027,12.002,18.011
455786,12.092,18.027,11.859,18.027,12.002,18.011
456309,12.092,18.027,11.859,18.027,12.002,18.011
456807,12.092,18.027,11.859,18.027,12.002,18.011
457350,12.092,18.027,11.859,18.027,12.002,18.011
457842,12.092,18.027,11.859,18.027,12.002,18.011
458358,12.092,18.027,11.859,18.027,12.002,18.011
458854,12.092,18.027,11.859,18.027,12.002,18.011
459375,12.092,18.027,11.859,18.027,12.002,18.011
459874,12.092,18.027,11.859,18.027,12.002,18.011
460393,12.092,18.027,11.859,18.027,12.002,18.011
460903,12.092,18.01,11.859,18.027,12.002,18.011
461487,12.092,18.027,11.859,18.027,12.002,18.011
462017,12.092,18.027,11.859,18.027,12.002,18.011
462505,12.092,18.027,11.859,18.027,12.002,18.011
463025,12.092,18.027,11.859,18.027,12.002,18.011
463519,12.092,18.027,11.859,18.027,12.002,18.011
464040,12.092,18.027,11.859,18.027,12.002,18.011
464539,12.092,18.027,11.859,18.027,12.002,18.011
465076,12.092,18.027,11.859,18.027,12.002,18.011
465564,12.092,18.027,11.859,18.027,12.002,18.011
466085,12.092,18.027,11.859,18.027,12.002,18.011
466578,12.092,18.027,11.859,18.027,12.002,18.011
467102,12.092,18.027,11.859,18.027,12.002,18.011
467598,12.092,18.027,11.859,18.027,12.002,18.011
468129,12.092,18.027,11.859,18.027,12.002,18.011
468624,12.092,18.01,11.859,18.027,12.002,18.011
469149,12.092,18.027,11.859,18.027,12.002,18.011
469651,12.092,18.027,11.859,18.027,12.002,18.011
470180,12.092,18.027,11.859,18.027,12.002,18.011
470676,12.092,18.027,11.859,18.027,12.002,18.011
471197,12.092,18.027,11.859,18.027,12.002,18.011
471722,12.092,18.027,11.859,18.027,12.002,18.011
472249,12.092,18.027,11.859,18.027,12.002,18.011
472773,12.092,18.027,11.859,18.027,12.002,18.011
473281,12.092,18.027,11.859,18.027,12.002,18.011
473794,12.092,18.027,11.859,18.027,12.002,18.011
474294,12.092,18.027,11.859,18.027,12.002,18.011
474806,12.092,18.027,11.859,18.027,12.002,18.011
475316,12.092,18.027,11.859,18.027,12.002,18.011
475842,12.092,18.027,11.859,18.027,12.002,18.011
476329,12.092,18.027,11.859,18.027,12.002,18.011
476893,12.092,18.027,11.859,18.027,12.002,18.011
477447,12.092,18.027,11.859,18.027,12.002,18.011
477940,12.092,18.027,11.859,18.027,12.002,18.011
478468,12.092,18.027,11.859,18.027,12.002,18.011
478970,12.092,18.027,11.859,18.027,12.002,18.011
479495,12.092,18.027,11.859,18.027,12.002,18.011
479994,12.092,18.027,11.859,18.027,12.002,18.011
480513,12.092,18.027,11.859,18.027,12.002,18.011
481016,12.092,18.027,11.859,18.027,12.002,18.011
481543,12.092,18.027,11.859,18.027,12.002,18.011
482036,12.092,18.027,11.859,18.027,12.002,18.011
482550,12.092,18.027,11.859,18.027,12.002,18.011
483057,12.092,18.027,11.859,18.027,12.002,18.011
483576,12.092,18.027,11.859,18.027,12.002,18.011
484063,12.092,18.027,11.859,18.027,12.002,18.011
484590,12.092,18.027,11.859,18.027,12.002,18.011
485084,12.092,18.027,11.859,18.027,12.002,18.011
485609,12.092,18.027,11.859,18.027,12.002,18.011
486095,12.092,18.027,11.859,18.027,12.002,18.011
486623,12.092,18.027,11.859,18.027,12.002,18.011
487130,12.092,18.027,11.859,18.027,12.002,18.011
487685,12.092,18.027,11.859,18.027,12.002,18.011
488212,12.092,18.027,11.859,18.027,12.002,18.011
488719,12.092,18.027,11.859,18.027,12.002,18.011
489246,12.092,18.027,11.859,18.027,12.002,18.011
489744,12.092,18.027,11.859,18.027,12.002,18.011
490299,12.092,18.027,11.859,18.027,12.002,18.011
490825,12.092,18.027,11.859,18.027,12.002,18.011
491357,12.092,18.027,11.859,18.027,11.986,18.011
491874,12.092,18.027,11.859,18.027,12.002,18.011
492369,12.092,18.027,11.859,18.027,11.986,18.011
492930,12.076,18.027,11.859,18.027,11.986,18.011
493425,12.076,18.027,11.859,18.027,11.986,18.011
493953,12.076,18.027,11.859,18.027,11.986,18.011
494459,12.076,18.027,11.859,18.027,11.986,18.011
494994,12.076,18.027,11.859,18.027,11.986,18.011
495528,12.076,18.027,11.859,18.027,11.986,18.011
496022,12.076,18.027,11.859,18.027,11.986,18.011
496542,12.076,18.01,11.859,18.027,11.986,18.011
497047,12.076,18.027,11.859,18.027,11.986,18.011
497571,12.076,18.027,11.859,18.027,11.986,18.011
498074,12.076,18.027,11.859,18.027,11.986,18.011
498597,12.076,18.027,11.859,18.027,11.986,18.011
499083,12.076,18.027,11.859,18.027,11.986,18.011
499604,12.076,18.027,11.859,18.027,11.986,18.011
500120,12.076,18.027,11.859,18.027,11.986,18.011
500671,12.076,18.027,11.859,18.027,11.986,18.011
501212,12.076,18.027,11.859,18.027,11.986,18.011
501718,12.076,18.027,11.859,18.027,11.986,18.011
502236,12.076,18.027,11.859,18.027,11.986,18.011
502765,12.076,18.027,11.859,18.027,11.986,18.011
503264,12.076,18.027,11.859,18.027,11.986,18.011
503781,12.076,18.027,11.859,18.027,11.986,18.011
504295,12.076,18.027,11.859,18.027,11.986,18.011
504816,12.076,18.027,11.859,18.027,11.986,18.011
505336,12.076,18.027,11.859,18.027,11.986,18.011
505876,12.076,18.027,11.859,18.027,11.986,18.011
506382,12.076,18.027,11.859,18.027,11.986,18.011
506910,12.076,18.027,11.859,18.027,11.986,18.011
507418,12.076,18.027,11.859,18.027,11.986,18.011
507956,12.076,18.027,11.859,18.027,11.986,18.011
508479,12.076,18.027,11.859,18.027,11.986,18.011
509005,12.076,18.027,11.859,18.027,11.986,18.011
509530,12.076,18.027,11.859,18.027,11.986,18.011
510033,12.076,18.027,11.859,18.027,11.986,18.011
510580,12.076,18.01,11.859,18.027,11.986,18.011
511080,12.076,18.027,11.859,18.027,11.986,18.011
511605,12.076,18.027,11.859,18.027,11.986,18.011
512132,12.076,18.027,11.859,18.027,11.986,18.011
512637,12.076,18.027,11.859,18.027,11.986,18.011
513183,12.076,18.027,11.859,18.027,11.986,18.011
513685,12.076,18.027,11.859,18.027,11.986,18.011
514196,12.076,18.027,11.842,18.027,11.986,18.011
514732,12.076,18.027,11.842,18.027,11.986,18.011
515229,12.076,18.027,11.842,18.027,11.986,18.011
515749,12.076,18.027,11.842,18.027,11.986,18.011
516245,12.076,18.027,11.842,18.027,11.986,18.011
516760,12.076,18.027,11.842,18.027,11.986,18.011
517269,12.076,18.01,11.842,18.027,11.986,18.011
517787,12.076,18.027,11.842,18.027,11.986,18.011
518277,12.076,18.027,11.842,18.027,11.986,18.011
518804,12.076,18.027,11.842,18.027,11.986,18.011
519301,12.076,18.027,11.842,18.027,11.986,18.011
519824,12.076,18.027,11.842,18.027,11.986,18.011
