18A Test,Moto Moto,Moto Moto,Run DMC,Run DMC,Fetty Wap,Fetty Wap
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
254990,12.242,18.027,13.019,0.003,12.152,18.028
255483,12.242,18.027,13.019,0.003,12.152,18.028
255973,12.242,18.027,13.019,0.003,12.152,18.028
256489,12.242,18.027,13.019,0.003,12.152,18.028
256967,12.242,18.027,13.019,0.003,12.152,18.028
257480,12.242,18.027,13.019,0.003,12.152,18.028
257963,12.242,18.027,13.019,0.003,12.152,18.028
258477,12.242,18.027,13.019,0.003,12.152,18.028
258964,12.242,18.027,13.019,0.003,12.152,18.028
259474,12.242,18.027,13.019,0.003,12.152,18.028
259961,12.242,18.027,13.019,0.003,12.152,18.028
260488,12.242,18.027,13.019,0.003,12.152,18.028
260973,12.242,18.027,13.019,0.003,12.152,18.028
261476,12.242,18.027,13.019,0.003,12.152,18.028
261969,12.242,18.027,13.019,0.003,12.152,18.028
262486,12.242,18.027,13.019,0.003,12.152,18.028
262983,12.242,18.027,13.019,0.003,12.152,18.028
263498,12.242,18.027,13.019,0.003,12.152,18.028
263985,12.242,18.027,13.019,0.003,12.152,18.028
264512,12.242,18.027,13.019,0.003,12.152,18.028
265035,12.242,18.027,13.019,0.003,12.135,18.028
265546,12.242,18.027,13.019,0.003,12.135,18.028
266063,12.242,18.027,13.019,0.003,12.135,18.028
266552,12.242,18.027,13.019,0.003,12.135,18.028
267064,12.242,18.027,13.019,0.003,12.135,18.028
267551,12.242,18.027,13.019,0.003,12.135,18.028
268065,12.242,18.027,13.019,0.003,12.135,18.028
268569,12.242,18.027,13.019,0.003,12.135,18.028
269088,12.242,18.027,13.019,0.003,12.135,18.028
269570,12.242,18.027,13.019,0.003,12.135,18.028
270080,12.242,18.027,13.019,0.003,12.135,18.028
270573,12.242,18.027,13.019,0.003,12.135,18.028
271077,12.242,18.027,13.019,0.003,12.135,18.028
271570,12.242,18.027,13.019,0.003,12.135,18.028
272062,12.242,18.027,13.019,0.003,12.135,18.028
272568,12.242,18.027,13.019,0.003,12.135,18.028
273069,12.242,18.027,13.019,0.003,12.135,18.028
273585,12.242,18.027,13.019,0.003,12.135,18.028
274061,12.242,18.027,13.019,0.003,12.135,18.028
274562,12.242,18.027,13.019,0.003,12.135,18.028
275085,12.242,18.027,13.019,0.003,12.135,18.028
275607,12.242,18.027,13.019,0.003,12.135,18.028
276082,12.242,18.027,13.019,0.003,12.135,18.028
276598,12.242,18.027,13.019,0.003,12.135,18.028
277084,12.242,18.027,13.019,0.003,12.135,18.028
277590,12.242,18.027,13.019,0.003,12.135,18.028
278076,12.242,18.027,13.019,0.003,12.135,18.028
278595,12.242,18.027,13.019,0.003,12.135,18.028
279080,12.242,18.027,13.019,0.003,12.135,18.028
279592,12.242,18.027,13.019,0.003,12.135,18.028
280074,12.242,18.027,13.035,0.003,12.135,18.028
280598,12.242,18.027,13.035,0.003,12.135,18.028
281093,12.242,18.027,13.035,0.003,12.135,18.028
281614,12.242,18.027,13.035,0.003,12.135,18.028
282083,12.242,18.027,13.035,0.003,12.135,18.028
282600,12.242,18.027,13.035,0.003,12.135,18.028
283094,12.242,18.027,13.035,0.003,12.135,18.028
283593,12.242,18.027,13.035,0.003,12.135,18.028
284079,12.242,18.027,13.035,0.003,12.135,18.028
284601,12.242,18.027,13.035,0.003,12.135,18.028
285112,12.242,18.027,13.035,0.003,12.119,18.028
285631,12.242,18.027,13.035,0.003,12.119,18.028
286140,12.242,18.027,13.035,0.003,12.119,18.028
286638,12.242,18.027,13.035,0.003,12.119,18.028
287152,12.242,18.027,13.035,0.003,12.119,18.028
287623,12.242,18.027,13.035,0.003,12.119,18.028
288143,12.242,18.027,13.035,0.003,12.119,18.028
288628,12.242,18.027,13.035,0.003,12.119,18.028
289128,12.242,18.027,13.035,0.003,12.119,18.028
289607,12.242,18.027,13.035,0.003,12.119,18.011
290109,12.242,18.027,13.035,0.003,12.119,18.028
290600,12.242,18.027,13.035,0.003,12.119,18.028
291123,12.242,18.027,13.035,0.003,12.119,18.028
291603,12.242,18.027,13.035,0.003,12.119,18.028
292106,12.242,18.027,13.035,0.003,12.119,18.028
292619,12.242,18.027,13.035,0.003,12.119,18.028
293134,12.242,18.027,13.035,0.003,12.119,18.028
293625,12.242,18.027,13.035,0.003,12.119,18.011
294133,12.242,18.027,13.035,0.003,12.119,18.028
294619,12.242,18.027,13.035,0.003,12.119,18.028
295166,12.242,18.027,13.035,0.003,12.119,18.011
295644,12.242,18.027,13.035,0.003,12.119,18.028
296150,12.242,18.027,13.035,0.003,12.119,18.028
296677,12.242,18.027,13.035,0.003,12.119,18.028
297156,12.242,18.027,13.035,0.003,12.119,18.028
297676,12.242,18.027,13.035,0.003,12.119,18.011
298160,12.242,18.027,13.035,0.003,12.119,18.028
298706,12.242,18.027,13.035,0.003,12.119,18.028
299193,12.225,18.027,13.035,0.003,12.119,18.028
299707,12.225,18.027,13.035,0.003,12.119,18.028
300195,12.225,18.027,13.035,0.003,12.119,18.028
300712,12.225,18.027,13.035,0.003,12.119,18.028
301199,12.225,18.027,13.035,0.003,12.119,18.028
301719,12.225,18.027,13.035,0.003,12.119,18.011
302196,12.225,18.027,13.035,0.003,12.119,18.011
302716,12.225,18.027,13.035,0.003,12.119,18.011
303202,12.225,18.027,13.035,0.003,12.119,18.028
303713,12.225,18.027,13.035,0.003,12.119,18.028
304190,12.225,18.027,13.035,0.003,12.119,18.028
304719,12.225,18.027,13.035,0.003,12.102,18.028
305206,12.225,18.027,13.035,0.003,12.102,18.028
305706,12.225,18.027,13.035,0.003,12.102,18.028
306200,12.225,18.027,13.035,0.003,12.102,18.028
306716,12.225,18.027,13.035,0.003,12.102,18.028
307196,12.225,18.027,13.035,0.003,12.102,18.011
307699,12.225,18.027,13.035,0.003,12.102,18.028
308181,12.225,18.027,13.035,0.003,12.102,18.028
308731,12.225,18.027,13.035,0.003,12.102,18.028
309231,12.225,18.027,13.035,0.003,12.102,18.011
309748,12.225,18.027,13.035,0.003,12.102,18.028
310253,12.225,18.027,13.035,0.003,12.102,18.028
310746,12.225,18.027,13.035,0.003,12.102,18.028
311265,12.225,18.027,13.035,0.003,12.102,18.028
311754,12.225,18.027,13.035,0.003,12.102,18.028
312268,12.225,18.027,13.035,0.003,12.102,18.028
312768,12.225,18.027,13.035,0.003,12.102,18.028
313270,12.225,18.027,13.035,0.003,12.102,18.028
313758,12.225,18.027,13.035,0.003,12.102,18.028
314273,12.225,18.027,13.035,0.003,12.102,18.028
314764,12.225,18.027,13.035,0.003,12.102,18.011
315276,12.225,18.027,13.035,0.003,12.102,18.028
315773,12.225,18.027,13.035,0.003,12.102,18.028
316291,12.225,18.027,13.035,0.003,12.102,18.028
316779,12.225,18.027,13.035,0.003,12.102,18.028
317300,12.225,18.027,13.035,0.003,12.102,18.028
317790,12.225,18.027,13.035,0.003,12.102,18.028
318300,12.225,18.027,13.035,0.003,12.102,18.028
318790,12.225,18.027,13.035,0.003,12.102,18.028
319342,12.225,18.027,13.035,0.003,12.102,18.028
319851,12.225,18.027,13.035,0.003,12.102,18.028
320344,12.225,18.027,13.035,0.003,12.102,18.028
320857,12.225,18.027,13.035,0.003,12.102,18.028
321334,12.225,18.027,13.035,0.003,12.102,18.028
321846,12.225,18.027,13.052,0.003,12.102,18.011
322324,12.225,18.027,13.052,0.003,12.102,18.028
322847,12.225,18.027,13.052,0.003,12.102,18.028
323337,12.225,18.027,13.052,0.003,12.085,18.028
323846,12.225,18.027,13.052,0.003,12.085,18.011
324340,12.225,18.027,13.052,0.003,12.085,18.028
324851,12.225,18.027,13.052,0.003,12.085,18.028
325343,12.225,18.027,13.052,0.003,12.085,18.028
325860,12.225,18.027,13.052,0.003,12.085,18.011
326349,12.225,18.027,13.052,0.003,12.085,18.028
326861,12.225,18.027,13.052,0.003,12.085,18.028
327352,12.225,18.027,13.052,0.003,12.085,18.028
327866,12.225,18.027,13.052,0.003,12.085,18.028
328367,12.225,18.027,13.052,0.003,12.085,18.028
328869,12.225,18.027,13.052,0.003,12.085,18.028
329391,12.225,18.027,13.052,0.003,12.085,18.011
329892,12.225,18.027,13.052,0.003,12.085,18.028
330399,12.225,18.027,13.052,0.003,12.085,18.028
330886,12.225,18.027,13.052,0.003,12.085,18.028
331400,12.225,18.027,13.052,0.003,12.085,18.028
331892,12.225,18.027,13.052,0.003,12.085,18.011
332407,12.225,18.027,13.052,0.003,12.085,18.011
332900,12.225,18.027,13.052,0.003,12.085,18.011
333413,12.225,18.027,13.052,0.003,12.085,18.028
333906,12.225,18.027,13.052,0.003,12.085,18.011
334413,12.225,18.027,13.052,0.003,12.085,18.011
334895,12.225,18.027,13.052,0.003,12.085,18.028
335408,12.225,18.027,13.052,0.003,12.085,18.011
335889,12.225,18.027,13.052,0.003,12.085,18.011
336408,12.225,18.027,13.052,0.003,12.085,18.028
336898,12.225,18.027,13.052,0.003,12.085,18.028
337404,12.225,18.027,13.052,0.003,12.085,18.028
337894,12.225,18.027,13.052,0.003,12.085,18.028
338404,12.225,18.027,13.052,0.003,12.085,18.011
338892,12.225,18.027,13.052,0.003,12.085,18.011
339439,12.225,18.027,13.052,0.003,12.085,18.028
339919,12.225,18.027,13.052,0.003,12.085,18.028
340446,12.225,18.027,13.052,0.003,12.085,18.011
340917,12.225,18.027,13.052,0.003,12.085,18.011
341433,12.225,18.027,13.052,0.003,12.069,18.011
341913,12.225,18.027,13.052,0.003,12.069,18.011
342438,12.225,18.027,13.052,0.003,12.069,18.011
342923,12.225,18.027,13.052,0.003,12.069,18.011
343426,12.225,18.027,13.052,0.003,12.069,18.011
343914,12.225,18.027,13.052,0.003,12.069,18.011
344434,12.225,18.027,13.052,0.003,12.069,18.028
344918,12.225,18.027,13.052,0.003,12.069,18.028
345431,12.225,18.027,13.052,0.003,12.069,18.028
345924,12.225,18.027,13.052,0.003,12.069,18.028
346428,12.225,18.027,13.052,0.003,12.069,18.011
346911,12.225,18.027,13.052,0.003,12.069,18.011
347418,12.225,18.027,13.052,0.003,12.069,18.028
347907,12.225,18.027,13.052,0.003,12.069,18.011
348441,12.225,18.027,13.052,0.003,12.069,18.011
348927,12.225,18.027,13.052,0.003,12.069,18.028
349467,12.225,18.027,13.052,0.003,12.069,18.011
349945,12.225,18.027,13.052,0.003,12.069,18.028
350464,12.225,18.027,13.052,0.003,12.069,18.011
350985,12.225,18.027,13.052,0.003,12.069,18.011
351474,12.225,18.027,13.052,0.003,12.069,18.011
351982,12.225,18.027,13.052,0.003,12.069,18.011
352481,12.225,18.027,13.052,0.003,12.069,18.028
352983,12.225,18.027,13.052,0.003,12.069,18.028
353483,12.225,18.027,13.052,0.003,12.069,18.028
353983,12.225,18.027,13.052,0.003,12.069,18.028
354474,12.225,18.027,13.052,0.003,12.069,18.011
354988,12.225,18.027,13.052,0.003,12.069,18.028
355470,12.225,18.027,13.052,0.003,12.069,18.011
355982,12.225,18.027,13.052,0.003,12.069,18.011
356471,12.225,18.027,13.052,0.003,12.069,18.028
356971,12.225,18.027,13.052,0.003,12.069,18.011
357452,12.225,18.027,13.052,0.003,12.069,18.011
357975,12.225,18.027,13.052,0.003,12.069,18.011
358452,12.209,18.027,13.052,0.003,12.069,18.011
358967,12.225,18.027,13.052,0.003,12.069,18.028
359479,12.209,18.027,13.052,0.003,12.069,18.011
359997,12.209,18.027,13.052,0.003,12.069,18.011
360518,12.209,18.027,13.052,0.003,12.052,18.011
361008,12.209,18.027,13.052,0.003,12.052,18.011
361521,12.209,18.027,13.052,0.003,12.052,18.011
362003,12.209,18.027,13.052,0.003,12.052,18.011
362515,12.209,18.027,13.052,0.003,12.052,18.028
363008,12.209,18.027,13.052,0.003,12.052,18.011
363524,12.209,18.027,13.052,0.003,12.052,18.011
364013,12.209,18.027,13.052,0.003,12.052,18.011
364549,12.209,18.027,13.052,0.003,12.052,18.011
365039,12.209,18.027,13.052,0.003,12.052,18.011
365548,12.209,18.027,13.052,0.003,12.052,18.011
366045,12.209,18.027,13.052,0.003,12.052,18.011
366550,12.209,18.027,13.052,0.003,12.052,18.011
367035,12.209,18.027,13.052,0.003,12.052,18.011
367548,12.209,18.027,13.052,0.003,12.052,18.011
368036,12.209,18.027,13.052,0.003,12.052,18.028
368560,12.209,18.027,13.052,0.003,12.052,18.011
369038,12.209,18.027,13.052,0.003,12.052,18.011
369577,12.209,18.027,13.052,0.003,12.052,18.011
370073,12.209,18.027,13.052,0.003,12.052,18.011
370586,12.209,18.027,13.052,0.003,12.052,18.011
371099,12.209,18.027,13.052,0.003,12.052,18.011
371581,12.209,18.027,13.052,0.003,12.052,18.011
372094,12.209,18.027,13.052,0.003,12.052,18.028
372588,12.209,18.027,13.052,0.003,12.052,18.011
373100,12.209,18.027,13.052,0.003,12.052,18.011
373591,12.209,18.027,13.052,0.003,12.052,18.011
374112,12.209,18.027,13.052,0.003,12.052,18.011
374612,12.209,18.027,13.052,0.003,12.052,18.011
375133,12.209,18.027,13.052,0.003,12.052,18.011
375619,12.209,18.027,13.052,0.003,12.052,18.011
376134,12.209,18.027,13.052,0.003,12.052,18.011
376637,12.209,18.027,13.052,0.003,12.052,18.011
377159,12.209,18.027,13.052,0.003,12.052,18.011
377644,12.209,18.027,13.052,0.003,12.052,18.011
378163,12.209,18.027,13.052,0.003,12.052,18.011
378653,12.209,18.027,13.052,0.003,12.052,18.011
379174,12.209,18.027,13.052,0.003,12.052,18.011
379689,12.209,18.027,13.052,0.003,12.052,18.011
380193,12.209,18.027,13.052,0.003,12.052,18.011
380717,12.209,18.027,13.069,0.003,12.036,18.011
381204,12.209,18.027,13.069,0.003,12.036,18.011
381724,12.209,18.027,13.069,0.003,12.036,18.011
382200,12.209,18.027,13.069,0.003,12.036,18.011
382721,12.209,18.027,13.069,0.003,12.036,18.011
383202,12.209,18.027,13.069,0.003,12.036,18.011
383724,12.209,18.027,13.069,0.003,12.036,18.011
384224,12.209,18.027,13.069,0.003,12.036,18.011
384731,12.209,18.027,13.069,0.003,12.036,18.011
385220,12.209,18.027,13.069,0.003,12.036,18.011
385728,12.209,18.027,13.069,0.003,12.036,18.011
386231,12.209,18.027,13.069,0.003,12.036,18.011
386751,12.209,18.027,13.069,0.003,12.036,18.011
387241,12.209,18.027,13.069,0.003,12.036,18.011
387747,12.209,18.027,13.069,0.003,12.036,18.011
388236,12.209,18.027,13.069,0.003,12.036,18.011
388754,12.209,18.027,13.069,0.003,12.036,18.011
389249,12.209,18.027,13.069,0.003,12.036,18.011
389797,12.209,18.027,13.069,0.003,12.036,18.011
390280,12.209,18.027,13.069,0.003,12.036,18.028
390790,12.209,18.027,13.069,0.003,12.036,18.011
391315,12.209,18.027,13.069,0.003,12.036,18.011
391798,12.209,18.027,13.069,0.003,12.036,18.011
392320,12.209,18.027,13.069,0.003,12.036,18.011
392821,12.209,18.027,13.069,0.003,12.036,18.011
393329,12.209,18.027,13.069,0.003,12.036,18.011
393828,12.209,18.027,13.069,0.003,12.036,18.011
394333,12.209,18.027,13.069,0.003,12.036,18.011
394832,12.209,18.027,13.069,0.003,12.036,18.011
395346,12.209,18.027,13.069,0.003,12.036,18.011
395826,12.209,18.027,13.069,0.003,12.036,18.011
396346,12.209,18.027,13.069,0.003,12.036,18.011
396845,12.209,18.027,13.069,0.003,12.036,18.011
397352,12.209,18.027,13.069,0.003,12.036,18.011
397819,12.209,18.027,13.069,0.003,12.036,18.028
398343,12.209,18.027,13.069,0.003,12.036,18.011
398822,12.209,18.027,13.069,0.003,12.036,18.011
399336,12.209,18.027,13.069,0.003,12.036,18.011
399827,12.209,18.027,13.069,0.003,12.036,18.011
400381,12.209,18.027,13.069,0.003,12.036,18.011
400889,12.209,18.027,13.069,0.003,12.019,18.011
401373,12.209,18.027,13.069,0.003,12.019,18.011
401886,12.209,18.027,13.069,0.003,12.019,18.011
402382,12.209,18.027,13.069,0.003,12.019,18.011
402906,12.209,18.027,13.069,0.003,12.019,18.011
403386,12.209,18.027,13.069,0.003,12.019,18.011
403900,12.209,18.027,13.069,0.003,12.019,18.011
404384,12.209,18.027,13.069,0.003,12.019,18.011
404907,12.209,18.027,13.069,0.003,12.019,18.011
405399,12.209,18.027,13.069,0.003,12.019,18.011
405921,12.209,18.027,13.069,0.003,12.019,18.011
406415,12.209,18.027,13.069,0.003,12.019,18.011
406925,12.209,18.027,13.069,0.003,12.019,18.011
407416,12.209,18.027,13.069,0.003,12.019,18.011
407937,12.209,18.027,13.069,0.003,12.019,18.011
408459,12.209,18.027,13.069,0.003,12.019,18.011
408962,12.209,18.027,13.069,0.003,12.019,18.011
409485,12.192,18.027,13.069,0.003,12.019,18.011
409982,12.192,18.027,13.069,0.003,12.019,18.011
410499,12.192,18.027,13.069,0.003,12.019,18.011
410987,12.192,18.027,13.069,0.003,12.019,18.011
411502,12.192,18.027,13.069,0.003,12.019,18.011
411977,12.192,18.027,13.069,0.003,12.019,18.011
412497,12.192,18.027,13.069,0.003,12.019,18.011
412973,12.192,18.027,13.069,0.003,12.019,18.011
413496,12.192,18.027,13.069,0.003,12.019,18.011
413982,12.192,18.027,13.069,0.003,12.019,18.011
414495,12.192,18.027,13.069,0.003,12.019,18.011
414984,12.192,18.027,13.069,0.003,12.019,18.011
415484,12.192,18.027,13.069,0.003,12.019,18.011
415972,12.192,18.027,13.069,0.003,12.019,18.011
416502,12.192,18.027,13.069,0.003,12.019,18.011
416981,12.192,18.027,13.069,0.003,12.019,18.011
417499,12.192,18.027,13.069,0.003,12.019,18.011
417977,12.192,18.027,13.069,0.003,12.019,18.011
418518,12.192,18.027,13.069,0.003,12.019,18.011
419013,12.192,18.027,13.069,0.003,12.019,18.011
419527,12.192,18.027,13.069,0.003,12.019,18.011
420014,12.192,18.027,13.069,0.003,12.019,18.011
420533,12.192,18.027,13.069,0.003,12.019,18.011
421026,12.192,18.027,13.069,0.003,12.019,18.011
421541,12.192,18.027,13.069,0.003,12.019,18.011
422042,12.192,18.027,13.069,0.003,12.019,18.011
422560,12.192,18.027,13.069,0.003,12.019,18.011
423029,12.192,18.027,13.069,0.003,12.019,18.011
423532,12.192,18.027,13.069,0.003,12.002,18.011
424024,12.192,18.027,13.069,0.003,12.002,18.011
424554,12.192,18.027,13.069,0.003,12.002,18.011
425048,12.192,18.027,13.069,0.003,12.002,18.011
425559,12.192,18.027,13.069,0.003,12.002,18.011
426034,12.192,18.027,13.069,0.003,12.002,18.011
426549,12.192,18.027,13.069,0.003,12.002,18.011
427035,12.192,18.027,13.069,0.003,12.002,18.011
427536,12.192,18.027,13.069,0.003,12.002,18.011
428029,12.192,18.027,13.069,0.003,12.002,18.011
428575,12.192,18.027,13.069,0.003,12.002,18.011
429085,12.192,18.027,13.069,0.003,12.002,18.011
429577,12.192,18.027,13.069,0.003,12.002,18.011
430084,12.192,18.027,13.069,0.003,12.002,18.011
430573,12.192,18.027,13.069,0.003,12.002,18.011
431097,12.192,18.027,13.069,0.003,12.002,18.011
431575,12.192,18.027,13.069,0.003,12.002,18.011
432088,12.192,18.027,13.069,0.003,12.002,18.011
432599,12.192,18.027,13.069,0.003,12.002,18.011
433108,12.192,18.027,13.069,0.003,12.002,18.011
433597,12.192,18.027,13.069,0.003,12.002,18.011
434106,12.192,18.027,13.069,0.003,12.002,18.011
434591,12.192,18.027,13.069,0.003,12.002,18.011
435114,12.192,18.027,13.069,0.003,12.002,18.011
435600,12.192,18.027,13.069,0.003,12.002,18.011
436120,12.192,18.027,13.069,0.003,12.002,18.011
436616,12.192,18.027,13.069,0.003,12.002,18.011
437119,12.192,18.027,13.069,0.003,12.002,18.011
437591,12.192,18.027,13.069,0.003,12.002,18.011
438090,12.192,18.027,13.069,0.003,12.002,18.011
438613,12.192,18.027,13.069,0.003,12.002,18.011
439131,12.192,18.027,13.069,0.003,12.002,18.011
439652,12.192,18.027,13.069,0.003,12.002,18.011
440146,12.192,18.027,13.069,0.003,12.002,18.011
440660,12.192,18.027,13.069,0.003,12.002,18.011
441150,12.192,18.027,13.069,0.003,12.002,18.011
441669,12.192,18.027,13.069,0.003,12.002,18.011
442155,12.192,18.027,13.069,0.003,12.002,18.011
442669,12.192,18.027,13.069,0.003,12.002,18.011
443159,12.192,18.027,13.069,0.003,12.002,18.011
443669,12.192,18.027,13.069,0.003,12.002,18.011
444150,12.192,18.027,13.069,0.003,12.002,18.011
444662,12.192,18.027,13.069,0.003,12.002,18.011
445132,12.192,18.027,13.069,0.003,12.002,18.011
445643,12.192,18.027,13.069,0.003,12.002,18.011
446131,12.192,18.027,13.069,0.003,12.002,18.011
446655,12.192,18.027,13.069,0.003,12.002,18.011
447131,12.192,18.027,13.085,0.003,11.986,18.011
447647,12.192,18.027,13.085,0.003,11.986,18.011
448144,12.192,18.027,13.085,0.003,11.986,18.011
448702,12.192,18.027,13.085,0.003,11.986,18.011
449192,12.192,18.027,13.085,0.003,11.986,18.011
449712,12.192,18.027,13.085,0.003,11.986,18.011
450215,12.192,18.027,13.085,0.003,11.986,18.011
450690,12.192,18.027,13.085,0.003,11.986,18.011
451187,12.192,18.027,13.085,0.003,11.986,18.011
451662,12.192,18.027,13.085,0.003,11.986,18.011
452159,12.192,18.027,13.085,0.003,11.986,18.011
452644,12.192,18.027,13.085,0.003,11.986,18.011
453151,12.192,18.027,13.085,0.003,11.986,18.011
453621,12.192,18.027,13.085,0.003,11.986,18.011
454128,12.192,18.027,13.085,0.003,11.986,18.011
454605,12.192,18.027,13.085,0.003,11.986,18.011
455114,12.192,18.027,13.085,0.003,11.986,18.011
455602,12.192,18.027,13.085,0.003,11.986,18.011
456114,12.192,18.027,13.085,0.003,11.986,18.011
456618,12.192,18.027,13.085,0.003,11.986,18.011
457135,12.192,18.027,13.085,0.003,11.986,18.011
457626,12.192,18.027,13.085,0.003,11.986,18.011
458147,12.192,18.027,13.085,0.003,11.986,18.011
458670,12.175,18.027,13.085,0.003,11.986,18.011
459212,12.192,18.027,13.085,0.003,11.986,18.011
459758,12.192,18.027,13.085,0.003,11.986,18.011
460241,12.175,18.027,13.085,0.003,11.986,18.011
460771,12.175,18.027,13.085,0.003,11.986,18.011
461261,12.175,18.027,13.085,0.003,11.986,18.011
461781,12.175,18.027,13.085,0.003,11.986,18.011
462266,12.175,18.027,13.085,0.003,11.986,18.011
462779,12.175,18.027,13.085,0.003,11.986,18.011
463263,12.175,18.027,13.085,0.003,11.986,18.011
463781,12.175,18.027,13.085,0.003,11.986,18.011
464278,12.175,18.027,13.085,0.003,11.986,18.011
464807,12.175,18.027,13.085,0.003,11.986,18.011
465296,12.175,18.027,13.085,0.003,11.986,18.011
465819,12.175,18.027,13.085,0.003,11.986,18.011
466294,12.175,18.027,13.085,0.003,11.986,18.011
466786,12.175,18.027,13.085,0.003,11.986,18.011
467261,12.175,18.027,13.085,0.003,11.986,18.011
467755,12.175,18.027,13.085,0.003,11.986,18.011
468241,12.175,18.027,13.085,0.003,11.986,18.011
468765,12.175,18.027,13.085,0.003,11.986,18.011
469257,12.175,18.027,13.085,0.003,11.986,18.011
469799,12.175,18.027,13.085,0.003,11.986,18.011
470312,12.175,18.027,13.085,0.003,11.986,18.011
470791,12.175,18.027,13.085,0.003,11.986,18.011
471303,12.175,18.027,13.085,0.003,11.986,18.011
471797,12.175,18.027,13.085,0.003,11.986,18.011
472312,12.175,18.027,13.085,0.003,11.986,18.011
472801,12.175,18.027,13.085,0.003,11.986,18.011
473305,12.175,18.027,13.085,0.003,11.969,18.011
473791,12.175,18.027,13.085,0.003,11.969,18.011
474319,12.175,18.027,13.085,0.003,11.969,18.011
474812,12.175,18.027,13.085,0.003,11.969,18.011
475325,12.175,18.027,13.085,0.003,11.969,18.011
475807,12.175,18.027,13.085,0.003,11.969,18.011
476324,12.175,18.027,13.085,0.003,11.969,18.011
476828,12.175,18.027,13.085,0.003,11.969,18.011
477347,12.175,18.027,13.085,0.003,11.969,18.011
477840,12.175,18.027,13.085,0.003,11.969,18.011
478342,12.175,18.027,13.085,0.003,11.969,18.011
478815,12.175,18.027,13.085,0.003,11.969,18.011
479324,12.175,18.027,13.085,0.003,11.969,18.011
479838,12.175,18.027,13.085,0.003,11.969,18.011
480362,12.175,18.027,13.085,0.003,11.969,18.011
480879,12.175,18.027,13.085,0.003,11.969,18.011
481351,12.175,18.027,13.085,0.003,11.969,18.011
481847,12.175,18.027,13.085,0.003,11.969,18.011
482334,12.175,18.027,13.085,0.003,11.969,18.011
482846,12.175,18.027,13.085,0.003,11.969,18.011
483334,12.175,18.027,13.085,0.003,11.969,18.011
483846,12.175,18.027,13.085,0.003,11.969,18.011
484330,12.175,18.027,13.085,0.003,11.969,18.011
484848,12.175,18.027,13.085,0.003,11.969,18.011
485333,12.175,18.027,13.085,0.003,11.969,18.011
485837,12.175,18.027,13.085,0.003,11.969,18.011
486312,12.175,18.027,13.085,0.003,11.969,18.011
486817,12.175,18.027,13.085,0.003,11.969,18.011
487297,12.175,18.027,13.085,0.003,11.969,18.011
487796,12.175,18.027,13.085,0.003,11.969,18.011
488282,12.175,18.027,13.085,0.003,11.969,18.011
488798,12.175,18.027,13.085,0.003,11.969,18.011
489301,12.175,18.027,13.085,0.003,11.969,18.011
489862,12.175,18.027,13.085,0.003,11.969,18.011
490349,12.175,18.027,13.085,0.003,11.969,18.011
490864,12.175,18.027,13.085,0.003,11.969,18.011
491370,12.175,18.027,13.085,0.003,11.969,18.011
491851,12.175,18.027,13.085,0.003,11.969,18.011
492369,12.175,18.027,13.085,0.003,11.969,18.011
492866,12.175,18.027,13.085,0.003,11.969,18.011
493390,12.175,18.027,13.085,0.003,11.969,18.011
493876,12.175,18.027,13.085,0.003,11.969,18.011
494369,12.175,18.027,13.085,0.003,11.969,18.011
494858,12.175,18.027,13.085,0.003,11.969,18.011
495378,12.175,18.027,13.085,0.003,11.969,18.011
495866,12.175,18.027,13.085,0.003,11.969,18.011
496394,12.175,18.027,13.085,0.003,11.969,18.011
496893,12.175,18.027,13.085,0.003,11.969,18.011
497413,12.175,18.027,13.085,0.003,11.969,18.011
497934,12.175,18.027,13.085,0.003,11.969,18.011
498417,12.175,18.027,13.085,0.003,11.969,18.011
498923,12.175,18.027,13.085,0.003,11.969,18.011
499414,12.175,18.027,13.085,0.003,11.969,18.011
499964,12.175,18.027,13.085,0.003,11.969,18.011
500466,12.175,18.027,13.085,0.003,11.953,18.011
500985,12.175,18.027,13.085,0.003,11.953,18.011
501470,12.175,18.027,13.085,0.003,11.953,18.011
501984,12.175,18.027,13.085,0.003,11.953,18.011
502475,12.175,18.027,13.085,0.003,11.953,18.011
502994,12.175,18.027,13.085,0.003,11.953,18.011
503488,12.175,18.027,13.085,0.003,11.953,18.011
503990,12.175,18.027,13.085,0.003,11.953,18.011
504491,12.175,18.027,13.085,0.003,11.953,18.011
504993,12.175,18.027,13.085,0.003,11.953,18.011
505468,12.159,18.027,13.085,0.003,11.953,18.011
506012,12.159,18.027,13.085,0.003,11.953,18.011
506505,12.159,18.027,13.085,0.003,11.953,18.011
507030,12.159,18.027,13.085,0.003,11.953,18.011
507538,12.159,18.027,13.085,0.003,11.953,18.011
508018,12.159,18.027,13.085,0.003,11.953,18.011
508539,12.159,18.027,13.085,0.003,11.953,18.011
509023,12.159,18.027,13.085,0.003,11.953,18.011
509525,12.159,18.027,13.085,0.003,11.953,18.011
510009,12.159,18.027,13.085,0.003,11.953,18.011
510513,12.159,18.027,13.085,0.003,11.953,18.011
510996,12.159,18.027,13.085,0.003,11.953,18.011
511509,12.159,18.027,13.085,0.003,11.953,18.011
511990,12.159,18.027,13.085,0.003,11.953,18.011
512524,12.159,18.027,13.085,0.003,11.953,18.011
513006,12.159,18.027,13.085,0.003,11.953,18.011
