18A Test,Moto Moto,Moto Moto,Run DMC,Run DMC,Fetty Wap,Fetty Wap
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
513522,12.159,18.027,13.085,0.003,11.953,18.011
514026,12.159,18.027,13.085,0.003,11.953,18.011
514548,12.159,18.027,13.085,0.003,11.953,18.011
515041,12.159,18.027,13.085,0.003,11.953,18.011
515537,12.159,18.027,13.085,0.003,11.953,18.011
516021,12.159,18.027,13.085,0.003,11.953,18.011
516572,12.159,18.027,13.085,0.003,11.953,18.011
517086,12.159,18.027,13.085,0.003,11.953,18.011
517581,12.159,18.027,13.085,0.003,11.953,18.011
518099,12.159,18.027,13.085,0.003,11.953,18.011
518596,12.159,18.027,13.085,0.003,11.953,18.011
519100,12.159,18.027,13.085,0.003,11.953,18.011
519573,12.159,18.027,13.085,0.003,11.953,18.011
520088,12.159,18.027,13.085,0.003,11.953,18.011
520584,12.159,18.027,13.085,0.003,11.953,18.011
521100,12.159,18.027,13.085,0.003,11.953,18.011
521595,12.159,18.027,13.085,0.003,11.953,18.011
522122,12.159,18.027,13.085,0.003,11.953,18.011
522619,12.159,18.027,13.085,0.003,11.953,18.011
523149,12.159,18.027,13.085,0.003,11.953,18.011
523635,12.159,18.027,13.085,0.003,11.953,18.011
524151,12.159,18.027,13.085,0.003,11.953,18.011
524646,12.159,18.027,13.085,0.003,11.953,18.011
525150,12.159,18.027,13.085,0.003,11.953,18.011
525632,12.159,18.027,13.085,0.003,11.953,18.011
526181,12.159,18.027,13.085,0.003,11.953,18.011
526663,12.159,18.027,13.085,0.003,11.953,18.011
527170,12.159,18.027,13.085,0.003,11.953,18.011
527693,12.159,18.027,13.085,0.003,11.953,18.011
528179,12.159,18.027,13.085,0.003,11.953,18.011
528708,12.159,18.027,13.085,0.003,11.953,18.011
529200,12.159,18.027,13.085,0.003,11.953,18.011
529708,12.159,18.027,13.085,0.003,11.953,18.011
530201,12.159,18.027,13.085,0.003,11.953,18.011
530717,12.159,18.027,13.085,0.003,11.953,18.011
531198,12.159,18.027,13.085,0.003,11.936,18.011
531729,12.159,18.027,13.085,0.003,12.583,-0.01
532209,12.159,18.027,13.085,0.003,12.616,-0.027
532735,12.159,18.027,13.085,0.003,12.633,-0.027
533217,12.159,18.027,13.085,0.003,12.666,-0.027
533714,12.159,18.027,13.085,0.003,12.666,-0.01
534192,12.159,18.027,13.085,0.003,12.682,-0.027
534704,12.159,18.027,13.102,0.003,12.699,-0.027
535188,12.159,18.027,13.085,0.003,12.699,-0.027
535695,12.159,18.027,13.102,0.003,12.716,-0.027
536182,12.159,18.027,13.102,0.003,12.716,-0.027
536729,12.159,18.027,13.102,0.003,12.732,-0.027
537234,12.159,18.027,13.102,0.003,12.732,-0.027
537713,12.159,18.027,13.102,0.003,12.749,-0.027
538213,12.159,18.027,13.102,0.003,12.749,-0.027
538697,12.159,18.027,13.102,0.003,12.749,-0.027
539209,12.159,18.027,13.102,0.003,12.765,-0.027
539677,12.159,18.027,13.102,0.003,12.765,-0.027
540188,12.159,18.027,13.102,0.003,12.765,-0.027
540671,12.159,18.027,13.102,0.003,12.765,-0.027
541188,12.159,18.027,13.102,0.003,12.782,-0.027
541666,12.159,18.027,13.102,0.003,12.782,-0.027
542170,12.159,18.027,13.102,0.003,12.782,-0.027
542658,12.159,18.027,13.102,0.003,12.782,-0.027
543167,12.159,18.027,13.102,0.003,12.782,-0.027
543641,12.159,18.027,13.102,0.003,12.799,-0.027
544145,12.159,18.027,13.102,0.003,12.799,-0.027
544641,12.159,18.027,13.102,0.003,12.799,-0.027
545155,12.159,18.027,13.102,0.003,12.799,-0.027
545632,12.159,18.027,13.102,0.003,12.799,-0.027
546131,12.159,18.027,13.102,0.003,12.799,-0.027
546639,12.159,18.027,13.102,0.003,12.815,-0.027
547145,12.159,18.027,13.102,0.003,12.815,-0.027
547636,12.159,18.027,13.102,0.003,12.815,-0.027
548119,12.159,18.027,13.102,0.003,12.815,-0.027
548624,12.159,18.027,13.102,0.003,12.815,-0.027
549099,12.159,18.027,13.102,0.003,12.815,-0.027
549607,12.159,18.027,13.102,0.003,12.815,-0.027
550084,12.159,18.027,13.102,0.003,12.815,-0.027
550598,12.159,18.027,13.102,0.003,12.832,-0.027
551074,12.142,18.027,13.102,0.003,12.832,-0.027
551613,12.159,18.027,13.102,0.003,12.832,-0.027
552102,12.142,18.027,13.102,0.003,12.832,-0.027
552603,12.142,18.027,13.102,0.003,12.832,-0.027
553083,12.142,18.027,13.102,0.003,12.832,-0.027
553597,12.142,18.027,13.102,0.003,12.832,-0.027
554080,12.142,18.027,13.102,0.003,12.832,-0.027
554591,12.142,18.027,13.102,0.003,12.832,-0.027
555080,12.142,18.027,13.102,0.003,12.832,-0.027
555586,12.142,18.027,13.102,0.003,12.832,-0.027
556065,12.142,18.027,13.102,0.003,12.848,-0.027
556584,12.142,18.027,13.102,0.003,12.848,-0.027
557077,12.142,18.027,13.102,0.003,12.848,-0.027
557581,12.142,18.027,13.102,0.003,12.848,-0.027
558056,12.142,18.027,13.102,0.003,12.848,-0.027
558556,12.142,18.027,13.102,0.003,12.848,-0.027
559037,12.142,18.027,13.102,0.003,12.848,-0.027
559549,12.142,18.027,13.102,0.003,12.848,-0.027
560027,12.142,18.027,13.102,0.003,12.848,-0.027
560553,12.142,18.027,13.102,0.003,12.848,-0.027
561031,12.142,18.027,13.102,0.003,12.848,-0.027
561563,12.142,18.027,13.102,0.003,12.848,-0.027
562042,12.142,18.027,13.102,0.003,12.848,-0.027
562544,12.142,18.027,13.102,0.003,12.848,-0.027
563052,12.142,18.027,13.102,0.003,12.865,-0.027
563528,12.142,18.027,13.102,0.003,12.865,-0.027
564038,12.142,18.027,13.102,0.003,12.865,-0.027
564516,12.142,18.027,13.102,0.003,12.865,-0.027
565022,12.142,18.027,13.102,0.003,12.865,-0.027
565494,12.142,18.027,13.102,0.003,12.865,-0.027
566006,12.142,18.027,13.102,0.003,12.865,-0.027
566487,12.142,18.027,13.102,0.003,12.865,-0.027
566997,12.142,18.027,13.102,0.003,12.865,-0.027
567489,12.142,18.027,13.102,0.003,12.865,-0.027
568004,12.142,18.027,13.102,0.003,12.865,-0.027
568503,12.142,18.027,13.102,0.003,12.865,-0.027
569009,12.142,18.027,13.102,0.003,12.865,-0.01
569486,12.142,18.027,13.102,0.003,12.865,-0.027
569987,12.142,18.027,13.102,0.003,12.865,-0.027
570468,12.142,18.027,13.102,0.003,12.865,-0.027
570968,12.142,18.027,13.102,0.003,12.865,-0.027
571442,12.142,18.027,13.102,0.003,12.865,-0.027
571976,12.142,18.027,13.102,0.003,12.865,-0.027
572453,12.142,18.027,13.102,0.003,12.865,-0.027
572969,12.142,18.027,13.102,0.003,12.882,-0.027
573482,12.142,18.027,13.102,0.003,12.882,-0.027
573969,12.142,18.027,13.102,0.003,12.882,-0.027
574480,12.142,18.027,13.102,0.003,12.882,-0.027
574960,12.142,18.027,13.102,0.003,12.882,-0.027
575467,12.142,18.027,13.102,0.003,12.882,-0.027
575950,12.142,18.027,13.102,0.003,12.882,-0.01
576455,12.142,18.027,13.102,0.003,12.882,-0.027
576940,12.142,18.027,13.102,0.003,12.882,-0.027
577444,12.142,18.027,13.102,0.003,12.882,-0.027
577924,12.142,18.027,13.102,0.003,12.882,-0.027
578438,12.142,18.027,13.102,0.003,12.882,-0.01
578916,12.142,18.027,13.102,0.003,12.882,-0.027
579415,12.142,18.027,13.102,0.003,12.882,-0.027
579905,12.142,18.027,13.102,0.003,12.882,-0.01
580423,12.142,18.027,13.102,0.003,12.882,-0.027
580901,12.142,18.027,13.102,0.003,12.882,-0.027
581397,12.142,18.027,13.102,0.003,12.882,-0.027
581909,12.142,18.027,13.102,0.003,12.882,-0.027
582411,12.142,18.027,13.102,0.003,12.882,-0.027
582925,12.142,18.027,13.102,0.003,12.882,-0.027
583415,12.142,18.027,13.102,0.003,12.882,-0.027
583923,12.142,18.027,13.102,0.003,12.882,-0.01
584400,12.142,18.027,13.102,0.003,12.882,-0.027
584913,12.142,18.027,13.102,0.003,12.882,-0.027
585395,12.142,18.027,13.102,0.003,12.882,-0.027
585908,12.142,18.027,13.102,0.003,12.882,-0.027
586385,12.142,18.027,13.102,0.003,12.898,-0.027
586890,12.142,18.027,13.102,0.003,12.898,-0.027
587366,12.142,18.027,13.102,0.003,12.898,-0.027
587867,12.142,18.027,13.102,0.003,12.898,-0.027
588344,12.142,18.027,13.102,0.003,12.898,-0.027
588872,12.142,18.027,13.102,0.003,12.898,-0.01
589358,12.142,18.027,13.102,0.003,12.898,-0.027
589862,12.142,18.027,13.102,0.003,12.898,-0.01
590338,12.142,18.027,13.102,0.003,12.898,-0.01
590847,12.142,18.027,13.102,0.003,12.898,-0.01
591324,12.142,18.027,13.102,0.003,12.898,-0.01
591866,12.142,18.027,13.102,0.003,12.898,-0.01
592351,12.142,18.027,13.102,0.003,12.898,-0.027
592928,12.142,18.027,13.102,0.003,12.898,-0.01
593461,12.142,18.027,13.102,0.003,12.898,-0.027
593929,12.125,18.027,13.102,0.003,12.898,-0.01
594447,12.125,18.027,13.102,0.003,12.898,-0.027
594919,12.125,18.027,13.102,0.003,12.898,-0.01
595424,12.125,18.027,13.102,0.003,12.898,-0.01
595893,12.125,18.027,13.102,0.003,12.898,-0.027
596398,12.125,18.027,13.102,0.003,12.898,-0.027
596875,12.125,18.027,13.102,0.003,12.898,-0.01
597389,12.125,18.027,13.102,0.003,12.898,-0.01
597875,12.125,18.027,13.102,0.003,12.898,-0.027
598382,12.125,18.027,13.102,0.003,12.898,-0.01
598864,12.125,18.027,13.102,0.003,12.898,-0.027
599365,12.125,18.027,13.102,0.003,12.898,-0.01
599837,12.125,18.027,13.102,0.003,12.898,-0.01
600337,12.125,18.027,13.102,0.003,12.898,-0.01
600831,12.125,18.027,13.102,0.003,12.898,-0.01
601332,12.125,18.027,13.102,0.003,12.898,-0.01
601832,12.125,18.027,13.102,0.003,12.898,-0.01
602316,12.125,18.027,13.102,0.003,12.898,-0.027
602828,12.125,18.027,13.102,0.003,12.898,-0.027
603309,12.125,18.027,13.102,0.003,12.898,-0.01
603845,12.125,18.027,13.102,0.003,12.898,-0.027
604321,12.125,18.027,13.102,0.003,12.915,-0.01
604827,12.125,18.027,13.102,0.003,12.915,-0.027
605311,12.125,18.027,13.102,0.003,12.915,-0.027
605803,12.125,18.027,13.102,0.003,12.915,-0.01
606280,12.125,18.027,13.102,0.003,12.915,-0.027
606792,12.125,18.027,13.102,0.003,12.915,-0.027
607273,12.125,18.027,13.102,0.003,12.915,-0.01
607779,12.125,18.027,13.102,0.003,12.915,-0.01
608255,12.125,18.027,13.102,0.003,12.915,-0.01
608773,12.125,18.027,13.102,0.003,12.915,-0.01
609252,12.125,18.027,13.102,0.003,12.915,-0.01
609758,12.125,18.027,13.102,0.003,12.915,-0.01
610227,12.125,18.027,13.102,0.003,12.915,-0.01
610729,12.125,18.027,13.102,0.003,12.915,-0.01
611203,12.125,18.027,13.102,0.003,12.915,-0.01
611717,12.125,18.027,13.102,0.003,12.915,-0.01
612197,12.125,18.027,13.102,0.003,12.915,-0.01
612721,12.125,18.027,13.102,0.003,12.915,-0.01
613207,12.125,18.027,13.102,0.003,12.915,-0.01
613743,12.125,18.027,13.102,0.003,12.915,-0.01
614216,12.125,18.027,13.102,0.003,12.915,-0.01
614713,12.125,18.027,13.102,0.003,12.915,-0.01
615212,12.125,18.027,13.102,0.003,12.915,-0.01
615688,12.125,18.027,13.102,0.003,12.915,-0.01
616200,12.125,18.027,13.102,0.003,12.915,-0.01
616688,12.125,18.027,13.102,0.003,12.915,-0.01
617196,12.125,18.027,13.102,0.003,12.915,-0.01
617668,12.125,18.027,13.102,0.003,12.915,-0.01
618173,12.125,18.027,13.102,0.003,12.915,-0.01
618646,12.125,18.027,13.102,0.003,12.915,-0.01
619159,12.125,18.027,13.102,0.003,12.915,-0.01
619628,12.125,18.027,13.102,0.003,12.915,-0.01
620120,12.125,18.027,13.102,0.003,12.915,-0.027
620611,12.125,18.027,13.102,0.003,12.915,-0.01
621115,12.125,18.027,13.102,0.003,12.915,-0.01
621587,12.125,18.027,13.102,0.003,12.915,-0.01
622081,12.125,18.027,13.102,0.003,12.915,-0.01
622559,12.125,18.027,13.102,0.003,12.915,-0.01
623067,12.125,18.027,13.102,0.003,12.915,-0.01
623554,12.125,18.027,13.102,0.003,12.915,-0.01
624096,12.125,18.027,13.102,0.003,12.915,-0.01
624586,12.125,18.027,13.102,0.003,12.915,-0.01
625075,12.125,18.027,13.102,0.003,12.915,-0.01
625541,12.125,18.027,13.102,0.003,12.915,-0.01
626054,12.125,18.027,13.102,0.003,12.915,-0.01
626528,12.125,18.027,13.102,0.003,12.915,-0.01
627042,12.125,18.027,13.102,0.003,12.915,-0.01
627530,12.125,18.027,13.102,0.003,12.915,-0.01
628034,12.125,18.027,13.102,0.003,12.915,-0.01
628517,12.125,18.027,13.102,0.003,12.915,-0.01
629022,12.125,18.027,13.102,0.003,12.915,-0.01
629490,12.125,18.027,13.102,0.003,12.915,-0.01
629998,12.125,18.027,13.118,0.003,12.915,-0.01
630467,12.125,18.027,13.118,0.003,12.915,-0.01
630969,12.125,18.027,13.118,0.003,12.915,-0.01
631445,12.125,18.027,13.118,0.003,12.915,-0.01
631955,12.125,18.027,13.118,0.003,12.931,-0.01
632436,12.125,18.027,13.118,0.003,12.931,-0.01
632948,12.125,18.027,13.118,0.003,12.931,-0.01
633407,12.125,18.027,13.118,0.003,12.931,-0.01
633932,12.125,18.027,13.118,0.003,12.931,-0.01
634388,12.125,18.027,13.118,0.003,12.931,-0.01
634881,12.125,18.027,13.118,0.003,12.931,-0.01
635349,12.125,18.027,13.118,0.003,12.931,-0.01
635850,12.125,18.027,13.118,0.003,12.931,-0.01
636331,12.125,18.027,13.118,0.003,12.931,-0.01
636901,12.125,18.027,13.118,0.003,12.931,-0.01
637442,12.109,18.027,13.118,0.003,12.931,-0.01
637907,12.109,18.027,13.118,0.003,12.931,-0.01
638407,12.109,18.027,13.118,0.003,12.931,-0.01
638879,12.109,18.027,13.118,0.003,12.931,-0.01
639377,12.109,18.027,13.118,0.003,12.931,-0.01
639850,12.109,18.027,13.118,0.003,12.931,-0.01
640354,12.109,18.027,13.118,0.003,12.931,-0.01
640843,12.109,18.027,13.118,0.003,12.931,-0.01
641344,12.109,18.027,13.118,0.003,12.931,-0.01
641828,12.109,18.027,13.118,0.003,12.931,-0.01
642325,12.109,18.027,13.118,0.003,12.931,-0.01
642802,12.109,18.027,13.118,0.003,12.931,-0.027
643295,12.109,18.027,13.118,0.003,12.931,-0.01
643773,12.109,18.027,13.118,0.003,12.931,-0.01
644274,12.109,18.027,13.118,0.003,12.931,-0.01
644763,12.109,18.027,13.118,0.003,12.931,-0.01
645270,12.109,18.027,13.118,0.003,12.931,-0.01
645750,12.109,18.027,13.118,0.003,12.931,-0.01
646266,12.109,18.027,13.118,0.003,12.931,-0.01
646741,12.109,18.027,13.118,0.003,12.931,-0.01
647280,12.109,18.027,13.118,0.003,12.931,-0.01
647761,12.109,18.027,13.118,0.003,12.931,-0.01
648267,12.109,18.027,13.118,0.003,12.931,-0.01
648776,12.109,18.027,13.118,0.003,12.931,-0.01
649242,12.109,18.027,13.118,0.003,12.931,-0.01
649744,12.109,18.027,13.118,0.003,12.931,-0.01
650213,12.109,18.027,13.118,0.003,12.931,-0.01
650717,12.109,18.027,13.118,0.003,12.931,-0.01
651198,12.109,18.027,13.118,0.003,12.931,-0.01
651696,12.109,18.027,13.118,0.003,12.931,-0.01
652172,12.109,18.027,13.118,0.003,12.931,-0.01
652670,12.109,18.027,13.118,0.003,12.931,-0.01
653140,12.109,18.027,13.118,0.003,12.931,-0.01
653647,12.109,18.027,13.118,0.003,12.931,-0.01
654131,12.109,18.027,13.118,0.003,12.931,-0.01
654625,12.109,18.027,13.118,0.003,12.931,-0.01
655098,12.109,18.027,13.118,0.003,12.931,-0.01
655604,12.109,18.027,13.118,0.003,12.931,-0.01
656091,12.109,18.027,13.118,0.003,12.931,-0.01
656610,12.109,18.027,13.118,0.003,12.931,-0.01
657091,12.109,18.027,13.118,0.003,12.931,-0.01
657625,12.109,18.027,13.118,0.003,12.931,-0.01
658097,12.109,18.027,13.118,0.003,12.931,-0.01
658603,12.109,18.027,13.118,0.003,12.931,-0.01
659079,12.109,18.027,13.118,0.003,12.931,-0.01
659580,12.109,18.027,13.118,0.003,12.931,-0.01
660046,12.109,18.027,13.118,0.003,12.931,-0.01
660549,12.109,18.027,13.118,0.003,12.931,-0.01
661018,12.109,18.027,13.118,0.003,12.931,-0.01
661510,12.109,18.027,13.118,0.003,12.931,-0.01
661984,12.109,18.027,13.118,0.003,12.931,-0.01
662477,12.109,18.027,13.118,0.003,12.931,-0.01
662946,12.109,18.027,13.118,0.003,12.931,-0.01
663450,12.109,18.027,13.118,0.003,12.931,-0.01
663921,12.109,18.027,13.118,0.003,12.931,-0.01
664426,12.109,18.027,13.118,0.003,12.931,-0.01
664905,12.109,18.027,13.118,0.003,12.931,-0.01
665407,12.109,18.027,13.118,0.003,12.931,-0.01
665885,12.109,18.027,13.118,0.003,12.931,-0.01
666375,12.109,18.027,13.118,0.003,12.931,-0.01
666836,12.109,18.027,13.118,0.003,12.931,-0.01
667363,12.109,18.027,13.118,0.003,12.931,-0.01
667841,12.109,18.027,13.118,0.003,12.931,-0.01
668347,12.109,18.027,13.118,0.003,12.931,-0.01
668865,12.109,18.027,13.118,0.003,12.931,-0.01
669344,12.109,18.027,13.118,0.003,12.948,-0.01
669852,12.109,18.027,13.118,0.003,12.931,-0.01
670334,12.109,18.027,13.118,0.003,12.948,-0.01
670843,12.109,18.027,13.118,0.003,12.948,-0.01
671322,12.109,18.027,13.118,0.003,12.948,-0.01
671824,12.109,18.027,13.118,0.003,12.948,-0.01
672299,12.109,18.027,13.118,0.003,12.948,-0.01
672810,12.109,18.027,13.118,0.003,12.948,-0.01
673290,12.109,18.027,13.118,0.003,12.948,-0.01
673795,12.109,18.027,13.118,0.003,12.948,-0.01
674274,12.109,18.027,13.118,0.003,12.948,-0.01
674771,12.109,18.027,13.118,0.003,12.948,-0.01
675242,12.109,18.027,13.118,0.003,12.948,-0.01
675746,12.109,18.027,13.118,0.003,12.948,-0.01
676215,12.109,18.027,13.118,0.003,12.948,-0.01
676724,12.109,18.027,13.118,0.003,12.948,-0.01
677186,12.109,18.027,13.118,0.003,12.948,-0.01
677697,12.109,18.027,13.118,0.003,12.948,-0.01
678163,12.109,18.027,13.118,0.003,12.948,-0.01
678716,12.109,18.027,13.118,0.003,12.948,-0.01
679214,12.092,18.027,13.118,0.003,12.948,-0.01
679713,12.092,18.027,13.118,0.003,12.948,-0.01
680213,12.092,18.027,13.118,0.003,12.948,-0.01
680691,12.092,18.027,13.118,0.003,12.948,-0.01
681197,12.092,18.027,13.118,0.003,12.948,-0.01
681678,12.092,18.027,13.118,0.003,12.948,-0.01
682180,12.092,18.027,13.118,0.003,12.948,-0.01
682662,12.092,18.027,13.118,0.003,12.948,-0.01
683156,12.092,18.027,13.118,0.003,12.948,-0.01
683639,12.092,18.027,13.118,0.003,12.948,-0.01
684147,12.092,18.027,13.118,0.003,12.948,-0.01
684638,12.092,18.027,13.118,0.003,12.948,-0.01
685131,12.092,18.027,13.118,0.003,12.948,-0.01
685617,12.092,18.027,13.118,0.003,12.948,-0.01
686129,12.092,18.027,13.118,0.003,12.948,-0.01
686604,12.092,18.027,13.118,0.003,12.948,-0.01
687098,12.092,18.027,13.118,0.003,12.948,-0.01
687578,12.092,18.027,13.118,0.003,12.948,-0.01
688081,12.092,18.027,13.118,0.003,12.948,-0.01
688575,12.092,18.027,13.118,0.003,12.948,-0.01
689112,12.092,18.027,13.118,0.003,12.948,-0.01
689592,12.092,18.027,13.118,0.003,12.948,-0.01
690098,12.092,18.027,13.118,0.003,12.948,-0.01
690575,12.092,18.027,13.118,0.003,12.948,-0.01
691073,12.092,18.027,13.118,0.003,12.948,-0.01
691552,12.092,18.027,13.118,0.003,12.948,-0.01
692064,12.092,18.027,13.118,0.003,12.948,-0.01
692550,12.092,18.027,13.118,0.003,12.948,-0.01
693049,12.092,18.027,13.118,0.003,12.948,-0.01
693523,12.092,18.027,13.118,0.003,12.948,-0.01
694027,12.092,18.027,13.118,0.003,12.948,-0.01
694505,12.092,18.027,13.118,0.003,12.948,-0.01
695008,12.092,18.027,13.118,0.003,12.948,-0.01
695492,12.092,18.027,13.118,0.003,12.948,-0.01
695997,12.092,18.027,13.118,0.003,12.948,-0.01
696481,12.092,18.027,13.118,0.003,12.948,-0.01
697007,12.092,18.027,13.118,0.003,12.948,-0.01
697484,12.092,18.027,13.118,0.003,12.948,-0.01
697980,12.092,18.027,13.118,0.003,12.948,-0.01
698462,12.092,18.027,13.118,0.003,12.948,-0.01
698968,12.092,18.027,13.118,0.003,12.948,-0.01
699475,12.092,18.027,13.118,0.003,12.948,-0.01
699983,12.092,18.027,13.118,0.003,12.948,-0.01
700456,12.092,18.027,13.118,0.003,12.948,-0.01
700980,12.092,18.027,13.118,0.003,12.948,-0.01
701459,12.092,18.027,13.118,0.003,12.948,-0.01
701972,12.092,18.027,13.118,0.003,12.948,-0.01
702459,12.092,18.027,13.118,0.003,12.948,-0.01
702961,12.092,18.027,13.118,0.003,12.948,-0.01
703444,12.092,18.027,13.118,0.003,12.948,-0.01
703948,12.092,18.027,13.118,0.003,12.948,-0.01
704428,12.092,18.027,13.118,0.003,12.948,-0.01
704942,12.092,18.027,13.118,0.003,12.948,-0.01
705419,12.092,18.027,13.118,0.003,12.948,-0.01
705910,12.092,18.027,13.118,0.003,12.948,-0.01
706391,12.092,18.027,13.118,0.003,12.948,-0.01
706896,12.092,18.027,13.118,0.003,12.948,-0.01
707384,12.092,18.027,13.118,0.003,12.948,-0.01
707889,12.092,18.027,13.118,0.003,12.948,-0.01
708372,12.092,18.027,13.118,0.003,12.948,-0.01
708897,12.092,18.027,13.118,0.003,12.948,-0.01
709377,12.092,18.027,13.118,0.003,12.948,-0.01
709920,12.092,18.027,13.118,0.003,12.948,-0.01
710427,12.092,18.027,13.118,0.003,12.948,-0.01
710905,12.092,18.027,13.118,0.003,12.948,-0.01
711403,12.092,18.027,13.118,0.003,12.948,-0.01
711879,12.092,18.027,13.118,0.003,12.948,-0.01
712399,12.092,18.027,13.118,0.003,12.948,-0.01
712892,12.092,18.027,13.118,0.003,12.948,-0.01
713404,12.092,18.027,13.118,0.003,12.948,-0.01
713894,12.092,18.027,13.118,0.003,12.948,-0.01
714396,12.092,18.027,13.118,0.003,12.948,-0.01
714854,12.092,18.027,13.118,0.003,12.948,-0.01
715364,12.092,18.027,13.118,0.003,12.948,-0.01
715850,12.092,18.027,13.118,0.003,12.948,-0.01
716372,12.092,18.027,13.118,0.003,12.948,-0.01
716867,12.092,18.027,13.118,0.003,12.948,-0.01
717386,12.092,18.027,13.118,0.003,12.948,-0.01
717872,12.092,18.027,13.118,0.003,12.948,-0.01
718375,12.092,18.027,13.118,0.003,12.948,-0.01
718869,12.092,18.027,13.118,0.003,12.948,-0.01
719433,12.092,18.027,13.118,0.003,12.948,-0.01
719951,12.076,18.027,13.118,0.003,12.948,-0.01
720431,12.076,18.027,13.118,0.003,12.948,-0.01
720947,12.076,18.027,13.118,0.003,12.948,-0.01
721410,12.076,18.027,13.118,0.003,12.948,-0.01
721912,12.076,18.027,13.118,0.003,12.948,-0.01
722393,12.076,18.027,13.118,0.003,12.948,-0.01
722897,12.076,18.027,13.118,0.003,12.948,-0.01
723389,12.076,18.027,13.118,0.003,12.948,-0.01
723897,12.076,18.027,13.118,0.003,12.948,-0.01
724365,12.076,18.027,13.118,0.003,12.948,-0.01
724883,12.076,18.027,13.118,0.003,12.948,-0.01
725367,12.076,18.027,13.118,0.003,12.948,-0.01
725871,12.076,18.027,13.118,0.003,12.948,-0.01
726361,12.076,18.027,13.118,0.003,12.948,-0.01
726866,12.076,18.027,13.118,0.003,12.948,-0.01
727335,12.076,18.027,13.118,0.003,12.948,-0.01
727835,12.076,18.027,13.118,0.003,12.948,-0.01
728321,12.076,18.027,13.118,0.003,12.948,-0.01
728834,12.076,18.027,13.118,0.003,12.964,-0.01
729312,12.076,18.027,13.118,0.003,12.964,-0.01
729847,12.076,18.027,13.118,0.003,12.964,-0.01
730355,12.076,18.027,13.118,0.003,12.964,-0.01
730830,12.076,18.027,13.118,0.003,12.964,-0.01
731334,12.076,18.027,13.118,0.003,12.964,-0.01
731815,12.076,18.027,13.118,0.003,12.964,-0.01
732330,12.076,18.027,13.118,0.003,12.964,-0.01
732812,12.076,18.027,13.118,0.003,12.964,-0.01
733316,12.076,18.027,13.118,0.003,12.964,-0.01
733791,12.076,18.027,13.118,0.003,12.964,-0.01
734289,12.076,18.027,13.118,0.003,12.964,-0.01
734767,12.076,18.027,13.118,0.003,12.964,-0.01
735277,12.076,18.027,13.118,0.003,12.964,-0.01
735763,12.076,18.027,13.118,0.003,12.964,-0.01
736258,12.076,18.027,13.118,0.003,12.964,-0.01
736732,12.076,18.027,13.118,0.003,12.964,-0.01
737230,12.076,18.027,13.118,0.003,12.964,-0.01
737702,12.076,18.027,13.118,0.003,12.964,-0.01
738214,12.076,18.027,13.118,0.003,12.964,-0.01
738683,12.076,18.027,13.118,0.003,12.964,-0.01
739198,12.076,18.027,13.118,0.003,12.964,-0.01
739702,12.076,18.027,13.118,0.003,12.964,-0.01
740209,12.076,18.027,13.118,0.003,12.964,-0.01
740705,12.076,18.027,13.118,0.003,12.964,-0.01
741199,12.076,18.027,13.118,0.003,12.964,-0.01
741671,12.076,18.027,13.118,0.003,12.964,-0.01
742173,12.076,18.027,13.118,0.003,12.964,-0.01
742655,12.076,18.027,13.118,0.003,12.964,-0.01
743149,12.076,18.027,13.118,0.003,12.964,-0.01
743637,12.076,18.027,13.118,0.003,12.964,-0.01
744140,12.076,18.027,13.118,0.003,12.964,-0.01
744626,12.076,18.027,13.118,0.003,12.964,-0.01
745133,12.076,18.027,13.118,0.003,12.964,-0.01
745613,12.076,18.027,13.118,0.003,12.964,-0.01
746105,12.076,18.027,13.118,0.003,12.964,-0.01
746595,12.076,18.027,13.118,0.003,12.964,-0.01
747094,12.076,18.027,13.118,0.003,12.964,-0.01
747579,12.076,18.027,13.118,0.003,12.964,-0.01
748075,12.076,18.027,13.118,0.003,12.964,-0.01
748566,12.076,18.027,13.118,0.003,12.964,-0.01
749085,12.076,18.027,13.118,0.003,12.964,-0.01
749567,12.076,18.027,13.118,0.003,12.964,-0.01
750106,12.076,18.027,13.118,0.003,12.964,-0.01
750617,12.076,18.027,13.118,0.003,12.964,-0.01
751089,12.076,18.027,13.118,0.003,12.964,-0.01
751582,12.076,18.027,13.118,0.003,12.964,-0.01
752068,12.076,18.027,13.118,0.003,12.964,-0.01
752579,12.076,18.027,13.118,0.003,12.964,-0.01
753056,12.076,18.027,13.118,0.003,12.964,-0.01
753560,12.076,18.027,13.118,0.003,12.964,-0.01
754038,12.076,18.027,13.118,0.003,12.964,-0.01
754539,12.076,18.027,13.118,0.003,12.964,-0.01
755019,12.076,18.027,13.118,0.003,12.964,-0.01
755526,12.076,18.027,13.118,0.003,12.964,-0.01
755993,12.076,18.027,13.118,0.003,12.964,-0.01
756532,12.076,18.027,13.118,0.003,12.964,-0.01
757041,12.059,18.027,13.118,0.003,12.964,-0.01
757569,12.059,18.027,13.118,0.003,12.964,-0.01
758084,12.059,18.027,13.118,0.003,12.964,-0.01
758562,12.059,18.027,13.118,0.003,12.964,-0.01
759051,12.059,18.027,13.118,0.003,12.964,-0.01
759542,12.059,18.027,13.118,0.003,12.964,-0.01
