18A Test,Led Zeppelin,Led Zeppelin,Johnny Cash,Johnny Cash,Fresh Prince,Fresh Prince
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
257857,12.475,18.027,12.34,18.027,12.251,18.011
258349,12.475,18.027,12.34,18.027,12.251,18.011
258863,12.475,18.027,12.34,18.027,12.251,18.011
259364,12.475,18.027,12.34,18.027,12.251,18.011
259884,12.475,18.027,12.34,18.027,12.251,18.011
260373,12.475,18.027,12.34,18.027,12.251,18.011
260936,12.475,18.027,12.34,18.027,12.251,18.011
261423,12.475,18.027,12.34,18.027,12.251,18.011
261958,12.475,18.027,12.34,18.027,12.251,18.011
262481,12.475,18.027,12.34,18.027,12.251,18.011
262976,12.475,18.027,12.34,18.027,12.251,18.011
263512,12.475,18.027,12.34,18.027,12.251,18.011
264020,12.475,18.027,12.34,18.027,12.251,18.011
264552,12.475,18.027,12.34,18.027,12.251,18.011
265051,12.475,18.027,12.34,18.027,12.251,18.011
265573,12.475,18.027,12.34,18.027,12.251,18.011
266072,12.475,18.027,12.34,18.027,12.251,18.011
266596,12.475,18.027,12.34,18.027,12.251,18.011
267096,12.475,18.027,12.34,18.027,12.251,18.011
267623,12.475,18.027,12.34,18.027,12.251,18.011
268121,12.475,18.027,12.34,18.027,12.251,18.011
268649,12.475,18.027,12.34,18.027,12.251,18.011
269140,12.475,18.027,12.34,18.027,12.251,18.011
269661,12.475,18.027,12.34,18.027,12.251,18.011
270169,12.475,18.027,12.34,18.027,12.251,18.011
270686,12.475,18.027,12.34,18.027,12.251,18.011
271208,12.475,18.027,12.34,18.027,12.251,18.011
271733,12.475,18.027,12.323,18.027,12.251,18.011
272267,12.475,18.027,12.323,18.027,12.251,18.011
272765,12.475,18.027,12.323,18.027,12.251,18.011
273278,12.475,18.027,12.323,18.027,12.251,18.011
273782,12.475,18.027,12.323,18.027,12.251,18.011
274306,12.475,18.027,12.323,18.027,12.251,18.011
274809,12.475,18.027,12.323,18.027,12.251,18.011
275334,12.475,18.027,12.323,18.027,12.251,18.011
275836,12.475,18.027,12.323,18.027,12.251,18.011
276368,12.475,18.027,12.323,18.027,12.251,18.011
276864,12.475,18.027,12.323,18.027,12.251,18.011
277398,12.475,18.027,12.323,18.027,12.251,18.011
277894,12.475,18.027,12.323,18.027,12.251,18.011
278425,12.475,18.027,12.323,18.027,12.251,18.011
278920,12.475,18.027,12.323,18.027,12.251,18.011
279451,12.475,18.027,12.323,18.027,12.251,18.011
279958,12.475,18.027,12.323,18.027,12.251,18.011
280477,12.475,18.027,12.323,18.027,12.251,18.011
281027,12.475,18.027,12.323,18.027,12.251,18.011
281519,12.475,18.027,12.323,18.027,12.251,18.011
282040,12.475,18.027,12.323,18.027,12.235,18.011
282533,12.475,18.027,12.323,18.027,12.235,18.011
283063,12.475,18.027,12.323,18.027,12.235,18.011
283559,12.475,18.027,12.323,18.027,12.235,18.011
284078,12.475,18.027,12.323,18.027,12.235,18.011
284573,12.475,18.027,12.323,18.027,12.235,18.011
285097,12.475,18.027,12.323,18.027,12.235,18.011
285587,12.475,18.027,12.323,18.027,12.235,18.011
286120,12.475,18.027,12.323,18.027,12.235,18.011
286621,12.475,18.027,12.323,18.027,12.235,18.011
287138,12.475,18.027,12.323,18.027,12.235,18.011
287631,12.475,18.027,12.323,18.027,12.235,18.011
288156,12.475,18.027,12.323,18.027,12.235,18.011
288691,12.475,18.027,12.323,18.027,12.235,18.011
289197,12.475,18.027,12.323,18.027,12.235,18.011
289729,12.475,18.027,12.323,18.027,12.235,18.011
290228,12.475,18.027,12.323,18.027,12.235,18.011
290747,12.475,18.027,12.323,18.027,12.235,18.011
291271,12.475,18.027,12.323,18.027,12.235,18.011
291801,12.475,18.027,12.323,18.027,12.235,18.011
292330,12.475,18.027,12.323,18.027,12.235,18.011
292827,12.475,18.027,12.323,18.027,12.235,18.011
293367,12.475,18.027,12.323,18.027,12.235,18.011
293852,12.475,18.027,12.323,18.027,12.235,18.011
294382,12.475,18.027,12.323,18.027,12.235,18.011
294883,12.475,18.027,12.323,18.027,12.235,18.011
295412,12.475,18.027,12.323,18.027,12.235,18.011
295923,12.475,18.027,12.323,18.027,12.235,18.011
296436,12.475,18.027,12.323,18.027,12.235,18.011
296923,12.475,18.027,12.323,18.027,12.235,18.011
297449,12.475,18.027,12.323,18.027,12.235,18.011
297942,12.475,18.027,12.323,18.027,12.235,18.011
298454,12.475,18.027,12.323,18.027,12.235,18.011
298946,12.458,18.027,12.323,18.027,12.235,18.011
299490,12.458,18.027,12.323,18.027,12.235,18.011
300034,12.458,18.027,12.323,18.027,12.235,18.011
300534,12.458,18.027,12.323,18.027,12.235,18.011
301066,12.458,18.027,12.323,18.027,12.235,18.011
301561,12.458,18.027,12.323,18.027,12.235,18.011
302074,12.458,18.027,12.323,18.027,12.235,18.011
302558,12.458,18.027,12.323,18.027,12.235,18.011
303090,12.458,18.027,12.323,18.027,12.235,18.011
303591,12.458,18.027,12.323,18.027,12.235,18.011
304130,12.458,18.027,12.323,18.027,12.235,18.011
304647,12.458,18.027,12.323,18.027,12.235,18.011
305154,12.458,18.027,12.323,18.027,12.235,18.011
305666,12.458,18.027,12.323,18.027,12.235,18.011
306170,12.458,18.027,12.323,18.027,12.235,18.011
306697,12.458,18.027,12.323,18.027,12.235,18.011
307199,12.458,18.027,12.323,18.027,12.235,18.011
307728,12.458,18.027,12.323,18.027,12.235,18.011
308232,12.458,18.027,12.323,18.027,12.235,18.011
308754,12.458,18.027,12.323,18.027,12.235,18.011
309276,12.458,18.027,12.323,18.027,12.235,18.011
309798,12.458,18.027,12.323,18.027,12.235,18.011
310298,12.458,18.027,12.323,18.027,12.235,18.011
310833,12.458,18.027,12.323,18.027,12.235,18.011
311335,12.458,18.027,12.323,18.027,12.218,18.011
311876,12.458,18.027,12.323,18.027,12.235,18.011
312378,12.458,18.027,12.323,18.027,12.218,18.011
312911,12.458,18.027,12.323,18.027,12.218,18.011
313443,12.458,18.027,12.323,18.027,12.218,18.011
313944,12.458,18.027,12.323,18.027,12.218,18.011
314472,12.458,18.027,12.323,18.027,12.218,18.011
314977,12.458,18.027,12.306,18.027,12.218,18.011
315495,12.458,18.027,12.306,18.027,12.218,18.011
316011,12.458,18.027,12.306,18.027,12.218,18.011
316530,12.458,18.027,12.306,18.027,12.218,18.011
317022,12.458,18.027,12.306,18.027,12.218,18.011
317545,12.458,18.027,12.306,18.027,12.218,18.011
318054,12.458,18.027,12.306,18.027,12.218,18.011
318586,12.458,18.027,12.306,18.027,12.218,18.011
319083,12.458,18.027,12.306,18.027,12.218,18.011
319629,12.458,18.027,12.306,18.027,12.218,18.011
320155,12.458,18.027,12.306,18.027,12.218,18.011
320648,12.458,18.027,12.306,18.027,12.218,18.011
321171,12.458,18.027,12.306,18.027,12.218,18.011
321661,12.458,18.027,12.306,18.027,12.218,18.011
322186,12.458,18.027,12.306,18.027,12.218,18.011
322690,12.458,18.027,12.306,18.027,12.218,18.011
323217,12.458,18.027,12.306,18.027,12.218,18.011
323707,12.458,18.027,12.306,18.027,12.218,18.011
324251,12.458,18.027,12.306,18.027,12.218,18.011
324751,12.458,18.027,12.306,18.027,12.218,18.011
325276,12.458,18.027,12.306,18.027,12.218,18.011
325779,12.458,18.027,12.306,18.027,12.218,18.011
326301,12.458,18.027,12.306,18.027,12.218,18.011
326809,12.458,18.027,12.306,18.027,12.218,18.011
327342,12.458,18.027,12.306,18.027,12.218,18.011
327850,12.458,18.027,12.306,18.027,12.218,18.011
328376,12.458,18.027,12.306,18.027,12.218,18.011
328868,12.458,18.027,12.306,18.027,12.218,18.011
329413,12.458,18.027,12.306,18.027,12.218,18.011
329931,12.458,18.027,12.306,18.027,12.218,18.011
330425,12.458,18.027,12.306,18.027,12.218,18.011
330952,12.458,18.027,12.306,18.027,12.218,18.011
331451,12.458,18.027,12.306,18.027,12.218,18.011
331995,12.458,18.027,12.306,18.027,12.218,18.011
332481,12.458,18.027,12.306,18.027,12.218,18.011
333012,12.458,18.027,12.306,18.027,12.218,18.011
333511,12.458,18.027,12.306,18.027,12.218,18.011
334039,12.458,18.027,12.306,18.027,12.218,18.011
334528,12.458,18.027,12.306,18.027,12.218,18.011
335042,12.458,18.027,12.306,18.027,12.218,18.011
335556,12.458,18.027,12.306,18.027,12.218,18.011
336091,12.458,18.027,12.306,18.027,12.218,18.011
336625,12.458,18.027,12.306,18.027,12.218,18.011
337124,12.458,18.027,12.306,18.027,12.218,18.011
337643,12.458,18.027,12.306,18.027,12.218,18.011
338129,12.458,18.027,12.306,18.027,12.218,18.011
338654,12.458,18.027,12.306,18.027,12.218,18.011
339150,12.458,18.027,12.306,18.027,12.218,18.011
339711,12.458,18.027,12.306,18.027,12.201,18.011
340209,12.458,18.027,12.306,18.027,12.201,18.011
340739,12.458,18.027,12.306,18.027,12.201,18.011
341235,12.458,18.027,12.306,18.027,12.201,18.011
341759,12.458,18.027,12.306,18.027,12.201,18.011
342255,12.458,18.027,12.306,18.027,12.201,18.011
342787,12.458,18.027,12.306,18.027,12.201,18.011
343282,12.458,18.027,12.306,18.027,12.201,18.011
343815,12.458,18.027,12.306,18.027,12.201,18.011
344318,12.458,18.027,12.306,18.027,12.201,18.011
344830,12.458,18.027,12.306,18.027,12.201,18.011
345335,12.458,18.027,12.306,18.027,12.201,18.011
345869,12.458,18.027,12.306,18.027,12.201,18.011
346370,12.458,18.027,12.306,18.027,12.201,18.011
346896,12.458,18.027,12.306,18.027,12.201,18.011
347404,12.458,18.027,12.306,18.027,12.201,18.011
347934,12.458,18.027,12.306,18.027,12.201,18.011
348427,12.458,18.027,12.306,18.027,12.201,18.011
348949,12.458,18.027,12.306,18.027,12.201,18.011
349469,12.458,18.027,12.306,18.027,12.201,18.011
349991,12.441,18.027,12.306,18.027,12.201,18.011
350508,12.441,18.027,12.306,18.027,12.201,18.011
351003,12.441,18.027,12.29,18.027,12.201,18.011
351533,12.441,18.027,12.29,18.027,12.201,18.011
352048,12.441,18.027,12.29,18.027,12.201,18.011
352562,12.441,18.027,12.29,18.027,12.201,18.011
353062,12.441,18.027,12.29,18.027,12.201,18.011
353598,12.441,18.027,12.29,18.027,12.201,18.011
354111,12.441,18.027,12.29,18.027,12.201,18.011
354648,12.441,18.027,12.29,18.027,12.201,18.011
355150,12.441,18.027,12.29,18.027,12.201,18.011
355680,12.441,18.027,12.29,18.027,12.201,18.011
356189,12.441,18.027,12.29,18.027,12.201,18.011
356716,12.441,18.027,12.29,18.027,12.201,18.011
357237,12.441,18.027,12.29,18.027,12.201,18.011
357741,12.441,18.027,12.29,18.027,12.201,18.011
358273,12.441,18.027,12.29,18.027,12.201,18.011
358779,12.441,18.027,12.29,18.027,12.201,18.011
359336,12.441,18.027,12.29,18.027,12.201,18.011
359846,12.441,18.027,12.29,18.027,12.201,18.011
360374,12.441,18.027,12.29,18.027,12.201,18.011
360876,12.441,18.027,12.29,18.027,12.201,18.011
361409,12.441,18.027,12.29,18.027,12.201,18.011
361892,12.441,18.027,12.29,18.027,12.201,18.011
362422,12.441,18.027,12.29,18.027,12.201,18.011
362936,12.441,18.027,12.29,18.027,12.201,18.011
363464,12.441,18.027,12.29,18.027,12.201,18.011
363964,12.441,18.027,12.29,18.027,12.201,18.011
364478,12.441,18.027,12.29,18.027,12.201,18.011
364977,12.441,18.027,12.29,18.027,12.201,18.011
365501,12.441,18.027,12.29,18.027,12.201,18.011
365997,12.441,18.027,12.29,18.027,12.201,18.011
366520,12.441,18.027,12.29,18.027,12.185,18.011
367013,12.441,18.027,12.29,18.027,12.185,18.011
367546,12.441,18.027,12.29,18.027,12.185,18.011
368086,12.441,18.027,12.29,18.027,12.185,18.011
368585,12.441,18.027,12.29,18.027,12.185,18.011
369116,12.441,18.027,12.29,18.027,12.185,18.011
369647,12.441,18.027,12.29,18.027,12.185,18.011
370167,12.441,18.027,12.29,18.027,12.185,18.011
370665,12.441,18.027,12.29,18.027,12.185,18.011
371192,12.441,18.027,12.29,18.027,12.185,18.011
371699,12.441,18.027,12.29,18.027,12.185,18.011
372220,12.441,18.027,12.29,18.027,12.185,18.011
372743,12.441,18.027,12.29,18.027,12.185,18.011
373244,12.441,18.027,12.29,18.027,12.185,18.011
373768,12.441,18.027,12.29,18.027,12.185,18.011
374272,12.441,18.027,12.29,18.027,12.185,18.011
374808,12.441,18.027,12.29,18.027,12.185,18.011
375311,12.441,18.027,12.29,18.027,12.185,18.011
375852,12.441,18.027,12.29,18.027,12.185,18.011
376381,12.441,18.027,12.29,18.027,12.185,18.011
376880,12.441,18.027,12.29,18.027,12.185,18.011
377415,12.441,18.027,12.29,18.027,12.185,18.011
377915,12.441,18.027,12.29,18.027,12.185,18.011
378439,12.441,18.027,12.29,18.027,12.185,18.011
378950,12.441,18.027,12.29,18.027,12.185,18.011
379503,12.441,18.027,12.29,18.027,12.185,18.011
380009,12.441,18.027,12.29,18.027,12.185,18.011
380533,12.441,18.027,12.29,18.027,12.185,18.011
381029,12.441,18.027,12.29,18.027,12.185,18.011
381541,12.441,18.027,12.29,18.027,12.185,18.011
382043,12.441,18.027,12.29,18.027,12.185,18.011
382556,12.441,18.027,12.29,18.027,12.185,18.011
383057,12.441,18.027,12.29,18.027,12.185,18.011
383567,12.441,18.027,12.29,18.027,12.185,18.011
384072,12.441,18.027,12.29,18.027,12.185,18.011
384593,12.441,18.027,12.29,18.027,12.185,18.011
385094,12.441,18.027,12.29,18.027,12.185,18.011
385618,12.441,18.027,12.29,18.027,12.185,18.011
386113,12.441,18.027,12.29,18.027,12.185,18.011
386642,12.441,18.027,12.29,18.027,12.185,18.011
387126,12.441,18.027,12.29,18.027,12.185,18.011
387651,12.441,18.027,12.29,18.027,12.185,18.011
388148,12.441,18.027,12.273,18.027,12.185,18.011
388657,12.441,18.027,12.273,18.027,12.185,18.011
389154,12.441,18.027,12.273,18.027,12.185,18.011
389715,12.441,18.027,12.273,18.027,12.185,18.011
390196,12.441,18.027,12.273,18.027,12.185,18.011
390711,12.441,18.027,12.273,18.027,12.185,18.011
391225,12.441,18.027,12.273,18.027,12.185,18.011
391725,12.441,18.027,12.273,18.027,12.168,18.011
392250,12.441,18.027,12.273,18.027,12.168,18.011
392747,12.441,18.027,12.273,18.027,12.168,18.011
393265,12.441,18.027,12.273,18.027,12.168,18.011
393765,12.441,18.027,12.273,18.027,12.168,18.011
394296,12.441,18.027,12.273,18.027,12.168,18.011
394798,12.441,18.027,12.273,18.027,12.168,18.011
395322,12.441,18.027,12.273,18.027,12.168,18.011
395832,12.441,18.027,12.273,18.027,12.168,18.011
396347,12.441,18.027,12.273,18.027,12.168,18.011
396844,12.441,18.027,12.273,18.027,12.168,18.011
397368,12.441,18.027,12.273,18.027,12.168,18.011
397859,12.425,18.027,12.273,18.027,12.168,18.011
398445,12.425,18.027,12.273,18.027,12.168,18.011
398994,12.425,18.027,12.273,18.027,12.168,18.011
399488,12.425,18.027,12.273,18.027,12.168,18.011
400018,12.425,18.027,12.273,18.027,12.168,18.011
400504,12.425,18.027,12.273,18.027,12.168,18.011
401024,12.425,18.027,12.273,18.027,12.168,18.011
401529,12.425,18.027,12.273,18.027,12.168,18.011
402062,12.425,18.027,12.273,18.027,12.168,18.011
402592,12.425,18.027,12.273,18.027,12.168,18.011
403100,12.425,18.027,12.273,18.027,12.168,18.011
403620,12.425,18.027,12.273,18.027,12.168,18.011
404130,12.425,18.027,12.273,18.027,12.168,18.011
404645,12.425,18.027,12.273,18.027,12.168,18.011
405148,12.425,18.027,12.273,18.027,12.168,18.011
405678,12.425,18.027,12.273,18.027,12.168,18.011
406155,12.425,18.027,12.273,18.027,12.168,18.011
406684,12.425,18.027,12.273,18.027,12.168,18.011
407179,12.425,18.027,12.273,18.027,12.168,18.011
407716,12.425,18.027,12.273,18.027,12.168,18.011
408210,12.425,18.027,12.273,18.027,12.168,18.011
408762,12.425,18.027,12.273,18.027,12.168,18.011
409264,12.425,18.027,12.273,18.027,12.168,18.011
409797,12.425,18.027,12.273,18.027,12.168,18.011
410293,12.425,18.027,12.273,18.027,12.168,18.011
410820,12.425,18.027,12.273,18.027,12.168,18.011
411319,12.425,18.027,12.273,18.027,12.168,18.011
411846,12.425,18.027,12.273,18.027,12.168,18.011
412342,12.425,18.027,12.273,18.027,12.168,18.011
412870,12.425,18.027,12.273,18.027,12.168,18.011
413364,12.425,18.027,12.273,18.027,12.152,18.011
413882,12.425,18.027,12.273,18.027,12.152,18.011
414386,12.425,18.027,12.273,18.027,12.152,18.011
414906,12.425,18.027,12.273,18.027,12.152,18.011
415419,12.425,18.027,12.273,18.027,12.152,18.011
415930,12.425,18.027,12.273,18.027,12.152,18.011
416444,12.425,18.027,12.273,18.027,12.152,18.011
416943,12.425,18.027,12.273,18.027,12.152,18.011
417472,12.425,18.027,12.273,18.027,12.152,18.011
417973,12.425,18.027,12.273,18.027,12.152,18.011
418485,12.425,18.027,12.273,18.027,12.152,18.011
419011,12.425,18.027,12.273,18.027,12.152,18.011
419535,12.425,18.027,12.273,18.027,12.152,18.011
420073,12.425,18.027,12.273,18.027,12.152,18.011
420572,12.425,18.027,12.273,18.027,12.152,18.011
421102,12.425,18.027,12.273,18.027,12.152,18.011
421598,12.425,18.027,12.257,18.027,12.152,18.011
422118,12.425,18.027,12.257,18.027,12.152,18.011
422598,12.425,18.027,12.257,18.027,12.152,18.011
423110,12.425,18.027,12.257,18.027,12.152,18.011
423605,12.425,18.027,12.257,18.027,12.152,18.011
424122,12.425,18.027,12.257,18.027,12.152,18.011
424618,12.425,18.027,12.257,18.027,12.152,18.011
425149,12.425,18.027,12.257,18.027,12.152,18.011
425655,12.425,18.027,12.257,18.027,12.152,18.011
426194,12.425,18.027,12.257,18.027,12.152,18.011
426722,12.425,18.027,12.257,18.027,12.152,18.011
427269,12.425,18.027,12.257,18.027,12.152,18.011
427808,12.425,18.027,12.257,18.027,12.152,18.011
428307,12.425,18.027,12.257,18.027,12.152,18.011
428829,12.425,18.027,12.257,18.027,12.152,18.011
429324,12.425,18.027,12.257,18.027,12.152,18.011
429854,12.425,18.027,12.257,18.027,12.152,18.011
430355,12.425,18.027,12.257,18.027,12.152,18.011
430868,12.425,18.027,12.257,18.027,12.152,18.011
431355,12.425,18.027,12.257,18.027,12.152,18.011
431881,12.425,18.027,12.257,18.027,12.152,18.011
432379,12.425,18.027,12.257,18.027,12.152,18.011
432906,12.425,18.027,12.257,18.027,12.152,18.011
433413,12.425,18.027,12.257,18.027,12.152,18.011
433932,12.425,18.027,12.257,18.027,12.152,18.011
434450,12.425,18.027,12.257,18.027,12.152,18.011
434996,12.425,18.027,12.257,18.027,12.152,18.011
435526,12.425,18.027,12.257,18.027,12.152,18.011
436039,12.425,18.027,12.257,18.027,12.152,18.011
436560,12.425,18.027,12.257,18.027,12.135,18.011
437046,12.425,18.027,12.257,18.027,12.135,18.011
437573,12.425,18.027,12.257,18.027,12.135,18.011
438062,12.425,18.027,12.257,18.027,12.135,18.011
438583,12.425,18.027,12.257,18.027,12.135,18.011
439085,12.425,18.027,12.257,18.027,12.135,18.011
439612,12.425,18.027,12.257,18.027,12.135,18.011
440157,12.425,18.027,12.257,18.027,12.135,18.011
440656,12.425,18.027,12.257,18.027,12.135,18.011
441188,12.425,18.027,12.257,18.027,12.135,18.011
441682,12.425,18.027,12.257,18.027,12.135,18.011
442207,12.425,18.01,12.257,18.027,12.135,18.011
442704,12.425,18.027,12.257,18.027,12.135,18.011
443210,12.425,18.027,12.257,18.027,12.135,18.011
443705,12.425,18.027,12.257,18.027,12.135,18.011
444228,12.425,18.027,12.257,18.027,12.135,18.011
444757,12.425,18.027,12.257,18.027,12.135,18.011
445283,12.425,18.027,12.257,18.027,12.135,18.011
445781,12.425,18.027,12.257,18.027,12.135,18.011
446369,12.425,18.027,12.257,18.027,12.135,18.011
446922,12.408,18.027,12.257,18.027,12.135,18.011
447416,12.408,18.027,12.257,18.027,12.135,18.011
447955,12.408,18.027,12.257,18.027,12.135,18.011
448451,12.408,18.027,12.257,18.027,12.135,18.011
448963,12.408,18.027,12.257,18.027,12.135,18.011
449456,12.408,18.027,12.257,18.027,12.135,18.011
449982,12.408,18.027,12.257,18.027,12.135,18.011
450485,12.408,18.027,12.257,18.027,12.135,18.011
451013,12.408,18.027,12.257,18.027,12.135,18.011
451497,12.408,18.027,12.257,18.027,12.135,18.011
452026,12.408,18.027,12.257,18.027,12.135,18.011
452538,12.408,18.027,12.257,18.027,12.135,18.011
453067,12.408,18.027,12.257,18.027,12.135,18.011
453590,12.408,18.027,12.257,18.027,12.135,18.011
454071,12.408,18.027,12.257,18.027,12.135,18.011
454591,12.408,18.027,12.257,18.027,12.135,18.011
455079,12.408,18.027,12.257,18.027,12.135,18.011
455598,12.408,18.027,12.257,18.027,12.135,18.011
456090,12.408,18.027,12.257,18.027,12.135,18.011
456637,12.408,18.027,12.24,18.027,12.135,18.011
457135,12.408,18.027,12.24,18.027,12.135,18.011
457659,12.408,18.027,12.24,18.027,12.119,18.011
458163,12.408,18.027,12.24,18.027,12.119,18.011
458689,12.408,18.027,12.24,18.027,12.119,18.011
459194,12.408,18.027,12.24,18.027,12.119,18.011
459733,12.408,18.027,12.24,18.027,12.119,18.011
460239,12.408,18.027,12.24,18.027,12.119,18.011
460766,12.408,18.027,12.24,18.027,12.119,18.011
461272,12.408,18.027,12.24,18.027,12.119,18.011
461795,12.408,18.027,12.24,18.027,12.119,18.011
462299,12.408,18.027,12.24,18.027,12.119,18.011
462813,12.408,18.027,12.24,18.027,12.119,18.011
463319,12.408,18.027,12.24,18.027,12.119,18.011
463852,12.408,18.027,12.24,18.027,12.119,18.011
464352,12.408,18.027,12.24,18.027,12.119,18.011
464877,12.408,18.027,12.24,18.027,12.119,18.011
465380,12.408,18.027,12.24,18.027,12.119,18.011
465915,12.408,18.027,12.24,18.027,12.119,18.011
466412,12.408,18.027,12.24,18.027,12.119,18.011
466970,12.408,18.027,12.24,18.027,12.119,18.011
467508,12.408,18.027,12.24,18.027,12.119,18.011
468008,12.408,18.027,12.24,18.027,12.119,18.011
468538,12.408,18.027,12.24,18.027,12.119,18.011
469029,12.408,18.027,12.24,18.027,12.119,18.011
469554,12.408,18.027,12.24,18.027,12.119,18.011
470059,12.408,18.027,12.24,18.027,12.119,18.011
470575,12.408,18.027,12.24,18.027,12.119,18.011
471072,12.408,18.027,12.24,18.027,12.119,18.011
471602,12.408,18.027,12.24,18.027,12.119,18.011
472112,12.408,18.027,12.24,18.027,12.119,18.011
472632,12.408,18.027,12.24,18.027,12.119,18.011
473165,12.408,18.027,12.24,18.027,12.119,18.011
473658,12.408,18.027,12.24,18.027,12.119,18.011
474183,12.408,18.027,12.24,18.027,12.119,18.011
474690,12.408,18.027,12.24,18.027,12.119,18.011
475221,12.408,18.027,12.24,18.027,12.119,18.011
475736,12.408,18.027,12.24,18.027,12.119,18.011
476261,12.408,18.027,12.24,18.027,12.119,18.011
476770,12.408,18.027,12.24,18.027,12.119,18.011
477303,12.408,18.027,12.24,18.027,12.119,18.011
477827,12.408,18.027,12.24,18.027,12.119,18.011
478336,12.408,18.027,12.24,18.027,12.119,18.011
478861,12.408,18.027,12.24,18.027,12.102,18.011
479367,12.408,18.027,12.24,18.027,12.102,18.011
479891,12.408,18.027,12.24,18.027,12.102,18.011
480374,12.408,18.027,12.24,18.027,12.102,18.011
480905,12.408,18.027,12.24,18.027,12.102,18.011
481411,12.408,18.027,12.24,18.027,12.102,18.011
481934,12.408,18.027,12.24,18.027,12.102,18.011
482423,12.408,18.027,12.24,18.027,12.102,18.011
482949,12.408,18.027,12.24,18.027,12.102,18.011
483446,12.408,18.027,12.24,18.027,12.102,18.011
483975,12.408,18.027,12.24,18.027,12.102,18.011
484464,12.408,18.027,12.24,18.027,12.102,18.011
484987,12.408,18.027,12.24,18.027,12.102,18.011
485479,12.408,18.027,12.224,18.027,12.102,18.011
485999,12.408,18.027,12.224,18.027,12.102,18.011
486493,12.408,18.027,12.224,18.027,12.102,18.011
487030,12.408,18.027,12.224,18.027,12.102,18.011
487558,12.408,18.027,12.224,18.027,12.102,18.011
488083,12.408,18.027,12.224,18.027,12.102,18.011
488608,12.408,18.027,12.224,18.027,12.102,18.011
489109,12.408,18.027,12.224,18.027,12.102,18.011
489639,12.408,18.027,12.224,18.027,12.102,18.011
490128,12.408,18.027,12.224,18.027,12.102,18.011
490659,12.408,18.027,12.224,18.027,12.102,18.011
491161,12.408,18.027,12.224,18.027,12.102,18.011
491733,12.408,18.027,12.224,18.027,12.102,18.011
492211,12.391,18.027,12.224,18.027,12.102,18.011
492736,12.391,18.027,12.224,18.027,12.102,18.011
493233,12.391,18.027,12.224,18.027,12.102,18.011
493769,12.391,18.027,12.224,18.027,12.102,18.011
494269,12.391,18.027,12.224,18.027,12.102,18.011
494788,12.391,18.027,12.224,18.027,12.102,18.011
495284,12.391,18.027,12.224,18.027,12.102,18.011
495816,12.391,18.027,12.224,18.027,12.102,18.011
496313,12.391,18.027,12.224,18.027,12.102,18.011
496838,12.391,18.027,12.224,18.027,12.102,18.011
497347,12.391,18.027,12.224,18.027,12.085,18.011
497854,12.391,18.027,12.224,18.027,12.085,18.011
498360,12.391,18.027,12.224,18.027,12.085,18.011
498884,12.391,18.027,12.224,18.027,12.085,18.011
499385,12.391,18.027,12.224,18.027,12.085,18.011
499924,12.391,18.027,12.224,18.027,12.085,18.011
500416,12.391,18.027,12.224,18.027,12.085,18.011
500926,12.391,18.027,12.224,18.027,12.085,18.011
501420,12.391,18.027,12.224,18.027,12.085,18.011
501978,12.391,18.027,12.224,18.027,12.085,18.011
502504,12.391,18.027,12.224,18.027,12.085,18.011
502999,12.391,18.027,12.224,18.027,12.085,18.011
503521,12.391,18.027,12.224,18.027,12.085,18.011
504037,12.391,18.027,12.224,18.027,12.085,18.011
504560,12.391,18.027,12.224,18.027,12.085,18.011
505061,12.391,18.01,12.224,18.027,12.085,18.011
505579,12.391,18.027,12.224,18.027,12.085,18.011
506077,12.391,18.027,12.224,18.027,12.085,18.011
506595,12.391,18.027,12.224,18.027,12.085,18.011
507093,12.391,18.027,12.224,18.027,12.085,18.011
507608,12.391,18.027,12.224,18.027,12.085,18.011
508104,12.391,18.027,12.224,18.027,12.085,18.011
508627,12.391,18.027,12.224,18.027,12.085,18.011
509119,12.391,18.027,12.224,18.027,12.085,18.011
509627,12.391,18.027,12.224,18.027,12.085,18.011
510120,12.391,18.027,12.224,18.027,12.085,18.011
510645,12.391,18.027,12.224,18.027,12.085,18.011
511142,12.391,18.027,12.224,18.027,12.085,18.011
511674,12.391,18.027,12.224,18.027,12.085,18.011
512245,12.391,18.027,12.224,18.027,12.085,18.011
512743,12.391,18.01,12.224,18.027,12.085,18.011
513272,12.391,18.027,12.224,18.027,12.085,18.011
513755,12.391,18.027,12.224,18.027,12.085,18.011
514287,12.391,18.027,12.224,18.027,12.085,18.011
514789,12.391,18.027,12.224,18.027,12.085,18.011
515309,12.391,18.027,12.224,18.027,12.085,18.011
515815,12.391,18.027,12.224,18.027,12.085,18.011
516341,12.391,18.027,12.224,18.027,12.085,18.011
516833,12.391,18.027,12.224,18.027,12.069,18.011
517360,12.391,18.027,12.207,18.027,12.069,18.011
517852,12.391,18.027,12.207,18.027,12.069,18.011
518368,12.391,18.027,12.207,18.027,12.069,18.011
518874,12.391,18.027,12.207,18.027,12.069,18.011
519403,12.391,18.027,12.207,18.027,12.069,18.011
519908,12.391,18.027,12.207,18.027,12.069,18.011
520434,12.391,18.027,12.207,18.027,12.069,18.011
520926,12.391,18.027,12.207,18.027,12.069,18.011
521449,12.391,18.027,12.207,18.027,12.069,18.011
521948,12.391,18.027,12.207,18.027,12.069,18.011
