18A Test,Led Zeppelin,Led Zeppelin,Johnny Cash,Johnny Cash,Fresh Prince,Fresh Prince
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
522494,12.391,18.027,12.207,18.027,12.069,18.011
523026,12.391,18.027,12.207,18.027,12.069,18.011
523525,12.391,18.027,12.207,18.027,12.069,18.011
524064,12.391,18.027,12.207,18.027,12.069,18.011
524558,12.391,18.027,12.207,18.027,12.069,18.011
525086,12.391,18.027,12.207,18.027,12.069,18.011
525609,12.391,18.027,12.207,18.027,12.069,18.011
526155,12.391,18.027,12.207,18.027,12.069,18.011
526686,12.391,18.027,12.207,18.027,12.069,18.011
527175,12.391,18.027,12.207,18.027,12.069,18.011
527699,12.391,18.027,12.207,18.027,12.069,18.011
528201,12.391,18.027,12.207,18.027,12.069,18.011
528730,12.391,18.027,12.207,18.027,12.069,18.011
529233,12.391,18.027,12.207,18.027,12.069,18.011
529753,12.391,18.027,12.207,18.027,12.069,18.011
530256,12.391,18.027,12.207,18.027,12.069,18.011
530790,12.391,18.027,12.207,18.027,12.069,18.011
531282,12.391,18.027,12.207,18.027,12.069,18.011
531815,12.391,18.027,12.207,18.027,12.069,18.011
532303,12.391,18.027,12.207,18.027,12.069,18.011
532831,12.391,18.027,12.207,18.027,12.069,18.011
533364,12.391,18.027,12.207,18.027,12.069,18.011
533849,12.391,18.027,12.207,18.027,12.069,18.011
534372,12.391,18.027,12.207,18.027,12.069,18.011
534863,12.391,18.027,12.207,18.027,12.069,18.011
535381,12.391,18.027,12.207,18.027,12.069,18.011
535909,12.391,18.027,12.207,18.027,12.052,18.011
536465,12.391,18.027,12.207,18.027,12.052,18.011
537046,12.391,18.027,12.207,18.027,12.052,18.011
537563,12.391,18.027,12.207,18.027,12.052,18.011
538123,12.375,18.027,12.207,18.027,12.052,18.011
538642,12.375,18.027,12.207,18.027,12.052,18.011
539144,12.375,18.027,12.207,18.027,12.052,18.011
539669,12.375,18.027,12.207,18.027,12.052,18.011
540188,12.375,18.027,12.207,18.027,12.052,18.011
540701,12.375,18.027,12.207,18.027,12.052,18.011
541201,12.375,18.027,12.207,18.027,12.052,18.011
541782,12.375,18.027,12.207,18.027,12.052,18.011
542303,12.375,18.027,12.207,18.027,12.052,18.011
542804,12.375,18.027,12.207,18.027,12.052,18.011
543327,12.375,18.027,12.207,18.027,12.052,18.011
543831,12.375,18.027,12.207,18.027,12.052,18.011
544358,12.375,18.027,12.207,18.027,12.052,18.011
544857,12.375,18.027,12.207,18.027,12.052,18.011
545384,12.375,18.01,12.207,18.027,12.052,18.011
545880,12.375,18.027,12.19,18.027,12.052,18.011
546401,12.375,18.027,12.19,18.027,12.052,18.011
546892,12.375,18.027,12.19,18.027,12.052,18.011
547480,12.375,18.027,12.19,18.027,12.052,18.011
548009,12.375,18.027,12.19,18.027,12.052,18.011
548507,12.375,18.01,12.19,18.027,12.052,18.011
549086,12.375,18.027,12.19,18.027,12.052,18.011
549668,12.375,18.027,12.19,18.027,12.052,18.011
550249,12.375,18.027,12.19,18.027,12.052,18.011
550747,12.375,18.027,12.19,18.027,12.052,18.011
551270,12.375,18.027,12.19,18.027,12.052,18.011
551791,12.375,18.027,12.19,18.027,12.052,18.011
552314,12.375,18.027,12.19,18.027,12.052,18.011
552835,12.375,18.027,12.19,18.027,12.052,18.011
553325,12.375,18.027,12.19,18.027,12.052,18.011
553842,12.375,18.027,12.19,18.027,12.052,18.011
554349,12.375,18.027,12.19,18.027,12.052,18.011
554879,12.375,18.027,12.19,18.027,12.036,18.011
555380,12.375,18.027,12.19,18.027,12.036,18.011
555915,12.375,18.027,12.19,18.027,12.036,18.011
556437,12.375,18.027,12.19,18.027,12.036,18.011
556931,12.375,18.027,12.19,18.027,12.036,18.011
557448,12.375,18.027,12.19,18.027,12.036,18.011
557944,12.375,18.027,12.19,18.027,12.036,18.011
558480,12.375,18.027,12.19,18.027,12.036,18.011
558979,12.375,18.027,12.19,18.027,12.036,18.011
559525,12.375,18.027,12.19,18.027,12.036,18.011
560064,12.375,18.027,12.19,18.027,12.036,18.011
560589,12.375,18.027,12.19,18.027,12.036,18.011
561107,12.375,18.027,12.19,18.027,12.036,18.011
561599,12.375,18.027,12.19,18.027,12.036,18.011
562124,12.375,18.027,12.19,18.027,12.036,18.011
562629,12.375,18.027,12.19,18.027,12.036,18.011
563144,12.375,18.027,12.19,18.027,12.036,18.011
563651,12.375,18.027,12.19,18.027,12.036,18.011
564188,12.375,18.027,12.19,18.027,12.036,18.011
564682,12.375,18.027,12.19,18.027,12.036,18.011
565201,12.375,18.027,12.19,18.027,12.036,18.011
565700,12.375,18.027,12.19,18.027,12.036,18.011
566212,12.375,18.027,12.19,18.027,12.036,18.011
566712,12.375,18.027,12.19,18.027,12.036,18.011
567230,12.375,18.027,12.19,18.027,12.036,18.011
567726,12.375,18.027,12.19,18.027,12.036,18.011
568248,12.375,18.027,12.19,18.027,12.036,18.011
568730,12.375,18.027,12.19,18.027,12.036,18.011
569253,12.375,18.027,12.19,18.027,12.036,18.011
569755,12.375,18.027,12.19,18.027,12.036,18.011
570303,12.375,18.027,12.19,18.027,12.036,18.011
570828,12.375,18.027,12.19,18.027,12.036,18.011
571423,12.375,18.027,12.19,18.027,12.036,18.011
572000,12.375,18.027,12.19,18.027,12.036,18.011
572534,12.375,18.027,12.19,18.027,12.036,18.011
573036,12.375,18.027,12.19,18.027,12.036,18.011
573568,12.375,18.01,12.19,18.027,12.036,18.011
574070,12.375,18.027,12.19,18.027,12.019,18.011
574596,12.375,18.027,12.19,18.027,12.019,18.011
575102,12.375,18.027,12.19,18.027,12.019,18.011
575622,12.375,18.027,12.19,18.027,12.019,18.011
576123,12.375,18.027,12.19,18.027,12.019,18.011
576651,12.375,18.027,12.174,18.027,12.019,18.011
577145,12.375,18.027,12.174,18.027,12.019,18.011
577668,12.375,18.027,12.174,18.027,12.019,18.011
578165,12.375,18.027,12.174,18.027,12.019,18.011
578690,12.375,18.027,12.174,18.027,12.019,18.011
579194,12.375,18.027,12.174,18.027,12.019,18.011
579713,12.375,18.027,12.174,18.027,12.019,18.011
580217,12.375,18.027,12.174,18.027,12.019,18.011
580791,12.358,18.027,12.174,18.027,12.019,18.011
581350,12.358,18.027,12.174,18.027,12.019,18.011
581843,12.358,18.027,12.174,18.027,12.019,18.011
582365,12.358,18.027,12.174,18.027,12.019,18.011
582856,12.358,18.027,12.174,18.027,12.019,18.011
583384,12.358,18.027,12.174,18.027,12.019,18.011
583902,12.358,18.027,12.174,18.027,12.019,18.011
584432,12.358,18.027,12.174,18.027,12.019,18.011
584935,12.358,18.027,12.174,18.027,12.019,18.011
585464,12.358,18.027,12.174,18.027,12.019,18.011
585994,12.358,18.027,12.174,18.027,12.019,18.011
586545,12.358,18.027,12.174,18.027,12.019,18.011
587067,12.358,18.027,12.174,18.027,12.019,18.011
587569,12.358,18.027,12.174,18.027,12.019,18.011
588108,12.358,18.027,12.174,18.027,12.019,18.011
588618,12.358,18.027,12.174,18.027,12.019,18.011
589147,12.358,18.027,12.174,18.027,12.019,18.011
589645,12.358,18.027,12.174,18.027,12.019,18.011
590154,12.358,18.027,12.174,18.027,12.019,18.011
590692,12.358,18.027,12.174,18.027,12.019,18.011
591244,12.358,18.027,12.174,18.027,12.019,18.011
591773,12.358,18.027,12.174,18.027,12.019,18.011
592261,12.358,18.027,12.174,18.027,12.019,18.011
592794,12.358,18.01,12.174,18.027,12.019,18.011
593286,12.358,18.027,12.174,18.027,12.002,18.011
593814,12.358,18.027,12.174,18.027,12.002,18.011
594311,12.358,18.027,12.174,18.027,12.002,18.011
594841,12.358,18.027,12.174,18.027,12.002,18.011
595337,12.358,18.027,12.174,18.027,12.002,18.011
595863,12.358,18.027,12.174,18.027,12.002,18.011
596358,12.358,18.027,12.174,18.027,12.002,18.011
596888,12.358,18.027,12.174,18.027,12.002,18.011
597426,12.358,18.027,12.174,18.027,12.002,18.011
597973,12.358,18.027,12.174,18.027,12.002,18.011
598493,12.358,18.027,12.174,18.027,12.002,18.011
598993,12.358,18.027,12.174,18.027,12.002,18.011
599519,12.358,18.027,12.157,18.027,12.002,18.011
600020,12.358,18.027,12.157,18.027,12.002,18.011
600553,12.358,18.027,12.157,18.027,12.002,18.011
601055,12.358,18.027,12.157,18.027,12.002,18.011
601572,12.358,18.027,12.157,18.027,12.002,18.011
602074,12.358,18.01,12.157,18.027,12.002,18.011
602661,12.358,18.027,12.157,18.027,12.002,18.011
603179,12.358,18.027,12.157,18.027,12.002,18.011
603675,12.358,18.01,12.157,18.027,12.002,18.011
604237,12.358,18.027,12.157,18.027,12.002,18.011
604791,12.358,18.027,12.157,18.027,12.002,18.011
605294,12.358,18.027,12.157,18.027,12.002,18.011
605812,12.358,18.027,12.157,18.027,12.002,18.011
606306,12.358,18.027,12.157,18.027,12.002,18.011
606838,12.358,18.027,12.157,18.027,12.002,18.011
607329,12.358,18.027,12.157,18.027,12.002,18.011
607871,12.358,18.027,12.157,18.027,12.002,18.011
608370,12.358,18.027,12.157,18.027,12.002,18.011
608888,12.358,18.027,12.157,18.027,12.002,18.011
609390,12.358,18.027,12.157,18.027,12.002,18.011
609945,12.358,18.027,12.157,18.027,12.002,18.011
610503,12.358,18.027,12.157,18.027,12.002,18.011
611000,12.358,18.027,12.157,18.027,12.002,18.011
611530,12.358,18.027,12.157,18.027,12.002,18.011
612032,12.358,18.027,12.157,18.027,12.002,18.011
612555,12.358,18.027,12.157,18.027,12.002,18.011
613053,12.358,18.027,12.157,18.027,12.002,18.011
613587,12.358,18.027,12.157,18.027,11.986,18.011
614088,12.358,18.027,12.157,18.027,11.986,18.011
614612,12.358,18.027,12.157,18.027,11.986,18.011
615105,12.358,18.027,12.157,18.027,11.986,18.011
615637,12.358,18.027,12.157,18.027,11.986,18.011
616157,12.358,18.027,12.157,18.027,11.986,18.011
616686,12.358,18.027,12.157,18.027,11.986,18.011
617188,12.358,18.027,12.157,18.027,11.986,18.011
617698,12.358,18.027,12.157,18.027,11.986,18.011
618197,12.358,18.027,12.157,18.027,11.986,18.011
618732,12.358,18.027,12.157,18.027,11.986,18.011
619215,12.358,18.027,12.157,18.027,11.986,18.011
619753,12.358,18.027,12.157,18.027,11.986,18.011
620246,12.358,18.027,12.157,18.027,11.986,18.011
620794,12.358,18.027,12.157,18.027,11.986,18.011
621319,12.358,18.027,12.157,18.027,11.986,18.011
621822,12.358,18.027,12.157,18.027,11.986,18.011
622364,12.358,18.027,12.157,18.027,11.986,18.011
622851,12.358,18.027,12.157,18.027,11.986,18.011
623401,12.358,18.027,12.157,18.027,11.986,18.011
623945,12.342,18.01,12.157,18.027,11.986,18.011
624443,12.342,18.027,12.157,18.027,11.986,18.011
624963,12.342,18.027,12.157,18.027,11.986,18.011
625457,12.342,18.027,12.157,18.027,11.986,18.011
625991,12.342,18.027,12.141,18.027,11.986,18.011
626486,12.342,18.027,12.141,18.027,11.986,18.011
627003,12.342,18.027,12.141,18.027,11.986,18.011
627500,12.342,18.027,12.141,18.027,11.986,18.011
628033,12.342,18.027,12.141,18.027,11.986,18.011
628533,12.342,18.027,12.141,18.027,11.986,18.011
629112,12.342,18.027,12.141,18.027,11.986,18.011
629607,12.342,18.027,12.141,18.027,11.986,18.011
630149,12.342,18.027,12.141,18.027,11.986,18.011
630704,12.342,18.027,12.141,18.027,11.986,18.011
631240,12.342,18.027,12.141,18.027,11.986,18.011
631769,12.342,18.027,12.141,18.027,11.986,18.011
632312,12.342,18.027,12.141,18.027,11.986,18.011
632812,12.342,18.027,12.141,18.027,11.986,18.011
633324,12.342,18.01,12.141,18.027,11.986,18.011
633813,12.342,18.027,12.141,18.027,11.986,18.011
634333,12.342,18.027,12.141,18.027,11.986,18.011
634830,12.342,18.027,12.141,18.027,11.986,18.011
635361,12.342,18.027,12.141,18.027,11.986,18.011
635874,12.342,18.027,12.141,18.027,11.969,18.011
636420,12.342,18.01,12.141,18.027,11.969,18.011
636960,12.342,18.027,12.141,18.027,11.969,18.011
637462,12.342,18.027,12.141,18.027,11.969,18.011
638027,12.342,18.027,12.141,18.027,11.969,18.011
638595,12.342,18.027,12.141,18.027,11.969,18.011
639105,12.342,18.027,12.141,18.027,11.969,18.011
639693,12.342,18.027,12.141,18.027,11.969,18.011
640224,12.342,18.01,12.141,18.027,11.969,18.011
640719,12.342,18.027,12.141,18.027,11.969,18.011
641302,12.342,18.027,12.141,18.027,11.969,18.011
641797,12.342,18.027,12.141,18.027,11.969,18.011
642318,12.342,18.027,12.141,18.027,11.969,18.011
642834,12.342,18.027,12.141,18.027,11.969,18.011
643333,12.342,18.027,12.141,18.027,11.969,18.011
643883,12.342,18.027,12.141,18.027,11.969,18.011
644372,12.342,18.027,12.141,18.027,11.969,18.011
644878,12.342,18.027,12.141,18.027,11.969,18.011
645369,12.342,18.027,12.141,18.027,11.969,18.011
645892,12.342,18.027,12.141,18.027,11.969,18.011
646393,12.342,18.027,12.141,18.027,11.969,18.011
646918,12.342,18.027,12.141,18.027,11.969,18.011
647410,12.342,18.027,12.141,18.027,11.969,18.011
647929,12.342,18.027,12.141,18.027,11.969,18.011
648406,12.342,18.01,12.141,18.027,11.969,18.011
648911,12.342,18.027,12.141,18.027,11.969,18.011
649404,12.342,18.01,12.124,18.027,11.969,18.011
649929,12.342,18.01,12.141,18.027,11.969,18.011
650426,12.342,18.027,12.124,18.027,11.969,18.011
650949,12.342,18.027,12.124,18.027,11.969,18.011
651472,12.342,18.027,12.124,18.027,11.969,18.011
652004,12.342,18.027,12.124,18.027,11.969,18.011
652528,12.342,18.027,12.124,18.027,11.969,18.011
653030,12.342,18.027,12.124,18.027,11.969,18.011
653539,12.342,18.027,12.124,18.027,11.969,18.011
654036,12.342,18.027,12.124,18.027,11.969,18.011
654559,12.342,18.027,12.124,18.027,11.969,18.011
655067,12.342,18.027,12.124,18.027,11.969,18.011
655610,12.342,18.027,12.124,18.027,11.969,18.011
656142,12.342,18.027,12.124,18.027,11.969,18.011
656699,12.342,18.027,12.124,18.027,11.969,18.011
657264,12.342,18.027,12.124,18.027,11.969,18.011
657787,12.342,18.027,12.124,18.027,11.969,18.011
658284,12.342,18.027,12.124,18.027,11.969,18.011
658810,12.342,18.027,12.124,18.027,11.969,18.011
659312,12.342,18.027,12.124,18.027,11.969,18.011
659850,12.342,18.027,12.124,18.027,11.969,18.011
660344,12.342,18.027,12.124,18.027,11.953,18.011
660851,12.342,18.027,12.124,18.027,11.953,18.011
661331,12.342,18.027,12.124,18.027,11.953,18.011
661856,12.342,18.027,12.124,18.027,11.953,18.011
662358,12.342,18.027,12.124,18.027,11.953,18.011
662869,12.342,18.027,12.124,18.027,11.953,18.011
663366,12.342,18.027,12.124,18.027,11.953,18.011
663892,12.342,18.027,12.124,18.027,11.953,18.011
664380,12.342,18.027,12.124,18.027,11.953,18.011
664939,12.342,18.027,12.124,18.027,11.953,18.011
665521,12.325,18.01,12.124,18.027,11.953,18.011
665995,12.325,18.027,12.124,18.027,11.953,18.011
666500,12.325,18.027,12.124,18.027,11.953,18.011
666987,12.325,18.027,12.124,18.027,11.953,18.011
667507,12.325,18.027,12.124,18.027,11.953,18.011
668018,12.325,18.027,12.124,18.027,11.953,18.011
668549,12.325,18.027,12.124,18.027,11.953,18.011
669049,12.325,18.027,12.124,18.027,11.953,18.011
669583,12.325,18.027,12.124,18.027,11.953,18.011
670105,12.325,18.027,12.124,18.027,11.953,18.011
670622,12.325,18.027,12.124,18.027,11.953,18.011
671178,12.325,18.027,12.124,18.027,11.953,18.011
671712,12.325,18.027,12.124,18.027,11.953,18.011
672224,12.325,18.01,12.124,18.027,11.953,18.011
672748,12.325,18.027,12.124,18.027,11.953,18.011
673247,12.325,18.027,12.124,18.027,11.953,18.011
673769,12.325,18.027,12.124,18.027,11.953,18.011
674259,12.325,18.027,12.124,18.027,11.953,18.011
674785,12.325,18.027,12.108,18.027,11.953,18.011
675292,12.325,18.027,12.108,18.027,11.953,18.011
675841,12.325,18.027,12.108,18.027,11.953,18.011
676343,12.325,18.027,12.108,18.027,11.953,18.011
676870,12.325,18.027,12.108,18.027,11.953,18.011
677371,12.325,18.01,12.108,18.027,11.953,18.011
677889,12.325,18.027,12.108,18.027,11.953,18.011
678383,12.325,18.027,12.108,18.027,11.953,18.011
678907,12.325,18.027,12.108,18.027,11.953,18.011
679408,12.325,18.027,12.108,18.027,11.953,18.011
679948,12.325,18.027,12.108,18.027,11.953,18.011
680472,12.325,18.027,12.108,18.027,11.953,18.011
681022,12.325,18.027,12.108,18.027,11.953,18.011
681560,12.325,18.027,12.108,18.027,11.953,18.011
682062,12.325,18.027,12.108,18.027,11.953,18.011
682589,12.325,18.027,12.108,18.027,11.953,18.011
683082,12.325,18.027,12.108,18.027,11.953,18.011
683600,12.325,18.027,12.108,18.027,11.953,18.011
684118,12.325,18.027,12.108,18.027,11.953,18.011
684650,12.325,18.027,12.108,18.027,11.953,18.011
685149,12.325,18.01,12.108,18.027,11.953,18.011
685676,12.325,18.027,12.108,18.027,11.953,18.011
686178,12.325,18.027,12.108,18.027,11.953,18.011
686699,12.325,18.027,12.108,18.027,11.953,18.011
687209,12.325,18.027,12.108,18.027,11.936,18.011
687746,12.325,18.027,12.108,18.027,11.936,18.011
688244,12.325,18.027,12.108,18.027,11.936,18.011
688760,12.325,18.027,12.108,18.027,11.936,18.011
689285,12.325,18.027,12.108,18.027,11.936,18.011
689788,12.325,18.027,12.108,18.027,11.936,18.011
690319,12.325,18.027,12.108,18.027,11.936,18.011
690848,12.325,18.027,12.108,18.027,11.936,18.011
691372,12.325,18.027,12.108,18.027,11.936,18.011
691875,12.325,18.027,12.108,18.027,11.936,18.011
692399,12.325,18.027,12.108,18.027,11.936,18.011
692895,12.325,18.027,12.108,18.027,11.936,18.011
693416,12.325,18.027,12.108,18.027,11.936,18.011
693906,12.325,18.027,12.108,18.027,11.936,18.011
694439,12.325,18.027,12.108,18.027,11.936,18.011
694929,12.325,18.027,12.108,18.027,11.936,18.011
695461,12.325,18.027,12.091,18.027,11.936,18.011
695967,12.325,18.027,12.091,18.027,11.936,18.011
696492,12.325,18.027,12.091,18.027,11.936,18.011
696984,12.325,18.027,12.091,18.027,11.936,18.011
697523,12.325,18.027,12.091,18.027,11.936,18.011
698019,12.325,18.01,12.091,18.027,11.936,18.011
698540,12.325,18.027,12.091,18.027,11.936,18.011
699051,12.325,18.027,12.091,18.027,11.936,18.011
699571,12.325,18.027,12.091,18.027,11.936,18.011
700077,12.325,18.027,12.091,18.027,11.936,18.011
700598,12.325,18.027,12.091,18.027,11.936,18.011
701182,12.325,18.027,12.091,18.027,11.936,18.011
701672,12.325,18.027,12.091,18.027,11.936,18.011
702207,12.325,18.027,12.091,18.027,11.936,18.011
702746,12.325,18.01,12.091,18.027,11.936,18.011
703247,12.325,18.027,12.091,18.027,11.936,18.011
703790,12.325,18.027,12.091,18.027,11.936,18.011
704349,12.325,18.027,12.091,18.027,11.936,18.011
704839,12.308,18.027,12.091,18.027,11.936,18.011
705360,12.308,18.027,12.091,18.027,11.936,18.011
705867,12.308,18.027,12.091,18.027,11.936,18.011
706399,12.308,18.027,12.091,18.027,11.936,18.011
706942,12.308,18.027,12.091,18.027,11.936,18.011
707462,12.308,18.027,12.091,18.027,11.936,18.011
707993,12.308,18.027,12.091,18.027,11.936,18.011
708512,12.308,18.027,12.091,18.027,11.936,18.011
709011,12.308,18.01,12.091,18.027,11.936,18.011
709542,12.308,18.027,12.091,18.027,11.936,18.011
710033,12.308,18.027,12.091,18.027,11.936,18.011
710561,12.308,18.027,12.091,18.027,11.936,18.011
711055,12.308,18.027,12.091,18.027,11.936,18.011
711643,12.308,18.027,12.091,18.027,11.936,18.011
712176,12.308,18.027,12.091,18.027,11.936,18.011
712683,12.308,18.027,12.091,18.027,11.936,18.011
713201,12.308,18.027,12.091,18.027,11.936,18.011
713699,12.308,18.027,12.091,18.027,11.936,18.011
714227,12.308,18.027,12.091,18.027,11.936,18.011
714734,12.308,18.027,12.091,18.027,11.936,18.011
715252,12.308,18.027,12.091,18.027,11.936,18.011
715768,12.308,18.027,12.091,18.027,11.936,18.011
716286,12.308,18.027,12.091,18.027,11.936,18.011
716786,12.308,18.027,12.091,18.027,11.936,18.011
717309,12.308,18.027,12.091,18.027,11.919,18.011
717818,12.308,18.027,12.091,18.027,11.919,18.011
718338,12.308,18.027,12.074,18.027,11.919,18.011
718841,12.308,18.01,12.074,18.027,11.919,18.011
719363,12.308,18.027,12.074,18.027,11.919,18.011
719873,12.308,18.027,12.074,18.027,11.919,18.011
720407,12.308,18.027,12.074,18.027,11.919,18.011
720932,12.308,18.027,12.074,18.027,11.919,18.011
721425,12.308,18.027,12.074,18.027,11.919,18.011
721976,12.308,18.027,12.074,18.027,11.919,18.011
722468,12.308,18.027,12.074,18.027,11.919,18.011
723001,12.308,18.027,12.074,18.027,11.919,18.011
723496,12.308,18.01,12.074,18.027,11.919,18.011
724034,12.308,18.027,12.074,18.027,11.919,18.011
724529,12.308,18.027,12.074,18.027,11.919,18.011
725092,12.308,18.027,12.074,18.027,11.919,18.011
725645,12.308,18.027,12.074,18.027,11.919,18.011
726139,12.308,18.027,12.074,18.027,11.919,18.011
726667,12.308,18.027,12.074,18.027,11.919,18.011
727171,12.308,18.027,12.074,18.027,11.919,18.011
727693,12.308,18.027,12.074,18.027,11.919,18.011
728197,12.308,18.027,12.074,18.027,11.919,18.011
728717,12.308,18.027,12.074,18.027,11.919,18.011
729209,12.308,18.027,12.074,18.027,11.919,18.011
729761,12.308,18.01,12.074,18.027,11.919,18.011
730310,12.308,18.027,12.074,18.027,11.919,18.011
730802,12.308,18.01,12.074,18.027,11.919,18.011
731330,12.308,18.027,12.074,18.027,11.919,18.011
731837,12.308,18.027,12.074,18.027,11.919,18.011
732361,12.308,18.027,12.074,18.027,11.919,18.011
732888,12.308,18.027,12.074,18.027,11.919,18.011
733427,12.308,18.027,12.074,18.027,11.919,18.011
733954,12.308,18.027,12.074,18.027,11.919,18.011
734449,12.308,18.027,12.074,18.027,11.919,18.011
734980,12.308,18.027,12.074,18.027,11.919,18.011
735470,12.308,18.027,12.074,18.027,11.919,18.011
736003,12.308,18.027,12.074,18.027,11.919,18.011
736502,12.308,18.027,12.074,18.027,11.919,18.011
737022,12.308,18.027,12.074,18.027,11.919,18.011
737550,12.308,18.027,12.074,18.027,11.919,18.011
738083,12.308,18.027,12.074,18.027,11.919,18.011
738565,12.308,18.027,12.074,18.027,11.919,18.011
739087,12.308,18.027,12.058,18.027,11.919,18.011
739612,12.308,18.027,12.058,18.027,11.919,18.011
740175,12.308,18.027,12.058,18.027,11.919,18.011
740693,12.308,18.01,12.058,18.027,11.919,18.011
741197,12.308,18.027,12.058,18.027,11.919,18.011
741723,12.308,18.027,12.058,18.027,11.919,18.011
742252,12.308,18.027,12.058,18.027,11.919,18.011
742811,12.292,18.027,12.058,18.027,11.919,18.011
743367,12.308,18.027,12.058,18.027,11.919,18.011
743904,12.292,18.027,12.058,18.027,11.919,18.011
744457,12.292,18.027,12.058,18.027,11.919,18.011
744981,12.292,18.027,12.058,18.027,11.919,18.011
745476,12.292,18.027,12.058,18.027,11.919,18.011
746010,12.292,18.027,12.058,18.027,11.919,18.011
746500,12.292,18.027,12.058,18.027,11.919,18.011
747034,12.292,18.027,12.058,18.027,11.919,18.011
747533,12.292,18.027,12.058,18.027,11.919,18.011
748097,12.292,18.027,12.058,18.027,11.919,18.011
748614,12.292,18.027,12.058,18.027,11.919,18.011
749194,12.292,18.027,12.058,18.027,11.903,18.011
749718,12.292,18.027,12.058,18.027,11.903,18.011
750214,12.292,18.027,12.058,18.027,11.903,18.011
750732,12.292,18.027,12.058,18.027,11.903,18.011
751237,12.292,18.027,12.058,18.027,11.903,18.011
751771,12.292,18.027,12.058,18.027,11.903,18.011
752267,12.292,18.01,12.058,18.027,11.903,18.011
752788,12.292,18.027,12.058,18.027,11.903,18.011
753273,12.292,18.027,12.058,18.027,11.903,18.011
753823,12.292,18.027,12.058,18.027,11.903,18.011
754376,12.292,18.027,12.058,18.027,11.903,18.011
754874,12.292,18.027,12.058,18.027,11.903,18.011
755394,12.292,18.027,12.058,18.027,11.903,18.011
755898,12.292,18.027,12.058,18.027,11.903,18.011
756419,12.292,18.027,12.058,18.027,11.903,18.011
756904,12.292,18.01,12.058,18.027,11.903,18.011
757426,12.292,18.027,12.058,18.027,11.903,18.011
757931,12.292,18.027,12.058,18.027,11.903,18.011
758461,12.292,18.027,12.058,18.027,11.903,18.011
758958,12.292,18.027,12.058,18.027,11.903,18.011
759487,12.292,18.027,12.058,18.027,11.903,18.011
759987,12.292,18.027,12.058,18.027,11.903,18.011
760508,12.292,18.027,12.041,18.027,11.903,18.011
761013,12.292,18.01,12.041,18.027,11.903,18.011
761531,12.292,18.027,12.041,18.027,11.903,18.011
762030,12.292,18.027,12.041,18.027,11.903,18.011
762555,12.292,18.027,12.041,18.027,11.903,18.011
763051,12.292,18.027,12.041,18.027,11.903,18.011
763572,12.292,18.027,12.041,18.027,11.903,18.011
764079,12.292,18.027,12.041,18.027,11.903,18.011
764634,12.292,18.027,12.041,18.027,11.903,18.011
765162,12.292,18.01,12.041,18.027,11.903,18.011
765658,12.292,18.027,12.041,18.027,11.903,18.011
766178,12.292,18.027,12.041,18.027,11.903,18.011
766676,12.292,18.027,12.041,18.027,11.903,18.011
767212,12.292,18.027,12.041,18.027,11.903,18.011
767722,12.292,18.027,12.041,18.027,11.903,18.011
768249,12.292,18.027,12.041,18.027,11.903,18.011
768740,12.292,18.027,12.041,18.027,11.903,18.011
769269,12.292,18.027,12.041,18.027,11.903,18.011
769765,12.292,18.01,12.041,18.027,11.903,18.011
770283,12.292,18.027,12.041,18.027,11.903,18.011
770771,12.292,18.027,12.041,18.027,11.903,18.011
771289,12.292,18.027,12.041,18.027,11.903,18.011
771798,12.292,18.027,12.041,18.027,11.903,18.011
772328,12.292,18.027,12.041,18.027,11.903,18.011
772827,12.292,18.027,12.041,18.027,11.903,18.011
773346,12.292,18.027,12.041,18.027,11.903,18.011
773847,12.292,18.027,12.041,18.027,11.903,18.011
774402,12.292,18.027,12.041,18.027,11.903,18.011
774981,12.292,18.027,12.041,18.027,11.903,18.011
775479,12.292,18.027,12.041,18.027,11.903,18.011
776016,12.292,18.027,12.041,18.027,11.903,18.011
776543,12.292,18.027,12.041,18.027,11.903,18.011
777039,12.292,18.027,12.025,18.027,11.903,18.011
777571,12.292,18.027,12.025,18.027,11.903,18.011
778081,12.292,18.027,12.025,18.027,11.903,18.011
778607,12.292,18.027,12.025,18.027,11.903,18.011
779099,12.292,18.01,12.025,18.027,11.903,18.011
779612,12.292,18.027,12.025,18.027,11.886,18.011
780115,12.292,18.027,12.025,18.027,11.886,18.011
780633,12.292,18.027,12.025,18.027,11.886,18.011
781154,12.292,18.027,12.025,18.027,11.886,18.011
781669,12.275,18.027,12.025,18.027,11.886,18.011
782243,12.275,18.027,12.025,18.027,11.886,18.011
782784,12.275,18.027,12.025,18.027,11.886,18.011
783290,12.275,18.01,12.025,18.027,11.886,18.011
783829,12.275,18.027,12.025,18.027,11.886,18.011
784324,12.275,18.027,12.025,18.027,11.886,18.011
784838,12.275,18.027,12.025,18.027,11.886,18.011
785328,12.275,18.027,12.025,18.027,11.886,18.011
785860,12.275,18.027,12.025,18.027,11.886,18.011
786359,12.275,18.027,12.025,18.027,11.886,18.011
786943,12.275,18.027,12.025,18.027,11.886,18.011
787467,12.275,18.027,12.025,18.027,11.886,18.011
787978,12.275,18.027,12.025,18.027,11.886,18.011
788511,12.275,18.027,12.025,18.027,11.886,18.011
789018,12.275,18.027,12.025,18.027,11.886,18.011
