18A Test,ACDC,ACDC,Fresh Prince,Fresh Prince,Snoop Dogg,Snoop Dogg
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
237359,12.225,18.027,12.953,0.003,12.981,-0.01
237903,12.225,18.027,12.953,0.003,12.981,-0.01
238385,12.225,18.027,12.953,0.003,12.981,-0.01
238883,12.225,18.027,12.953,0.003,12.981,-0.01
239359,12.225,18.027,12.953,0.003,12.981,-0.01
239863,12.225,18.027,12.953,0.003,12.981,-0.01
240342,12.225,18.027,12.953,0.003,12.981,-0.01
240838,12.225,18.027,12.953,0.003,12.981,-0.01
241317,12.225,18.027,12.953,0.003,12.981,0.006
241836,12.225,18.027,12.953,0.003,12.981,-0.01
242320,12.225,18.027,12.953,0.003,12.981,-0.01
242824,12.225,18.027,12.953,0.003,12.981,-0.01
243309,12.225,18.027,12.953,0.003,12.981,-0.01
243815,12.225,18.027,12.953,0.003,12.981,-0.01
244300,12.225,18.027,12.953,0.003,12.981,0.006
244816,12.225,18.027,12.953,0.003,12.981,-0.01
245286,12.225,18.027,12.953,0.003,12.981,-0.01
245805,12.225,18.027,12.953,0.003,12.981,-0.01
246278,12.225,18.027,12.953,0.003,12.981,-0.01
246779,12.225,18.027,12.953,0.003,12.981,-0.01
247257,12.225,18.027,12.953,0.003,12.981,-0.01
247758,12.225,18.027,12.953,0.003,12.981,-0.01
248270,12.225,18.027,12.953,0.003,12.981,-0.01
248779,12.225,18.027,12.953,0.003,12.981,-0.01
249280,12.225,18.027,12.953,0.003,12.998,-0.01
249776,12.225,18.027,12.953,0.003,12.998,-0.01
250281,12.225,18.027,12.953,0.003,12.998,-0.01
250765,12.225,18.027,12.953,0.003,12.998,-0.01
251257,12.225,18.027,12.953,0.003,12.998,0.006
251739,12.225,18.027,12.953,0.003,12.998,-0.01
252248,12.225,18.027,12.953,0.003,12.998,-0.01
252726,12.225,18.027,12.953,0.003,12.998,-0.01
253223,12.225,18.027,12.953,0.003,12.998,-0.01
253711,12.225,18.027,12.953,0.003,12.998,-0.01
254210,12.225,18.027,12.953,0.003,12.998,-0.01
254684,12.225,18.027,12.953,0.003,12.998,-0.01
255188,12.225,18.027,12.953,0.003,12.998,-0.01
255675,12.225,18.027,12.953,0.003,12.998,-0.01
256190,12.225,18.027,12.953,0.003,12.998,-0.01
256672,12.225,18.027,12.953,0.003,12.998,-0.01
257180,12.225,18.027,12.953,0.003,12.998,-0.01
257670,12.225,18.027,12.953,0.003,12.998,-0.01
258210,12.225,18.027,12.953,0.003,12.998,-0.01
258679,12.225,18.027,12.953,0.003,12.998,-0.01
259181,12.225,18.027,12.953,0.003,12.998,-0.01
259636,12.225,18.027,12.953,0.003,12.998,0.006
260130,12.225,18.027,12.953,0.003,12.998,-0.01
260611,12.225,18.027,12.953,0.003,12.998,-0.01
261116,12.225,18.027,12.953,0.003,12.998,0.006
261583,12.225,18.027,12.953,0.003,12.998,-0.01
262096,12.225,18.027,12.953,0.003,12.998,-0.01
262576,12.225,18.027,12.953,0.003,12.998,-0.01
263087,12.225,18.027,12.953,0.003,12.998,-0.01
263564,12.225,18.027,12.953,0.003,12.998,-0.01
264067,12.225,18.027,12.953,0.003,12.998,-0.01
264550,12.225,18.027,12.953,0.003,12.998,-0.01
265065,12.225,18.027,12.953,0.003,12.998,-0.01
265548,12.225,18.027,12.953,0.003,12.998,-0.01
266072,12.225,18.027,12.953,0.003,12.998,-0.01
266534,12.225,18.027,12.953,0.003,12.998,-0.01
267045,12.225,18.027,12.953,0.003,12.998,0.006
267515,12.225,18.027,12.953,0.003,12.998,-0.01
268024,12.225,18.027,12.953,0.003,12.998,-0.01
268538,12.225,18.027,12.953,0.003,12.998,-0.01
269041,12.225,18.027,12.953,0.003,12.998,-0.01
269522,12.225,18.027,12.953,0.003,12.998,-0.01
270041,12.225,18.027,12.953,0.003,12.998,-0.01
270522,12.225,18.027,12.953,0.003,12.998,-0.01
271032,12.225,18.027,12.953,0.003,12.998,-0.01
271519,12.225,18.027,12.953,0.003,12.998,-0.01
272026,12.225,18.027,12.953,0.003,12.998,-0.01
272502,12.225,18.027,12.953,0.003,12.998,-0.01
273012,12.225,18.027,12.953,0.003,12.998,-0.01
273499,12.225,18.027,12.953,0.003,12.998,-0.01
274024,12.225,18.027,12.953,0.003,12.998,-0.01
274511,12.225,18.027,12.953,0.003,12.998,-0.01
275023,12.225,18.027,12.953,0.003,12.998,-0.01
275497,12.225,18.027,12.953,0.003,12.998,0.006
276006,12.225,18.027,12.953,0.003,12.998,-0.01
276477,12.225,18.027,12.953,0.003,12.998,-0.01
276984,12.225,18.027,12.953,0.003,12.998,-0.01
277449,12.225,18.027,12.953,0.003,12.998,0.006
277974,12.225,18.027,12.953,0.003,12.998,-0.01
278439,12.225,18.027,12.953,0.003,12.998,-0.01
278979,12.225,18.027,12.953,0.003,12.998,-0.01
279489,12.225,18.027,12.953,0.003,12.998,0.006
279970,12.225,18.027,12.953,0.003,12.998,-0.01
280470,12.225,18.027,12.953,0.003,12.998,0.006
280953,12.225,18.027,12.953,0.003,12.998,-0.01
281456,12.225,18.027,12.953,0.003,12.998,0.006
281943,12.225,18.027,12.953,0.003,12.998,-0.01
282451,12.225,18.027,12.953,0.003,12.998,-0.01
282930,12.225,18.027,12.953,0.003,12.998,-0.01
283431,12.225,18.027,12.953,0.003,12.998,-0.01
283923,12.225,18.027,12.953,0.003,12.998,-0.01
284431,12.225,18.027,12.953,0.003,12.998,-0.01
284916,12.225,18.027,12.953,0.003,12.998,-0.01
285423,12.225,18.027,12.953,0.003,12.998,-0.01
285913,12.225,18.027,12.953,0.003,12.998,-0.01
286423,12.225,18.027,12.953,0.003,12.998,-0.01
286889,12.225,18.027,12.953,0.003,12.998,-0.01
287387,12.225,18.027,12.953,0.003,12.998,-0.01
287875,12.225,18.027,12.953,0.003,12.998,-0.01
288371,12.225,18.027,12.953,0.003,12.998,-0.01
288877,12.225,18.027,12.953,0.003,12.998,-0.01
289381,12.225,18.027,12.969,0.003,12.998,0.006
289903,12.225,18.027,12.969,0.003,12.998,-0.01
290387,12.225,18.027,12.969,0.003,12.998,-0.01
290900,12.225,18.027,12.969,0.003,12.998,-0.01
291376,12.225,18.027,12.969,0.003,12.998,0.006
291870,12.225,18.027,12.969,0.003,12.998,-0.01
292342,12.225,18.027,12.969,0.003,12.998,0.006
292844,12.225,18.027,12.969,0.003,12.998,-0.01
293336,12.225,18.027,12.969,0.003,13.014,-0.01
293855,12.225,18.027,12.969,0.003,13.014,-0.01
294335,12.225,18.027,12.969,0.003,13.014,-0.01
294845,12.225,18.027,12.969,0.003,13.014,-0.01
295314,12.225,18.027,12.969,0.003,13.014,-0.01
295818,12.225,18.027,12.969,0.003,13.014,-0.01
296304,12.225,18.027,12.969,0.003,13.014,-0.01
296809,12.225,18.027,12.969,0.003,13.014,0.006
297282,12.225,18.027,12.969,0.003,13.014,-0.01
297800,12.225,18.027,12.969,0.003,13.014,-0.01
298282,12.225,18.027,12.969,0.003,13.014,-0.01
298828,12.225,18.027,12.969,0.003,13.014,-0.01
299305,12.225,18.027,12.969,0.003,13.014,-0.01
299818,12.225,18.027,12.969,0.003,13.014,-0.01
300320,12.225,18.027,12.969,0.003,13.014,0.006
300797,12.225,18.027,12.969,0.003,13.014,-0.01
301307,12.225,18.027,12.969,0.003,13.014,-0.01
301799,12.225,18.027,12.969,0.003,13.014,-0.01
302293,12.225,18.027,12.969,0.003,13.014,-0.01
302773,12.225,18.027,12.969,0.003,13.014,0.006
303273,12.225,18.027,12.969,0.003,13.014,-0.01
303749,12.225,18.027,12.969,0.003,13.014,-0.01
304257,12.225,18.027,12.969,0.003,13.014,-0.01
304736,12.225,18.027,12.969,0.003,13.014,-0.01
305242,12.225,18.027,12.969,0.003,13.014,-0.01
305709,12.225,18.027,12.969,0.003,13.014,-0.01
306223,12.225,18.027,12.969,0.003,13.014,-0.01
306708,12.225,18.027,12.969,0.003,13.014,-0.01
307228,12.225,18.027,12.969,0.003,13.014,-0.01
307707,12.225,18.027,12.969,0.003,13.014,-0.01
308215,12.225,18.027,12.969,0.003,13.014,-0.01
308693,12.225,18.027,12.969,0.003,13.014,-0.01
309216,12.225,18.027,12.969,0.003,13.014,-0.01
309713,12.225,18.027,12.969,0.003,13.014,-0.01
310224,12.225,18.027,12.969,0.003,13.014,-0.01
310707,12.225,18.027,12.969,0.003,13.014,-0.01
311215,12.225,18.027,12.969,0.003,13.014,-0.01
311693,12.225,18.027,12.969,0.003,13.014,0.006
312203,12.225,18.027,12.969,0.003,13.014,-0.01
312681,12.225,18.027,12.969,0.003,13.014,-0.01
313188,12.225,18.027,12.969,0.003,13.014,0.006
313669,12.225,18.027,12.969,0.003,13.014,-0.01
314177,12.225,18.027,12.969,0.003,13.014,-0.01
314658,12.225,18.027,12.969,0.003,13.014,-0.01
315176,12.225,18.027,12.969,0.003,13.014,-0.01
315655,12.225,18.027,12.969,0.003,13.014,-0.01
316165,12.225,18.027,12.969,0.003,13.014,-0.01
316637,12.225,18.027,12.969,0.003,13.014,-0.01
317147,12.225,18.027,12.969,0.003,13.014,-0.01
317628,12.225,18.027,12.969,0.003,13.014,-0.01
318147,12.225,18.027,12.969,0.003,13.014,-0.01
318624,12.225,18.027,12.969,0.003,13.014,-0.01
319158,12.225,18.027,12.969,0.003,13.014,-0.01
319626,12.225,18.027,12.969,0.003,13.014,-0.01
320128,12.225,18.027,12.969,0.003,13.014,-0.01
320603,12.225,18.027,12.969,0.003,13.014,-0.01
321108,12.225,18.027,12.969,0.003,13.014,-0.01
321585,12.225,18.027,12.969,0.003,13.014,-0.01
322099,12.225,18.027,12.969,0.003,13.014,-0.01
322571,12.225,18.027,12.969,0.003,13.014,-0.01
323069,12.225,18.027,12.969,0.003,13.014,-0.01
323547,12.225,18.027,12.969,0.003,13.014,-0.01
324051,12.225,18.027,12.969,0.003,13.014,-0.01
324523,12.225,18.027,12.969,0.003,13.014,-0.01
325028,12.225,18.027,12.969,0.003,13.014,-0.01
325510,12.225,18.027,12.969,0.003,13.014,-0.01
326033,12.225,18.027,12.969,0.003,13.014,-0.01
326524,12.225,18.027,12.969,0.003,13.014,-0.01
327020,12.225,18.027,12.969,0.003,13.014,-0.01
327488,12.225,18.027,12.969,0.003,13.014,-0.01
327996,12.225,18.027,12.969,0.003,13.014,-0.01
328462,12.225,18.027,12.969,0.003,13.014,0.006
328966,12.225,18.027,12.969,0.003,13.014,-0.01
329471,12.225,18.027,12.969,0.003,13.014,-0.01
329977,12.225,18.027,12.969,0.003,13.014,-0.01
330445,12.225,18.027,12.969,0.003,13.014,-0.01
330953,12.225,18.027,12.969,0.003,13.014,-0.01
331430,12.225,18.027,12.969,0.003,13.014,-0.01
331923,12.225,18.027,12.969,0.003,13.014,-0.01
332403,12.225,18.027,12.969,0.003,13.014,-0.01
332896,12.225,18.027,12.969,0.003,13.014,-0.01
333379,12.225,18.027,12.969,0.003,13.014,-0.01
333893,12.225,18.027,12.969,0.003,13.014,-0.01
334376,12.225,18.027,12.969,0.003,13.014,-0.01
334886,12.225,18.027,12.969,0.003,13.014,-0.01
335377,12.225,18.027,12.969,0.003,13.014,-0.01
335936,12.225,18.027,12.969,0.003,13.014,-0.01
336443,12.225,18.027,12.969,0.003,13.014,-0.01
336913,12.225,18.027,12.969,0.003,13.014,-0.01
337471,12.209,18.027,12.969,0.003,13.014,-0.01
337989,12.209,18.027,12.969,0.003,13.014,-0.01
338497,12.209,18.027,12.969,0.003,13.014,-0.01
339002,12.209,18.027,12.969,0.003,13.014,-0.01
339483,12.209,18.027,12.969,0.003,13.014,-0.01
339978,12.209,18.027,12.969,0.003,13.014,-0.01
340472,12.209,18.027,12.969,0.003,13.014,-0.01
340971,12.209,18.027,12.969,0.003,13.014,-0.01
341454,12.209,18.027,12.969,0.003,13.014,-0.01
341968,12.209,18.027,12.969,0.003,13.014,-0.01
342453,12.209,18.027,12.969,0.003,13.014,-0.01
342958,12.209,18.027,12.969,0.003,13.014,-0.01
343438,12.209,18.027,12.969,0.003,13.014,-0.01
343942,12.209,18.027,12.969,0.003,13.014,-0.01
344433,12.209,18.027,12.969,0.003,13.014,-0.01
344940,12.209,18.027,12.969,0.003,13.014,-0.01
345409,12.209,18.027,12.969,0.003,13.014,0.006
345923,12.209,18.027,12.969,0.003,13.014,-0.01
346391,12.209,18.027,12.969,0.003,13.014,-0.01
346899,12.209,18.027,12.986,0.003,13.014,-0.01
347364,12.209,18.027,12.986,0.003,13.014,-0.01
347891,12.209,18.027,12.986,0.003,13.014,0.006
348374,12.209,18.027,12.986,0.003,13.014,-0.01
348859,12.209,18.027,12.986,0.003,13.014,0.006
349375,12.209,18.027,12.986,0.003,13.014,-0.01
349872,12.209,18.027,12.986,0.003,13.031,-0.01
350374,12.209,18.027,12.986,0.003,13.031,0.006
350860,12.209,18.027,12.986,0.003,13.031,-0.01
351366,12.209,18.027,12.986,0.003,13.031,-0.01
351852,12.209,18.027,12.986,0.003,13.031,-0.01
352368,12.209,18.027,12.986,0.003,13.031,-0.01
352846,12.209,18.027,12.986,0.003,13.031,-0.01
353342,12.209,18.027,12.986,0.003,13.031,-0.01
353830,12.209,18.027,12.986,0.003,13.031,-0.01
354345,12.209,18.027,12.986,0.003,13.031,-0.01
354822,12.209,18.027,12.986,0.003,13.031,-0.01
355326,12.209,18.027,12.986,0.003,13.031,-0.01
355810,12.209,18.027,12.986,0.003,13.031,-0.01
356318,12.209,18.027,12.986,0.003,13.031,-0.01
356805,12.209,18.027,12.986,0.003,13.031,-0.01
357303,12.209,18.027,12.986,0.003,13.031,-0.01
357796,12.209,18.027,12.986,0.003,13.031,-0.01
358338,12.209,18.027,12.986,0.003,13.031,-0.01
358817,12.209,18.027,12.986,0.003,13.031,-0.01
359323,12.209,18.027,12.986,0.003,13.031,-0.01
359795,12.209,18.027,12.986,0.003,13.031,-0.01
360296,12.209,18.027,12.986,0.003,13.031,-0.01
360772,12.209,18.027,12.986,0.003,13.031,0.006
361272,12.209,18.027,12.986,0.003,13.031,-0.01
361766,12.209,18.027,12.986,0.003,13.031,-0.01
362274,12.209,18.027,12.986,0.003,13.031,-0.01
362759,12.209,18.027,12.986,0.003,13.031,-0.01
363267,12.209,18.027,12.986,0.003,13.031,-0.01
363746,12.209,18.027,12.986,0.003,13.031,-0.01
364249,12.209,18.027,12.986,0.003,13.031,-0.01
364738,12.209,18.027,12.986,0.003,13.031,-0.01
365244,12.209,18.027,12.986,0.003,13.031,-0.01
365735,12.209,18.027,12.986,0.003,13.031,-0.01
366244,12.209,18.027,12.986,0.003,13.031,-0.01
366731,12.209,18.027,12.986,0.003,13.031,-0.01
367234,12.209,18.027,12.986,0.003,13.031,-0.01
367718,12.209,18.027,12.986,0.003,13.031,-0.01
368244,12.209,18.027,12.986,0.003,13.031,-0.01
368725,12.209,18.027,12.986,0.003,13.031,-0.01
369231,12.209,18.027,12.986,0.003,13.031,-0.01
369741,12.209,18.027,12.986,0.003,13.031,-0.01
370228,12.209,18.027,12.986,0.003,13.031,-0.01
370733,12.209,18.027,12.986,0.003,13.031,-0.01
371206,12.209,18.027,12.986,0.003,13.031,0.006
371721,12.209,18.027,12.986,0.003,13.031,-0.01
372202,12.209,18.027,12.986,0.003,13.031,-0.01
372709,12.209,18.027,12.986,0.003,13.031,-0.01
373195,12.209,18.027,12.986,0.003,13.031,-0.01
373711,12.209,18.027,12.986,0.003,13.031,-0.01
374193,12.209,18.027,12.986,0.003,13.031,-0.01
374705,12.209,18.027,12.986,0.003,13.031,-0.01
375179,12.209,18.027,12.986,0.003,13.031,-0.01
375680,12.209,18.027,12.986,0.003,13.031,-0.01
376162,12.209,18.027,12.986,0.003,13.031,-0.01
376672,12.209,18.027,12.986,0.003,13.031,0.006
377150,12.209,18.027,12.986,0.003,13.031,-0.01
377657,12.209,18.027,12.986,0.003,13.031,-0.01
378143,12.209,18.027,12.986,0.003,13.031,-0.01
378678,12.209,18.027,12.986,0.003,13.031,-0.01
379154,12.209,18.027,12.986,0.003,13.031,0.006
379656,12.209,18.027,12.986,0.003,13.031,-0.01
380121,12.209,18.027,12.986,0.003,13.031,0.006
380630,12.209,18.027,12.986,0.003,13.031,-0.01
381133,12.209,18.027,12.986,0.003,13.031,-0.01
381611,12.209,18.027,12.986,0.003,13.031,-0.01
382120,12.209,18.027,12.986,0.003,13.031,-0.01
382595,12.209,18.027,12.986,0.003,13.031,-0.01
383103,12.209,18.027,12.986,0.003,13.031,-0.01
383588,12.209,18.027,12.986,0.003,13.031,-0.01
384093,12.209,18.027,12.986,0.003,13.031,-0.01
384566,12.209,18.027,12.986,0.003,13.031,0.006
385068,12.209,18.027,12.986,0.003,13.031,-0.01
385552,12.209,18.027,12.986,0.003,13.031,0.006
386071,12.209,18.027,12.986,0.003,13.031,-0.01
386549,12.209,18.027,12.986,0.003,13.031,-0.01
387046,12.209,18.027,12.986,0.003,13.031,-0.01
387533,12.209,18.027,12.986,0.003,13.031,-0.01
388029,12.209,18.027,12.986,0.003,13.031,-0.01
388536,12.209,18.027,12.986,0.003,13.031,-0.01
389040,12.209,18.027,12.986,0.003,13.031,-0.01
389524,12.209,18.027,12.986,0.003,13.031,-0.01
390032,12.209,18.027,12.986,0.003,13.031,-0.01
390519,12.209,18.027,12.986,0.003,13.031,-0.01
391020,12.209,18.027,12.986,0.003,13.031,-0.01
391497,12.209,18.027,12.986,0.003,13.031,-0.01
391990,12.209,18.027,12.986,0.003,13.031,-0.01
392474,12.209,18.027,12.986,0.003,13.031,-0.01
392975,12.209,18.027,12.986,0.003,13.031,-0.01
393449,12.209,18.027,12.986,0.003,13.031,-0.01
393960,12.209,18.027,12.986,0.003,13.031,-0.01
394441,12.209,18.027,12.986,0.003,13.031,-0.01
394954,12.209,18.027,12.986,0.003,13.031,-0.01
395420,12.209,18.027,12.986,0.003,13.031,-0.01
395913,12.209,18.027,12.986,0.003,13.031,-0.01
396393,12.209,18.027,12.986,0.003,13.031,-0.01
396901,12.209,18.027,12.986,0.003,13.031,-0.01
397369,12.209,18.027,12.986,0.003,13.031,-0.01
397880,12.209,18.027,12.986,0.003,13.031,-0.01
398366,12.209,18.027,12.986,0.003,13.031,-0.01
398901,12.209,18.027,12.986,0.003,13.031,-0.01
399375,12.209,18.027,12.986,0.003,13.031,-0.01
399888,12.209,18.027,12.986,0.003,13.031,-0.01
400394,12.209,18.027,12.986,0.003,13.031,-0.01
400881,12.209,18.027,12.986,0.003,13.031,-0.01
401378,12.209,18.027,12.986,0.003,13.031,-0.01
401866,12.209,18.027,12.986,0.003,13.031,-0.01
402374,12.209,18.027,12.986,0.003,13.031,-0.01
402851,12.209,18.027,12.986,0.003,13.031,-0.01
403358,12.209,18.027,12.986,0.003,13.031,-0.01
403832,12.209,18.027,12.986,0.003,13.031,-0.01
404329,12.209,18.027,12.986,0.003,13.031,-0.01
404812,12.209,18.027,12.986,0.003,13.031,-0.01
405314,12.209,18.027,12.986,0.003,13.031,-0.01
405801,12.209,18.027,12.986,0.003,13.031,-0.01
406311,12.209,18.027,12.986,0.003,13.031,-0.01
406810,12.209,18.027,12.986,0.003,13.031,-0.01
407356,12.192,18.027,12.986,0.003,13.031,-0.01
407891,12.192,18.027,12.986,0.003,13.031,-0.01
408373,12.192,18.027,12.986,0.003,13.031,-0.01
408872,12.192,18.027,12.986,0.003,13.031,-0.01
409355,12.192,18.027,12.986,0.003,13.031,-0.01
409870,12.192,18.027,12.986,0.003,13.031,-0.01
410349,12.192,18.027,12.986,0.003,13.031,-0.01
410851,12.192,18.027,12.986,0.003,13.031,-0.01
411339,12.192,18.027,12.986,0.003,13.031,-0.01
411838,12.192,18.027,12.986,0.003,13.031,-0.01
412327,12.192,18.027,12.986,0.003,13.031,-0.01
412837,12.192,18.027,12.986,0.003,13.031,-0.01
413316,12.192,18.027,12.986,0.003,13.031,-0.01
413834,12.192,18.027,12.986,0.003,13.031,-0.01
414316,12.192,18.027,12.986,0.003,13.031,-0.01
414824,12.192,18.027,12.986,0.003,13.031,0.006
415309,12.192,18.027,12.986,0.003,13.031,-0.01
415825,12.192,18.027,12.986,0.003,13.031,-0.01
416304,12.192,18.027,12.986,0.003,13.031,-0.01
416804,12.192,18.027,12.986,0.003,13.031,-0.01
417284,12.192,18.027,12.986,0.003,13.031,-0.01
417836,12.192,18.027,12.986,0.003,13.031,-0.01
418319,12.192,18.027,12.986,0.003,13.031,-0.01
418834,12.192,18.027,12.986,0.003,13.031,-0.01
419341,12.192,18.027,12.986,0.003,13.031,-0.01
419810,12.192,18.027,12.986,0.003,13.047,-0.01
420310,12.192,18.027,12.986,0.003,13.047,-0.01
420796,12.192,18.027,12.986,0.003,13.047,-0.01
421312,12.192,18.027,12.986,0.003,13.047,-0.01
421788,12.192,18.027,12.986,0.003,13.047,-0.01
422288,12.192,18.027,12.986,0.003,13.047,-0.01
422775,12.192,18.027,12.986,0.003,13.047,-0.01
423274,12.192,18.027,12.986,0.003,13.047,-0.01
423756,12.192,18.027,12.986,0.003,13.047,-0.01
424244,12.192,18.027,12.986,0.003,13.047,-0.01
424736,12.192,18.027,12.986,0.003,13.047,-0.01
425243,12.192,18.027,12.986,0.003,13.047,-0.01
425717,12.192,18.027,12.986,0.003,13.047,-0.01
426243,12.192,18.027,12.986,0.003,13.047,-0.01
426720,12.192,18.027,12.986,0.003,13.047,-0.01
427233,12.192,18.027,12.986,0.003,13.047,-0.01
427713,12.192,18.027,12.986,0.003,13.047,0.006
428240,12.192,18.027,12.986,0.003,13.047,-0.01
428714,12.192,18.027,12.986,0.003,13.047,-0.01
429213,12.192,18.027,12.986,0.003,13.047,-0.01
429693,12.192,18.027,12.986,0.003,13.047,-0.01
430204,12.192,18.027,12.986,0.003,13.047,-0.01
430698,12.192,18.027,12.986,0.003,13.047,-0.01
431197,12.192,18.027,12.986,0.003,13.047,-0.01
431671,12.192,18.027,12.986,0.003,13.047,-0.01
432179,12.192,18.027,12.986,0.003,13.047,-0.01
432661,12.192,18.027,12.986,0.003,13.047,0.006
433161,12.192,18.027,12.986,0.003,13.047,-0.01
433635,12.192,18.027,12.986,0.003,13.047,-0.01
434149,12.192,18.027,12.986,0.003,13.047,-0.01
434635,12.192,18.027,12.986,0.003,13.047,-0.01
435139,12.192,18.027,12.986,0.003,13.047,-0.01
435616,12.192,18.027,12.986,0.003,13.047,-0.01
436124,12.192,18.027,12.986,0.003,13.047,-0.01
436598,12.192,18.027,12.986,0.003,13.047,-0.01
437111,12.192,18.027,12.986,0.003,13.047,-0.01
437585,12.192,18.027,12.986,0.003,13.047,-0.01
438124,12.192,18.027,12.986,0.003,13.047,-0.01
438587,12.192,18.027,12.986,0.003,13.047,-0.01
439094,12.192,18.027,12.986,0.003,13.047,-0.01
439578,12.192,18.027,12.986,0.003,13.047,-0.01
440090,12.192,18.027,12.986,0.003,13.047,-0.01
440564,12.192,18.027,12.986,0.003,13.047,-0.01
441076,12.192,18.027,12.986,0.003,13.047,-0.01
441561,12.192,18.027,12.986,0.003,13.047,-0.01
442072,12.192,18.027,12.986,0.003,13.047,-0.01
442537,12.192,18.027,13.002,0.003,13.047,0.006
443044,12.192,18.027,13.002,0.003,13.047,-0.01
443515,12.192,18.027,13.002,0.003,13.047,0.006
444036,12.192,18.027,13.002,0.003,13.047,-0.01
444517,12.192,18.027,13.002,0.003,13.047,0.006
445016,12.192,18.027,13.002,0.003,13.047,-0.01
445481,12.192,18.027,13.002,0.003,13.047,-0.01
446000,12.192,18.027,13.002,0.003,13.047,0.006
446473,12.192,18.027,13.002,0.003,13.047,-0.01
446986,12.192,18.027,13.002,0.003,13.047,0.006
447437,12.192,18.027,13.002,0.003,13.047,-0.01
447947,12.192,18.027,13.002,0.003,13.047,-0.01
448457,12.192,18.027,13.002,0.003,13.047,-0.01
448938,12.192,18.027,13.002,0.003,13.047,0.006
449406,12.192,18.027,13.002,0.003,13.047,-0.01
449928,12.192,18.027,13.002,0.003,13.047,-0.01
450393,12.192,18.027,13.002,0.003,13.047,-0.01
450892,12.192,18.027,13.002,0.003,13.047,-0.01
451385,12.192,18.027,13.002,0.003,13.047,-0.01
451888,12.192,18.027,13.002,0.003,13.047,-0.01
452357,12.192,18.027,13.002,0.003,13.047,-0.01
452861,12.192,18.027,13.002,0.003,13.047,-0.01
453337,12.192,18.027,13.002,0.003,13.047,-0.01
453856,12.192,18.027,13.002,0.003,13.047,-0.01
454327,12.192,18.027,13.002,0.003,13.047,-0.01
454834,12.192,18.027,13.002,0.003,13.047,-0.01
455321,12.192,18.027,13.002,0.003,13.047,-0.01
455825,12.192,18.027,13.002,0.003,13.047,-0.01
456287,12.192,18.027,13.002,0.003,13.047,-0.01
456778,12.192,18.027,13.002,0.003,13.047,-0.01
457259,12.192,18.027,13.002,0.003,13.047,-0.01
457787,12.192,18.027,13.002,0.003,13.047,-0.01
458284,12.192,18.027,13.002,0.003,13.047,-0.01
458835,12.192,18.027,13.002,0.003,13.047,-0.01
459357,12.192,18.027,13.002,0.003,13.047,-0.01
459848,12.192,18.027,13.002,0.003,13.047,-0.01
460350,12.192,18.027,13.002,0.003,13.047,-0.01
460838,12.192,18.027,13.002,0.003,13.047,-0.01
461354,12.192,18.027,13.002,0.003,13.047,-0.01
461838,12.192,18.027,13.002,0.003,13.047,-0.01
462343,12.192,18.027,13.002,0.003,13.047,-0.01
462820,12.192,18.027,13.002,0.003,13.047,-0.01
463316,12.192,18.027,13.002,0.003,13.047,-0.01
463793,12.192,18.027,13.002,0.003,13.047,-0.01
464293,12.192,18.027,13.002,0.003,13.047,-0.01
464756,12.192,18.027,13.002,0.003,13.047,-0.01
465260,12.192,18.027,13.002,0.003,13.047,-0.01
465726,12.192,18.027,13.002,0.003,13.047,-0.01
466218,12.192,18.027,13.002,0.003,13.047,-0.01
466706,12.192,18.027,13.002,0.003,13.047,-0.01
467200,12.175,18.027,13.002,0.003,13.047,-0.01
467694,12.192,18.027,13.002,0.003,13.047,-0.01
468232,12.175,18.027,13.002,0.003,13.047,-0.01
468735,12.175,18.027,13.002,0.003,13.047,-0.01
469213,12.175,18.027,13.002,0.003,13.047,-0.01
469719,12.175,18.027,13.002,0.003,13.047,-0.01
470207,12.175,18.027,13.002,0.003,13.047,-0.01
470714,12.175,18.027,13.002,0.003,13.047,-0.01
471189,12.175,18.027,13.002,0.003,13.047,-0.01
471703,12.175,18.027,13.002,0.003,13.047,-0.01
472171,12.175,18.027,13.002,0.003,13.047,-0.01
472679,12.175,18.027,13.002,0.003,13.047,-0.01
473144,12.175,18.027,13.002,0.003,13.047,-0.01
473644,12.175,18.027,13.002,0.003,13.047,-0.01
474124,12.175,18.027,13.002,0.003,13.047,-0.01
474635,12.175,18.027,13.002,0.003,13.047,-0.01
475109,12.175,18.027,13.002,0.003,13.047,-0.01
475617,12.175,18.027,13.002,0.003,13.047,-0.01
476104,12.175,18.027,13.002,0.003,13.047,-0.01
476609,12.175,18.027,13.002,0.003,13.047,-0.01
477108,12.175,18.027,13.002,0.003,13.047,-0.01
477624,12.175,18.027,13.002,0.003,13.047,-0.01
478143,12.175,18.027,13.002,0.003,13.047,-0.01
478651,12.175,18.027,13.002,0.003,13.047,-0.01
479150,12.175,18.027,13.002,0.003,13.047,-0.01
479616,12.175,18.027,13.002,0.003,13.047,-0.01
480130,12.175,18.027,13.002,0.003,13.047,-0.01
480611,12.175,18.027,13.002,0.003,13.047,0.006
481113,12.175,18.027,13.002,0.003,13.047,-0.01
481579,12.175,18.027,13.002,0.003,13.047,-0.01
482108,12.175,18.027,13.002,0.003,13.047,-0.01
482590,12.175,18.027,13.002,0.003,13.047,-0.01
483089,12.175,18.027,13.002,0.003,13.047,-0.01
