18A Test,ACDC,ACDC,Fresh Prince,Fresh Prince,Snoop Dogg,Snoop Dogg
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
483563,12.175,18.027,13.002,0.003,13.047,-0.01
484074,12.175,18.027,13.002,0.003,13.047,-0.01
484556,12.175,18.027,13.002,0.003,13.047,-0.01
485055,12.175,18.027,13.002,0.003,13.047,0.006
485527,12.175,18.027,13.002,0.003,13.047,0.006
486046,12.175,18.027,13.002,0.003,13.047,-0.01
486521,12.175,18.027,13.002,0.003,13.047,-0.01
487028,12.175,18.027,13.002,0.003,13.047,-0.01
487508,12.175,18.027,13.002,0.003,13.047,0.006
488043,12.175,18.027,13.002,0.003,13.047,-0.01
488517,12.175,18.027,13.002,0.003,13.047,-0.01
489022,12.175,18.027,13.002,0.003,13.047,-0.01
489541,12.175,18.027,13.002,0.003,13.047,-0.01
490027,12.175,18.027,13.002,0.003,13.047,-0.01
490520,12.175,18.027,13.002,0.003,13.047,-0.01
491003,12.175,18.027,13.002,0.003,13.047,-0.01
491517,12.175,18.027,13.002,0.003,13.047,-0.01
491988,12.175,18.027,13.002,0.003,13.047,-0.01
492500,12.175,18.027,13.002,0.003,13.047,-0.01
492984,12.175,18.027,13.002,0.003,13.047,-0.01
493486,12.175,18.027,13.002,0.003,13.047,-0.01
493986,12.175,18.027,13.002,0.003,13.047,-0.01
494471,12.175,18.027,13.002,0.003,13.047,-0.01
494946,12.175,18.027,13.002,0.003,13.047,-0.01
495450,12.175,18.027,13.002,0.003,13.047,-0.01
495941,12.175,18.027,13.002,0.003,13.047,-0.01
496452,12.175,18.027,13.002,0.003,13.047,-0.01
496926,12.175,18.027,13.002,0.003,13.047,-0.01
497439,12.175,18.027,13.002,0.003,13.047,-0.01
497929,12.175,18.027,13.002,0.003,13.047,-0.01
498469,12.175,18.027,13.002,0.003,13.047,-0.01
498974,12.175,18.027,13.002,0.003,13.047,-0.01
499456,12.175,18.027,13.002,0.003,13.047,0.006
499963,12.175,18.027,13.002,0.003,13.047,-0.01
500435,12.175,18.027,13.002,0.003,13.047,-0.01
500945,12.175,18.027,13.002,0.003,13.047,-0.01
501411,12.175,18.027,13.002,0.003,13.047,-0.01
501933,12.175,18.027,13.002,0.003,13.047,-0.01
502400,12.175,18.027,13.002,0.003,13.047,-0.01
502909,12.175,18.027,13.002,0.003,13.047,-0.01
503379,12.175,18.027,13.002,0.003,13.047,-0.01
503899,12.175,18.027,13.002,0.003,13.047,-0.01
504374,12.175,18.027,13.002,0.003,13.047,0.006
504870,12.175,18.027,13.002,0.003,13.047,-0.01
505356,12.175,18.027,13.002,0.003,13.047,-0.01
505864,12.175,18.027,13.002,0.003,13.047,-0.01
506351,12.175,18.027,13.002,0.003,13.047,-0.01
506858,12.175,18.027,13.002,0.003,13.047,-0.01
507335,12.175,18.027,13.002,0.003,13.047,-0.01
507840,12.175,18.027,13.002,0.003,13.047,-0.01
508347,12.175,18.027,13.002,0.003,13.047,-0.01
508857,12.175,18.027,13.002,0.003,13.047,-0.01
509359,12.175,18.027,13.002,0.003,13.047,-0.01
509854,12.175,18.027,13.002,0.003,13.047,-0.01
510364,12.175,18.027,13.002,0.003,13.047,-0.01
510843,12.175,18.027,13.002,0.003,13.047,-0.01
511354,12.175,18.027,13.002,0.003,13.047,-0.01
511828,12.175,18.027,13.002,0.003,13.047,-0.01
512330,12.175,18.027,13.002,0.003,13.047,-0.01
512806,12.175,18.027,13.002,0.003,13.047,-0.01
513309,12.175,18.027,13.002,0.003,13.047,-0.01
513804,12.175,18.027,13.002,0.003,13.047,-0.01
514297,12.175,18.027,13.002,0.003,13.047,0.006
514768,12.175,18.027,13.002,0.003,13.064,-0.01
515275,12.175,18.027,13.002,0.003,13.064,0.006
515764,12.175,18.027,13.002,0.003,13.064,-0.01
516272,12.175,18.027,13.002,0.003,13.064,-0.01
516743,12.175,18.027,13.002,0.003,13.064,-0.01
517232,12.175,18.027,13.002,0.003,13.064,-0.01
517729,12.175,18.027,13.002,0.003,13.064,-0.01
518266,12.175,18.027,13.002,0.003,13.064,-0.01
518739,12.175,18.027,13.002,0.003,13.064,-0.01
519245,12.175,18.027,13.002,0.003,13.064,-0.01
519729,12.175,18.027,13.002,0.003,13.064,-0.01
520260,12.175,18.027,13.002,0.003,13.064,-0.01
520738,12.159,18.027,13.002,0.003,13.064,-0.01
521247,12.159,18.027,13.002,0.003,13.064,-0.01
521758,12.159,18.027,13.002,0.003,13.064,-0.01
522236,12.159,18.027,13.002,0.003,13.064,-0.01
522743,12.159,18.027,13.002,0.003,13.064,0.006
523223,12.159,18.027,13.002,0.003,13.064,-0.01
523721,12.159,18.027,13.002,0.003,13.064,-0.01
524199,12.159,18.027,13.002,0.003,13.064,-0.01
524694,12.159,18.027,13.002,0.003,13.064,0.006
525181,12.159,18.027,13.002,0.003,13.064,-0.01
525671,12.159,18.027,13.002,0.003,13.064,-0.01
526161,12.159,18.027,13.002,0.003,13.064,-0.01
526675,12.159,18.027,13.002,0.003,13.064,-0.01
527151,12.159,18.027,13.002,0.003,13.064,-0.01
527646,12.159,18.027,13.002,0.003,13.064,-0.01
528124,12.159,18.027,13.002,0.003,13.064,-0.01
528636,12.159,18.027,13.002,0.003,13.064,-0.01
529114,12.159,18.027,13.002,0.003,13.064,-0.01
529617,12.159,18.027,13.002,0.003,13.064,-0.01
530133,12.159,18.027,13.002,0.003,13.064,-0.01
530639,12.159,18.027,13.002,0.003,13.064,-0.01
531143,12.159,18.027,13.002,0.003,13.064,0.006
531618,12.159,18.027,13.002,0.003,13.064,-0.01
532129,12.159,18.027,13.002,0.003,13.064,-0.01
532600,12.159,18.027,13.002,0.003,13.064,-0.01
533092,12.159,18.027,13.002,0.003,13.064,-0.01
533565,12.159,18.027,13.002,0.003,13.064,-0.01
534080,12.159,18.027,13.002,0.003,13.064,-0.01
534554,12.159,18.027,13.002,0.003,13.064,-0.01
535059,12.159,18.027,13.002,0.003,13.064,-0.01
535527,12.159,18.027,13.002,0.003,13.064,-0.01
536029,12.159,18.027,13.002,0.003,13.064,-0.01
536509,12.159,18.027,13.002,0.003,13.064,-0.01
537009,12.159,18.027,13.002,0.003,13.064,-0.01
537473,12.159,18.027,13.002,0.003,13.064,-0.01
537993,12.159,18.027,13.002,0.003,13.064,0.006
538477,12.159,18.027,13.002,0.003,13.064,-0.01
538968,12.159,18.027,13.002,0.003,13.064,0.006
539435,12.159,18.027,13.002,0.003,13.064,-0.01
539976,12.159,18.027,13.002,0.003,13.064,-0.01
540451,12.159,18.027,13.002,0.003,13.064,-0.01
540947,12.159,18.027,13.002,0.003,13.064,0.006
541438,12.159,18.027,13.002,0.003,13.064,-0.01
541961,12.159,18.027,13.002,0.003,13.064,-0.01
542435,12.159,18.027,13.002,0.003,13.064,-0.01
542956,12.159,18.027,13.002,0.003,13.064,-0.01
543444,12.159,18.027,13.002,0.003,13.064,0.006
543952,12.159,18.027,13.002,0.003,13.064,-0.01
544437,12.159,18.027,13.002,0.003,13.064,-0.01
544947,12.159,18.027,13.002,0.003,13.064,-0.01
545419,12.159,18.027,13.002,0.003,13.064,-0.01
545945,12.159,18.027,13.002,0.003,13.064,-0.01
546425,12.159,18.027,13.002,0.003,13.064,-0.01
546924,12.159,18.027,13.002,0.003,13.064,0.006
547423,12.159,18.027,13.002,0.003,13.064,-0.01
547939,12.159,18.027,13.002,0.003,13.064,-0.01
548421,12.159,18.027,13.002,0.003,13.064,-0.01
548923,12.159,18.027,13.002,0.003,13.064,-0.01
549395,12.159,18.027,13.002,0.003,13.064,-0.01
549895,12.159,18.027,13.002,0.003,13.064,0.006
550411,12.159,18.027,13.002,0.003,13.064,-0.01
550935,12.159,18.027,13.002,0.003,13.064,-0.01
551437,12.159,18.027,13.002,0.003,13.064,-0.01
551920,12.159,18.027,13.002,0.003,13.064,-0.01
552415,12.159,18.027,13.002,0.003,13.064,-0.01
552899,12.159,18.027,13.002,0.003,13.064,-0.01
553399,12.159,18.027,13.002,0.003,13.064,-0.01
553885,12.159,18.027,13.002,0.003,13.064,-0.01
554377,12.159,18.027,13.002,0.003,13.064,-0.01
554847,12.159,18.027,13.002,0.003,13.064,-0.01
555354,12.159,18.027,13.002,0.003,13.064,-0.01
555837,12.159,18.027,13.002,0.003,13.064,-0.01
556346,12.159,18.027,13.002,0.003,13.064,-0.01
556821,12.159,18.027,13.002,0.003,13.064,0.006
557332,12.159,18.027,13.002,0.003,13.064,0.006
557824,12.159,18.027,13.002,0.003,13.064,-0.01
558334,12.159,18.027,13.002,0.003,13.064,-0.01
558819,12.159,18.027,13.002,0.003,13.064,-0.01
559325,12.159,18.027,13.002,0.003,13.064,-0.01
559812,12.159,18.027,13.019,0.003,13.064,-0.01
560346,12.159,18.027,13.019,0.003,13.064,-0.01
560827,12.159,18.027,13.019,0.003,13.064,-0.01
561331,12.159,18.027,13.002,0.003,13.064,-0.01
561804,12.159,18.027,13.019,0.003,13.064,-0.01
562300,12.159,18.027,13.019,0.003,13.064,-0.01
562774,12.159,18.027,13.019,0.003,13.064,-0.01
563282,12.159,18.027,13.019,0.003,13.064,-0.01
563748,12.159,18.027,13.019,0.003,13.064,-0.01
564247,12.159,18.027,13.019,0.003,13.064,-0.01
564730,12.159,18.027,13.019,0.003,13.064,-0.01
565235,12.159,18.027,13.019,0.003,13.064,-0.01
565711,12.159,18.027,13.019,0.003,13.064,-0.01
566245,12.159,18.027,13.019,0.003,13.064,-0.01
566738,12.159,18.027,13.019,0.003,13.064,-0.01
567243,12.159,18.027,13.019,0.003,13.064,-0.01
567712,12.159,18.027,13.019,0.003,13.064,-0.01
568239,12.142,18.027,13.019,0.003,13.064,-0.01
568746,12.142,18.027,13.019,0.003,13.064,-0.01
569234,12.142,18.027,13.019,0.003,13.064,-0.01
569736,12.142,18.027,13.019,0.003,13.064,-0.01
570217,12.142,18.027,13.019,0.003,13.064,0.006
570727,12.142,18.027,13.019,0.003,13.064,-0.01
571208,12.142,18.027,13.019,0.003,13.064,-0.01
571718,12.142,18.027,13.019,0.003,13.064,-0.01
572198,12.142,18.027,13.019,0.003,13.064,-0.01
572714,12.142,18.027,13.019,0.003,13.064,-0.01
573191,12.142,18.027,13.019,0.003,13.064,-0.01
573693,12.142,18.027,13.019,0.003,13.064,-0.01
574185,12.142,18.027,13.019,0.003,13.064,-0.01
574681,12.142,18.027,13.019,0.003,13.064,-0.01
575158,12.142,18.027,13.019,0.003,13.064,-0.01
575660,12.142,18.027,13.019,0.003,13.064,-0.01
576132,12.142,18.027,13.019,0.003,13.064,-0.01
576629,12.142,18.027,13.019,0.003,13.064,-0.01
577113,12.142,18.027,13.019,0.003,13.064,-0.01
577615,12.142,18.027,13.019,0.003,13.064,-0.01
578125,12.142,18.027,13.019,0.003,13.064,-0.01
578622,12.142,18.027,13.019,0.003,13.064,-0.01
579080,12.142,18.027,13.019,0.003,13.064,-0.01
579580,12.142,18.027,13.019,0.003,13.064,-0.01
580049,12.142,18.027,13.019,0.003,13.064,-0.01
580552,12.142,18.027,13.019,0.003,13.064,-0.01
581024,12.142,18.027,13.019,0.003,13.064,-0.01
581526,12.142,18.027,13.019,0.003,13.064,-0.01
582008,12.142,18.027,13.019,0.003,13.064,-0.01
582505,12.142,18.027,13.019,0.003,13.064,-0.01
582983,12.142,18.027,13.019,0.003,13.064,-0.01
583483,12.142,18.027,13.019,0.003,13.064,0.006
583966,12.142,18.027,13.019,0.003,13.064,-0.01
584460,12.142,18.027,13.019,0.003,13.064,0.006
584949,12.142,18.027,13.019,0.003,13.064,-0.01
585449,12.142,18.027,13.019,0.003,13.064,-0.01
585934,12.142,18.027,13.019,0.003,13.064,-0.01
586439,12.142,18.027,13.019,0.003,13.064,-0.01
586919,12.142,18.027,13.019,0.003,13.064,-0.01
587433,12.142,18.027,13.019,0.003,13.064,-0.01
587891,12.142,18.027,13.019,0.003,13.064,0.006
588424,12.142,18.027,13.019,0.003,13.064,0.006
588893,12.142,18.027,13.019,0.003,13.064,-0.01
589402,12.142,18.027,13.019,0.003,13.064,0.006
589922,12.142,18.027,13.019,0.003,13.064,-0.01
590408,12.142,18.027,13.019,0.003,13.064,0.006
590908,12.142,18.027,13.019,0.003,13.064,-0.01
591392,12.142,18.027,13.019,0.003,13.064,-0.01
591900,12.142,18.027,13.019,0.003,13.064,-0.01
592380,12.142,18.027,13.019,0.003,13.064,-0.01
592883,12.142,18.027,13.019,0.003,13.064,-0.01
593369,12.142,18.027,13.019,0.003,13.064,-0.01
593889,12.142,18.027,13.019,0.003,13.064,-0.01
594361,12.142,18.027,13.019,0.003,13.064,-0.01
594867,12.142,18.027,13.019,0.003,13.064,-0.01
595347,12.142,18.027,13.019,0.003,13.064,-0.01
595858,12.142,18.027,13.019,0.003,13.064,-0.01
596333,12.142,18.027,13.019,0.003,13.064,-0.01
596841,12.142,18.027,13.019,0.003,13.064,0.006
597313,12.142,18.027,13.019,0.003,13.064,-0.01
598679,12.142,18.027,13.019,0.003,13.064,-0.01
599155,12.142,18.027,13.019,0.003,13.064,-0.01
599653,12.142,18.027,13.019,0.003,13.064,-0.01
600144,12.142,18.027,13.019,0.003,13.064,-0.01
600645,12.142,18.027,13.019,0.003,13.064,-0.01
601115,12.142,18.027,13.019,0.003,13.064,0.006
601624,12.142,18.027,13.019,0.003,13.064,-0.01
602127,12.142,18.027,13.019,0.003,13.064,-0.01
602616,12.142,18.027,13.019,0.003,13.064,-0.01
603114,12.142,18.027,13.019,0.003,13.064,-0.01
603617,12.142,18.027,13.019,0.003,13.064,0.006
604111,12.142,18.027,13.019,0.003,13.064,-0.01
604616,12.142,18.027,13.019,0.003,13.064,-0.01
605096,12.142,18.027,13.019,0.003,13.064,-0.01
605605,12.142,18.027,13.019,0.003,13.064,-0.01
606081,12.142,18.027,13.019,0.003,13.064,-0.01
606597,12.142,18.027,13.019,0.003,13.064,-0.01
607058,12.142,18.027,13.019,0.003,13.064,-0.01
607575,12.142,18.027,13.019,0.003,13.064,-0.01
608044,12.142,18.027,13.019,0.003,13.064,-0.01
608583,12.142,18.027,13.019,0.003,13.064,-0.01
609047,12.142,18.027,13.019,0.003,13.064,-0.01
609563,12.142,18.027,13.019,0.003,13.064,-0.01
610103,12.125,18.027,13.019,0.003,13.064,0.006
610597,12.142,18.027,13.019,0.003,13.064,-0.01
611097,12.125,18.027,13.019,0.003,13.064,-0.01
611573,12.125,18.027,13.019,0.003,13.064,-0.01
612072,12.125,18.027,13.019,0.003,13.064,-0.01
612555,12.125,18.027,13.019,0.003,13.064,-0.01
613058,12.125,18.027,13.019,0.003,13.064,-0.01
613541,12.125,18.027,13.019,0.003,13.064,-0.01
614070,12.125,18.027,13.019,0.003,13.064,-0.01
614556,12.125,18.027,13.019,0.003,13.064,-0.01
615062,12.125,18.027,13.019,0.003,13.064,-0.01
615539,12.125,18.027,13.019,0.003,13.064,-0.01
616053,12.125,18.027,13.019,0.003,13.064,-0.01
616528,12.125,18.027,13.019,0.003,13.064,0.006
617025,12.125,18.027,13.019,0.003,13.064,-0.01
617506,12.125,18.027,13.019,0.003,13.064,0.006
618015,12.125,18.027,13.019,0.003,13.064,-0.01
618490,12.125,18.027,13.019,0.003,13.064,-0.01
618990,12.125,18.027,13.019,0.003,13.064,-0.01
619467,12.125,18.027,13.019,0.003,13.064,-0.01
619986,12.125,18.027,13.019,0.003,13.064,-0.01
620461,12.125,18.027,13.019,0.003,13.064,-0.01
620975,12.125,18.027,13.019,0.003,13.064,-0.01
621484,12.125,18.027,13.019,0.003,13.064,0.006
621971,12.125,18.027,13.019,0.003,13.064,-0.01
622479,12.125,18.027,13.019,0.003,13.064,-0.01
622962,12.125,18.027,13.019,0.003,13.064,0.006
623471,12.125,18.027,13.019,0.003,13.064,-0.01
623948,12.125,18.027,13.019,0.003,13.064,-0.01
624453,12.125,18.027,13.019,0.003,13.064,-0.01
624923,12.125,18.027,13.019,0.003,13.064,-0.01
625424,12.125,18.027,13.019,0.003,13.064,-0.01
625913,12.125,18.027,13.019,0.003,13.064,-0.01
626415,12.125,18.027,13.019,0.003,13.064,-0.01
626890,12.125,18.027,13.019,0.003,13.064,-0.01
627386,12.125,18.027,13.019,0.003,13.064,-0.01
627856,12.125,18.027,13.019,0.003,13.064,-0.01
628362,12.125,18.027,13.019,0.003,13.064,-0.01
628834,12.125,18.027,13.019,0.003,13.064,-0.01
629326,12.125,18.027,13.019,0.003,13.064,-0.01
629804,12.125,18.027,13.019,0.003,13.064,-0.01
630343,12.125,18.027,13.019,0.003,13.064,-0.01
630820,12.125,18.027,13.019,0.003,13.064,-0.01
631315,12.125,18.027,13.019,0.003,13.064,-0.01
631790,12.125,18.027,13.019,0.003,13.064,-0.01
632287,12.125,18.027,13.019,0.003,13.064,-0.01
632754,12.125,18.027,13.019,0.003,13.064,-0.01
633248,12.125,18.027,13.019,0.003,13.064,-0.01
633741,12.125,18.027,13.019,0.003,13.064,-0.01
634252,12.125,18.027,13.019,0.003,13.064,-0.01
634738,12.125,18.027,13.019,0.003,13.064,-0.01
635252,12.125,18.027,13.019,0.003,13.064,0.006
635735,12.125,18.027,13.019,0.003,13.064,-0.01
636229,12.125,18.027,13.019,0.003,13.064,-0.01
636713,12.125,18.027,13.019,0.003,13.064,-0.01
637224,12.125,18.027,13.019,0.003,13.064,-0.01
637710,12.125,18.027,13.019,0.003,13.064,-0.01
638225,12.125,18.027,13.019,0.003,13.064,-0.01
638705,12.125,18.027,13.019,0.003,13.064,-0.01
639216,12.125,18.027,13.019,0.003,13.064,-0.01
639699,12.125,18.027,13.019,0.003,13.064,-0.01
640233,12.125,18.027,13.019,0.003,13.064,0.006
640716,12.125,18.027,13.019,0.003,13.081,0.006
641208,12.125,18.027,13.019,0.003,13.064,-0.01
641705,12.125,18.027,13.019,0.003,13.081,0.006
642194,12.125,18.027,13.019,0.003,13.064,-0.01
642711,12.125,18.027,13.019,0.003,13.064,-0.01
643210,12.125,18.027,13.019,0.003,13.081,-0.01
643719,12.125,18.027,13.019,0.003,13.081,-0.01
644188,12.125,18.027,13.019,0.003,13.081,-0.01
644705,12.125,18.027,13.019,0.003,13.081,-0.01
645186,12.125,18.027,13.019,0.003,13.081,-0.01
645679,12.125,18.027,13.019,0.003,13.081,-0.01
646164,12.125,18.027,13.019,0.003,13.081,-0.01
646675,12.125,18.027,13.019,0.003,13.081,-0.01
647156,12.125,18.027,13.019,0.003,13.081,-0.01
647664,12.125,18.027,13.019,0.003,13.081,-0.01
648141,12.125,18.027,13.019,0.003,13.081,-0.01
648652,12.125,18.027,13.019,0.003,13.081,-0.01
649127,12.125,18.027,13.019,0.003,13.081,-0.01
649665,12.125,18.027,13.019,0.003,13.081,0.006
650237,12.125,18.027,13.019,0.003,13.081,-0.01
650722,12.109,18.027,13.019,0.003,13.081,-0.01
651224,12.109,18.027,13.019,0.003,13.081,-0.01
651708,12.109,18.027,13.019,0.003,13.081,-0.01
652219,12.109,18.027,13.019,0.003,13.081,0.006
652694,12.109,18.027,13.019,0.003,13.081,-0.01
653191,12.109,18.027,13.019,0.003,13.081,-0.01
653675,12.109,18.027,13.019,0.003,13.081,-0.01
654187,12.109,18.027,13.019,0.003,13.081,-0.01
654667,12.109,18.027,13.019,0.003,13.081,-0.01
655172,12.109,18.027,13.019,0.003,13.081,-0.01
655656,12.109,18.027,13.019,0.003,13.081,-0.01
656163,12.109,18.027,13.019,0.003,13.081,-0.01
656644,12.109,18.027,13.019,0.003,13.081,-0.01
657158,12.109,18.027,13.019,0.003,13.081,-0.01
657630,12.109,18.027,13.019,0.003,13.081,-0.01
658137,12.109,18.027,13.019,0.003,13.081,-0.01
658612,12.109,18.027,13.019,0.003,13.081,-0.01
659118,12.109,18.027,13.019,0.003,13.081,-0.01
659595,12.109,18.027,13.019,0.003,13.081,-0.01
660095,12.109,18.027,13.019,0.003,13.081,-0.01
660603,12.109,18.027,13.019,0.003,13.081,-0.01
661100,12.109,18.027,13.019,0.003,13.081,-0.01
661578,12.109,18.027,13.019,0.003,13.081,-0.01
662110,12.109,18.027,13.019,0.003,13.081,-0.01
662580,12.109,18.027,13.019,0.003,13.081,-0.01
663078,12.109,18.027,13.019,0.003,13.081,-0.01
663553,12.109,18.027,13.019,0.003,13.081,0.006
664062,12.109,18.027,13.019,0.003,13.081,-0.01
664546,12.109,18.027,13.019,0.003,13.081,-0.01
665049,12.109,18.027,13.019,0.003,13.081,-0.01
665533,12.109,18.027,13.019,0.003,13.081,-0.01
666052,12.109,18.027,13.019,0.003,13.081,-0.01
666527,12.109,18.027,13.019,0.003,13.081,-0.01
667034,12.109,18.027,13.019,0.003,13.081,-0.01
667514,12.109,18.027,13.019,0.003,13.081,-0.01
668015,12.109,18.027,13.019,0.003,13.081,-0.01
668502,12.109,18.027,13.019,0.003,13.081,-0.01
669008,12.109,18.027,13.019,0.003,13.081,0.006
669483,12.109,18.027,13.019,0.003,13.081,-0.01
670002,12.109,18.027,13.019,0.003,13.081,-0.01
670500,12.109,18.027,13.019,0.003,13.081,-0.01
671031,12.109,18.027,13.019,0.003,13.081,-0.01
671535,12.109,18.027,13.019,0.003,13.081,0.006
672019,12.109,18.027,13.019,0.003,13.081,-0.01
672514,12.109,18.027,13.019,0.003,13.081,-0.01
672994,12.109,18.027,13.019,0.003,13.081,-0.01
673513,12.109,18.027,13.019,0.003,13.081,-0.01
673994,12.109,18.027,13.019,0.003,13.081,-0.01
674499,12.109,18.027,13.019,0.003,13.081,-0.01
674979,12.109,18.027,13.019,0.003,13.081,-0.01
675483,12.109,18.027,13.019,0.003,13.081,-0.01
675949,12.109,18.027,13.019,0.003,13.081,0.006
676454,12.109,18.027,13.019,0.003,13.081,-0.01
676936,12.109,18.027,13.019,0.003,13.081,-0.01
677449,12.109,18.027,13.019,0.003,13.081,-0.01
677947,12.109,18.027,13.019,0.003,13.081,-0.01
678451,12.109,18.027,13.019,0.003,13.081,0.006
678923,12.109,18.027,13.019,0.003,13.081,-0.01
679418,12.109,18.027,13.019,0.003,13.081,-0.01
679905,12.109,18.027,13.019,0.003,13.081,-0.01
680417,12.109,18.027,13.019,0.003,13.081,-0.01
680918,12.109,18.027,13.019,0.003,13.081,-0.01
681427,12.109,18.027,13.019,0.003,13.081,-0.01
681923,12.109,18.027,13.019,0.003,13.081,-0.01
682421,12.109,18.027,13.019,0.003,13.081,-0.01
682904,12.109,18.027,13.019,0.003,13.081,0.006
683419,12.109,18.027,13.019,0.003,13.081,-0.01
683889,12.109,18.027,13.019,0.003,13.081,-0.01
684387,12.109,18.027,13.019,0.003,13.081,-0.01
684879,12.109,18.027,13.019,0.003,13.081,-0.01
685388,12.109,18.027,13.019,0.003,13.081,-0.01
685871,12.109,18.027,13.019,0.003,13.081,-0.01
686410,12.109,18.027,13.019,0.003,13.081,-0.01
686891,12.092,18.027,13.019,0.003,13.081,-0.01
687392,12.092,18.027,13.019,0.003,13.081,-0.01
687902,12.092,18.027,13.019,0.003,13.081,-0.01
688381,12.092,18.027,13.019,0.003,13.081,-0.01
688873,12.092,18.027,13.019,0.003,13.081,0.006
689352,12.092,18.027,13.019,0.003,13.081,-0.01
689869,12.092,18.027,13.019,0.003,13.081,-0.01
690349,12.092,18.027,13.019,0.003,13.081,-0.01
690844,12.092,18.027,13.019,0.003,13.081,-0.01
691317,12.092,18.027,13.019,0.003,13.081,-0.01
691829,12.092,18.027,13.019,0.003,13.081,-0.01
692310,12.092,18.027,13.019,0.003,13.081,-0.01
692807,12.092,18.027,13.019,0.003,13.081,-0.01
693283,12.092,18.027,13.019,0.003,13.081,-0.01
693794,12.092,18.027,13.019,0.003,13.081,-0.01
694274,12.092,18.027,13.019,0.003,13.081,-0.01
694780,12.092,18.027,13.019,0.003,13.081,-0.01
695245,12.092,18.027,13.019,0.003,13.081,-0.01
695743,12.092,18.027,13.019,0.003,13.081,-0.01
696223,12.092,18.027,13.019,0.003,13.081,-0.01
696758,12.092,18.027,13.019,0.003,13.081,-0.01
697239,12.092,18.027,13.019,0.003,13.081,-0.01
697763,12.092,18.027,13.019,0.003,13.081,-0.01
698241,12.092,18.027,13.019,0.003,13.081,-0.01
698742,12.092,18.027,13.019,0.003,13.081,0.006
699217,12.092,18.027,13.019,0.003,13.081,-0.01
699709,12.092,18.027,13.019,0.003,13.081,-0.01
700181,12.092,18.027,13.019,0.003,13.081,-0.01
700685,12.092,18.027,13.019,0.003,13.081,-0.01
701160,12.092,18.027,13.019,0.003,13.081,-0.01
701668,12.092,18.027,13.019,0.003,13.081,-0.01
702152,12.092,18.027,13.019,0.003,13.081,-0.01
702647,12.092,18.027,13.019,0.003,13.081,-0.01
703117,12.092,18.027,13.019,0.003,13.081,-0.01
703612,12.092,18.027,13.019,0.003,13.081,-0.01
704090,12.092,18.027,13.019,0.003,13.081,-0.01
704594,12.092,18.027,13.019,0.003,13.081,-0.01
705072,12.092,18.027,13.019,0.003,13.081,-0.01
705580,12.092,18.027,13.019,0.003,13.081,-0.01
706047,12.092,18.027,13.019,0.003,13.081,-0.01
706575,12.092,18.027,13.019,0.003,13.081,-0.01
707057,12.092,18.027,13.019,0.003,13.081,-0.01
707557,12.092,18.027,13.019,0.003,13.081,-0.01
708061,12.092,18.027,13.019,0.003,13.081,0.006
708544,12.092,18.027,13.019,0.003,13.081,-0.01
709056,12.092,18.027,13.019,0.003,13.081,-0.01
709539,12.092,18.027,13.019,0.003,13.081,-0.01
710060,12.092,18.027,13.019,0.003,13.081,-0.01
710542,12.092,18.027,13.019,0.003,13.081,-0.01
711048,12.092,18.027,13.019,0.003,13.081,-0.01
711529,12.092,18.027,13.019,0.003,13.081,-0.01
712029,12.092,18.027,13.019,0.003,13.081,-0.01
712500,12.092,18.027,13.019,0.003,13.081,-0.01
713007,12.092,18.027,13.019,0.003,13.081,-0.01
713478,12.092,18.027,13.019,0.003,13.081,0.006
713979,12.092,18.027,13.019,0.003,13.081,-0.01
714447,12.092,18.027,13.019,0.003,13.081,-0.01
714955,12.092,18.027,13.019,0.003,13.081,-0.01
715432,12.092,18.027,13.019,0.003,13.081,-0.01
715929,12.092,18.027,13.019,0.003,13.081,-0.01
716397,12.092,18.027,13.019,0.003,13.081,-0.01
716939,12.092,18.027,13.019,0.003,13.081,-0.01
717425,12.092,18.027,13.019,0.003,13.081,-0.01
717946,12.092,18.027,13.019,0.003,13.081,0.006
718429,12.092,18.027,13.019,0.003,13.081,-0.01
718929,12.092,18.027,13.019,0.003,13.081,-0.01
719401,12.092,18.027,13.019,0.003,13.081,-0.01
719909,12.092,18.027,13.019,0.003,13.081,-0.01
720431,12.092,18.027,13.019,0.003,13.081,-0.01
720994,12.076,18.027,13.019,0.003,13.081,-0.01
721492,12.076,18.027,13.019,0.003,13.081,-0.01
721982,12.076,18.027,13.019,0.003,13.081,0.006
722502,12.076,18.027,13.019,0.003,13.081,-0.01
722970,12.076,18.027,13.019,0.003,13.081,-0.01
723476,12.076,18.027,13.019,0.003,13.081,-0.01
723962,12.076,18.027,13.019,0.003,13.081,-0.01
724460,12.076,18.027,13.019,0.003,13.081,0.006
724940,12.076,18.027,13.019,0.003,13.081,-0.01
725448,12.076,18.027,13.019,0.003,13.081,-0.01
725938,12.076,18.027,13.019,0.003,13.081,-0.01
726433,12.076,18.027,13.019,0.003,13.081,-0.01
726913,12.076,18.027,13.019,0.003,13.081,0.006
727424,12.076,18.027,13.019,0.003,13.081,-0.01
727913,12.076,18.027,13.019,0.003,13.081,-0.01
728413,12.076,18.027,13.019,0.003,13.081,-0.01
728890,12.076,18.027,13.019,0.003,13.081,-0.01
729396,12.076,18.027,13.019,0.003,13.081,-0.01
729872,12.076,18.027,13.019,0.003,13.081,-0.01
730377,12.076,18.027,13.019,0.003,13.081,-0.01
