18A Test,Whitesnake,Whitesnake,Tupac,Tupac,Fetty Wap,Fetty Wap
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
255564,12.358,18.027,11.909,18.027,12.152,18.011
256083,12.358,18.027,11.909,18.027,12.152,18.011
256599,12.358,18.027,11.909,18.027,12.152,18.011
257105,12.358,18.027,11.909,18.027,12.152,18.011
257627,12.358,18.027,11.909,18.027,12.152,18.011
258112,12.358,18.027,11.909,18.027,12.152,18.011
258646,12.358,18.027,11.909,18.027,12.152,18.011
259148,12.358,18.027,11.909,18.027,12.152,18.011
259671,12.358,18.027,11.909,18.027,12.152,18.011
260167,12.358,18.027,11.909,18.027,12.152,18.011
260694,12.358,18.027,11.909,18.027,12.152,18.011
261199,12.358,18.027,11.909,18.027,12.152,18.011
261725,12.358,18.027,11.909,18.027,12.152,18.011
262225,12.358,18.027,11.909,18.027,12.152,18.011
262746,12.358,18.027,11.909,18.027,12.152,18.011
263243,12.358,18.027,11.909,18.027,12.152,18.011
263769,12.358,18.027,11.909,18.027,12.152,18.011
264297,12.358,18.027,11.909,18.027,12.152,18.011
264815,12.358,18.027,11.909,18.027,12.152,18.011
265304,12.358,18.027,11.909,18.027,12.152,18.011
265829,12.358,18.027,11.909,18.027,12.152,18.011
266335,12.358,18.027,11.909,18.027,12.152,18.011
266861,12.358,18.027,11.909,18.027,12.152,18.011
267358,12.358,18.027,11.909,18.027,12.152,18.011
267884,12.358,18.027,11.909,18.027,12.152,18.011
268383,12.358,18.027,11.909,18.027,12.152,18.011
268912,12.358,18.027,11.909,18.027,12.152,18.011
269412,12.358,18.027,11.909,18.027,12.152,18.011
269934,12.358,18.027,11.909,18.027,12.152,18.011
270430,12.358,18.027,11.909,18.027,12.152,18.011
270964,12.358,18.027,11.909,18.027,12.152,18.011
271470,12.358,18.027,11.909,18.027,12.152,18.011
272000,12.358,18.027,11.909,18.027,12.152,18.011
272501,12.358,18.027,11.909,18.027,12.152,18.011
273022,12.358,18.027,11.909,18.027,12.152,18.011
273516,12.358,18.027,11.909,18.027,12.152,18.011
274035,12.358,18.027,11.909,18.027,12.135,18.011
274553,12.358,18.027,11.909,18.027,12.135,18.011
275078,12.358,18.027,11.909,18.027,12.135,18.011
275609,12.358,18.027,11.909,18.027,12.135,18.011
276107,12.358,18.027,11.909,18.027,12.135,18.011
276625,12.358,18.027,11.909,18.027,12.135,18.011
277123,12.358,18.027,11.909,18.027,12.135,18.011
277647,12.358,18.027,11.909,18.027,12.135,18.011
278152,12.358,18.027,11.909,18.027,12.135,18.011
278678,12.358,18.027,11.909,18.027,12.135,18.011
279174,12.358,18.027,11.909,18.027,12.135,18.011
279710,12.358,18.027,11.892,18.027,12.135,18.011
280208,12.358,18.027,11.892,18.027,12.135,18.011
280729,12.358,18.027,11.892,18.027,12.135,18.011
281252,12.358,18.027,11.892,18.027,12.135,18.011
281800,12.358,18.027,11.892,18.027,12.135,18.011
282349,12.342,18.027,11.892,18.027,12.135,18.011
282839,12.342,18.027,11.892,18.027,12.135,18.011
283363,12.342,18.027,11.892,18.027,12.135,18.011
283871,12.342,18.027,11.892,18.027,12.135,18.011
284396,12.342,18.027,11.892,18.027,12.135,18.011
284895,12.342,18.027,11.892,18.027,12.135,18.011
285426,12.342,18.027,11.892,18.027,12.135,18.011
285927,12.342,18.027,11.892,18.027,12.135,18.011
286448,12.342,18.027,11.892,18.027,12.135,18.011
286950,12.342,18.027,11.892,18.027,12.135,18.011
287478,12.342,18.027,11.892,18.027,12.135,18.011
287985,12.342,18.027,11.892,18.027,12.135,18.011
288514,12.342,18.027,11.892,18.027,12.135,18.011
289016,12.342,18.027,11.892,18.027,12.135,18.011
289536,12.342,18.027,11.892,18.027,12.135,18.011
290031,12.342,18.027,11.892,18.027,12.135,18.011
290559,12.342,18.027,11.892,18.027,12.135,18.011
291054,12.342,18.027,11.892,18.027,12.135,18.011
291592,12.342,18.027,11.892,18.027,12.135,18.011
292141,12.342,18.027,11.892,18.027,12.135,18.011
292636,12.342,18.027,11.892,18.027,12.119,18.011
293156,12.342,18.027,11.892,18.027,12.119,18.011
293663,12.342,18.027,11.892,18.027,12.119,18.011
294186,12.342,18.027,11.892,18.027,12.119,18.011
294691,12.342,18.027,11.892,18.027,12.119,18.011
295222,12.342,18.027,11.892,18.027,12.119,18.011
295769,12.342,18.027,11.892,18.027,12.119,18.011
296275,12.342,18.027,11.892,18.027,12.119,18.011
296806,12.342,18.027,11.892,18.027,12.119,18.011
297294,12.342,18.027,11.892,18.027,12.119,18.011
297808,12.342,18.027,11.892,18.027,12.119,18.011
298311,12.342,18.027,11.892,18.027,12.119,18.011
298834,12.342,18.027,11.892,18.027,12.119,18.011
299334,12.342,18.027,11.892,18.027,12.119,18.011
299869,12.342,18.027,11.892,18.027,12.119,18.011
300369,12.342,18.027,11.892,18.027,12.119,18.011
300885,12.342,18.027,11.892,18.027,12.119,18.011
301393,12.342,18.027,11.892,18.027,12.119,18.011
301918,12.342,18.027,11.892,18.027,12.119,18.011
302474,12.342,18.027,11.892,18.027,12.119,18.011
302976,12.342,18.027,11.892,18.027,12.119,18.011
303520,12.342,18.027,11.892,18.027,12.119,18.011
304050,12.342,18.027,11.892,18.027,12.119,18.011
304547,12.342,18.027,11.892,18.027,12.119,18.011
305085,12.342,18.027,11.892,18.027,12.119,18.011
305589,12.342,18.027,11.892,18.027,12.119,18.011
306102,12.342,18.027,11.892,18.027,12.119,18.011
306607,12.342,18.027,11.892,18.027,12.119,18.011
307127,12.342,18.027,11.892,18.027,12.119,18.011
307654,12.342,18.027,11.892,18.027,12.119,18.011
308151,12.342,18.027,11.892,18.027,12.119,18.011
308673,12.342,18.027,11.892,18.027,12.119,18.011
309178,12.342,18.027,11.892,18.027,12.119,18.011
309709,12.342,18.027,11.892,18.027,12.119,18.011
310194,12.342,18.01,11.892,18.027,12.119,18.011
310730,12.342,18.027,11.892,18.027,12.102,18.011
311225,12.342,18.027,11.892,18.027,12.102,18.011
311763,12.342,18.027,11.892,18.027,12.102,18.011
312313,12.342,18.027,11.892,18.027,12.102,18.011
312808,12.342,18.027,11.892,18.027,12.102,18.011
313327,12.342,18.027,11.892,18.027,12.102,18.011
313821,12.342,18.027,11.892,18.027,12.102,18.011
314349,12.342,18.027,11.892,18.027,12.102,18.011
314844,12.342,18.027,11.892,18.027,12.102,18.011
315393,12.342,18.027,11.892,18.027,12.102,18.011
315922,12.342,18.027,11.892,18.027,12.102,18.011
316427,12.342,18.027,11.892,18.027,12.102,18.011
316949,12.342,18.027,11.892,18.027,12.102,18.011
317451,12.342,18.027,11.892,18.027,12.102,18.011
317978,12.342,18.027,11.892,18.027,12.102,18.011
318473,12.342,18.027,11.892,18.027,12.102,18.011
318999,12.342,18.027,11.892,18.027,12.102,18.011
319507,12.342,18.027,11.892,18.027,12.102,18.011
320034,12.342,18.027,11.892,18.027,12.102,18.011
320527,12.342,18.027,11.892,18.027,12.102,18.011
321054,12.342,18.027,11.892,18.027,12.102,18.011
321551,12.342,18.027,11.892,18.027,12.102,18.011
322066,12.342,18.027,11.892,18.027,12.102,18.011
322590,12.342,18.027,11.892,18.027,12.102,18.011
323118,12.342,18.027,11.892,18.027,12.102,18.011
323645,12.342,18.027,11.892,18.027,12.102,18.011
324154,12.342,18.027,11.892,18.027,12.102,18.011
324676,12.342,18.027,11.892,18.027,12.102,18.011
325173,12.342,18.027,11.892,18.027,12.102,18.011
325710,12.342,18.027,11.892,18.027,12.102,18.011
326198,12.342,18.027,11.892,18.027,12.102,18.011
326720,12.342,18.027,11.892,18.027,12.102,18.011
327216,12.342,18.027,11.892,18.027,12.102,18.011
327751,12.342,18.027,11.892,18.027,12.085,18.011
328245,12.342,18.027,11.892,18.027,12.085,18.011
328769,12.342,18.027,11.892,18.027,12.085,18.011
329264,12.342,18.027,11.892,18.027,12.085,18.011
329800,12.342,18.027,11.892,18.027,12.085,18.011
330301,12.342,18.027,11.892,18.027,12.085,18.011
330824,12.342,18.027,11.892,18.027,12.085,18.011
331321,12.342,18.027,11.892,18.027,12.085,18.011
331853,12.342,18.027,11.892,18.027,12.085,18.011
332355,12.342,18.027,11.892,18.027,12.085,18.011
332907,12.342,18.027,11.892,18.027,12.085,18.011
333427,12.342,18.027,11.892,18.027,12.085,18.011
333926,12.342,18.027,11.892,18.027,12.085,18.011
334468,12.325,18.027,11.892,18.027,12.085,18.011
334964,12.325,18.027,11.892,18.027,12.085,18.011
335503,12.325,18.027,11.892,18.027,12.085,18.011
336026,12.325,18.027,11.892,18.027,12.085,18.011
336523,12.325,18.027,11.892,18.027,12.085,18.011
337057,12.325,18.027,11.892,18.027,12.085,18.011
337576,12.325,18.027,11.892,18.027,12.085,18.011
338098,12.325,18.027,11.892,18.027,12.085,18.011
338588,12.325,18.027,11.892,18.027,12.085,18.011
339117,12.325,18.027,11.892,18.027,12.085,18.011
339633,12.325,18.027,11.892,18.027,12.085,18.011
340152,12.325,18.027,11.892,18.027,12.085,18.011
340651,12.325,18.027,11.892,18.027,12.085,18.011
341162,12.325,18.027,11.892,18.027,12.085,18.011
341656,12.325,18.027,11.892,18.027,12.085,18.011
342183,12.325,18.027,11.892,18.027,12.085,18.011
342685,12.325,18.027,11.892,18.027,12.085,18.011
343206,12.325,18.027,11.892,18.027,12.085,18.011
343743,12.325,18.027,11.892,18.027,12.085,18.011
344251,12.325,18.027,11.892,18.027,12.085,18.011
344792,12.325,18.027,11.892,18.027,12.069,18.011
345297,12.325,18.027,11.892,18.027,12.069,18.011
345813,12.325,18.027,11.892,18.027,12.069,18.011
346309,12.325,18.027,11.892,18.027,12.069,18.011
346833,12.325,18.027,11.892,18.027,12.069,18.011
347334,12.325,18.027,11.892,18.027,12.069,18.011
347854,12.325,18.027,11.876,18.027,12.069,18.011
348376,12.325,18.027,11.876,18.027,12.069,18.011
348880,12.325,18.027,11.876,18.027,12.069,18.011
349401,12.325,18.027,11.876,18.027,12.069,18.011
349898,12.325,18.027,11.876,18.027,12.069,18.011
350421,12.325,18.027,11.876,18.027,12.069,18.011
350912,12.325,18.027,11.876,18.027,12.069,18.011
351454,12.325,18.027,11.876,18.027,12.069,18.011
351962,12.325,18.027,11.876,18.027,12.069,18.011
352491,12.325,18.027,11.876,18.027,12.069,18.011
353028,12.325,18.027,11.876,18.027,12.069,18.011
353515,12.325,18.027,11.876,18.027,12.069,18.011
354035,12.325,18.027,11.876,18.027,12.069,18.011
354554,12.325,18.027,11.876,18.027,12.069,18.011
355067,12.325,18.027,11.876,18.027,12.069,18.011
355579,12.325,18.027,11.876,18.027,12.069,18.011
356095,12.325,18.027,11.876,18.027,12.069,18.011
356598,12.325,18.027,11.876,18.027,12.069,18.011
357114,12.325,18.027,11.876,18.027,12.069,18.011
357613,12.325,18.027,11.876,18.027,12.069,18.011
358140,12.325,18.027,11.876,18.027,12.069,18.011
358634,12.325,18.027,11.876,18.027,12.069,18.011
359160,12.325,18.027,11.876,18.027,12.069,18.011
359669,12.325,18.027,11.876,18.027,12.069,18.011
360194,12.325,18.027,11.876,18.027,12.069,18.011
360699,12.325,18.027,11.876,18.027,12.069,18.011
361224,12.325,18.027,11.876,18.027,12.052,18.011
361720,12.325,18.027,11.876,18.027,12.052,18.011
362255,12.325,18.027,11.876,18.027,12.052,18.011
362769,12.325,18.027,11.876,18.027,12.052,18.011
363274,12.325,18.027,11.876,18.027,12.052,18.011
363816,12.325,18.027,11.876,18.027,12.052,18.011
364314,12.325,18.027,11.876,18.027,12.052,18.011
364868,12.325,18.027,11.876,18.027,12.052,18.011
365388,12.325,18.027,11.876,18.027,12.052,18.011
365890,12.325,18.027,11.876,18.027,12.052,18.011
366409,12.325,18.027,11.876,18.027,12.052,18.011
366905,12.325,18.027,11.876,18.027,12.052,18.011
367443,12.325,18.027,11.876,18.027,12.052,18.011
367935,12.325,18.027,11.876,18.027,12.052,18.011
368458,12.325,18.027,11.876,18.027,12.052,18.011
368949,12.325,18.027,11.876,18.027,12.052,18.011
369474,12.325,18.027,11.876,18.027,12.052,18.011
369980,12.325,18.027,11.876,18.027,12.052,18.011
370504,12.325,18.027,11.876,18.027,12.052,18.011
371003,12.325,18.027,11.876,18.027,12.052,18.011
371531,12.325,18.027,11.876,18.027,12.052,18.011
372027,12.325,18.027,11.876,18.027,12.052,18.011
372545,12.325,18.027,11.876,18.027,12.052,18.011
373041,12.325,18.027,11.876,18.027,12.052,18.011
373556,12.325,18.027,11.876,18.027,12.052,18.011
374054,12.325,18.027,11.876,18.027,12.052,18.011
374597,12.325,18.027,11.876,18.027,12.052,18.011
375117,12.325,18.027,11.876,18.027,12.052,18.011
375625,12.325,18.027,11.876,18.027,12.052,18.011
376149,12.325,18.027,11.876,18.027,12.052,18.011
376649,12.325,18.027,11.876,18.027,12.052,18.011
377171,12.325,18.027,11.876,18.027,12.052,18.011
377673,12.325,18.027,11.876,18.027,12.052,18.011
378193,12.325,18.027,11.876,18.027,12.052,18.011
378691,12.325,18.027,11.876,18.027,12.036,18.011
379222,12.325,18.027,11.876,18.027,12.036,18.011
379738,12.325,18.027,11.876,18.027,12.036,18.011
380267,12.325,18.027,11.876,18.027,12.036,18.011
380770,12.325,18.027,11.876,18.027,12.036,18.011
381303,12.325,18.027,11.876,18.027,12.036,18.011
381784,12.325,18.027,11.876,18.027,12.036,18.011
382325,12.325,18.027,11.876,18.027,12.036,18.011
382890,12.308,18.027,11.876,18.027,12.036,18.011
383389,12.308,18.027,11.876,18.027,12.036,18.011
383915,12.308,18.027,11.876,18.027,12.036,18.011
384421,12.308,18.027,11.876,18.027,12.036,18.011
384952,12.308,18.027,11.876,18.027,12.036,18.011
385450,12.308,18.027,11.876,18.027,12.036,18.011
385975,12.308,18.027,11.876,18.027,12.036,18.011
386464,12.308,18.027,11.876,18.027,12.036,18.011
386986,12.308,18.027,11.876,18.027,12.036,18.011
387502,12.308,18.027,11.876,18.027,12.036,18.011
388025,12.308,18.027,11.876,18.027,12.036,18.011
388545,12.308,18.027,11.876,18.027,12.036,18.011
389042,12.308,18.027,11.876,18.027,12.036,18.011
389566,12.308,18.027,11.876,18.027,12.036,18.011
390060,12.308,18.027,11.876,18.027,12.036,18.011
390633,12.308,18.027,11.876,18.027,12.036,18.011
391107,12.308,18.027,11.876,18.027,12.036,18.011
391633,12.308,18.027,11.876,18.027,12.036,18.011
392130,12.308,18.027,11.876,18.027,12.036,18.011
392655,12.308,18.027,11.876,18.027,12.036,18.011
393152,12.308,18.027,11.876,18.027,12.036,18.011
393666,12.308,18.027,11.876,18.027,12.036,18.011
394160,12.308,18.027,11.876,18.027,12.036,18.011
394687,12.308,18.027,11.876,18.027,12.036,18.011
395186,12.308,18.027,11.876,18.027,12.036,18.011
395712,12.308,18.027,11.876,18.027,12.036,18.011
396216,12.308,18.027,11.876,18.027,12.036,18.011
396750,12.308,18.027,11.876,18.027,12.019,18.011
397233,12.308,18.027,11.876,18.027,12.019,18.011
397756,12.308,18.027,11.876,18.027,12.019,18.011
398256,12.308,18.027,11.876,18.027,12.019,18.011
398785,12.308,18.027,11.876,18.027,12.019,18.011
399291,12.308,18.027,11.876,18.027,12.019,18.011
399829,12.308,18.027,11.876,18.027,12.019,18.011
400326,12.308,18.027,11.876,18.027,12.019,18.011
400883,12.308,18.027,11.876,18.027,12.019,18.011
401378,12.308,18.027,11.876,18.027,12.019,18.011
401900,12.308,18.027,11.876,18.027,12.019,18.011
402420,12.308,18.027,11.876,18.027,12.019,18.011
402915,12.308,18.027,11.876,18.027,12.019,18.011
403443,12.308,18.027,11.876,18.027,12.019,18.011
403944,12.308,18.027,11.876,18.027,12.019,18.011
404465,12.308,18.027,11.859,18.027,12.019,18.011
404954,12.308,18.027,11.876,18.027,12.019,18.011
405480,12.308,18.027,11.859,18.027,12.019,18.011
405985,12.308,18.027,11.859,18.027,12.019,18.011
406519,12.308,18.027,11.859,18.027,12.019,18.011
407011,12.308,18.027,11.859,18.027,12.019,18.011
407552,12.308,18.027,11.859,18.027,12.019,18.011
408041,12.308,18.027,11.859,18.027,12.019,18.011
408560,12.308,18.027,11.859,18.027,12.019,18.011
409051,12.308,18.027,11.859,18.027,12.019,18.011
409579,12.308,18.027,11.859,18.027,12.019,18.011
410081,12.308,18.027,11.859,18.027,12.019,18.011
410604,12.308,18.027,11.859,18.027,12.019,18.011
411123,12.308,18.027,11.859,18.027,12.019,18.011
411643,12.308,18.027,11.859,18.027,12.019,18.011
412162,12.308,18.027,11.859,18.027,12.019,18.011
412656,12.308,18.027,11.859,18.027,12.019,18.011
413171,12.308,18.027,11.859,18.027,12.019,18.011
413666,12.308,18.027,11.859,18.027,12.019,18.011
414186,12.308,18.027,11.859,18.027,12.019,18.011
414676,12.308,18.027,11.859,18.027,12.019,18.011
415205,12.308,18.027,11.859,18.027,12.002,18.011
415714,12.308,18.027,11.859,18.027,12.002,18.011
416224,12.308,18.027,11.859,18.027,12.002,18.011
416712,12.308,18.027,11.859,18.027,12.002,18.011
417231,12.308,18.027,11.859,18.027,12.002,18.011
417721,12.308,18.027,11.859,18.027,12.002,18.011
418252,12.308,18.027,11.859,18.027,12.002,18.011
418768,12.308,18.027,11.859,18.027,12.002,18.011
419263,12.308,18.027,11.859,18.027,12.002,18.011
419791,12.308,18.027,11.859,18.027,12.002,18.011
420284,12.308,18.027,11.859,18.027,12.002,18.011
420805,12.308,18.027,11.859,18.027,12.002,18.011
421333,12.308,18.027,11.859,18.027,12.002,18.011
421856,12.308,18.027,11.859,18.027,12.002,18.011
422347,12.308,18.027,11.859,18.027,12.002,18.011
422863,12.308,18.027,11.859,18.027,12.002,18.011
423361,12.308,18.027,11.859,18.027,12.002,18.011
423883,12.308,18.027,11.859,18.027,12.002,18.011
424408,12.292,18.027,11.859,18.027,12.002,18.011
424929,12.292,18.027,11.859,18.027,12.002,18.011
425450,12.292,18.027,11.859,18.027,12.002,18.011
425945,12.292,18.027,11.859,18.027,12.002,18.011
426465,12.292,18.027,11.859,18.027,12.002,18.011
426967,12.292,18.027,11.859,18.027,12.002,18.011
427502,12.292,18.027,11.859,18.027,12.002,18.011
427999,12.292,18.027,11.859,18.027,12.002,18.011
428509,12.292,18.027,11.859,18.027,12.002,18.011
429023,12.292,18.027,11.859,18.027,12.002,18.011
429549,12.292,18.027,11.859,18.027,12.002,18.011
430051,12.292,18.027,11.859,18.027,12.002,18.011
430575,12.292,18.027,11.859,18.027,12.002,18.011
431068,12.292,18.027,11.859,18.027,12.002,18.011
431591,12.292,18.027,11.859,18.027,12.002,18.011
432088,12.292,18.027,11.859,18.027,12.002,18.011
432611,12.292,18.027,11.859,18.027,12.002,18.011
433107,12.292,18.027,11.859,18.027,12.002,18.011
433626,12.292,18.027,11.859,18.027,12.002,18.011
434117,12.292,18.027,11.859,18.027,12.002,18.011
434676,12.292,18.027,11.859,18.027,12.002,18.011
435236,12.292,18.027,11.859,18.027,11.986,18.011
435770,12.292,18.027,11.859,18.027,11.986,18.011
436291,12.292,18.027,11.859,18.027,11.986,18.011
436816,12.292,18.027,11.859,18.027,11.986,18.011
437313,12.292,18.027,11.859,18.027,11.986,18.011
437839,12.292,18.027,11.859,18.027,11.986,18.011
438337,12.292,18.027,11.859,18.027,11.986,18.011
438863,12.292,18.027,11.859,18.027,11.986,18.011
439368,12.292,18.027,11.859,18.027,11.986,18.011
439894,12.292,18.027,11.859,18.027,11.986,18.011
440393,12.292,18.027,11.859,18.027,11.986,18.011
440913,12.292,18.027,11.859,18.027,11.986,18.011
441400,12.292,18.027,11.859,18.027,11.986,18.011
441929,12.292,18.027,11.859,18.027,11.986,18.011
442436,12.292,18.027,11.859,18.027,11.986,18.011
442965,12.292,18.027,11.859,18.027,11.986,18.011
443473,12.292,18.027,11.859,18.027,11.986,18.011
444002,12.292,18.027,11.859,18.027,11.986,18.011
444540,12.292,18.027,11.859,18.027,11.986,18.011
445047,12.292,18.027,11.859,18.027,11.986,18.011
445611,12.292,18.027,11.859,18.027,11.986,18.011
446110,12.292,18.027,11.859,18.027,11.986,18.011
446641,12.292,18.027,11.859,18.027,11.986,18.011
447141,12.292,18.027,11.859,18.027,11.986,18.011
447674,12.292,18.027,11.859,18.027,11.986,18.011
448199,12.292,18.027,11.859,18.027,11.986,18.011
448702,12.292,18.027,11.859,18.027,11.986,18.011
449219,12.292,18.027,11.859,18.027,11.986,18.011
449726,12.292,18.027,11.859,18.027,11.986,18.011
450271,12.292,18.027,11.859,18.027,11.986,18.011
450767,12.292,18.027,11.859,18.027,11.986,18.011
451295,12.292,18.027,11.859,18.027,11.986,18.011
451789,12.292,18.027,11.859,18.027,11.986,18.011
452326,12.292,18.027,11.859,18.027,11.986,18.011
452825,12.292,18.027,11.859,18.027,11.986,18.011
453345,12.292,18.027,11.859,18.027,11.986,18.011
453831,12.292,18.027,11.859,18.027,11.986,18.011
454361,12.292,18.027,11.859,18.027,11.986,18.011
454863,12.292,18.027,11.859,18.027,11.986,18.011
455397,12.292,18.027,11.859,18.027,11.986,18.011
455918,12.292,18.027,11.859,18.027,11.986,18.011
456437,12.292,18.027,11.859,18.027,11.986,18.011
456959,12.292,18.027,11.859,18.027,11.986,18.011
457466,12.292,18.027,11.859,18.027,11.969,18.011
457993,12.292,18.027,11.859,18.027,11.969,18.011
458490,12.292,18.027,11.859,18.027,11.969,18.011
459015,12.292,18.027,11.859,18.027,11.969,18.011
459514,12.292,18.027,11.859,18.027,11.969,18.011
460048,12.292,18.027,11.859,18.027,11.969,18.011
460549,12.292,18.027,11.859,18.027,11.969,18.011
461077,12.292,18.027,11.859,18.027,11.969,18.011
461565,12.292,18.01,11.859,18.027,11.969,18.011
462080,12.292,18.027,11.859,18.027,11.969,18.011
462578,12.292,18.027,11.859,18.027,11.969,18.011
463091,12.292,18.027,11.859,18.027,11.969,18.011
463600,12.292,18.027,11.859,18.027,11.969,18.011
464119,12.292,18.027,11.859,18.027,11.969,18.011
464621,12.292,18.027,11.859,18.027,11.969,18.011
465196,12.292,18.027,11.842,18.027,11.969,18.011
465748,12.275,18.027,11.859,18.027,11.969,18.011
466244,12.275,18.027,11.842,18.027,11.969,18.011
466774,12.275,18.027,11.842,18.027,11.969,18.011
467273,12.275,18.027,11.842,18.027,11.969,18.011
467804,12.275,18.027,11.842,18.027,11.969,18.011
468302,12.275,18.027,11.842,18.027,11.969,18.011
468835,12.275,18.027,11.842,18.027,11.969,18.011
469345,12.275,18.027,11.842,18.027,11.969,18.011
469858,12.275,18.027,11.842,18.027,11.969,18.011
470346,12.275,18.027,11.842,18.027,11.969,18.011
470871,12.275,18.027,11.842,18.027,11.969,18.011
471369,12.275,18.027,11.842,18.027,11.969,18.011
471885,12.275,18.027,11.842,18.027,11.969,18.011
472379,12.275,18.027,11.842,18.027,11.969,18.011
472895,12.275,18.027,11.842,18.027,11.969,18.011
473395,12.275,18.027,11.842,18.027,11.969,18.011
473923,12.275,18.027,11.842,18.027,11.969,18.011
474420,12.275,18.027,11.842,18.027,11.969,18.011
474942,12.275,18.027,11.842,18.027,11.969,18.011
475468,12.275,18.027,11.842,18.027,11.969,18.011
476022,12.275,18.027,11.842,18.027,11.969,18.011
476544,12.275,18.027,11.842,18.027,11.969,18.011
477039,12.275,18.027,11.842,18.027,11.969,18.011
477561,12.275,18.027,11.842,18.027,11.969,18.011
478070,12.275,18.027,11.842,18.027,11.969,18.011
478592,12.275,18.027,11.842,18.027,11.969,18.011
479088,12.275,18.027,11.842,18.027,11.969,18.011
479612,12.275,18.027,11.842,18.027,11.969,18.011
480107,12.275,18.027,11.842,18.027,11.969,18.011
480641,12.275,18.027,11.842,18.027,11.969,18.011
481138,12.275,18.027,11.842,18.027,11.969,18.011
481668,12.275,18.027,11.842,18.027,11.953,18.011
482171,12.275,18.027,11.842,18.027,11.953,18.011
482692,12.275,18.027,11.842,18.027,11.953,18.011
483192,12.275,18.027,11.842,18.027,11.953,18.011
483734,12.275,18.027,11.842,18.027,11.953,18.011
484232,12.275,18.027,11.842,18.027,11.953,18.011
484759,12.275,18.027,11.842,18.027,11.953,18.011
485256,12.275,18.027,11.842,18.027,11.953,18.011
485806,12.275,18.027,11.842,18.027,11.953,18.011
486281,12.275,18.027,11.842,18.027,11.953,18.011
486796,12.275,18.027,11.842,18.027,11.953,18.011
487297,12.275,18.027,11.842,18.027,11.953,18.011
487818,12.275,18.027,11.842,18.027,11.953,18.011
488319,12.275,18.027,11.842,18.027,11.953,18.011
488843,12.275,18.027,11.842,18.027,11.953,18.011
489344,12.275,18.027,11.842,18.027,11.953,18.011
489870,12.275,18.027,11.842,18.027,11.953,18.011
490371,12.275,18.027,11.842,18.027,11.953,18.011
490908,12.275,18.027,11.842,18.027,11.953,18.011
491415,12.275,18.027,11.842,18.027,11.953,18.011
491949,12.275,18.027,11.842,18.027,11.953,18.011
492438,12.275,18.027,11.842,18.027,11.953,18.011
492958,12.275,18.027,11.842,18.027,11.953,18.011
493447,12.275,18.027,11.842,18.027,11.953,18.011
493975,12.275,18.027,11.842,18.027,11.953,18.011
494484,12.275,18.027,11.842,18.027,11.953,18.011
494998,12.275,18.01,11.842,18.027,11.953,18.011
495525,12.275,18.027,11.842,18.027,11.953,18.011
496047,12.275,18.027,11.842,18.027,11.953,18.011
496581,12.275,18.027,11.842,18.027,11.953,18.011
497070,12.275,18.027,11.842,18.027,11.953,18.011
497590,12.275,18.027,11.842,18.027,11.953,18.011
498087,12.275,18.027,11.842,18.027,11.953,18.011
498622,12.275,18.027,11.842,18.027,11.953,18.011
499121,12.275,18.027,11.842,18.027,11.953,18.011
499659,12.275,18.027,11.842,18.027,11.953,18.011
500137,12.275,18.027,11.842,18.027,11.953,18.011
500656,12.275,18.027,11.842,18.027,11.953,18.011
501157,12.275,18.027,11.842,18.027,11.953,18.011
501698,12.275,18.027,11.842,18.027,11.953,18.011
502235,12.275,18.027,11.842,18.027,11.953,18.011
502732,12.258,18.027,11.842,18.027,11.953,18.011
503256,12.258,18.027,11.842,18.027,11.953,18.011
503765,12.258,18.027,11.842,18.027,11.953,18.011
504293,12.258,18.027,11.842,18.027,11.953,18.011
504785,12.258,18.027,11.842,18.027,11.953,18.011
505300,12.258,18.027,11.842,18.027,11.953,18.011
505794,12.258,18.027,11.842,18.027,11.953,18.011
506304,12.258,18.027,11.842,18.027,11.953,18.011
506797,12.258,18.027,11.842,18.027,11.953,18.011
507311,12.258,18.027,11.842,18.027,11.953,18.011
507826,12.258,18.027,11.842,18.027,11.953,18.011
508352,12.258,18.027,11.842,18.027,11.953,18.011
508850,12.258,18.027,11.842,18.027,11.953,18.011
509376,12.258,18.027,11.842,18.027,11.953,18.011
509880,12.258,18.027,11.842,18.027,11.953,18.011
510401,12.258,18.027,11.842,18.027,11.953,18.011
510901,12.258,18.027,11.842,18.027,11.953,18.011
511424,12.258,18.027,11.842,18.027,11.936,18.011
511959,12.258,18.027,11.842,18.027,11.936,18.011
512491,12.258,18.027,11.842,18.027,11.936,18.011
513019,12.258,18.027,11.842,18.027,11.936,18.011
513529,12.258,18.027,11.826,18.027,11.936,18.011
514069,12.258,18.027,11.826,18.027,11.936,18.011
514550,12.258,18.027,11.826,18.027,11.936,18.011
515066,12.258,18.027,11.826,18.027,11.936,18.011
515576,12.258,18.027,11.826,18.027,11.936,18.011
516097,12.258,18.027,11.826,18.027,11.936,18.011
516589,12.258,18.027,11.826,18.027,11.936,18.011
517121,12.258,18.027,11.826,18.027,11.936,18.011
517617,12.258,18.027,11.826,18.027,11.936,18.011
518146,12.258,18.027,11.826,18.027,11.936,18.011
518635,12.258,18.027,11.826,18.027,11.936,18.011
519153,12.258,18.027,11.826,18.027,11.936,18.011
519672,12.258,18.027,11.826,18.027,11.936,18.011
