18A Test,Whitesnake,Whitesnake,Tupac,Tupac,Fetty Wap,Fetty Wap
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
520187,12.258,18.027,11.826,18.027,11.936,18.011
520682,12.258,18.027,11.826,18.027,11.936,18.011
521206,12.258,18.027,11.826,18.027,11.936,18.011
521710,12.258,18.027,11.826,18.027,11.936,18.011
522259,12.258,18.027,11.826,18.027,11.936,18.011
522778,12.258,18.027,11.826,18.027,11.936,18.011
523274,12.258,18.027,11.826,18.027,11.936,18.011
523808,12.258,18.027,11.826,18.027,11.936,18.011
524311,12.258,18.027,11.826,18.027,11.936,18.011
524844,12.258,18.027,11.826,18.027,11.936,18.011
525338,12.258,18.027,11.826,18.027,11.936,18.011
525856,12.258,18.027,11.826,18.027,11.936,18.011
526356,12.258,18.027,11.826,18.027,11.936,18.011
526899,12.258,18.027,11.826,18.027,11.936,18.011
527404,12.258,18.027,11.826,18.027,11.936,18.011
527933,12.258,18.027,11.826,18.027,11.936,18.011
528436,12.258,18.027,11.826,18.027,11.936,18.011
528948,12.258,18.027,11.826,18.027,11.936,18.011
529451,12.258,18.027,11.826,18.027,11.936,18.011
529974,12.258,18.027,11.826,18.027,11.936,18.011
530477,12.258,18.027,11.826,18.027,11.936,18.011
531011,12.258,18.027,11.826,18.027,11.936,18.011
531523,12.258,18.027,11.826,18.027,11.936,18.011
532063,12.258,18.027,11.826,18.027,11.936,18.011
532586,12.258,18.027,11.826,18.027,11.936,18.011
533086,12.258,18.027,11.826,18.027,11.936,18.011
533607,12.258,18.027,11.826,18.027,11.936,18.011
534115,12.258,18.027,11.826,18.027,11.936,18.011
534643,12.258,18.027,11.826,18.027,11.936,18.011
535140,12.258,18.027,11.826,18.027,11.936,18.011
535685,12.258,18.027,11.826,18.027,11.936,18.011
536206,12.258,18.027,11.826,18.027,11.936,18.011
536708,12.258,18.027,11.826,18.027,11.936,18.011
537260,12.258,18.027,11.826,18.027,11.936,18.011
537783,12.258,18.027,11.826,18.027,11.936,18.011
538335,12.242,18.027,11.826,18.027,11.936,18.011
538861,12.242,18.027,11.826,18.027,11.936,18.011
539383,12.242,18.027,11.826,18.027,11.936,18.011
539912,12.242,18.027,11.826,18.027,11.936,18.011
540422,12.242,18.027,11.826,18.027,11.936,18.011
540950,12.242,18.027,11.826,18.027,11.936,18.011
541471,12.242,18.027,11.826,18.027,11.936,18.011
541976,12.242,18.027,11.826,18.027,11.936,18.011
542516,12.242,18.027,11.826,18.027,11.936,18.011
543010,12.242,18.027,11.826,18.027,11.936,18.011
543537,12.242,18.027,11.826,18.027,11.936,18.011
544031,12.242,18.027,11.826,18.027,11.919,18.011
544562,12.242,18.027,11.826,18.027,11.919,18.011
545081,12.242,18.027,11.826,18.027,11.919,18.011
545586,12.242,18.027,11.826,18.027,11.919,18.011
546122,12.242,18.027,11.826,18.027,11.919,18.011
546619,12.242,18.027,11.826,18.027,11.919,18.011
547132,12.242,18.027,11.826,18.027,11.919,18.011
547639,12.242,18.027,11.826,18.027,11.919,18.011
548195,12.242,18.027,11.826,18.027,11.919,18.011
548721,12.242,18.027,11.826,18.027,11.919,18.011
549228,12.242,18.027,11.826,18.027,11.919,18.011
549738,12.242,18.027,11.826,18.027,11.919,18.011
550230,12.242,18.027,11.826,18.027,11.919,18.011
550755,12.242,18.027,11.826,18.027,11.919,18.011
551268,12.242,18.027,11.826,18.027,11.919,18.011
551794,12.242,18.027,11.826,18.027,11.919,18.011
552294,12.242,18.027,11.826,18.027,11.919,18.011
552804,12.242,18.027,11.826,18.027,11.919,18.011
553304,12.242,18.027,11.826,18.027,11.919,18.011
553838,12.242,18.027,11.826,18.027,11.919,18.011
554345,12.242,18.027,11.826,18.027,11.919,18.011
554859,12.242,18.027,11.826,18.027,11.919,18.011
555371,12.242,18.027,11.826,18.027,11.919,18.011
555896,12.242,18.027,11.826,18.027,11.919,18.011
556417,12.242,18.027,11.826,18.027,11.919,18.011
556903,12.242,18.027,11.826,18.027,11.919,18.011
557425,12.242,18.027,11.826,18.027,11.919,18.011
557928,12.242,18.027,11.826,18.027,11.919,18.011
558480,12.242,18.027,11.826,18.027,11.919,18.011
558980,12.242,18.027,11.826,18.027,11.919,18.011
559512,12.242,18.027,11.826,18.027,11.919,18.011
560013,12.242,18.027,11.826,18.027,11.919,18.011
560544,12.242,18.027,11.826,18.027,11.919,18.011
561038,12.242,18.027,11.826,18.027,11.919,18.011
561566,12.242,18.027,11.826,18.027,11.919,18.011
562057,12.242,18.027,11.826,18.027,11.919,18.011
562584,12.242,18.027,11.826,18.027,11.919,18.011
563081,12.242,18.027,11.826,18.027,11.919,18.011
563618,12.242,18.027,11.826,18.027,11.919,18.011
564118,12.242,18.027,11.826,18.027,11.919,18.011
564634,12.242,18.027,11.826,18.027,11.919,18.011
565125,12.242,18.027,11.826,18.027,11.919,18.011
565656,12.242,18.027,11.809,18.027,11.919,18.011
566167,12.242,18.027,11.809,18.027,11.919,18.011
566689,12.242,18.027,11.809,18.027,11.919,18.011
567188,12.242,18.027,11.809,18.027,11.919,18.011
567715,12.242,18.027,11.809,18.027,11.919,18.011
568279,12.242,18.027,11.809,18.027,11.919,18.011
568781,12.242,18.027,11.809,18.027,11.919,18.011
569309,12.242,18.027,11.809,18.027,11.919,18.011
569794,12.242,18.027,11.809,18.027,11.919,18.011
570325,12.242,18.027,11.809,18.027,11.919,18.011
570824,12.242,18.027,11.809,18.027,11.919,18.011
571380,12.242,18.027,11.809,18.027,11.919,18.011
571904,12.225,18.01,11.809,18.027,11.919,18.011
572403,12.225,18.027,11.809,18.027,11.919,18.011
572942,12.225,18.027,11.809,18.027,11.919,18.011
573443,12.225,18.027,11.809,18.027,11.919,18.011
573970,12.225,18.027,11.809,18.027,11.919,18.011
574466,12.225,18.027,11.809,18.027,11.919,18.011
574999,12.225,18.027,11.809,18.027,11.919,18.011
575501,12.225,18.027,11.809,18.027,11.919,18.011
576032,12.225,18.027,11.809,18.027,11.919,18.011
576528,12.225,18.027,11.809,18.027,11.919,18.011
577058,12.225,18.027,11.809,18.027,11.919,18.011
577557,12.225,18.027,11.809,18.027,11.919,18.011
578083,12.225,18.027,11.809,18.027,11.919,18.011
578577,12.225,18.027,11.809,18.027,11.919,18.011
579103,12.225,18.027,11.809,18.027,11.919,18.011
579612,12.225,18.027,11.809,18.027,11.919,18.011
580130,12.225,18.027,11.809,18.027,11.919,18.011
580612,12.225,18.027,11.809,18.027,11.919,18.011
581139,12.225,18.027,11.809,18.027,11.919,18.011
581672,12.225,18.027,11.809,18.027,11.919,18.011
582202,12.225,18.027,11.809,18.027,11.919,18.011
582727,12.225,18.027,11.809,18.027,11.903,18.011
583233,12.225,18.027,11.809,18.027,11.903,18.011
583765,12.225,18.027,11.809,18.027,11.903,18.011
584263,12.225,18.027,11.809,18.027,11.903,18.011
584792,12.225,18.027,11.809,18.027,11.903,18.011
585289,12.225,18.027,11.809,18.027,11.903,18.011
585806,12.225,18.027,11.809,18.027,11.903,18.011
586312,12.225,18.027,11.809,18.027,11.903,18.011
586834,12.225,18.027,11.809,18.027,11.903,18.011
587335,12.225,18.027,11.809,18.027,11.903,18.011
587866,12.225,18.027,11.809,18.027,11.903,18.011
588366,12.225,18.027,11.809,18.027,11.903,18.011
588883,12.225,18.027,11.809,18.027,11.903,18.011
589395,12.225,18.027,11.809,18.027,11.903,18.011
589915,12.225,18.027,11.809,18.027,11.903,18.011
590408,12.225,18.027,11.809,18.027,11.903,18.011
590943,12.225,18.027,11.809,18.027,11.903,18.011
591452,12.225,18.027,11.809,18.027,11.903,18.011
591998,12.225,18.027,11.809,18.027,11.903,18.011
592517,12.225,18.027,11.809,18.027,11.903,18.011
593015,12.225,18.027,11.809,18.027,11.903,18.011
593528,12.225,18.027,11.809,18.027,11.903,18.011
594029,12.225,18.027,11.809,18.027,11.903,18.011
594554,12.225,18.027,11.809,18.027,11.903,18.011
595060,12.225,18.027,11.809,18.027,11.903,18.011
595589,12.225,18.027,11.809,18.027,11.903,18.011
596093,12.225,18.027,11.809,18.027,11.903,18.011
596617,12.225,18.027,11.809,18.027,11.903,18.011
597119,12.225,18.027,11.809,18.027,11.903,18.011
597661,12.225,18.027,11.809,18.027,11.903,18.011
598161,12.225,18.027,11.809,18.027,11.903,18.011
598691,12.225,18.027,11.809,18.027,11.903,18.011
599186,12.225,18.027,11.809,18.027,11.903,18.011
599716,12.225,18.027,11.809,18.027,11.903,18.011
600205,12.225,18.027,11.809,18.027,11.903,18.011
600724,12.225,18.027,11.809,18.027,11.903,18.011
601222,12.225,18.027,11.809,18.027,11.903,18.011
601782,12.225,18.027,11.809,18.027,11.903,18.011
602303,12.225,18.027,11.809,18.027,11.903,18.011
602790,12.225,18.027,11.809,18.027,11.903,18.011
603352,12.225,18.027,11.809,18.027,11.903,18.011
603868,12.209,18.027,11.809,18.027,11.903,18.011
604388,12.209,18.027,11.809,18.027,11.903,18.011
604891,12.209,18.027,11.809,18.027,11.903,18.011
605411,12.209,18.027,11.809,18.027,11.903,18.011
605914,12.209,18.027,11.809,18.027,11.903,18.011
606437,12.209,18.027,11.809,18.027,11.903,18.011
606953,12.209,18.027,11.809,18.027,11.903,18.011
607463,12.209,18.027,11.809,18.027,11.903,18.011
607984,12.209,18.027,11.809,18.027,11.903,18.011
608478,12.209,18.027,11.809,18.027,11.903,18.011
609000,12.209,18.027,11.809,18.027,11.903,18.011
609488,12.209,18.027,11.809,18.027,11.903,18.011
610010,12.209,18.027,11.809,18.027,11.903,18.011
610507,12.209,18.027,11.809,18.027,11.903,18.011
611038,12.209,18.027,11.793,18.027,11.903,18.011
611547,12.209,18.027,11.793,18.027,11.903,18.011
612072,12.209,18.027,11.793,18.027,11.903,18.011
612592,12.209,18.027,11.793,18.027,11.903,18.011
613096,12.209,18.027,11.793,18.027,11.903,18.011
613644,12.209,18.027,11.793,18.027,11.903,18.011
614131,12.209,18.027,11.793,18.027,11.903,18.011
614656,12.209,18.027,11.793,18.027,11.903,18.011
615164,12.209,18.027,11.793,18.027,11.903,18.011
615696,12.209,18.027,11.793,18.027,11.903,18.011
616199,12.209,18.027,11.793,18.027,11.903,18.011
616724,12.209,18.027,11.793,18.027,11.903,18.011
617223,12.209,18.027,11.793,18.027,11.903,18.011
617746,12.209,18.027,11.793,18.027,11.903,18.011
618242,12.209,18.027,11.793,18.027,11.903,18.011
618759,12.209,18.027,11.793,18.027,11.903,18.011
619258,12.209,18.027,11.793,18.027,11.903,18.011
619795,12.209,18.027,11.793,18.027,11.903,18.011
620311,12.209,18.027,11.793,18.027,11.886,18.011
620819,12.209,18.027,11.793,18.027,11.886,18.011
621333,12.209,18.027,11.793,18.027,11.886,18.011
621835,12.209,18.027,11.793,18.027,11.886,18.011
622364,12.209,18.027,11.793,18.027,11.886,18.011
622856,12.209,18.027,11.793,18.027,11.886,18.011
623424,12.209,18.027,11.793,18.027,11.886,18.011
623911,12.209,18.027,11.793,18.027,11.886,18.011
624436,12.209,18.027,11.793,18.027,11.886,18.011
624963,12.209,18.027,11.793,18.027,11.886,18.011
625464,12.209,18.027,11.793,18.027,11.886,18.011
625986,12.209,18.027,11.793,18.027,11.886,18.011
626484,12.209,18.027,11.793,18.027,11.886,18.011
627023,12.209,18.027,11.793,18.027,11.886,18.011
627534,12.209,18.027,11.793,18.027,11.886,18.011
628053,12.209,18.027,11.793,18.027,11.886,18.011
628588,12.209,18.027,11.793,18.027,11.886,18.011
629097,12.209,18.027,11.793,18.027,11.886,18.011
629621,12.209,18.027,11.793,18.027,11.886,18.011
630123,12.209,18.027,11.793,18.027,11.886,18.011
630672,12.209,18.027,11.793,18.027,11.886,18.011
631222,12.209,18.027,11.793,18.027,11.886,18.011
631762,12.192,18.027,11.793,18.027,11.886,18.011
632289,12.192,18.027,11.793,18.027,11.886,18.011
632820,12.192,18.027,11.793,18.027,11.886,18.011
633315,12.192,18.027,11.793,18.027,11.886,18.011
633841,12.192,18.027,11.793,18.027,11.886,18.011
634343,12.192,18.027,11.793,18.027,11.886,18.011
634865,12.192,18.027,11.793,18.027,11.886,18.011
635364,12.192,18.027,11.793,18.027,11.886,18.011
635901,12.192,18.027,11.793,18.027,11.886,18.011
636405,12.192,18.027,11.793,18.027,11.886,18.011
636926,12.192,18.027,11.793,18.027,11.886,18.011
637424,12.192,18.027,11.793,18.027,11.886,18.011
637944,12.192,18.027,11.793,18.027,11.886,18.011
638444,12.192,18.027,11.793,18.027,11.886,18.011
638967,12.192,18.027,11.793,18.027,11.886,18.011
639471,12.192,18.027,11.793,18.027,11.886,18.011
640010,12.192,18.027,11.793,18.027,11.886,18.011
640497,12.192,18.027,11.793,18.027,11.886,18.011
641021,12.192,18.027,11.793,18.027,11.886,18.011
641517,12.192,18.027,11.793,18.027,11.886,18.011
642075,12.192,18.027,11.793,18.027,11.886,18.011
642597,12.192,18.027,11.793,18.027,11.886,18.011
643098,12.192,18.027,11.793,18.027,11.886,18.011
643626,12.192,18.027,11.793,18.027,11.886,18.011
644125,12.192,18.027,11.793,18.027,11.886,18.011
644657,12.192,18.027,11.793,18.027,11.886,18.011
645150,12.192,18.027,11.793,18.027,11.886,18.011
645674,12.192,18.027,11.793,18.027,11.886,18.011
646176,12.192,18.027,11.793,18.027,11.886,18.011
646695,12.192,18.027,11.793,18.027,11.886,18.011
647188,12.192,18.027,11.793,18.027,11.886,18.011
647724,12.192,18.027,11.793,18.027,11.886,18.011
648254,12.192,18.027,11.793,18.027,11.886,18.011
648747,12.192,18.027,11.793,18.027,11.886,18.011
649264,12.192,18.027,11.793,18.027,11.886,18.011
649757,12.192,18.027,11.793,18.027,11.886,18.011
650277,12.192,18.027,11.793,18.027,11.886,18.011
650768,12.192,18.027,11.793,18.027,11.886,18.011
651284,12.192,18.027,11.793,18.027,11.886,18.011
651824,12.192,18.027,11.793,18.027,11.886,18.011
652342,12.192,18.027,11.793,18.027,11.886,18.011
652841,12.192,18.027,11.793,18.027,11.886,18.011
653362,12.192,18.027,11.793,18.027,11.886,18.011
653861,12.192,18.027,11.793,18.027,11.886,18.011
654377,12.192,18.027,11.793,18.027,11.886,18.011
654870,12.192,18.027,11.793,18.027,11.886,18.011
655418,12.192,18.027,11.793,18.027,11.886,18.011
655957,12.192,18.027,11.793,18.027,11.886,18.011
656464,12.192,18.027,11.793,18.027,11.886,18.011
657000,12.192,18.027,11.793,18.027,11.886,18.011
657504,12.192,18.027,11.793,18.027,11.886,18.011
658029,12.192,18.027,11.793,18.027,11.886,18.011
658524,12.192,18.027,11.793,18.027,11.886,18.011
659054,12.192,18.027,11.793,18.027,11.886,18.011
659599,12.175,18.027,11.793,18.027,11.886,18.011
660121,12.192,18.027,11.793,18.027,11.886,18.011
660649,12.175,18.027,11.793,18.027,11.886,18.011
661141,12.175,18.027,11.776,18.027,11.886,18.011
661670,12.175,18.027,11.776,18.027,11.886,18.011
662177,12.175,18.027,11.776,18.027,11.886,18.011
662708,12.175,18.027,11.776,18.027,11.87,18.011
663198,12.175,18.027,11.776,18.027,11.87,18.011
663734,12.175,18.027,11.776,18.027,11.87,18.011
664239,12.175,18.027,11.776,18.027,11.87,18.011
664769,12.175,18.027,11.776,18.027,11.87,18.011
665268,12.175,18.027,11.776,18.027,11.87,18.011
665792,12.175,18.027,11.776,18.027,11.87,18.011
666279,12.175,18.027,11.776,18.027,11.87,18.011
666798,12.175,18.027,11.776,18.027,11.87,18.011
667285,12.175,18.027,11.776,18.027,11.87,18.011
667805,12.175,18.027,11.776,18.027,11.87,18.011
668295,12.175,18.027,11.776,18.027,11.87,18.011
668830,12.175,18.027,11.776,18.027,11.87,18.011
669328,12.175,18.027,11.776,18.027,11.87,18.011
669877,12.175,18.027,11.776,18.027,11.87,18.011
670392,12.175,18.027,11.776,18.027,11.87,18.011
670887,12.175,18.027,11.776,18.027,11.87,18.011
671432,12.175,18.027,11.776,18.027,11.87,18.011
671961,12.175,18.027,11.776,18.027,11.87,18.011
672456,12.175,18.027,11.776,18.027,11.87,18.011
672983,12.175,18.027,11.776,18.027,11.87,18.011
673489,12.175,18.027,11.776,18.027,11.87,18.011
674017,12.175,18.027,11.776,18.027,11.87,18.011
674516,12.175,18.027,11.776,18.027,11.87,18.011
675036,12.175,18.027,11.776,18.027,11.87,18.011
675534,12.175,18.027,11.776,18.027,11.87,18.011
676062,12.175,18.027,11.776,18.027,11.87,18.011
676566,12.175,18.027,11.776,18.027,11.87,18.011
677101,12.175,18.027,11.776,18.027,11.87,18.011
677590,12.175,18.027,11.776,18.027,11.87,18.011
678106,12.175,18.027,11.776,18.027,11.87,18.011
678607,12.175,18.027,11.776,18.027,11.87,18.011
679133,12.175,18.027,11.776,18.027,11.87,18.011
679672,12.175,18.027,11.776,18.027,11.87,18.011
680187,12.175,18.027,11.776,18.027,11.87,18.011
680705,12.175,18.027,11.776,18.027,11.87,18.011
681211,12.175,18.027,11.776,18.027,11.87,18.011
681727,12.175,18.027,11.776,18.027,11.87,18.011
682232,12.175,18.01,11.776,18.027,11.87,18.011
682758,12.175,18.027,11.776,18.027,11.87,18.011
683256,12.175,18.027,11.776,18.027,11.87,18.011
683795,12.175,18.027,11.776,18.027,11.87,18.011
684299,12.175,18.027,11.776,18.027,11.87,18.011
684822,12.175,18.027,11.776,18.027,11.87,18.011
685334,12.175,18.027,11.776,18.027,11.87,18.011
685861,12.175,18.027,11.776,18.027,11.87,18.011
686407,12.175,18.027,11.776,18.027,11.87,18.011
686905,12.159,18.027,11.776,18.027,11.87,18.011
687444,12.159,18.027,11.776,18.027,11.87,18.011
687945,12.159,18.027,11.776,18.027,11.87,18.011
688468,12.159,18.027,11.776,18.027,11.87,18.011
689000,12.159,18.027,11.776,18.027,11.87,18.011
689555,12.159,18.027,11.776,18.027,11.87,18.011
690083,12.159,18.027,11.776,18.027,11.87,18.011
690574,12.159,18.027,11.776,18.027,11.87,18.011
691094,12.159,18.027,11.776,18.027,11.87,18.011
691607,12.159,18.027,11.776,18.027,11.87,18.011
692125,12.159,18.027,11.776,18.027,11.87,18.011
692614,12.159,18.027,11.776,18.027,11.87,18.011
693138,12.159,18.027,11.776,18.027,11.87,18.011
693642,12.159,18.027,11.776,18.027,11.87,18.011
694196,12.159,18.027,11.776,18.027,11.87,18.011
694740,12.159,18.027,11.776,18.027,11.87,18.011
695249,12.159,18.027,11.776,18.027,11.87,18.011
695788,12.159,18.027,11.776,18.027,11.87,18.011
696286,12.159,18.027,11.776,18.027,11.87,18.011
696803,12.159,18.027,11.776,18.027,11.87,18.011
697302,12.159,18.027,11.776,18.027,11.87,18.011
697831,12.159,18.027,11.776,18.027,11.87,18.011
698335,12.159,18.027,11.776,18.027,11.87,18.011
698869,12.159,18.027,11.776,18.027,11.87,18.011
699405,12.159,18.027,11.776,18.027,11.87,18.011
699920,12.159,18.027,11.776,18.027,11.87,18.011
700451,12.159,18.01,11.776,18.027,11.87,18.011
700958,12.159,18.027,11.776,18.027,11.87,18.011
701484,12.159,18.027,11.76,18.027,11.87,18.011
701974,12.159,18.027,11.76,18.027,11.87,18.011
702503,12.159,18.027,11.76,18.027,11.87,18.011
703009,12.159,18.027,11.76,18.027,11.87,18.011
703540,12.159,18.027,11.76,18.027,11.87,18.011
704043,12.159,18.027,11.76,18.027,11.87,18.011
704592,12.159,18.027,11.76,18.027,11.87,18.011
705078,12.159,18.027,11.76,18.027,11.853,18.011
705598,12.159,18.027,11.76,18.027,11.853,18.011
706181,12.159,18.027,11.76,18.027,11.853,18.011
706710,12.159,18.027,11.76,18.027,11.853,18.011
707218,12.159,18.027,11.76,18.027,11.853,18.011
707753,12.159,18.027,11.76,18.027,11.853,18.011
708253,12.159,18.027,11.76,18.027,11.853,18.011
708788,12.159,18.027,11.76,18.027,11.853,18.011
709287,12.159,18.027,11.76,18.027,11.853,18.011
709821,12.159,18.027,11.76,18.027,11.853,18.011
710352,12.159,18.027,11.76,18.027,11.853,18.011
710938,12.142,18.027,11.76,18.027,11.853,18.011
711470,12.142,18.027,11.76,18.027,11.853,18.011
711964,12.142,18.027,11.76,18.027,11.853,18.011
712487,12.142,18.027,11.76,18.027,11.853,18.011
712988,12.142,18.027,11.76,18.027,11.853,18.011
713524,12.142,18.027,11.76,18.027,11.853,18.011
714030,12.142,18.027,11.76,18.027,11.853,18.011
714559,12.142,18.027,11.76,18.027,11.853,18.011
715067,12.142,18.01,11.76,18.027,11.853,18.011
715605,12.142,18.027,11.76,18.027,11.853,18.011
716138,12.142,18.027,11.76,18.027,11.853,18.011
716643,12.142,18.027,11.76,18.027,11.853,18.011
717175,12.142,18.027,11.76,18.027,11.853,18.011
717677,12.142,18.027,11.76,18.027,11.853,18.011
718211,12.142,18.027,11.76,18.027,11.853,18.011
718722,12.142,18.027,11.76,18.027,11.853,18.011
719254,12.142,18.027,11.76,18.027,11.853,18.011
719763,12.142,18.027,11.76,18.027,11.853,18.011
720303,12.142,18.027,11.76,18.027,11.853,18.011
720871,12.142,18.027,11.76,18.027,11.853,18.011
721398,12.142,18.027,11.76,18.027,11.853,18.011
721895,12.142,18.027,11.76,18.027,11.853,18.011
722420,12.142,18.027,11.76,18.027,11.853,18.011
722915,12.142,18.027,11.76,18.027,11.853,18.011
723444,12.142,18.01,11.76,18.027,11.853,18.011
723933,12.142,18.027,11.76,18.027,11.853,18.011
724446,12.142,18.027,11.76,18.027,11.853,18.011
724942,12.142,18.027,11.76,18.027,11.853,18.011
725455,12.142,18.027,11.76,18.027,11.853,18.011
725956,12.142,18.027,11.76,18.027,11.853,18.011
726475,12.142,18.027,11.76,18.027,11.853,18.011
726967,12.142,18.027,11.76,18.027,11.853,18.011
727506,12.142,18.027,11.76,18.027,11.853,18.011
728014,12.142,18.027,11.76,18.027,11.853,18.011
728549,12.142,18.027,11.76,18.027,11.853,18.011
729057,12.142,18.027,11.76,18.027,11.853,18.011
729591,12.142,18.027,11.76,18.027,11.853,18.011
730123,12.142,18.027,11.76,18.027,11.853,18.011
730623,12.142,18.027,11.76,18.027,11.853,18.011
731168,12.142,18.027,11.76,18.027,11.853,18.011
731679,12.142,18.027,11.76,18.027,11.853,18.011
732232,12.142,18.027,11.76,18.027,11.853,18.011
732721,12.125,18.027,11.76,18.027,11.853,18.011
733235,12.125,18.027,11.76,18.027,11.853,18.011
733767,12.125,18.027,11.76,18.027,11.853,18.011
734261,12.125,18.027,11.76,18.027,11.853,18.011
734782,12.125,18.027,11.76,18.027,11.853,18.011
735279,12.125,18.027,11.76,18.027,11.853,18.011
735808,12.125,18.027,11.76,18.027,11.853,18.011
736297,12.125,18.027,11.76,18.027,11.853,18.011
736821,12.125,18.01,11.76,18.027,11.853,18.011
737340,12.125,18.027,11.76,18.027,11.853,18.011
737885,12.125,18.027,11.76,18.027,11.853,18.011
738413,12.125,18.027,11.76,18.027,11.853,18.011
738906,12.125,18.027,11.76,18.027,11.853,18.011
739430,12.125,18.027,11.76,18.027,11.853,18.011
739924,12.125,18.027,11.76,18.027,11.853,18.011
740439,12.125,18.027,11.76,18.027,11.853,18.011
740935,12.125,18.027,11.76,18.027,11.853,18.011
741452,12.125,18.027,11.76,18.027,11.853,18.011
741958,12.125,18.027,11.76,18.027,11.853,18.011
742482,12.125,18.01,11.76,18.027,11.853,18.011
742983,12.125,18.027,11.76,18.027,11.853,18.011
743513,12.125,18.027,11.76,18.027,11.853,18.011
744022,12.125,18.027,11.76,18.027,11.853,18.011
744553,12.125,18.027,11.76,18.027,11.853,18.011
745054,12.125,18.01,11.76,18.027,11.853,18.011
745569,12.125,18.027,11.76,18.027,11.853,18.011
746065,12.125,18.027,11.743,18.027,11.853,18.011
746593,12.125,18.027,11.743,18.027,11.837,18.011
747091,12.125,18.027,11.743,18.027,11.837,18.011
747659,12.125,18.027,11.743,18.027,11.837,18.011
748189,12.125,18.027,11.743,18.027,11.837,18.011
748677,12.125,18.027,11.743,18.027,11.837,18.011
749246,12.125,18.027,12.489,-0.013,11.837,18.011
749733,12.125,18.027,12.538,-0.013,11.837,18.011
750250,12.125,18.027,12.572,-0.013,11.837,18.011
750773,12.125,18.027,12.588,-0.013,11.837,18.011
751320,12.125,18.027,12.605,-0.013,11.837,18.011
751853,12.125,18.027,12.605,-0.013,11.837,18.011
752342,12.125,18.027,12.621,-0.013,11.837,18.011
752860,12.125,18.027,12.621,-0.013,11.837,18.011
753358,12.125,18.027,12.638,-0.013,11.837,18.011
753896,12.109,18.027,12.638,-0.013,11.837,18.011
754413,12.109,18.027,12.654,-0.013,11.837,18.011
754914,12.109,18.027,12.654,-0.013,11.837,18.011
755444,12.109,18.027,12.654,-0.013,11.837,18.011
755932,12.109,18.027,12.654,-0.013,11.837,18.011
756451,12.109,18.027,12.671,-0.013,11.837,18.011
756953,12.109,18.027,12.671,-0.013,11.837,18.011
757472,12.109,18.027,12.671,-0.013,11.837,18.011
757952,12.109,18.027,12.671,-0.013,11.837,18.011
758480,12.109,18.027,12.688,-0.013,11.837,18.011
758976,12.109,18.027,12.688,-0.013,11.837,18.011
759503,12.109,18.027,12.688,-0.013,11.837,18.011
760002,12.109,18.027,12.688,-0.013,11.837,18.011
760522,12.109,18.027,12.688,-0.013,11.837,18.011
761001,12.109,18.027,12.688,-0.013,11.837,18.011
761516,12.109,18.027,12.688,-0.013,11.837,18.011
762003,12.109,18.027,12.704,-0.013,11.837,18.011
762526,12.109,18.027,12.704,-0.013,11.837,18.011
763021,12.109,18.027,12.704,-0.013,11.837,18.011
763583,12.109,18.027,12.704,-0.013,11.837,18.011
764072,12.109,18.027,12.704,-0.013,11.837,18.011
764592,12.109,18.027,12.704,-0.013,11.837,18.011
765113,12.109,18.027,12.704,-0.013,11.837,18.011
765603,12.109,18.027,12.704,-0.013,11.837,18.011
766126,12.109,18.027,12.721,-0.013,11.837,18.011
766619,12.109,18.027,12.721,-0.013,11.837,18.011
767137,12.109,18.027,12.721,-0.013,11.837,18.011
767650,12.109,18.027,12.721,-0.013,11.837,18.011
768171,12.109,18.027,12.721,-0.013,11.837,18.011
768666,12.109,18.027,12.721,-0.013,11.837,18.011
769192,12.109,18.027,12.721,-0.013,11.837,18.011
769690,12.109,18.027,12.721,-0.013,11.837,18.011
770211,12.109,18.027,12.721,-0.013,11.837,18.011
770701,12.109,18.027,12.721,-0.013,11.837,18.011
771217,12.109,18.027,12.721,-0.013,11.837,18.011
771709,12.109,18.027,12.721,-0.013,11.837,18.011
772227,12.109,18.027,12.721,-0.013,11.837,18.011
772776,12.109,18.027,12.721,-0.013,11.837,18.011
773274,12.092,18.027,12.721,-0.013,11.837,18.011
773792,12.092,18.027,12.737,-0.013,11.837,18.011
774290,12.092,18.027,12.737,-0.013,11.837,18.011
774807,12.092,18.027,12.737,-0.013,11.837,18.011
775294,12.092,18.027,12.737,-0.013,11.837,18.011
775830,12.092,18.027,12.737,-0.013,11.837,18.011
776323,12.092,18.027,12.737,-0.013,11.837,18.011
776839,12.092,18.027,12.737,-0.013,11.837,18.011
777323,12.092,18.027,12.737,-0.013,11.837,18.011
777825,12.092,18.027,12.737,-0.013,11.837,18.011
778312,12.092,18.027,12.737,-0.013,11.837,18.011
778822,12.092,18.027,12.737,-0.013,11.837,18.011
779324,12.092,18.027,12.737,-0.013,11.837,18.011
779853,12.092,18.027,12.737,-0.013,11.837,18.011
780348,12.092,18.01,12.737,-0.013,11.837,18.011
780867,12.092,18.027,12.737,-0.013,11.837,18.011
781349,12.092,18.027,12.737,-0.013,11.837,18.011
781870,12.092,18.027,12.737,-0.013,11.837,18.011
782358,12.092,18.027,12.737,-0.013,11.837,18.011
782890,12.092,18.027,12.737,-0.013,11.837,18.011
783416,12.092,18.027,12.737,-0.013,11.837,18.011
783895,12.092,18.027,12.754,-0.013,11.837,18.011
