18A Test,ZZ Top,ZZ Top,Johnny Cash,Johnny Cash,Run DMC,Run DMC
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
258745,12.292,18.027,12.091,18.027,12.119,18.011
259275,12.292,18.027,12.091,18.027,12.119,18.028
259769,12.292,18.027,12.091,18.027,12.119,18.028
260298,12.292,18.027,12.091,18.027,12.119,18.028
260778,12.292,18.027,12.091,18.027,12.119,18.011
261305,12.292,18.027,12.091,18.027,12.119,18.011
261823,12.292,18.027,12.091,18.027,12.119,18.028
262355,12.292,18.027,12.091,18.027,12.119,18.028
262897,12.292,18.027,12.091,18.027,12.119,18.028
263404,12.292,18.027,12.091,18.027,12.119,18.028
263918,12.292,18.027,12.091,18.027,12.119,18.011
264423,12.292,18.027,12.091,18.027,12.119,18.011
264949,12.292,18.027,12.091,18.027,12.119,18.011
265443,12.292,18.027,12.091,18.027,12.119,18.011
265958,12.292,18.027,12.091,18.027,12.119,18.028
266452,12.292,18.027,12.091,18.027,12.119,18.028
266982,12.292,18.027,12.091,18.027,12.119,18.028
267483,12.292,18.027,12.091,18.027,12.119,18.011
268015,12.292,18.027,12.091,18.027,12.119,18.028
268507,12.292,18.027,12.091,18.027,12.119,18.011
269039,12.292,18.027,12.091,18.027,12.119,18.011
269544,12.292,18.027,12.091,18.027,12.119,18.011
270067,12.292,18.027,12.091,18.027,12.119,18.011
270575,12.292,18.027,12.091,18.027,12.119,18.011
271116,12.292,18.027,12.091,18.027,12.119,18.028
271680,12.292,18.027,12.091,18.027,12.119,18.011
272179,12.292,18.027,12.091,18.027,12.119,18.011
272695,12.292,18.027,12.091,18.027,12.119,18.011
273182,12.292,18.027,12.091,18.027,12.119,18.011
273714,12.292,18.027,12.091,18.027,12.119,18.011
274206,12.292,18.027,12.091,18.027,12.119,18.011
274742,12.292,18.027,12.091,18.027,12.119,18.011
275253,12.292,18.027,12.091,18.027,12.119,18.011
275788,12.292,18.027,12.091,18.027,12.119,18.011
276322,12.292,18.027,12.091,18.027,12.119,18.028
276823,12.292,18.027,12.091,18.027,12.119,18.011
277350,12.292,18.027,12.091,18.027,12.119,18.011
277841,12.292,18.027,12.091,18.027,12.119,18.011
278367,12.292,18.027,12.091,18.027,12.119,18.011
278885,12.292,18.027,12.091,18.027,12.119,18.028
279404,12.292,18.027,12.091,18.027,12.119,18.028
279904,12.292,18.027,12.091,18.027,12.119,18.011
280429,12.292,18.027,12.091,18.027,12.119,18.011
280933,12.292,18.027,12.091,18.027,12.119,18.028
281465,12.292,18.027,12.091,18.027,12.119,18.011
282024,12.292,18.027,12.091,18.027,12.119,18.011
282527,12.292,18.027,12.091,18.027,12.119,18.011
283062,12.292,18.027,12.091,18.027,12.119,18.011
283594,12.292,18.027,12.091,18.027,12.119,18.011
284104,12.292,18.027,12.074,18.027,12.119,18.011
284631,12.292,18.027,12.074,18.027,12.119,18.011
285117,12.292,18.027,12.074,18.027,12.119,18.011
285640,12.292,18.027,12.074,18.027,12.119,18.011
286132,12.292,18.027,12.074,18.027,12.119,18.011
286657,12.292,18.027,12.074,18.027,12.119,18.011
287165,12.292,18.027,12.074,18.027,12.119,18.011
287694,12.292,18.027,12.074,18.027,12.119,18.011
288223,12.292,18.027,12.074,18.027,12.119,18.011
288717,12.292,18.027,12.074,18.027,12.119,18.011
289250,12.292,18.027,12.074,18.027,12.119,18.011
289740,12.292,18.027,12.074,18.027,12.119,18.011
290265,12.292,18.027,12.074,18.027,12.119,18.011
290762,12.292,18.027,12.074,18.027,12.119,18.011
291289,12.292,18.027,12.074,18.027,12.119,18.011
291834,12.292,18.027,12.074,18.027,12.119,18.011
292369,12.292,18.027,12.074,18.027,12.119,18.011
292870,12.292,18.027,12.074,18.027,12.119,18.011
293387,12.292,18.027,12.074,18.027,12.119,18.011
293873,12.292,18.027,12.074,18.027,12.119,18.011
294396,12.292,18.027,12.074,18.027,12.119,18.011
294895,12.292,18.027,12.074,18.027,12.119,18.011
295430,12.292,18.027,12.074,18.027,12.119,18.011
295930,12.292,18.027,12.074,18.027,12.119,18.011
296462,12.292,18.027,12.074,18.027,12.119,18.011
296967,12.292,18.027,12.074,18.027,12.119,18.011
297492,12.292,18.027,12.074,18.027,12.119,18.011
298023,12.292,18.027,12.074,18.027,12.119,18.011
298516,12.292,18.027,12.074,18.027,12.119,18.011
299051,12.292,18.027,12.074,18.027,12.119,18.011
299549,12.292,18.027,12.074,18.027,12.119,18.011
300077,12.292,18.027,12.074,18.027,12.119,18.011
300570,12.292,18.027,12.074,18.027,12.119,18.011
301105,12.292,18.027,12.074,18.027,12.119,18.011
301599,12.292,18.027,12.074,18.027,12.119,18.011
302151,12.292,18.027,12.074,18.027,12.119,18.011
302648,12.292,18.027,12.074,18.027,12.119,18.011
303183,12.292,18.027,12.074,18.027,12.119,18.011
303680,12.292,18.027,12.074,18.027,12.119,18.011
304205,12.292,18.027,12.074,18.027,12.119,18.011
304707,12.292,18.027,12.074,18.027,12.119,18.011
305239,12.292,18.027,12.074,18.027,12.119,18.011
305730,12.292,18.027,12.074,18.027,12.119,18.011
306262,12.292,18.027,12.074,18.027,12.119,18.011
306780,12.292,18.027,12.074,18.027,12.102,18.011
307308,12.292,18.027,12.074,18.027,12.102,18.011
307828,12.292,18.027,12.074,18.027,12.102,18.011
308329,12.292,18.027,12.074,18.027,12.102,18.011
308855,12.292,18.027,12.074,18.027,12.102,18.011
309357,12.292,18.027,12.074,18.027,12.102,18.011
309886,12.292,18.027,12.074,18.027,12.102,18.011
310379,12.292,18.027,12.074,18.027,12.102,18.011
310914,12.292,18.027,12.074,18.027,12.102,18.011
311404,12.292,18.027,12.074,18.027,12.102,18.011
311961,12.292,18.027,12.074,18.027,12.102,18.011
312477,12.292,18.027,12.074,18.027,12.102,18.011
312973,12.292,18.027,12.074,18.027,12.102,18.011
313498,12.292,18.027,12.074,18.027,12.102,18.011
313988,12.292,18.027,12.074,18.027,12.102,18.011
314515,12.292,18.027,12.074,18.027,12.102,18.011
315028,12.292,18.027,12.074,18.027,12.102,18.011
315548,12.292,18.027,12.058,18.027,12.102,18.011
316060,12.292,18.027,12.058,18.027,12.102,18.011
316580,12.292,18.027,12.058,18.027,12.102,18.011
317112,12.292,18.027,12.058,18.027,12.102,18.011
317612,12.292,18.027,12.058,18.027,12.102,18.011
318131,12.292,18.027,12.058,18.027,12.102,18.011
318622,12.292,18.027,12.058,18.027,12.102,18.011
319149,12.292,18.027,12.058,18.027,12.102,18.011
319649,12.292,18.027,12.058,18.027,12.102,18.011
320174,12.292,18.027,12.058,18.027,12.102,18.011
320681,12.292,18.027,12.058,18.027,12.102,18.011
321212,12.292,18.027,12.058,18.027,12.102,18.011
321703,12.292,18.027,12.058,18.027,12.102,18.011
322250,12.292,18.027,12.058,18.027,12.102,18.011
322793,12.292,18.027,12.058,18.027,12.102,18.011
323286,12.292,18.027,12.058,18.027,12.102,18.011
323809,12.275,18.027,12.058,18.027,12.102,18.011
324335,12.292,18.027,12.058,18.027,12.102,18.011
324861,12.275,18.027,12.058,18.027,12.102,18.011
325384,12.275,18.027,12.058,18.027,12.102,18.011
325898,12.275,18.027,12.058,18.027,12.102,18.011
326414,12.275,18.027,12.058,18.027,12.102,18.011
326919,12.275,18.027,12.058,18.027,12.102,18.011
327448,12.275,18.027,12.058,18.027,12.102,18.011
327950,12.275,18.027,12.058,18.027,12.102,18.011
328480,12.275,18.027,12.058,18.027,12.102,18.011
328960,12.275,18.027,12.058,18.027,12.102,18.011
329475,12.275,18.027,12.058,18.027,12.102,18.011
329974,12.275,18.027,12.058,18.027,12.102,18.011
330508,12.275,18.027,12.058,18.027,12.102,18.011
331003,12.275,18.027,12.058,18.027,12.102,18.011
331533,12.275,18.027,12.058,18.027,12.102,18.011
332022,12.275,18.027,12.058,18.027,12.102,18.011
332548,12.275,18.027,12.058,18.027,12.102,18.011
333049,12.275,18.027,12.058,18.027,12.102,18.011
333579,12.275,18.027,12.058,18.027,12.102,18.011
334088,12.275,18.027,12.058,18.027,12.102,18.011
334643,12.275,18.027,12.058,18.027,12.102,18.011
335151,12.275,18.027,12.058,18.027,12.102,18.011
335684,12.275,18.027,12.058,18.027,12.102,18.011
336178,12.275,18.027,12.058,18.027,12.102,18.011
336696,12.275,18.027,12.058,18.027,12.102,18.011
337198,12.275,18.027,12.058,18.027,12.102,18.011
337728,12.275,18.027,12.058,18.027,12.102,18.011
338230,12.275,18.027,12.058,18.027,12.102,18.011
338767,12.275,18.027,12.058,18.027,12.102,18.011
339262,12.275,18.027,12.058,18.027,12.102,18.011
339773,12.275,18.027,12.058,18.027,12.102,18.011
340274,12.275,18.027,12.058,18.027,12.102,18.011
340803,12.275,18.027,12.058,18.027,12.102,18.011
341295,12.275,18.027,12.058,18.027,12.102,18.011
341810,12.275,18.027,12.058,18.027,12.102,18.011
342323,12.275,18.027,12.058,18.027,12.102,18.011
342851,12.275,18.027,12.058,18.027,12.102,18.011
343338,12.275,18.027,12.058,18.027,12.102,18.011
343865,12.275,18.027,12.058,18.027,12.102,18.011
344358,12.275,18.027,12.058,18.027,12.102,18.011
344902,12.275,18.027,12.058,18.027,12.102,18.011
345415,12.275,18.027,12.058,18.027,12.102,18.011
345917,12.275,18.027,12.058,18.027,12.102,18.011
346447,12.275,18.027,12.058,18.027,12.102,18.011
346951,12.275,18.027,12.058,18.027,12.102,18.011
347483,12.275,18.027,12.058,18.027,12.102,18.011
347987,12.275,18.027,12.058,18.027,12.102,18.011
348511,12.275,18.027,12.058,18.027,12.102,18.011
349010,12.275,18.027,12.058,18.027,12.102,18.011
349516,12.275,18.027,12.041,18.027,12.102,18.011
350009,12.275,18.027,12.041,18.027,12.102,18.011
350544,12.275,18.027,12.041,18.027,12.102,18.011
351047,12.275,18.027,12.041,18.027,12.102,18.011
351577,12.275,18.027,12.041,18.027,12.102,18.011
352072,12.275,18.027,12.041,18.027,12.102,18.011
352604,12.275,18.027,12.041,18.027,12.102,18.011
353094,12.275,18.027,12.041,18.027,12.102,18.011
353611,12.275,18.027,12.041,18.027,12.102,18.011
354116,12.275,18.027,12.041,18.027,12.102,18.011
354682,12.275,18.027,12.041,18.027,12.102,18.011
355220,12.275,18.027,12.041,18.027,12.102,18.011
355713,12.275,18.027,12.041,18.027,12.102,18.011
356245,12.275,18.027,12.041,18.027,12.102,18.011
356736,12.275,18.027,12.041,18.027,12.102,18.011
357263,12.275,18.027,12.041,18.027,12.102,18.011
357764,12.275,18.027,12.041,18.027,12.102,18.011
358298,12.275,18.027,12.041,18.027,12.102,18.011
358812,12.275,18.027,12.041,18.027,12.102,18.011
359331,12.275,18.027,12.041,18.027,12.102,18.011
359823,12.275,18.027,12.041,18.027,12.102,18.011
360350,12.275,18.027,12.041,18.027,12.102,18.011
360843,12.275,18.027,12.041,18.027,12.102,18.011
361362,12.275,18.027,12.041,18.027,12.102,18.011
361851,12.275,18.027,12.041,18.027,12.102,18.011
362373,12.275,18.027,12.041,18.027,12.102,18.011
362873,12.275,18.027,12.041,18.027,12.102,18.011
363402,12.275,18.027,12.041,18.027,12.102,18.011
363907,12.275,18.027,12.041,18.027,12.102,18.011
364429,12.275,18.027,12.041,18.027,12.102,18.011
364959,12.275,18.027,12.041,18.027,12.102,18.011
365475,12.275,18.027,12.041,18.027,12.102,18.011
365979,12.275,18.027,12.041,18.027,12.085,18.011
366516,12.275,18.027,12.041,18.027,12.085,18.011
367021,12.275,18.027,12.041,18.027,12.085,18.011
367548,12.275,18.027,12.041,18.027,12.085,18.011
368034,12.275,18.027,12.041,18.027,12.085,18.011
368563,12.275,18.027,12.041,18.027,12.085,18.011
369057,12.275,18.027,12.041,18.027,12.085,18.011
369583,12.275,18.027,12.041,18.027,12.085,18.011
370078,12.275,18.027,12.041,18.027,12.085,18.011
370607,12.275,18.027,12.041,18.027,12.085,18.011
371110,12.275,18.027,12.041,18.027,12.085,18.011
371650,12.275,18.027,12.041,18.027,12.085,18.011
372173,12.275,18.027,12.041,18.027,12.085,18.011
372676,12.275,18.027,12.041,18.027,12.085,18.011
373212,12.275,18.027,12.041,18.027,12.085,18.011
373712,12.275,18.027,12.041,18.027,12.085,18.011
374232,12.275,18.027,12.041,18.027,12.085,18.011
374737,12.275,18.027,12.041,18.027,12.085,18.011
375281,12.275,18.027,12.041,18.027,12.085,18.011
375781,12.275,18.027,12.041,18.027,12.085,18.011
376316,12.275,18.027,12.041,18.027,12.085,18.011
376822,12.275,18.027,12.025,18.027,12.085,18.011
377358,12.275,18.027,12.025,18.027,12.085,18.011
377852,12.275,18.027,12.025,18.027,12.085,18.011
378374,12.275,18.027,12.025,18.027,12.085,18.011
378880,12.275,18.027,12.025,18.027,12.085,18.011
379411,12.275,18.027,12.025,18.027,12.085,18.011
379916,12.275,18.027,12.025,18.027,12.085,18.011
380438,12.275,18.027,12.025,18.027,12.085,18.011
380935,12.275,18.027,12.025,18.027,12.085,18.011
381462,12.275,18.027,12.025,18.027,12.085,18.011
381959,12.275,18.027,12.025,18.027,12.085,18.011
382480,12.275,18.027,12.025,18.027,12.085,18.011
382983,12.275,18.027,12.025,18.027,12.085,18.011
383510,12.275,18.027,12.025,18.027,12.085,18.011
384012,12.275,18.027,12.025,18.027,12.085,18.011
384535,12.275,18.027,12.025,18.027,12.085,18.011
385037,12.275,18.027,12.025,18.027,12.085,18.011
385586,12.275,18.027,12.025,18.027,12.085,18.011
386098,12.258,18.027,12.025,18.027,12.085,18.011
386610,12.275,18.027,12.025,18.027,12.085,18.011
387177,12.258,18.027,12.025,18.027,12.085,18.011
387702,12.258,18.027,12.025,18.027,12.085,18.011
388193,12.258,18.027,12.025,18.027,12.085,18.011
388709,12.258,18.027,12.025,18.027,12.085,18.011
389220,12.258,18.027,12.025,18.027,12.085,18.011
389747,12.258,18.027,12.025,18.027,12.085,18.011
390241,12.258,18.027,12.025,18.027,12.085,18.011
390779,12.258,18.027,12.025,18.027,12.085,18.011
391280,12.258,18.027,12.025,18.027,12.085,18.011
391793,12.258,18.027,12.025,18.027,12.085,18.011
392286,12.258,18.027,12.025,18.027,12.085,18.011
392810,12.258,18.027,12.025,18.027,12.085,18.011
393312,12.258,18.027,12.025,18.027,12.085,18.011
393840,12.258,18.027,12.025,18.027,12.085,18.011
394333,12.258,18.027,12.025,18.027,12.085,18.011
394863,12.258,18.027,12.025,18.027,12.085,18.011
395396,12.258,18.027,12.025,18.027,12.085,18.011
395904,12.258,18.027,12.025,18.027,12.085,18.011
396430,12.258,18.027,12.025,18.027,12.085,18.011
396951,12.258,18.027,12.025,18.027,12.085,18.011
397461,12.258,18.027,12.025,18.027,12.085,18.011
397960,12.258,18.027,12.025,18.027,12.085,18.011
398481,12.258,18.027,12.025,18.027,12.085,18.011
398984,12.258,18.027,12.025,18.027,12.085,18.011
399512,12.258,18.027,12.025,18.027,12.085,18.011
400011,12.258,18.027,12.025,18.027,12.085,18.011
400526,12.258,18.027,12.025,18.027,12.085,18.011
401019,12.258,18.027,12.025,18.027,12.085,18.011
401543,12.258,18.027,12.025,18.027,12.085,18.011
402038,12.258,18.027,12.025,18.027,12.085,18.011
402568,12.258,18.027,12.025,18.027,12.085,18.011
403077,12.258,18.027,12.025,18.027,12.085,18.011
403590,12.258,18.027,12.025,18.027,12.085,18.011
404089,12.258,18.027,12.025,18.027,12.085,18.011
404618,12.258,18.027,12.025,18.027,12.085,18.011
405108,12.258,18.027,12.025,18.027,12.085,18.011
405633,12.258,18.027,12.025,18.027,12.085,18.011
406129,12.258,18.027,12.025,18.027,12.085,18.011
406668,12.258,18.027,12.025,18.027,12.085,18.011
407227,12.258,18.027,12.025,18.027,12.085,18.011
407731,12.258,18.027,12.025,18.027,12.085,18.011
408250,12.258,18.027,12.025,18.027,12.085,18.011
408756,12.258,18.027,12.025,18.027,12.085,18.011
409273,12.258,18.027,12.025,18.027,12.085,18.011
409805,12.258,18.027,12.025,18.027,12.085,18.011
410307,12.258,18.027,12.008,18.027,12.085,18.011
410839,12.258,18.027,12.008,18.027,12.085,18.011
411334,12.258,18.027,12.008,18.027,12.085,18.011
411859,12.258,18.027,12.008,18.027,12.085,18.011
412354,12.258,18.027,12.008,18.027,12.085,18.011
412876,12.258,18.027,12.008,18.027,12.085,18.011
413381,12.258,18.027,12.008,18.027,12.085,18.011
413912,12.258,18.027,12.008,18.027,12.085,18.011
414408,12.258,18.027,12.008,18.027,12.085,18.011
414943,12.258,18.027,12.008,18.027,12.085,18.011
415432,12.258,18.027,12.008,18.027,12.085,18.011
415960,12.258,18.027,12.008,18.027,12.085,18.011
416451,12.258,18.027,12.008,18.027,12.085,18.011
417000,12.258,18.027,12.008,18.027,12.085,18.011
417492,12.258,18.027,12.008,18.027,12.085,18.011
418020,12.258,18.027,12.008,18.027,12.085,18.011
418559,12.258,18.027,12.008,18.027,12.085,18.011
419057,12.258,18.027,12.008,18.027,12.085,18.011
419591,12.258,18.027,12.008,18.027,12.085,18.011
420081,12.258,18.027,12.008,18.027,12.085,18.011
420610,12.258,18.027,12.008,18.027,12.085,18.011
421110,12.258,18.027,12.008,18.027,12.085,18.011
421630,12.258,18.027,12.008,18.027,12.069,18.011
422124,12.258,18.027,12.008,18.027,12.069,18.011
422655,12.258,18.027,12.008,18.027,12.069,18.011
423149,12.258,18.027,12.008,18.027,12.069,18.011
423673,12.258,18.027,12.008,18.027,12.069,18.011
424173,12.258,18.027,12.008,18.027,12.069,18.011
424692,12.258,18.027,12.008,18.027,12.069,18.011
425188,12.258,18.027,12.008,18.027,12.069,18.011
425724,12.258,18.027,12.008,18.027,12.069,18.011
426218,12.258,18.027,12.008,18.027,12.069,18.011
426755,12.258,18.027,12.008,18.027,12.069,18.011
427286,12.258,18.027,12.008,18.027,12.069,18.011
427814,12.258,18.027,12.008,18.027,12.069,18.011
428338,12.258,18.027,12.008,18.027,12.069,18.011
428845,12.258,18.027,12.008,18.027,12.069,18.011
429366,12.258,18.027,12.008,18.027,12.069,18.011
429865,12.258,18.027,12.008,18.027,12.069,18.011
430382,12.258,18.027,12.008,18.027,12.069,18.011
430889,12.258,18.027,12.008,18.027,12.069,18.011
431417,12.258,18.027,12.008,18.027,12.069,18.011
431911,12.258,18.027,12.008,18.027,12.069,18.011
432444,12.258,18.027,12.008,18.027,12.069,18.011
432935,12.258,18.027,12.008,18.027,12.069,18.011
433449,12.258,18.027,12.008,18.027,12.069,18.011
433945,12.258,18.027,12.008,18.027,12.069,18.011
434464,12.258,18.027,12.008,18.027,12.069,18.011
434968,12.258,18.027,12.008,18.027,12.069,18.011
435490,12.258,18.027,12.008,18.027,12.069,18.011
435990,12.258,18.027,12.008,18.027,12.069,18.011
436509,12.258,18.027,12.008,18.027,12.069,18.011
437006,12.258,18.027,12.008,18.027,12.069,18.011
437558,12.258,18.027,12.008,18.027,12.069,18.011
438079,12.258,18.027,12.008,18.027,12.069,18.011
438597,12.258,18.027,12.008,18.027,12.069,18.011
439124,12.258,18.027,12.008,18.027,12.069,18.011
439623,12.258,18.027,12.008,18.027,12.069,18.011
440152,12.258,18.027,12.008,18.027,12.069,18.011
440642,12.258,18.027,12.008,18.027,12.069,18.011
441162,12.258,18.027,11.992,18.027,12.069,18.011
441647,12.258,18.027,11.992,18.027,12.069,18.011
442172,12.258,18.027,11.992,18.027,12.069,18.011
442675,12.258,18.027,11.992,18.027,12.069,18.011
443197,12.258,18.027,11.992,18.027,12.069,18.011
443747,12.258,18.027,11.992,18.027,12.069,18.011
444246,12.242,18.027,11.992,18.027,12.069,18.011
444770,12.242,18.027,11.992,18.027,12.069,18.011
445280,12.242,18.027,11.992,18.027,12.069,18.011
445812,12.242,18.027,11.992,18.027,12.069,18.011
446320,12.242,18.027,11.992,18.027,12.069,18.011
446853,12.242,18.027,11.992,18.027,12.069,18.011
447367,12.242,18.027,11.992,18.027,12.069,18.011
447870,12.242,18.027,11.992,18.027,12.069,18.011
448406,12.242,18.027,11.992,18.027,12.069,18.011
448916,12.242,18.027,11.992,18.027,12.069,18.011
449440,12.242,18.027,11.992,18.027,12.069,18.011
449930,12.242,18.027,11.992,18.027,12.069,18.011
450465,12.242,18.027,11.992,18.027,12.069,18.011
450968,12.242,18.027,11.992,18.027,12.069,18.011
451501,12.242,18.027,11.992,18.027,12.069,18.011
452024,12.242,18.027,11.992,18.027,12.069,18.011
452513,12.242,18.027,11.992,18.027,12.069,18.011
453032,12.242,18.027,11.992,18.027,12.069,18.011
453541,12.242,18.027,11.992,18.027,12.069,18.011
454101,12.242,18.027,11.992,18.027,12.069,18.011
454642,12.242,18.027,11.992,18.027,12.069,18.011
455140,12.242,18.027,11.992,18.027,12.069,18.011
455662,12.242,18.027,11.992,18.027,12.069,18.011
456154,12.242,18.027,11.992,18.027,12.069,18.011
456660,12.242,18.027,11.992,18.027,12.069,18.011
457149,12.242,18.027,11.992,18.027,12.069,18.011
457658,12.242,18.027,11.992,18.027,12.069,18.011
458155,12.242,18.027,11.992,18.027,12.069,18.011
458693,12.242,18.027,11.992,18.027,12.069,18.011
459178,12.242,18.027,11.992,18.027,12.069,18.011
459703,12.242,18.027,11.992,18.027,12.069,18.011
460205,12.242,18.027,11.992,18.027,12.069,18.011
460738,12.242,18.027,11.992,18.027,12.069,18.011
461287,12.242,18.027,11.992,18.027,12.069,18.011
461782,12.242,18.027,11.992,18.027,12.069,18.011
462312,12.242,18.027,11.992,18.027,12.069,18.011
462805,12.242,18.027,11.992,18.027,12.069,18.011
463325,12.242,18.027,11.992,18.027,12.069,18.011
463849,12.242,18.027,11.992,18.027,12.069,18.011
464362,12.242,18.027,11.992,18.027,12.069,18.011
464862,12.242,18.027,11.992,18.027,12.069,18.011
465381,12.242,18.027,11.992,18.027,12.069,18.011
465881,12.242,18.027,11.992,18.027,12.069,18.011
466412,12.242,18.027,11.992,18.027,12.069,18.011
466914,12.242,18.027,11.992,18.027,12.069,18.011
467430,12.242,18.027,11.992,18.027,12.069,18.011
467926,12.242,18.027,11.992,18.027,12.069,18.011
468453,12.242,18.027,11.992,18.027,12.069,18.011
468957,12.242,18.027,11.992,18.027,12.069,18.011
469476,12.242,18.027,11.992,18.027,12.069,18.011
469972,12.242,18.027,11.992,18.027,12.069,18.011
470503,12.242,18.027,11.992,18.027,12.069,18.011
470990,12.242,18.027,11.992,18.027,12.069,18.011
471518,12.242,18.027,11.992,18.027,12.069,18.011
472020,12.242,18.027,11.992,18.027,12.069,18.011
472542,12.242,18.027,11.992,18.027,12.052,18.011
473041,12.242,18.027,11.992,18.027,12.052,18.011
473571,12.242,18.027,11.975,18.027,12.052,18.011
474103,12.242,18.027,11.975,18.027,12.052,18.011
474626,12.242,18.027,11.975,18.027,12.052,18.011
475149,12.242,18.027,11.975,18.027,12.052,18.011
475654,12.242,18.027,11.975,18.027,12.052,18.011
476183,12.242,18.027,11.975,18.027,12.052,18.011
476681,12.242,18.027,11.975,18.027,12.052,18.011
477208,12.242,18.027,11.975,18.027,12.052,18.011
477716,12.242,18.027,11.975,18.027,12.052,18.011
478237,12.242,18.027,11.975,18.027,12.052,18.011
478739,12.242,18.027,11.975,18.027,12.052,18.011
479274,12.242,18.027,11.975,18.027,12.052,18.011
479791,12.242,18.027,11.975,18.027,12.052,18.011
480281,12.242,18.027,11.975,18.027,12.052,18.011
480798,12.242,18.027,11.975,18.027,12.052,18.011
481300,12.242,18.027,11.975,18.027,12.052,18.011
481822,12.242,18.027,11.975,18.027,12.052,18.011
482336,12.242,18.027,11.975,18.027,12.052,18.011
482866,12.242,18.027,11.975,18.027,12.052,18.011
483376,12.242,18.027,11.975,18.027,12.052,18.011
483929,12.242,18.027,11.975,18.027,12.052,18.011
484427,12.242,18.027,11.975,18.027,12.052,18.011
484952,12.242,18.027,11.975,18.027,12.052,18.011
485474,12.242,18.027,11.975,18.027,12.052,18.011
485978,12.242,18.027,11.975,18.027,12.052,18.011
486502,12.242,18.027,11.975,18.027,12.052,18.011
487005,12.242,18.027,11.975,18.027,12.052,18.011
487535,12.242,18.027,11.975,18.027,12.052,18.011
488036,12.242,18.027,11.975,18.027,12.052,18.011
488558,12.242,18.027,11.975,18.027,12.052,18.011
489051,12.242,18.027,11.975,18.027,12.052,18.011
489573,12.242,18.027,11.975,18.027,12.052,18.011
490075,12.242,18.027,11.975,18.027,12.052,18.011
490604,12.242,18.027,11.975,18.027,12.052,18.011
491098,12.242,18.027,11.975,18.027,12.052,18.011
491627,12.242,18.027,11.975,18.027,12.052,18.011
492121,12.242,18.027,11.975,18.027,12.052,18.011
492659,12.242,18.027,11.975,18.027,12.052,18.011
493171,12.242,18.027,11.975,18.027,12.052,18.011
493731,12.242,18.027,11.975,18.027,12.052,18.011
494313,12.242,18.027,11.975,18.027,12.052,18.011
494818,12.225,18.027,11.975,18.027,12.052,18.011
495344,12.225,18.027,11.975,18.027,12.052,18.011
495845,12.225,18.027,11.975,18.027,12.052,18.011
496374,12.225,18.027,11.975,18.027,12.052,18.011
496866,12.225,18.027,11.975,18.027,12.052,18.011
497395,12.225,18.027,11.975,18.027,12.052,18.011
497900,12.225,18.027,11.975,18.027,12.052,18.011
498423,12.225,18.027,11.975,18.027,12.052,18.011
498933,12.225,18.027,11.975,18.027,12.052,18.011
499468,12.225,18.027,11.975,18.027,12.052,18.011
499995,12.225,18.027,11.975,18.027,12.052,18.011
500483,12.225,18.027,11.975,18.027,12.052,18.011
501014,12.225,18.027,11.975,18.027,12.052,18.011
501520,12.225,18.027,11.975,18.027,12.052,18.011
502039,12.225,18.027,11.975,18.027,12.052,18.011
502548,12.225,18.027,11.975,18.027,12.052,18.011
503080,12.225,18.027,11.975,18.027,12.052,18.011
503577,12.225,18.027,11.975,18.027,12.052,18.011
504100,12.225,18.027,11.975,18.027,12.052,18.011
504648,12.225,18.027,11.975,18.027,12.052,18.011
505145,12.225,18.027,11.975,18.027,12.052,18.011
505661,12.225,18.027,11.975,18.027,12.052,18.011
506162,12.225,18.027,11.975,18.027,12.052,18.011
506706,12.225,18.027,11.958,18.027,12.052,18.011
507216,12.225,18.027,11.958,18.027,12.052,18.011
507732,12.225,18.027,11.958,18.027,12.052,18.011
508258,12.225,18.027,11.958,18.027,12.052,18.011
508764,12.225,18.027,11.958,18.027,12.052,18.011
509279,12.225,18.027,11.958,18.027,12.052,18.011
509782,12.225,18.027,11.958,18.027,12.052,18.011
510302,12.225,18.027,11.958,18.027,12.052,18.011
510807,12.225,18.027,11.958,18.027,12.052,18.011
511332,12.225,18.027,11.958,18.027,12.052,18.011
511824,12.225,18.027,11.958,18.027,12.052,18.011
512363,12.225,18.027,11.958,18.027,12.052,18.011
512876,12.225,18.027,11.958,18.027,12.052,18.011
513375,12.225,18.027,11.958,18.027,12.052,18.011
513901,12.225,18.027,11.958,18.027,12.052,18.011
514437,12.225,18.027,11.958,18.027,12.052,18.011
514958,12.225,18.027,11.958,18.027,12.052,18.011
515465,12.225,18.027,11.958,18.027,12.052,18.011
515989,12.225,18.027,11.958,18.027,12.052,18.011
516519,12.225,18.027,11.958,18.027,12.052,18.011
517013,12.225,18.027,11.958,18.027,12.052,18.011
517531,12.225,18.027,11.958,18.027,12.052,18.011
518027,12.225,18.027,11.958,18.027,12.052,18.011
518558,12.225,18.027,11.958,18.027,12.052,18.011
519059,12.225,18.027,11.958,18.027,12.052,18.011
519577,12.225,18.027,11.958,18.027,12.052,18.011
520080,12.225,18.027,11.958,18.027,12.052,18.011
520602,12.225,18.027,11.958,18.027,12.052,18.011
521097,12.225,18.027,11.958,18.027,12.052,18.011
521627,12.225,18.027,11.958,18.027,12.036,18.011
522124,12.225,18.027,11.958,18.027,12.052,18.011
522664,12.225,18.027,11.958,18.027,12.036,18.011
523169,12.225,18.027,11.958,18.027,12.036,18.011
