18A Test,Ed Sheeran,Ed Sheeran,Tesseract,Tesseract,BLUE-04284-HA,BLUE-04284-HA
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
242983,12.441,18.027,12.257,18.027,12.799,-0.01
243503,12.441,18.027,12.257,18.027,12.799,-0.01
243987,12.441,18.027,12.257,18.027,12.799,-0.01
244495,12.441,18.027,12.257,18.027,12.799,-0.01
244973,12.441,18.027,12.257,18.027,12.799,-0.01
245534,12.441,18.027,12.257,18.027,12.799,-0.01
246031,12.441,18.027,12.257,18.027,12.799,-0.01
246547,12.441,18.027,12.257,18.027,12.799,-0.01
247038,12.441,18.027,12.257,18.027,12.799,-0.01
247552,12.441,18.027,12.257,18.027,12.799,-0.01
248046,12.441,18.027,12.257,18.027,12.799,-0.01
248569,12.441,18.027,12.257,18.027,12.799,-0.01
249063,12.441,18.027,12.257,18.027,12.799,-0.01
249584,12.441,18.027,12.257,18.027,12.799,-0.01
250073,12.441,18.027,12.257,18.027,12.799,-0.01
250588,12.441,18.027,12.257,18.027,12.799,-0.01
251079,12.441,18.027,12.257,18.027,12.799,-0.01
251596,12.441,18.027,12.257,18.027,12.799,-0.01
252081,12.441,18.027,12.257,18.027,12.799,-0.01
252593,12.441,18.027,12.257,18.027,12.799,-0.01
253087,12.441,18.027,12.257,18.027,12.799,-0.01
253615,12.441,18.027,12.257,18.027,12.799,-0.01
254135,12.441,18.027,12.257,18.027,12.799,-0.01
254622,12.441,18.027,12.257,18.027,12.799,-0.01
255167,12.441,18.027,12.257,18.027,12.799,-0.01
255659,12.441,18.027,12.257,18.027,12.799,-0.01
256181,12.441,18.027,12.257,18.027,12.799,-0.01
256666,12.441,18.027,12.257,18.027,12.799,-0.01
257171,12.441,18.027,12.257,18.027,12.799,-0.01
257680,12.441,18.027,12.257,18.027,12.799,-0.01
258192,12.441,18.027,12.257,18.027,12.799,-0.01
258680,12.441,18.027,12.257,18.027,12.799,-0.01
259201,12.441,18.027,12.257,18.027,12.799,-0.01
259697,12.441,18.027,12.257,18.027,12.799,-0.01
260218,12.441,18.027,12.257,18.027,12.799,-0.01
260709,12.441,18.027,12.257,18.027,12.799,-0.01
261222,12.441,18.027,12.257,18.027,12.799,-0.01
261760,12.425,18.027,12.257,18.027,12.799,-0.01
262267,12.441,18.027,12.257,18.027,12.799,-0.01
262782,12.425,18.027,12.257,18.027,12.799,-0.01
263279,12.425,18.027,12.257,18.027,12.799,-0.01
263793,12.425,18.027,12.257,18.027,12.799,-0.01
264268,12.425,18.027,12.257,18.027,12.799,-0.01
264793,12.425,18.027,12.257,18.027,12.799,-0.01
265292,12.425,18.027,12.257,18.027,12.799,-0.01
265828,12.425,18.027,12.257,18.027,12.799,-0.01
266356,12.425,18.027,12.257,18.027,12.799,-0.01
266840,12.425,18.027,12.257,18.027,12.799,-0.01
267359,12.425,18.027,12.257,18.027,12.799,-0.01
267857,12.425,18.027,12.257,18.027,12.799,-0.01
268353,12.425,18.027,12.257,18.027,12.799,-0.01
268849,12.425,18.027,12.257,18.027,12.799,-0.01
269369,12.425,18.027,12.257,18.027,12.799,-0.01
269865,12.425,18.027,12.257,18.027,12.799,-0.01
270376,12.425,18.027,12.257,18.027,12.799,-0.01
270870,12.425,18.027,12.257,18.027,12.799,-0.01
271383,12.425,18.027,12.257,18.027,12.799,-0.01
271904,12.425,18.027,12.257,18.027,12.799,-0.01
272409,12.425,18.027,12.257,18.027,12.799,-0.01
272922,12.425,18.027,12.257,18.027,12.799,-0.01
273419,12.425,18.027,12.257,18.027,12.799,-0.01
273941,12.425,18.027,12.257,18.027,12.799,-0.01
274437,12.425,18.027,12.257,18.027,12.799,-0.01
274957,12.425,18.027,12.257,18.027,12.799,-0.01
275433,12.425,18.027,12.257,18.027,12.799,-0.01
275947,12.425,18.027,12.257,18.027,12.799,-0.01
276437,12.425,18.027,12.257,18.027,12.799,-0.01
276948,12.425,18.027,12.257,18.027,12.799,-0.01
277443,12.425,18.027,12.257,18.027,12.799,-0.01
277965,12.425,18.027,12.257,18.027,12.799,-0.01
278459,12.425,18.027,12.257,18.027,12.799,-0.01
278981,12.425,18.027,12.257,18.027,12.799,-0.01
279478,12.425,18.027,12.257,18.027,12.799,-0.01
279992,12.425,18.027,12.257,18.027,12.799,-0.01
280493,12.425,18.027,12.257,18.027,12.799,-0.01
281001,12.425,18.027,12.257,18.027,12.799,-0.01
281485,12.425,18.027,12.257,18.027,12.799,-0.01
282022,12.425,18.027,12.257,18.027,12.799,-0.01
282517,12.425,18.027,12.257,18.027,12.799,-0.01
283034,12.425,18.027,12.257,18.027,12.799,-0.01
283544,12.425,18.027,12.257,18.027,12.799,-0.01
284041,12.425,18.027,12.257,18.027,12.799,-0.01
284556,12.425,18.027,12.257,18.027,12.799,-0.01
285031,12.425,18.027,12.257,18.027,12.799,-0.01
285554,12.425,18.027,12.257,18.027,12.799,-0.01
286038,12.425,18.027,12.257,18.027,12.799,-0.01
286560,12.425,18.027,12.257,18.027,12.799,-0.01
287050,12.425,18.027,12.257,18.027,12.799,-0.01
287559,12.425,18.027,12.257,18.027,12.799,-0.01
288055,12.425,18.027,12.257,18.027,12.799,-0.01
288573,12.425,18.027,12.257,18.027,12.799,-0.01
289060,12.425,18.027,12.257,18.027,12.799,-0.01
289576,12.425,18.027,12.257,18.027,12.799,-0.01
290073,12.425,18.027,12.257,18.027,12.799,-0.01
290584,12.425,18.027,12.257,18.027,12.799,-0.01
291076,12.425,18.027,12.24,18.027,12.799,-0.01
291581,12.425,18.027,12.24,18.027,12.799,-0.01
292092,12.425,18.027,12.24,18.027,12.799,-0.01
292606,12.425,18.027,12.24,18.027,12.799,-0.01
293101,12.425,18.027,12.24,18.027,12.799,-0.01
293633,12.425,18.027,12.24,18.027,12.799,-0.01
294114,12.425,18.027,12.24,18.027,12.799,-0.01
294620,12.425,18.027,12.24,18.027,12.799,-0.01
295099,12.425,18.027,12.24,18.027,12.799,-0.01
295633,12.425,18.027,12.24,18.027,12.799,-0.01
296129,12.425,18.027,12.24,18.027,12.799,-0.01
296656,12.408,18.027,12.24,18.027,12.799,-0.01
297169,12.408,18.027,12.24,18.027,12.799,-0.01
297676,12.408,18.027,12.24,18.027,12.799,-0.01
298182,12.408,18.027,12.24,18.027,12.799,-0.01
298658,12.408,18.027,12.24,18.027,12.799,-0.01
299166,12.408,18.027,12.24,18.027,12.799,-0.01
299661,12.408,18.027,12.24,18.027,12.799,-0.01
300182,12.408,18.027,12.24,18.027,12.799,-0.01
300675,12.408,18.027,12.24,18.027,12.799,-0.01
301192,12.408,18.027,12.24,18.027,12.799,-0.01
301700,12.408,18.027,12.24,18.027,12.799,-0.01
302222,12.408,18.027,12.24,18.027,12.799,-0.01
302714,12.408,18.027,12.24,18.027,12.799,-0.01
303237,12.408,18.027,12.24,18.027,12.799,-0.01
303727,12.408,18.027,12.24,18.027,12.799,-0.01
304250,12.408,18.027,12.24,18.027,12.799,-0.01
304738,12.408,18.027,12.24,18.027,12.799,-0.01
305255,12.408,18.027,12.24,18.027,12.799,-0.01
305785,12.408,18.027,12.24,18.027,12.799,-0.01
306304,12.408,18.027,12.24,18.027,12.799,-0.01
306823,12.408,18.027,12.24,18.027,12.799,-0.01
307309,12.408,18.027,12.24,18.027,12.799,-0.01
307821,12.408,18.027,12.24,18.027,12.799,-0.01
308303,12.408,18.027,12.24,18.027,12.799,-0.01
308829,12.408,18.027,12.24,18.027,12.799,-0.01
309309,12.408,18.027,12.24,18.027,12.799,-0.01
309827,12.408,18.027,12.24,18.027,12.799,-0.01
310322,12.408,18.027,12.24,18.027,12.799,-0.01
310836,12.408,18.027,12.24,18.027,12.799,-0.01
311336,12.408,18.027,12.24,18.027,12.799,-0.01
311853,12.408,18.027,12.24,18.027,12.799,-0.01
312341,12.408,18.027,12.24,18.027,12.799,-0.01
312857,12.408,18.027,12.24,18.027,12.799,-0.01
313349,12.408,18.027,12.24,18.027,12.799,-0.01
313878,12.408,18.027,12.24,18.027,12.799,-0.01
314376,12.408,18.027,12.24,18.027,12.799,-0.01
314890,12.408,18.027,12.24,18.027,12.799,-0.01
315375,12.408,18.027,12.24,18.027,12.799,-0.01
315920,12.408,18.027,12.24,18.027,12.799,-0.01
316416,12.408,18.027,12.24,18.027,12.799,0.006
316923,12.408,18.027,12.24,18.027,12.799,-0.01
317416,12.408,18.027,12.24,18.027,12.799,-0.01
317944,12.408,18.027,12.24,18.027,12.799,-0.01
318432,12.408,18.027,12.24,18.027,12.799,-0.01
318947,12.408,18.027,12.24,18.027,12.799,-0.01
319442,12.408,18.027,12.24,18.027,12.799,-0.01
319970,12.408,18.027,12.24,18.027,12.799,-0.01
320455,12.408,18.027,12.24,18.027,12.799,-0.01
320966,12.408,18.027,12.24,18.027,12.799,-0.01
321466,12.408,18.027,12.24,18.027,12.799,-0.01
321981,12.408,18.027,12.24,18.027,12.799,-0.01
322476,12.408,18.027,12.24,18.027,12.799,-0.01
322989,12.408,18.027,12.24,18.027,12.799,-0.01
323482,12.408,18.027,12.24,18.027,12.799,-0.01
323997,12.408,18.027,12.24,18.027,12.799,-0.01
324496,12.408,18.027,12.24,18.027,12.799,-0.01
324998,12.408,18.027,12.24,18.027,12.799,-0.01
325523,12.408,18.027,12.24,18.027,12.799,-0.01
326041,12.391,18.027,12.24,18.027,12.799,-0.01
326558,12.391,18.027,12.24,18.027,12.799,-0.01
327049,12.391,18.027,12.24,18.027,12.799,-0.01
327563,12.391,18.027,12.24,18.027,12.799,-0.01
328047,12.391,18.027,12.24,18.027,12.799,-0.01
328565,12.391,18.027,12.24,18.027,12.799,-0.01
329054,12.391,18.027,12.24,18.027,12.799,-0.01
329587,12.391,18.027,12.24,18.027,12.799,-0.01
330081,12.391,18.027,12.24,18.027,12.799,-0.01
330597,12.391,18.027,12.24,18.027,12.799,-0.01
331083,12.391,18.027,12.24,18.027,12.799,-0.01
331602,12.391,18.027,12.24,18.027,12.799,-0.01
332092,12.391,18.027,12.24,18.027,12.799,-0.01
332619,12.391,18.027,12.24,18.027,12.799,-0.01
333108,12.391,18.027,12.24,18.027,12.799,-0.01
333628,12.391,18.027,12.24,18.027,12.799,-0.01
334115,12.391,18.027,12.24,18.027,12.799,-0.01
334629,12.391,18.027,12.24,18.027,12.799,-0.01
335111,12.391,18.027,12.24,18.027,12.799,-0.01
335650,12.391,18.027,12.24,18.027,12.799,-0.01
336142,12.391,18.027,12.24,18.027,12.799,-0.01
336662,12.391,18.027,12.24,18.027,12.799,-0.01
337176,12.391,18.027,12.24,18.027,12.799,-0.01
337679,12.391,18.027,12.24,18.027,12.799,-0.01
338188,12.391,18.027,12.24,18.027,12.799,-0.01
338670,12.391,18.027,12.224,18.027,12.799,-0.01
339190,12.391,18.027,12.224,18.027,12.799,-0.01
339679,12.391,18.027,12.224,18.027,12.799,-0.01
340201,12.391,18.027,12.224,18.027,12.799,-0.01
340692,12.391,18.027,12.224,18.027,12.799,-0.01
341198,12.391,18.027,12.224,18.027,12.799,-0.01
341703,12.391,18.027,12.224,18.027,12.799,-0.01
342222,12.391,18.027,12.224,18.027,12.799,-0.01
342706,12.391,18.027,12.224,18.027,12.799,-0.01
343229,12.391,18.027,12.224,18.027,12.799,-0.01
343711,12.391,18.027,12.224,18.027,12.799,-0.01
344218,12.391,18.027,12.224,18.027,12.799,-0.01
344711,12.391,18.027,12.224,18.027,12.799,-0.01
345255,12.391,18.027,12.224,18.027,12.799,-0.01
345757,12.391,18.027,12.224,18.027,12.799,-0.01
346283,12.391,18.027,12.224,18.027,12.799,-0.01
346804,12.391,18.027,12.224,18.027,12.799,-0.01
347292,12.391,18.027,12.224,18.027,12.799,0.006
347807,12.391,18.027,12.224,18.027,12.799,-0.01
348299,12.391,18.027,12.224,18.027,12.799,-0.01
348819,12.391,18.027,12.224,18.027,12.799,-0.01
349304,12.391,18.027,12.224,18.027,12.799,-0.01
349831,12.391,18.027,12.224,18.027,12.799,-0.01
350319,12.391,18.027,12.224,18.027,12.799,-0.01
350831,12.391,18.027,12.224,18.027,12.799,-0.01
351319,12.391,18.027,12.224,18.027,12.799,-0.01
351839,12.391,18.027,12.224,18.027,12.799,-0.01
352328,12.391,18.027,12.224,18.027,12.799,-0.01
352848,12.391,18.027,12.224,18.027,12.799,-0.01
353351,12.391,18.027,12.224,18.027,12.799,-0.01
353865,12.391,18.027,12.224,18.027,12.799,-0.01
354392,12.391,18.027,12.224,18.027,12.799,-0.01
354899,12.375,18.027,12.224,18.027,12.799,-0.01
355387,12.375,18.027,12.224,18.027,12.799,-0.01
355897,12.375,18.027,12.224,18.027,12.799,-0.01
356388,12.375,18.027,12.224,18.027,12.799,-0.01
356901,12.375,18.027,12.224,18.027,12.799,-0.01
357401,12.375,18.027,12.224,18.027,12.799,-0.01
357917,12.375,18.027,12.224,18.027,12.799,-0.01
358410,12.375,18.027,12.224,18.027,12.799,-0.01
358926,12.375,18.027,12.224,18.027,12.799,-0.01
359406,12.375,18.027,12.224,18.027,12.799,-0.01
359920,12.375,18.027,12.224,18.027,12.799,-0.01
360409,12.375,18.027,12.224,18.027,12.799,-0.01
360930,12.375,18.027,12.224,18.027,12.799,-0.01
361426,12.375,18.027,12.224,18.027,12.799,-0.01
361954,12.375,18.027,12.224,18.027,12.799,-0.01
362447,12.375,18.027,12.224,18.027,12.799,-0.01
362964,12.375,18.027,12.224,18.027,12.799,-0.01
363459,12.375,18.027,12.224,18.027,12.799,-0.01
363974,12.375,18.027,12.224,18.027,12.799,-0.01
364494,12.375,18.027,12.224,18.027,12.799,-0.01
365020,12.375,18.027,12.224,18.027,12.799,-0.01
365544,12.375,18.027,12.224,18.027,12.799,-0.01
366026,12.375,18.027,12.224,18.027,12.799,-0.01
366536,12.375,18.027,12.224,18.027,12.799,-0.01
367029,12.375,18.027,12.224,18.027,12.799,-0.01
367547,12.375,18.027,12.224,18.027,12.799,-0.01
368040,12.375,18.027,12.224,18.027,12.799,-0.01
368564,12.375,18.027,12.224,18.027,12.799,-0.01
369049,12.375,18.027,12.224,18.027,12.799,-0.01
369574,12.375,18.027,12.224,18.027,12.799,-0.01
370088,12.375,18.027,12.224,18.027,12.799,-0.01
370585,12.375,18.027,12.224,18.027,12.799,-0.01
371107,12.375,18.027,12.224,18.027,12.799,-0.01
371593,12.375,18.027,12.224,18.027,12.799,-0.01
372107,12.375,18.027,12.224,18.027,12.799,-0.01
372603,12.375,18.027,12.224,18.027,12.799,-0.01
373123,12.375,18.027,12.224,18.027,12.799,-0.01
373619,12.375,18.027,12.224,18.027,12.799,-0.01
374134,12.375,18.027,12.224,18.027,12.799,-0.01
374653,12.375,18.027,12.224,18.027,12.799,-0.01
375171,12.375,18.027,12.224,18.027,12.799,-0.01
375651,12.375,18.027,12.224,18.027,12.799,-0.01
376157,12.375,18.027,12.224,18.027,12.799,-0.01
376631,12.375,18.027,12.224,18.027,12.799,-0.01
377150,12.375,18.027,12.224,18.027,12.799,-0.01
377648,12.375,18.027,12.224,18.027,12.799,-0.01
378166,12.375,18.027,12.224,18.027,12.799,-0.01
378648,12.375,18.027,12.224,18.027,12.799,-0.01
379160,12.375,18.027,12.224,18.027,12.799,-0.01
379649,12.375,18.027,12.224,18.027,12.799,-0.01
380168,12.375,18.027,12.224,18.027,12.799,-0.01
380659,12.375,18.027,12.224,18.027,12.799,-0.01
381185,12.375,18.027,12.224,18.027,12.799,-0.01
381741,12.358,18.027,12.224,18.027,12.799,-0.01
382240,12.358,18.027,12.224,18.027,12.799,-0.01
382761,12.358,18.027,12.224,18.027,12.799,-0.01
383254,12.358,18.027,12.224,18.027,12.799,-0.01
383776,12.358,18.027,12.224,18.027,12.799,-0.01
384272,12.358,18.027,12.224,18.027,12.799,-0.01
384788,12.358,18.027,12.224,18.027,12.799,-0.01
385269,12.358,18.027,12.224,18.027,12.799,0.006
385789,12.358,18.027,12.224,18.027,12.799,-0.01
386270,12.358,18.027,12.224,18.027,12.799,-0.01
386777,12.358,18.027,12.224,18.027,12.799,-0.01
387271,12.358,18.027,12.224,18.027,12.799,-0.01
387778,12.358,18.027,12.224,18.027,12.799,-0.01
388278,12.358,18.027,12.224,18.027,12.799,-0.01
388796,12.358,18.027,12.224,18.027,12.799,-0.01
389285,12.358,18.027,12.207,18.027,12.799,-0.01
389797,12.358,18.027,12.207,18.027,12.799,-0.01
390296,12.358,18.027,12.207,18.027,12.799,-0.01
390821,12.358,18.027,12.207,18.027,12.799,-0.01
391312,12.358,18.027,12.207,18.027,12.799,-0.01
391849,12.358,18.027,12.207,18.027,12.799,-0.01
392329,12.358,18.027,12.207,18.027,12.799,-0.01
392856,12.358,18.027,12.207,18.027,12.799,-0.01
393378,12.358,18.027,12.207,18.027,12.799,-0.01
393859,12.358,18.027,12.207,18.027,12.799,-0.01
394376,12.358,18.027,12.207,18.027,12.799,-0.01
394860,12.358,18.027,12.207,18.027,12.799,-0.01
395385,12.358,18.027,12.207,18.027,12.799,-0.01
395886,12.358,18.027,12.207,18.027,12.799,-0.01
396405,12.358,18.027,12.207,18.027,12.799,-0.01
396895,12.358,18.027,12.207,18.027,12.799,-0.01
397429,12.358,18.027,12.207,18.027,12.799,-0.01
397920,12.358,18.027,12.207,18.027,12.799,-0.01
398431,12.358,18.027,12.207,18.027,12.799,-0.01
398917,12.358,18.027,12.207,18.027,12.799,-0.01
399432,12.358,18.027,12.207,18.027,12.799,-0.01
399921,12.358,18.027,12.207,18.027,12.799,-0.01
400435,12.358,18.027,12.207,18.027,12.799,-0.01
400927,12.358,18.027,12.207,18.027,12.799,-0.01
401479,12.358,18.027,12.207,18.027,12.799,-0.01
401966,12.358,18.027,12.207,18.027,12.799,-0.01
402482,12.358,18.027,12.207,18.027,12.799,-0.01
403010,12.358,18.027,12.207,18.027,12.799,-0.01
403492,12.358,18.027,12.207,18.027,12.799,-0.01
404006,12.358,18.027,12.207,18.027,12.799,-0.01
404499,12.358,18.027,12.207,18.027,12.799,-0.01
405014,12.358,18.027,12.207,18.027,12.799,-0.01
405522,12.358,18.027,12.207,18.027,12.799,-0.01
406031,12.358,18.027,12.207,18.027,12.799,-0.01
406512,12.358,18.027,12.207,18.027,12.799,-0.01
407019,12.358,18.027,12.207,18.027,12.799,-0.01
407522,12.358,18.027,12.207,18.027,12.799,-0.01
408036,12.358,18.027,12.207,18.027,12.799,0.006
408545,12.342,18.027,12.207,18.027,12.799,-0.01
409053,12.342,18.027,12.207,18.027,12.799,-0.01
409553,12.342,18.027,12.207,18.027,12.799,-0.01
410071,12.342,18.027,12.207,18.027,12.799,-0.01
410561,12.342,18.027,12.207,18.027,12.799,-0.01
411076,12.342,18.027,12.207,18.027,12.799,-0.01
411574,12.342,18.027,12.207,18.027,12.799,-0.01
412086,12.342,18.027,12.207,18.027,12.799,-0.01
412584,12.342,18.027,12.207,18.027,12.799,-0.01
413102,12.342,18.027,12.207,18.027,12.799,-0.01
413594,12.342,18.027,12.207,18.027,12.799,-0.01
414115,12.342,18.027,12.207,18.027,12.799,-0.01
414603,12.342,18.027,12.207,18.027,12.799,-0.01
415118,12.342,18.027,12.207,18.027,12.799,-0.01
415614,12.342,18.027,12.207,18.027,12.799,-0.01
416125,12.342,18.027,12.207,18.027,12.799,-0.01
416619,12.342,18.027,12.207,18.027,12.799,-0.01
417134,12.342,18.027,12.207,18.027,12.799,0.006
417633,12.342,18.027,12.207,18.027,12.799,-0.01
418147,12.342,18.027,12.207,18.027,12.799,-0.01
418672,12.342,18.027,12.207,18.027,12.799,-0.01
419186,12.342,18.027,12.207,18.027,12.799,-0.01
419695,12.342,18.027,12.207,18.027,12.799,0.006
420185,12.342,18.027,12.207,18.027,12.799,-0.01
420706,12.342,18.027,12.207,18.027,12.799,-0.01
421212,12.342,18.027,12.207,18.027,12.799,-0.01
421727,12.342,18.027,12.207,18.027,12.799,-0.01
422210,12.342,18.027,12.207,18.027,12.799,-0.01
422736,12.342,18.027,12.207,18.027,12.799,-0.01
423226,12.342,18.027,12.207,18.027,12.799,-0.01
423744,12.342,18.027,12.207,18.027,12.799,-0.01
424237,12.342,18.027,12.207,18.027,12.799,-0.01
424760,12.342,18.027,12.207,18.027,12.799,-0.01
425266,12.342,18.027,12.207,18.027,12.799,-0.01
425789,12.342,18.027,12.207,18.027,12.815,-0.01
426291,12.342,18.027,12.207,18.027,12.815,-0.01
426820,12.342,18.027,12.207,18.027,12.799,-0.01
427289,12.342,18.027,12.207,18.027,12.799,-0.01
427813,12.342,18.027,12.207,18.027,12.799,-0.01
428307,12.342,18.027,12.207,18.027,12.799,-0.01
428850,12.342,18.027,12.207,18.027,12.815,-0.01
429363,12.342,18.027,12.207,18.027,12.815,-0.01
429853,12.342,18.027,12.207,18.027,12.815,-0.01
430363,12.342,18.027,12.207,18.027,12.815,-0.01
430864,12.342,18.027,12.207,18.027,12.815,-0.01
431391,12.342,18.027,12.207,18.027,12.799,-0.01
431869,12.342,18.027,12.207,18.027,12.815,-0.01
432398,12.342,18.027,12.207,18.027,12.799,-0.01
432887,12.342,18.027,12.207,18.027,12.815,-0.01
433412,12.342,18.027,12.207,18.027,12.815,-0.01
433900,12.342,18.027,12.207,18.027,12.815,-0.01
434402,12.342,18.027,12.19,18.027,12.815,-0.01
434901,12.342,18.027,12.19,18.027,12.815,-0.01
435439,12.325,18.027,12.19,18.027,12.815,-0.01
435953,12.325,18.027,12.19,18.027,12.815,-0.01
436437,12.325,18.027,12.19,18.027,12.815,-0.01
436959,12.325,18.027,12.19,18.027,12.815,-0.01
437456,12.325,18.027,12.19,18.027,12.815,-0.01
437972,12.325,18.027,12.19,18.027,12.815,-0.01
438468,12.325,18.027,12.19,18.027,12.815,-0.01
439000,12.325,18.027,12.19,18.027,12.815,-0.01
439493,12.325,18.027,12.19,18.027,12.815,-0.01
440014,12.325,18.027,12.19,18.027,12.815,-0.01
440511,12.325,18.027,12.19,18.027,12.815,-0.01
441032,12.325,18.027,12.19,18.027,12.815,-0.01
441534,12.325,18.027,12.19,18.027,12.815,-0.01
442032,12.325,18.027,12.19,18.027,12.815,-0.01
442513,12.325,18.027,12.19,18.027,12.815,-0.01
443013,12.325,18.027,12.19,18.027,12.815,-0.01
443503,12.325,18.027,12.19,18.027,12.815,-0.01
444021,12.325,18.027,12.19,18.027,12.815,-0.01
444514,12.325,18.027,12.19,18.027,12.815,-0.01
445071,12.325,18.027,12.19,18.027,12.815,-0.01
445573,12.325,18.027,12.19,18.027,12.815,-0.01
446083,12.325,18.027,12.19,18.027,12.815,-0.01
446612,12.325,18.027,12.19,18.027,12.815,-0.01
447107,12.325,18.027,12.19,18.027,12.815,-0.01
447613,12.325,18.027,12.19,18.027,12.815,-0.01
448098,12.325,18.027,12.19,18.027,12.815,-0.01
448617,12.325,18.027,12.19,18.027,12.815,-0.01
449111,12.325,18.027,12.19,18.027,12.815,-0.01
449638,12.325,18.027,12.19,18.027,12.815,-0.01
450126,12.325,18.027,12.19,18.027,12.815,-0.01
450649,12.325,18.027,12.19,18.027,12.815,-0.01
451131,12.325,18.027,12.19,18.027,12.815,-0.01
451660,12.325,18.027,12.19,18.027,12.815,-0.01
452159,12.325,18.027,12.19,18.027,12.815,-0.01
452666,12.325,18.027,12.19,18.027,12.815,-0.01
453165,12.325,18.027,12.19,18.027,12.815,-0.01
453674,12.325,18.027,12.19,18.027,12.815,-0.01
454149,12.325,18.027,12.19,18.027,12.815,-0.01
454666,12.325,18.027,12.19,18.027,12.815,-0.01
455146,12.325,18.027,12.19,18.027,12.815,-0.01
455692,12.325,18.027,12.19,18.027,12.815,-0.01
456220,12.325,18.027,12.19,18.027,12.815,-0.01
456717,12.325,18.027,12.19,18.027,12.815,-0.01
457245,12.325,18.027,12.19,18.027,12.815,-0.01
457731,12.325,18.027,12.19,18.027,12.815,-0.01
458247,12.325,18.027,12.19,18.027,12.815,-0.01
458722,12.325,18.027,12.19,18.027,12.815,-0.01
459238,12.325,18.027,12.19,18.027,12.815,0.006
459728,12.325,18.027,12.19,18.027,12.815,-0.01
460246,12.325,18.027,12.19,18.027,12.815,-0.01
460745,12.325,18.027,12.19,18.027,12.815,-0.01
461276,12.325,18.027,12.19,18.027,12.815,-0.01
461775,12.325,18.027,12.19,18.027,12.815,-0.01
462315,12.325,18.027,12.19,18.027,12.815,-0.01
462792,12.308,18.027,12.19,18.027,12.815,-0.01
463308,12.308,18.027,12.19,18.027,12.815,-0.01
463799,12.308,18.027,12.19,18.027,12.815,-0.01
464320,12.308,18.027,12.19,18.027,12.815,-0.01
464808,12.308,18.027,12.19,18.027,12.815,0.006
465327,12.308,18.027,12.19,18.027,12.815,-0.01
465818,12.308,18.027,12.19,18.027,12.815,-0.01
466320,12.308,18.027,12.19,18.027,12.815,-0.01
466811,12.308,18.027,12.19,18.027,12.815,-0.01
467318,12.308,18.027,12.19,18.027,12.815,-0.01
467809,12.308,18.027,12.19,18.027,12.815,-0.01
468315,12.308,18.027,12.19,18.027,12.815,-0.01
468792,12.308,18.027,12.19,18.027,12.815,-0.01
469305,12.308,18.027,12.19,18.027,12.815,-0.01
469802,12.308,18.027,12.19,18.027,12.815,-0.01
470324,12.308,18.027,12.19,18.027,12.815,-0.01
470821,12.308,18.027,12.19,18.027,12.815,-0.01
471339,12.308,18.027,12.19,18.027,12.815,-0.01
471813,12.308,18.027,12.19,18.027,12.815,-0.01
472361,12.308,18.027,12.19,18.027,12.815,-0.01
472829,12.308,18.027,12.19,18.027,12.815,-0.01
473335,12.308,18.027,12.19,18.027,12.815,-0.01
473858,12.308,18.027,12.19,18.027,12.815,-0.01
474343,12.308,18.027,12.19,18.027,12.815,0.006
474863,12.308,18.027,12.19,18.027,12.815,-0.01
475353,12.308,18.027,12.19,18.027,12.815,-0.01
475869,12.308,18.027,12.19,18.027,12.815,-0.01
476363,12.308,18.027,12.19,18.027,12.815,-0.01
476870,12.308,18.027,12.19,18.027,12.815,-0.01
477368,12.308,18.027,12.19,18.027,12.815,-0.01
477892,12.308,18.027,12.19,18.027,12.815,-0.01
478380,12.308,18.027,12.19,18.027,12.815,-0.01
478898,12.308,18.027,12.19,18.027,12.815,-0.01
479386,12.308,18.027,12.19,18.027,12.815,-0.01
479891,12.308,18.027,12.19,18.027,12.815,-0.01
480370,12.308,18.027,12.19,18.027,12.815,-0.01
480881,12.308,18.027,12.19,18.027,12.815,-0.01
481384,12.308,18.027,12.19,18.027,12.815,-0.01
481894,12.308,18.027,12.19,18.027,12.815,-0.01
482374,12.308,18.027,12.174,18.027,12.815,-0.01
482922,12.308,18.027,12.174,18.027,12.815,-0.01
483443,12.308,18.027,12.174,18.027,12.815,0.006
483935,12.308,18.027,12.174,18.027,12.815,-0.01
484442,12.308,18.027,12.174,18.027,12.815,-0.01
484929,12.308,18.027,12.174,18.027,12.815,-0.01
485461,12.308,18.027,12.174,18.027,12.815,-0.01
485949,12.308,18.027,12.174,18.027,12.815,-0.01
486471,12.308,18.027,12.174,18.027,12.815,-0.01
486954,12.308,18.027,12.174,18.027,12.815,-0.01
487471,12.308,18.027,12.174,18.027,12.815,-0.01
487949,12.308,18.027,12.174,18.027,12.815,-0.01
488465,12.308,18.027,12.174,18.027,12.815,-0.01
488953,12.308,18.027,12.174,18.027,12.815,-0.01
489478,12.308,18.027,12.174,18.027,12.815,-0.01
490003,12.308,18.027,12.174,18.027,12.815,-0.01
490496,12.308,18.027,12.174,18.027,12.815,-0.01
491040,12.308,18.027,12.174,18.027,12.815,-0.01
491538,12.292,18.027,12.174,18.027,12.815,-0.01
492048,12.292,18.027,12.174,18.027,12.815,-0.01
492539,12.292,18.027,12.174,18.027,12.815,-0.01
493055,12.292,18.027,12.174,18.027,12.815,-0.01
493536,12.292,18.027,12.174,18.027,12.815,-0.01
