18A Test,Ed Sheeran,Ed Sheeran,Tesseract,Tesseract,BLUE-04284-HA,BLUE-04284-HA
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
494061,12.292,18.027,12.174,18.027,12.815,0.006
494552,12.292,18.027,12.174,18.027,12.815,-0.01
495069,12.292,18.027,12.174,18.027,12.815,-0.01
495557,12.292,18.027,12.174,18.027,12.815,-0.01
496068,12.292,18.027,12.174,18.027,12.815,-0.01
496559,12.292,18.027,12.174,18.027,12.815,-0.01
497068,12.292,18.027,12.174,18.027,12.815,-0.01
497583,12.292,18.027,12.174,18.027,12.815,-0.01
498105,12.292,18.027,12.174,18.027,12.815,-0.01
498596,12.292,18.027,12.174,18.027,12.815,-0.01
499104,12.292,18.027,12.174,18.027,12.815,-0.01
499582,12.292,18.027,12.174,18.027,12.815,-0.01
500101,12.292,18.027,12.174,18.027,12.815,-0.01
500603,12.292,18.027,12.174,18.027,12.815,-0.01
501157,12.292,18.027,12.174,18.027,12.815,0.006
501648,12.292,18.027,12.174,18.027,12.815,-0.01
502165,12.292,18.027,12.174,18.027,12.815,-0.01
502690,12.292,18.027,12.174,18.027,12.815,-0.01
503181,12.292,18.027,12.174,18.027,12.815,-0.01
503700,12.292,18.027,12.174,18.027,12.815,-0.01
504185,12.292,18.027,12.174,18.027,12.815,-0.01
504685,12.292,18.027,12.174,18.027,12.815,-0.01
505168,12.292,18.027,12.174,18.027,12.815,-0.01
505670,12.292,18.027,12.174,18.027,12.815,-0.01
506144,12.292,18.027,12.174,18.027,12.815,-0.01
506660,12.292,18.027,12.174,18.027,12.815,-0.01
507137,12.292,18.027,12.174,18.027,12.815,-0.01
507658,12.292,18.027,12.174,18.027,12.815,-0.01
508165,12.292,18.027,12.174,18.027,12.815,-0.01
508679,12.292,18.027,12.174,18.027,12.815,-0.01
509189,12.292,18.027,12.174,18.027,12.815,-0.01
509705,12.292,18.027,12.174,18.027,12.815,-0.01
510190,12.292,18.027,12.174,18.027,12.815,-0.01
510701,12.292,18.027,12.174,18.027,12.815,-0.01
511216,12.292,18.027,12.174,18.027,12.815,-0.01
511733,12.292,18.027,12.174,18.027,12.815,-0.01
512231,12.292,18.027,12.174,18.027,12.815,-0.01
512751,12.292,18.027,12.174,18.027,12.815,-0.01
513250,12.292,18.027,12.174,18.027,12.815,-0.01
513769,12.292,18.027,12.174,18.027,12.815,-0.01
514268,12.292,18.027,12.174,18.027,12.815,-0.01
514787,12.292,18.027,12.174,18.027,12.815,-0.01
515281,12.292,18.027,12.174,18.027,12.815,-0.01
515813,12.292,18.027,12.174,18.027,12.815,-0.01
516292,12.292,18.027,12.174,18.027,12.815,-0.01
516804,12.292,18.027,12.174,18.027,12.815,-0.01
517301,12.292,18.027,12.174,18.027,12.815,-0.01
517819,12.292,18.027,12.174,18.027,12.815,-0.01
518344,12.292,18.027,12.157,18.027,12.815,-0.01
518833,12.292,18.027,12.157,18.027,12.815,-0.01
519350,12.292,18.027,12.157,18.027,12.815,-0.01
519837,12.292,18.027,12.157,18.027,12.815,-0.01
520359,12.292,18.027,12.157,18.027,12.815,0.006
520857,12.292,18.027,12.157,18.027,12.815,-0.01
521425,12.292,18.027,12.157,18.027,12.815,-0.01
521912,12.292,18.027,12.157,18.027,12.815,-0.01
522427,12.292,18.027,12.157,18.027,12.815,0.006
522933,12.275,18.027,12.157,18.027,12.815,-0.01
523446,12.292,18.027,12.157,18.027,12.815,-0.01
523944,12.275,18.027,12.157,18.027,12.815,-0.01
524464,12.275,18.027,12.157,18.027,12.815,-0.01
524960,12.275,18.027,12.157,18.027,12.815,-0.01
525482,12.275,18.027,12.157,18.027,12.815,0.006
525970,12.275,18.027,12.157,18.027,12.815,-0.01
526492,12.275,18.027,12.157,18.027,12.815,-0.01
526991,12.275,18.027,12.157,18.027,12.815,-0.01
527515,12.275,18.027,12.157,18.027,12.815,-0.01
528003,12.275,18.027,12.157,18.027,12.815,-0.01
528524,12.275,18.027,12.157,18.027,12.815,-0.01
529018,12.275,18.027,12.157,18.027,12.815,-0.01
529540,12.275,18.027,12.157,18.027,12.815,-0.01
530039,12.275,18.027,12.157,18.027,12.815,-0.01
530555,12.275,18.027,12.157,18.027,12.815,-0.01
531039,12.275,18.027,12.157,18.027,12.815,-0.01
531560,12.275,18.027,12.157,18.027,12.815,-0.01
532047,12.275,18.027,12.157,18.027,12.815,-0.01
532562,12.275,18.027,12.157,18.027,12.815,-0.01
533080,12.275,18.027,12.157,18.027,12.815,0.006
533607,12.275,18.027,12.157,18.027,12.815,-0.01
534126,12.275,18.027,12.157,18.027,12.815,-0.01
534612,12.275,18.027,12.157,18.027,12.815,-0.01
535133,12.275,18.027,12.157,18.027,12.815,-0.01
535631,12.275,18.027,12.157,18.027,12.815,-0.01
536140,12.275,18.027,12.157,18.027,12.815,0.006
536634,12.275,18.027,12.157,18.027,12.815,-0.01
537154,12.275,18.027,12.157,18.027,12.815,-0.01
537633,12.275,18.027,12.157,18.027,12.815,-0.01
538146,12.275,18.027,12.157,18.027,12.815,-0.01
538628,12.275,18.027,12.157,18.027,12.815,-0.01
539145,12.275,18.027,12.157,18.027,12.815,-0.01
539635,12.275,18.027,12.157,18.027,12.815,0.006
540159,12.275,18.027,12.157,18.027,12.815,-0.01
540644,12.275,18.027,12.157,18.027,12.815,-0.01
541167,12.275,18.027,12.157,18.027,12.815,-0.01
541651,12.275,18.027,12.157,18.027,12.815,-0.01
542159,12.275,18.027,12.157,18.027,12.815,-0.01
542650,12.275,18.027,12.157,18.027,12.815,-0.01
543201,12.275,18.027,12.157,18.027,12.815,-0.01
543689,12.275,18.027,12.157,18.027,12.815,-0.01
544213,12.275,18.027,12.157,18.027,12.815,0.006
544717,12.275,18.027,12.157,18.027,12.815,-0.01
545216,12.275,18.027,12.157,18.027,12.815,-0.01
545740,12.275,18.027,12.157,18.027,12.815,-0.01
546239,12.275,18.027,12.157,18.027,12.815,-0.01
546756,12.275,18.027,12.157,18.027,12.815,0.006
547248,12.275,18.027,12.157,18.027,12.815,-0.01
547768,12.275,18.027,12.157,18.027,12.815,-0.01
548257,12.275,18.027,12.157,18.027,12.815,-0.01
548766,12.275,18.027,12.157,18.027,12.815,-0.01
549271,12.275,18.027,12.157,18.027,12.815,-0.01
549787,12.275,18.027,12.157,18.027,12.815,-0.01
550272,12.275,18.027,12.157,18.027,12.815,-0.01
550793,12.275,18.027,12.157,18.027,12.815,-0.01
551284,12.275,18.027,12.157,18.027,12.815,-0.01
551812,12.275,18.027,12.157,18.027,12.815,-0.01
552329,12.275,18.027,12.157,18.027,12.815,-0.01
552815,12.275,18.027,12.157,18.027,12.815,-0.01
553377,12.275,18.027,12.157,18.027,12.815,-0.01
553852,12.275,18.027,12.157,18.027,12.815,-0.01
554371,12.275,18.027,12.157,18.027,12.815,-0.01
554843,12.275,18.027,12.157,18.027,12.815,-0.01
555362,12.275,18.027,12.157,18.027,12.815,-0.01
555881,12.275,18.027,12.157,18.027,12.815,-0.01
556398,12.258,18.027,12.157,18.027,12.815,-0.01
556919,12.258,18.027,12.157,18.027,12.815,-0.01
557415,12.258,18.027,12.157,18.027,12.815,-0.01
557933,12.258,18.027,12.157,18.027,12.815,-0.01
558414,12.258,18.027,12.157,18.027,12.815,0.006
558926,12.258,18.027,12.157,18.027,12.815,-0.01
559416,12.258,18.027,12.157,18.027,12.815,0.006
559933,12.258,18.027,12.157,18.027,12.815,-0.01
560419,12.258,18.027,12.141,18.027,12.815,-0.01
560943,12.258,18.027,12.141,18.027,12.815,-0.01
561445,12.258,18.027,12.141,18.027,12.815,-0.01
561957,12.258,18.027,12.141,18.027,12.815,-0.01
562447,12.258,18.027,12.141,18.027,12.815,-0.01
562955,12.258,18.027,12.141,18.027,12.815,-0.01
563446,12.258,18.027,12.141,18.027,12.815,-0.01
563968,12.258,18.027,12.141,18.027,12.815,-0.01
564456,12.258,18.027,12.141,18.027,12.815,-0.01
564969,12.258,18.027,12.141,18.027,12.815,-0.01
565478,12.258,18.027,12.141,18.027,12.815,-0.01
566019,12.258,18.027,12.141,18.027,12.815,-0.01
566521,12.258,18.027,12.141,18.027,12.815,-0.01
567006,12.258,18.027,12.141,18.027,12.815,-0.01
567516,12.258,18.027,12.141,18.027,12.815,-0.01
568001,12.258,18.027,12.141,18.027,12.815,-0.01
568521,12.258,18.027,12.141,18.027,12.815,-0.01
568999,12.258,18.027,12.141,18.027,12.815,-0.01
569528,12.258,18.027,12.141,18.027,12.815,-0.01
570018,12.258,18.027,12.141,18.027,12.815,-0.01
570530,12.258,18.027,12.141,18.027,12.815,-0.01
571014,12.258,18.027,12.141,18.027,12.815,-0.01
571517,12.258,18.027,12.141,18.027,12.815,-0.01
572009,12.258,18.027,12.141,18.027,12.815,-0.01
572521,12.258,18.027,12.141,18.027,12.815,-0.01
573018,12.258,18.027,12.141,18.027,12.815,-0.01
573554,12.258,18.027,12.141,18.027,12.815,-0.01
574040,12.258,18.027,12.141,18.027,12.815,-0.01
574550,12.258,18.027,12.141,18.027,12.815,-0.01
575033,12.258,18.027,12.141,18.027,12.815,0.006
575577,12.258,18.027,12.141,18.027,12.815,-0.01
576062,12.258,18.027,12.141,18.027,12.815,-0.01
576577,12.258,18.027,12.141,18.027,12.815,-0.01
577068,12.258,18.027,12.141,18.027,12.815,-0.01
577596,12.258,18.027,12.141,18.027,12.815,-0.01
578081,12.258,18.027,12.141,18.027,12.815,-0.01
578596,12.258,18.027,12.141,18.027,12.815,0.006
579084,12.258,18.027,12.141,18.027,12.815,-0.01
579603,12.258,18.027,12.141,18.027,12.815,-0.01
580108,12.258,18.027,12.141,18.027,12.815,-0.01
580607,12.258,18.027,12.141,18.027,12.815,-0.01
581105,12.258,18.027,12.141,18.027,12.815,-0.01
581619,12.258,18.027,12.141,18.027,12.815,-0.01
582113,12.258,18.027,12.141,18.027,12.815,-0.01
582627,12.258,18.027,12.141,18.027,12.815,0.006
583121,12.258,18.027,12.141,18.027,12.815,-0.01
583648,12.258,18.027,12.141,18.027,12.815,-0.01
584156,12.258,18.027,12.141,18.027,12.815,-0.01
584676,12.258,18.027,12.141,18.027,12.815,-0.01
585166,12.258,18.027,12.141,18.027,12.815,-0.01
585693,12.258,18.027,12.141,18.027,12.815,0.006
586168,12.258,18.027,12.141,18.027,12.815,-0.01
586671,12.258,18.027,12.141,18.027,12.815,-0.01
587145,12.258,18.027,12.141,18.027,12.815,0.006
587642,12.258,18.027,12.141,18.027,12.815,-0.01
588114,12.258,18.027,12.141,18.027,12.815,-0.01
588623,12.258,18.027,12.141,18.027,12.815,-0.01
589121,12.258,18.027,12.141,18.027,12.815,-0.01
589643,12.258,18.027,12.141,18.027,12.815,-0.01
590131,12.258,18.027,12.141,18.027,12.815,-0.01
590657,12.258,18.027,12.141,18.027,12.815,-0.01
591135,12.258,18.027,12.141,18.027,12.815,0.006
591645,12.258,18.027,12.141,18.027,12.815,-0.01
592147,12.258,18.027,12.141,18.027,12.815,-0.01
592709,12.258,18.027,12.141,18.027,12.815,-0.01
593257,12.242,18.027,12.141,18.027,12.815,-0.01
593742,12.242,18.027,12.141,18.027,12.815,-0.01
594261,12.242,18.027,12.141,18.027,12.815,-0.01
594740,12.242,18.027,12.141,18.027,12.815,-0.01
595259,12.242,18.027,12.141,18.027,12.815,-0.01
595745,12.242,18.027,12.141,18.027,12.815,-0.01
597077,12.242,18.027,12.141,18.027,12.815,-0.01
597571,12.242,18.027,12.141,18.027,12.815,-0.01
598084,12.242,18.027,12.141,18.027,12.815,-0.01
598575,12.242,18.027,12.141,18.027,12.815,-0.01
599080,12.242,18.027,12.124,18.027,12.815,-0.01
599571,12.242,18.027,12.124,18.027,12.815,-0.01
600090,12.242,18.027,12.124,18.027,12.815,-0.01
600566,12.242,18.027,12.124,18.027,12.815,-0.01
601068,12.242,18.027,12.124,18.027,12.815,-0.01
601572,12.242,18.027,12.124,18.027,12.815,-0.01
602075,12.242,18.027,12.124,18.027,12.815,0.006
602555,12.242,18.027,12.124,18.027,12.815,-0.01
603083,12.242,18.027,12.124,18.027,12.815,-0.01
603596,12.242,18.027,12.124,18.027,12.815,0.006
604118,12.242,18.027,12.124,18.027,12.815,-0.01
604630,12.242,18.027,12.124,18.027,12.815,-0.01
605133,12.242,18.027,12.124,18.027,12.815,-0.01
605651,12.242,18.027,12.124,18.027,12.815,-0.01
606141,12.242,18.027,12.124,18.027,12.815,-0.01
606653,12.242,18.027,12.124,18.027,12.815,-0.01
607135,12.242,18.027,12.124,18.027,12.815,-0.01
607647,12.242,18.027,12.124,18.027,12.815,-0.01
608129,12.242,18.027,12.124,18.027,12.815,-0.01
608644,12.242,18.027,12.124,18.027,12.815,-0.01
609147,12.242,18.027,12.124,18.027,12.815,-0.01
609672,12.242,18.027,12.124,18.027,12.815,-0.01
610169,12.242,18.027,12.124,18.027,12.815,-0.01
610688,12.242,18.027,12.124,18.027,12.815,-0.01
611180,12.242,18.027,12.124,18.027,12.815,-0.01
611688,12.242,18.027,12.124,18.027,12.815,-0.01
612165,12.242,18.027,12.124,18.027,12.815,-0.01
612676,12.242,18.027,12.124,18.027,12.815,-0.01
613172,12.242,18.027,12.124,18.027,12.815,0.006
613725,12.242,18.027,12.124,18.027,12.815,-0.01
614216,12.242,18.027,12.124,18.027,12.815,-0.01
614716,12.242,18.027,12.124,18.027,12.815,-0.01
615222,12.242,18.027,12.124,18.027,12.815,-0.01
615713,12.242,18.027,12.124,18.027,12.815,-0.01
616221,12.242,18.027,12.124,18.027,12.815,-0.01
616702,12.242,18.027,12.124,18.027,12.815,-0.01
617228,12.242,18.027,12.124,18.027,12.815,-0.01
617719,12.242,18.027,12.124,18.027,12.815,-0.01
618233,12.242,18.027,12.124,18.027,12.815,-0.01
618725,12.242,18.027,12.124,18.027,12.815,-0.01
619238,12.242,18.027,12.124,18.027,12.815,-0.01
619708,12.242,18.027,12.124,18.027,12.815,0.006
620211,12.242,18.027,12.124,18.027,12.815,-0.01
620698,12.242,18.027,12.124,18.027,12.815,-0.01
621222,12.242,18.027,12.124,18.027,12.815,-0.01
621711,12.242,18.027,12.124,18.027,12.815,-0.01
622231,12.242,18.027,12.124,18.027,12.815,-0.01
622720,12.242,18.027,12.124,18.027,12.815,-0.01
623248,12.242,18.027,12.124,18.027,12.815,-0.01
623807,12.242,18.027,12.124,18.027,12.815,-0.01
624291,12.242,18.027,12.124,18.027,12.815,-0.01
624814,12.242,18.027,12.124,18.027,12.815,-0.01
625321,12.242,18.027,12.124,18.027,12.815,-0.01
625847,12.242,18.027,12.124,18.027,12.815,-0.01
626342,12.242,18.027,12.124,18.027,12.815,-0.01
626865,12.242,18.027,12.124,18.027,12.815,-0.01
627359,12.242,18.027,12.124,18.027,12.815,-0.01
627890,12.242,18.027,12.124,18.027,12.815,-0.01
628377,12.242,18.027,12.124,18.027,12.815,-0.01
628874,12.242,18.027,12.124,18.027,12.815,-0.01
629357,12.242,18.027,12.124,18.027,12.815,-0.01
629905,12.242,18.027,12.124,18.027,12.815,-0.01
630396,12.225,18.027,12.124,18.027,12.815,-0.01
630914,12.225,18.027,12.124,18.027,12.815,-0.01
631440,12.225,18.027,12.124,18.027,12.815,-0.01
631930,12.225,18.027,12.124,18.027,12.815,-0.01
632452,12.225,18.027,12.124,18.027,12.815,-0.01
632940,12.225,18.027,12.124,18.027,12.815,-0.01
633461,12.225,18.027,12.124,18.027,12.815,-0.01
633958,12.225,18.027,12.124,18.027,12.815,-0.01
634476,12.225,18.027,12.124,18.027,12.815,0.006
634982,12.225,18.027,12.124,18.027,12.815,-0.01
635495,12.225,18.027,12.124,18.027,12.815,0.006
635988,12.225,18.027,12.124,18.027,12.815,-0.01
636504,12.225,18.027,12.124,18.027,12.815,-0.01
637001,12.225,18.027,12.124,18.027,12.815,-0.01
637531,12.225,18.027,12.124,18.027,12.815,-0.01
637999,12.225,18.027,12.124,18.027,12.815,-0.01
638517,12.225,18.027,12.124,18.027,12.815,0.006
639010,12.225,18.027,12.124,18.027,12.815,-0.01
639533,12.225,18.027,12.108,18.027,12.815,0.006
640059,12.225,18.027,12.108,18.027,12.815,-0.01
640572,12.225,18.027,12.108,18.027,12.815,-0.01
641102,12.225,18.027,12.108,18.027,12.815,-0.01
641592,12.225,18.027,12.108,18.027,12.815,-0.01
642107,12.225,18.027,12.108,18.027,12.815,-0.01
642595,12.225,18.027,12.108,18.027,12.815,-0.01
643097,12.225,18.027,12.108,18.027,12.815,-0.01
643582,12.225,18.027,12.108,18.027,12.815,-0.01
644098,12.225,18.027,12.108,18.027,12.815,-0.01
644592,12.225,18.027,12.108,18.027,12.815,-0.01
645117,12.225,18.027,12.108,18.027,12.815,-0.01
645611,12.225,18.027,12.108,18.027,12.815,-0.01
646135,12.225,18.027,12.108,18.027,12.815,-0.01
646623,12.225,18.027,12.108,18.027,12.815,-0.01
647150,12.225,18.027,12.108,18.027,12.815,-0.01
647641,12.225,18.027,12.108,18.027,12.815,-0.01
648145,12.225,18.027,12.108,18.027,12.815,-0.01
648641,12.225,18.027,12.108,18.027,12.815,-0.01
649147,12.225,18.027,12.108,18.027,12.815,0.006
649635,12.225,18.027,12.108,18.027,12.815,-0.01
650179,12.225,18.027,12.108,18.027,12.815,-0.01
650692,12.225,18.027,12.108,18.027,12.815,-0.01
651191,12.225,18.027,12.108,18.027,12.815,-0.01
651716,12.225,18.027,12.108,18.027,12.815,-0.01
652208,12.225,18.027,12.108,18.027,12.815,-0.01
652720,12.225,18.027,12.108,18.027,12.815,0.006
653228,12.225,18.027,12.108,18.027,12.815,-0.01
653736,12.225,18.027,12.108,18.027,12.815,-0.01
654206,12.225,18.027,12.108,18.027,12.815,-0.01
654732,12.225,18.027,12.108,18.027,12.815,-0.01
655207,12.225,18.027,12.108,18.027,12.815,-0.01
655719,12.225,18.027,12.108,18.027,12.815,-0.01
656214,12.225,18.027,12.108,18.027,12.815,-0.01
656715,12.225,18.027,12.108,18.027,12.815,-0.01
657211,12.225,18.027,12.108,18.027,12.815,-0.01
657726,12.225,18.027,12.108,18.027,12.815,-0.01
658198,12.225,18.027,12.108,18.027,12.815,-0.01
658722,12.225,18.027,12.108,18.027,12.815,-0.01
659216,12.225,18.027,12.108,18.027,12.815,-0.01
659747,12.225,18.027,12.108,18.027,12.815,-0.01
660242,12.225,18.027,12.108,18.027,12.815,0.006
660755,12.225,18.027,12.108,18.027,12.815,-0.01
661263,12.225,18.027,12.108,18.027,12.815,-0.01
661771,12.225,18.027,12.108,18.027,12.815,-0.01
662264,12.225,18.027,12.108,18.027,12.815,-0.01
662769,12.225,18.027,12.108,18.027,12.815,-0.01
663248,12.225,18.027,12.108,18.027,12.815,-0.01
663776,12.225,18.027,12.108,18.027,12.815,-0.01
664247,12.225,18.027,12.108,18.027,12.815,-0.01
664757,12.225,18.027,12.108,18.027,12.815,-0.01
665254,12.225,18.027,12.108,18.027,12.815,-0.01
665771,12.225,18.027,12.108,18.027,12.815,-0.01
666259,12.225,18.027,12.108,18.027,12.815,-0.01
666774,12.225,18.027,12.108,18.027,12.815,-0.01
667274,12.225,18.027,12.108,18.027,12.815,-0.01
667803,12.225,18.027,12.108,18.027,12.815,-0.01
668272,12.225,18.027,12.108,18.027,12.815,-0.01
668799,12.209,18.027,12.108,18.027,12.815,-0.01
669307,12.209,18.027,12.108,18.027,12.815,-0.01
669828,12.209,18.027,12.108,18.027,12.815,-0.01
670351,12.209,18.027,12.108,18.027,12.815,0.006
670841,12.209,18.027,12.108,18.027,12.815,-0.01
671332,12.209,18.027,12.108,18.027,12.815,-0.01
671802,12.209,18.027,12.108,18.027,12.815,0.006
672313,12.209,18.027,12.091,18.027,12.815,-0.01
672810,12.209,18.027,12.091,18.027,12.815,-0.01
673329,12.209,18.027,12.091,18.027,12.815,-0.01
673808,12.209,18.027,12.091,18.027,12.815,-0.01
674315,12.209,18.027,12.091,18.027,12.815,-0.01
674792,12.209,18.027,12.091,18.027,12.815,0.006
675301,12.209,18.027,12.091,18.027,12.815,-0.01
675791,12.209,18.027,12.091,18.027,12.815,-0.01
676307,12.209,18.027,12.091,18.027,12.815,-0.01
676802,12.209,18.027,12.091,18.027,12.815,-0.01
677330,12.209,18.027,12.091,18.027,12.815,-0.01
677825,12.209,18.027,12.091,18.027,12.815,-0.01
678341,12.209,18.027,12.091,18.027,12.815,-0.01
678838,12.209,18.027,12.091,18.027,12.815,-0.01
679388,12.209,18.027,12.091,18.027,12.815,0.006
679904,12.209,18.027,12.091,18.027,12.815,-0.01
680379,12.209,18.027,12.091,18.027,12.815,-0.01
680892,12.209,18.027,12.091,18.027,12.815,-0.01
681399,12.209,18.027,12.091,18.027,12.815,-0.01
681916,12.209,18.027,12.091,18.027,12.815,-0.01
682402,12.209,18.027,12.091,18.027,12.815,-0.01
682910,12.209,18.027,12.091,18.027,12.815,-0.01
683390,12.209,18.027,12.091,18.027,12.815,-0.01
683906,12.209,18.027,12.091,18.027,12.815,0.006
684394,12.209,18.027,12.091,18.027,12.815,-0.01
684907,12.209,18.027,12.091,18.027,12.815,-0.01
685408,12.209,18.027,12.091,18.027,12.815,-0.01
685904,12.209,18.027,12.091,18.027,12.815,-0.01
686389,12.209,18.027,12.091,18.027,12.815,0.006
686902,12.209,18.027,12.091,18.027,12.815,-0.01
687374,12.209,18.027,12.091,18.027,12.815,-0.01
687884,12.209,18.027,12.091,18.027,12.815,-0.01
688380,12.209,18.027,12.091,18.027,12.815,-0.01
688893,12.209,18.027,12.091,18.027,12.815,-0.01
689412,12.209,18.027,12.091,18.027,12.815,-0.01
689923,12.209,18.027,12.091,18.027,12.815,-0.01
690439,12.209,18.027,12.091,18.027,12.815,-0.01
690932,12.209,18.027,12.091,18.027,12.815,-0.01
691453,12.209,18.027,12.091,18.027,12.815,-0.01
691947,12.209,18.027,12.091,18.027,12.815,-0.01
692475,12.209,18.027,12.091,18.027,12.815,-0.01
692979,12.209,18.027,12.091,18.027,12.815,-0.01
693496,12.209,18.027,12.091,18.027,12.815,-0.01
693993,12.209,18.027,12.091,18.027,12.815,-0.01
694514,12.209,18.027,12.091,18.027,12.815,-0.01
695004,12.209,18.027,12.091,18.027,12.815,-0.01
695520,12.209,18.027,12.091,18.027,12.815,-0.01
695986,12.209,18.027,12.091,18.027,12.815,0.006
696482,12.209,18.027,12.091,18.027,12.815,-0.01
696962,12.209,18.027,12.091,18.027,12.815,-0.01
697502,12.209,18.027,12.091,18.027,12.815,-0.01
697995,12.209,18.027,12.091,18.027,12.815,-0.01
698520,12.209,18.027,12.091,18.027,12.815,-0.01
699009,12.209,18.027,12.091,18.027,12.815,-0.01
699552,12.209,18.027,12.091,18.027,12.815,-0.01
700067,12.209,18.027,12.091,18.027,12.815,0.006
700549,12.209,18.027,12.091,18.027,12.815,-0.01
701078,12.209,18.027,12.091,18.027,12.815,-0.01
701569,12.209,18.027,12.091,18.027,12.815,0.006
702094,12.209,18.027,12.091,18.027,12.815,-0.01
702580,12.209,18.027,12.091,18.027,12.815,-0.01
703099,12.209,18.027,12.091,18.027,12.815,-0.01
703582,12.209,18.027,12.091,18.027,12.815,-0.01
704085,12.209,18.027,12.091,18.027,12.815,-0.01
704585,12.209,18.027,12.091,18.027,12.815,-0.01
705100,12.192,18.027,12.091,18.027,12.815,-0.01
705615,12.192,18.027,12.091,18.027,12.815,-0.01
706097,12.192,18.027,12.091,18.027,12.815,-0.01
706619,12.192,18.027,12.091,18.027,12.815,-0.01
707118,12.192,18.027,12.091,18.027,12.815,-0.01
707640,12.192,18.027,12.091,18.027,12.815,-0.01
708135,12.192,18.027,12.091,18.027,12.815,-0.01
708659,12.192,18.027,12.091,18.027,12.815,-0.01
709169,12.192,18.027,12.091,18.027,12.815,-0.01
709699,12.192,18.027,12.091,18.027,12.815,-0.01
710230,12.192,18.027,12.074,18.027,12.815,-0.01
710729,12.192,18.027,12.074,18.027,12.815,-0.01
711268,12.192,18.027,12.074,18.027,12.815,-0.01
711773,12.192,18.027,12.074,18.027,12.815,-0.01
712309,12.192,18.027,12.074,18.027,12.815,-0.01
712826,12.192,18.027,12.074,18.027,12.815,-0.01
713327,12.192,18.027,12.074,18.027,12.815,-0.01
713821,12.192,18.027,12.074,18.027,12.815,0.006
714293,12.192,18.027,12.074,18.027,12.815,-0.01
714830,12.192,18.027,12.074,18.027,12.815,-0.01
715346,12.192,18.027,12.074,18.027,12.815,0.006
715843,12.192,18.027,12.074,18.027,12.815,-0.01
716371,12.192,18.027,12.074,18.027,12.815,-0.01
716868,12.192,18.027,12.074,18.027,12.815,-0.01
717396,12.192,18.027,12.074,18.027,12.815,-0.01
717897,12.192,18.027,12.074,18.027,12.815,-0.01
718414,12.192,18.027,12.074,18.027,12.815,0.006
718904,12.192,18.027,12.074,18.027,12.815,-0.01
719424,12.192,18.027,12.074,18.027,12.815,-0.01
719915,12.192,18.027,12.074,18.027,12.815,-0.01
720437,12.192,18.027,12.074,18.027,12.815,-0.01
720929,12.192,18.027,12.074,18.027,12.815,-0.01
721462,12.192,18.027,12.074,18.027,12.815,-0.01
721961,12.192,18.027,12.074,18.027,12.815,-0.01
722488,12.192,18.027,12.074,18.027,12.815,-0.01
722985,12.192,18.027,12.074,18.027,12.815,-0.01
723483,12.192,18.027,12.074,18.027,12.815,-0.01
723955,12.192,18.027,12.074,18.027,12.815,-0.01
724485,12.192,18.027,12.074,18.027,12.815,0.006
725015,12.192,18.027,12.074,18.027,12.815,-0.01
725508,12.192,18.027,12.074,18.027,12.815,-0.01
726030,12.192,18.027,12.074,18.027,12.815,-0.01
726527,12.192,18.027,12.074,18.027,12.815,-0.01
727049,12.192,18.027,12.074,18.027,12.815,-0.01
727537,12.192,18.027,12.074,18.027,12.815,0.006
728056,12.192,18.027,12.074,18.027,12.815,-0.01
728549,12.192,18.027,12.074,18.027,12.815,-0.01
729078,12.192,18.027,12.074,18.027,12.815,-0.01
729568,12.192,18.027,12.074,18.027,12.815,0.006
730095,12.192,18.027,12.074,18.027,12.815,-0.01
730593,12.192,18.027,12.074,18.027,12.815,-0.01
731105,12.192,18.027,12.074,18.027,12.815,-0.01
731597,12.192,18.027,12.074,18.027,12.815,-0.01
732117,12.192,18.027,12.074,18.027,12.815,-0.01
732598,12.192,18.027,12.074,18.027,12.815,-0.01
733131,12.192,18.027,12.074,18.027,12.815,-0.01
733642,12.192,18.027,12.074,18.027,12.815,0.006
734121,12.192,18.027,12.074,18.027,12.815,-0.01
734669,12.192,18.027,12.074,18.027,12.815,-0.01
735163,12.192,18.027,12.074,18.027,12.815,-0.01
735691,12.192,18.027,12.074,18.027,12.815,-0.01
736183,12.192,18.027,12.074,18.027,12.815,-0.01
736706,12.192,18.027,12.074,18.027,12.815,-0.01
737202,12.192,18.027,12.074,18.027,12.815,-0.01
737713,12.192,18.027,12.074,18.027,12.815,0.006
738192,12.192,18.027,12.074,18.027,12.815,-0.01
738709,12.192,18.027,12.074,18.027,12.815,-0.01
739187,12.192,18.027,12.074,18.027,12.815,-0.01
739712,12.192,18.027,12.074,18.027,12.815,-0.01
740191,12.192,18.027,12.074,18.027,12.815,-0.01
740711,12.192,18.027,12.074,18.027,12.815,-0.01
741219,12.192,18.027,12.074,18.027,12.815,-0.01
741718,12.192,18.027,12.074,18.027,12.815,0.006
742200,12.192,18.027,12.074,18.027,12.815,-0.01
742725,12.192,18.027,12.074,18.027,12.815,-0.01
743224,12.192,18.027,12.074,18.027,12.815,-0.01
743770,12.175,18.027,12.074,18.027,12.815,-0.01
744261,12.175,18.027,12.058,18.027,12.815,-0.01
744771,12.175,18.027,12.058,18.027,12.815,-0.01
745298,12.175,18.027,12.058,18.027,12.815,-0.01
745790,12.175,18.027,12.058,18.027,12.815,-0.01
