18A Test,Moto Moto,Moto Moto,BLUE-07064-HA-3,BLUE-07064-HA-3,BLUE-07064-HA-4,BLUE-07064-HA-4
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
743328,12.109,18.027,12.787,0.003,6.645,-0.01
743812,12.109,18.027,12.787,0.003,6.645,0.006
744282,12.109,18.027,12.787,0.003,6.645,-0.01
744782,12.109,18.027,12.787,0.003,6.645,-0.01
745267,12.109,18.027,12.787,0.003,6.645,-0.01
745833,12.109,18.027,12.787,0.003,6.645,0.006
746324,12.092,18.027,12.787,0.003,6.645,0.006
746820,12.092,18.027,12.787,0.003,6.645,-0.01
747294,12.092,18.027,12.787,0.003,6.645,0.006
747801,12.092,18.027,12.787,0.003,6.645,-0.01
748304,12.092,18.027,12.787,0.003,6.645,-0.01
748780,12.092,18.027,12.787,0.003,6.645,-0.01
749287,12.092,18.027,12.787,0.003,6.645,-0.01
749765,12.092,18.027,12.787,0.003,6.645,-0.01
750263,12.092,18.027,12.787,0.003,6.645,0.006
750733,12.092,18.027,12.787,0.003,6.645,-0.01
751225,12.092,18.027,12.787,0.003,6.645,-0.01
751700,12.092,18.027,12.787,0.003,6.645,-0.01
752187,12.092,18.027,12.787,0.003,6.645,-0.01
752668,12.092,18.027,12.787,0.003,6.645,-0.01
753232,12.092,18.027,12.787,0.003,6.645,-0.01
753701,12.092,18.027,12.787,0.003,6.645,-0.01
754209,12.092,18.027,12.787,0.003,6.645,-0.01
754680,12.092,18.027,12.787,0.003,6.645,-0.01
755242,12.092,18.027,12.787,0.003,6.645,-0.01
755805,12.092,18.027,12.787,0.003,6.645,-0.01
756315,12.092,18.027,12.787,0.003,6.645,-0.01
756839,12.092,18.027,12.787,0.003,6.645,-0.01
757317,12.092,18.027,12.787,0.003,6.645,-0.01
757811,12.092,18.027,12.787,0.003,6.645,-0.01
758343,12.092,18.027,12.787,0.003,6.645,-0.01
758833,12.092,18.027,12.787,0.003,6.645,-0.01
759338,12.092,18.027,12.787,0.003,6.645,-0.01
759806,12.092,18.027,12.787,0.003,6.645,-0.01
760306,12.092,18.027,12.787,0.003,6.645,-0.01
760783,12.092,18.027,12.787,0.003,6.645,0.006
761286,12.092,18.027,12.787,0.003,6.645,-0.01
761769,12.092,18.027,12.787,0.003,6.645,-0.01
762334,12.092,18.027,12.787,0.003,6.645,-0.01
762831,12.092,18.027,12.787,0.003,6.645,-0.01
763304,12.092,18.027,12.787,0.003,6.645,-0.01
763797,12.092,18.027,12.787,0.003,6.645,-0.01
764278,12.092,18.027,12.787,0.003,6.645,-0.01
764775,12.092,18.027,12.787,0.003,6.645,-0.01
765264,12.092,18.027,12.787,0.003,6.645,-0.01
765752,12.092,18.027,12.787,0.003,6.645,-0.01
766240,12.092,18.027,12.787,0.003,6.645,-0.01
766741,12.092,18.027,12.787,0.003,6.645,-0.01
767210,12.092,18.027,12.787,0.003,6.645,-0.01
767703,12.092,18.027,12.787,0.003,6.645,-0.01
768175,12.092,18.027,12.787,0.003,6.645,-0.01
768674,12.092,18.027,12.787,0.003,6.645,-0.01
769163,12.092,18.027,12.787,0.003,6.645,-0.01
769676,12.092,18.027,12.787,0.003,6.645,-0.01
770159,12.092,18.027,12.787,0.003,6.645,-0.01
770694,12.092,18.027,12.787,0.003,6.645,-0.01
771165,12.092,18.027,12.787,0.003,6.645,0.006
771650,12.092,18.027,12.787,0.003,6.645,-0.01
772153,12.092,18.027,12.787,0.003,6.645,-0.01
772626,12.092,18.027,12.787,0.003,6.645,-0.01
773131,12.092,18.027,12.787,0.003,6.645,-0.01
773606,12.092,18.027,12.787,0.003,6.645,-0.01
774169,12.092,18.027,12.787,0.003,6.645,-0.01
774646,12.092,18.027,12.787,0.003,6.645,-0.01
775147,12.092,18.027,12.787,0.003,6.645,-0.01
775602,12.092,18.027,12.787,0.003,6.645,0.006
776098,12.092,18.027,12.787,0.003,6.645,-0.01
776585,12.092,18.027,12.787,0.003,6.645,-0.01
777088,12.092,18.027,12.787,0.003,6.645,-0.01
777559,12.092,18.027,12.787,0.003,6.645,-0.01
778061,12.092,18.027,12.787,0.003,6.645,-0.01
778539,12.092,18.027,12.787,0.003,6.645,-0.01
779024,12.092,18.027,12.787,0.003,6.645,-0.01
779514,12.092,18.027,12.787,0.003,6.645,-0.01
780085,12.092,18.027,12.787,0.003,6.645,-0.01
780606,12.076,18.027,12.787,0.003,6.645,-0.01
781115,12.076,18.027,12.787,0.003,6.645,-0.01
781611,12.076,18.027,12.787,0.003,6.645,-0.01
782086,12.076,18.027,12.787,0.003,6.645,-0.01
782582,12.076,18.027,12.787,0.003,6.645,-0.01
783045,12.076,18.027,12.787,0.003,6.645,-0.01
783550,12.076,18.027,12.787,0.003,6.645,-0.01
784026,12.076,18.027,12.787,0.003,6.645,-0.01
784548,12.076,18.027,12.787,0.003,6.645,-0.01
785034,12.076,18.027,12.787,0.003,6.645,-0.01
785569,12.076,18.027,12.787,0.003,6.645,-0.01
786035,12.076,18.027,12.787,0.003,6.645,-0.01
786586,12.076,18.027,12.787,0.003,6.645,-0.01
787103,12.076,18.027,12.787,0.003,6.645,-0.01
787590,12.076,18.027,12.787,0.003,6.645,-0.01
788087,12.076,18.027,12.787,0.003,6.645,-0.01
788594,12.076,18.027,12.787,0.003,6.645,-0.01
789155,12.076,18.027,12.787,0.003,6.645,-0.01
789715,12.076,18.027,12.787,0.003,6.645,-0.01
790217,12.076,18.027,12.787,0.003,6.645,-0.01
790699,12.076,18.027,12.787,0.003,6.645,0.006
791184,12.076,18.027,12.787,0.003,6.645,-0.01
791678,12.076,18.027,12.787,0.003,6.645,-0.01
792163,12.076,18.027,12.787,0.003,6.645,-0.01
792653,12.076,18.027,12.787,0.003,6.645,-0.01
793132,12.076,18.027,12.787,0.003,6.645,-0.01
793656,12.076,18.027,12.787,0.003,6.645,-0.01
794184,12.076,18.027,12.787,0.003,6.645,-0.01
794654,12.076,18.027,12.787,0.003,6.645,-0.01
795203,12.076,18.027,12.787,0.003,6.645,-0.01
795691,12.076,18.027,12.787,0.003,6.645,-0.01
796190,12.076,18.027,12.787,0.003,6.645,-0.01
796670,12.076,18.027,12.787,0.003,6.645,-0.01
797181,12.076,18.027,12.787,0.003,6.645,-0.01
797683,12.076,18.027,12.787,0.003,6.645,-0.01
798246,12.076,18.027,12.787,0.003,6.645,-0.01
798772,12.076,18.027,12.787,0.003,6.645,-0.01
799257,12.076,18.027,12.787,0.003,6.645,-0.01
799803,12.076,18.027,12.787,0.003,6.645,-0.01
800277,12.076,18.027,12.787,0.003,6.645,-0.01
800816,12.076,18.027,12.787,0.003,6.645,-0.01
801346,12.076,18.027,12.787,0.003,6.645,-0.01
801817,12.076,18.027,12.787,0.003,6.645,-0.01
802311,12.076,18.027,12.787,0.003,6.645,-0.01
802774,12.076,18.027,12.787,0.003,6.645,-0.01
803306,12.076,18.027,12.787,0.003,6.628,0.006
803797,12.076,18.027,12.787,0.003,6.628,-0.01
804349,12.076,18.027,12.787,0.003,6.645,-0.01
804910,12.076,18.027,12.787,0.003,6.645,-0.01
805412,12.076,18.027,12.787,0.003,6.645,-0.01
805939,12.076,18.027,12.787,0.003,6.628,-0.01
806439,12.076,18.027,12.787,0.003,6.628,-0.01
806942,12.076,18.027,12.787,0.003,6.645,0.006
807491,12.076,18.027,12.787,0.003,6.645,-0.01
807967,12.076,18.027,12.787,0.003,6.645,-0.01
808492,12.076,18.027,12.787,0.003,6.628,-0.01
809007,12.076,18.027,12.787,0.003,6.628,-0.01
809510,12.076,18.027,12.787,0.003,6.645,-0.01
810067,12.076,18.027,12.787,0.003,6.645,-0.01
810532,12.076,18.027,12.787,0.003,6.645,-0.01
811043,12.076,18.027,12.787,0.003,6.645,-0.01
811517,12.059,18.027,12.787,0.003,6.645,-0.01
812002,12.059,18.027,12.787,0.003,6.645,-0.01
812463,12.059,18.027,12.787,0.003,6.645,-0.01
813038,12.059,18.027,12.787,0.003,6.645,-0.01
813595,12.059,18.027,12.787,0.003,6.628,-0.01
814055,12.059,18.027,12.787,0.003,6.645,-0.01
814618,12.059,18.027,12.787,0.003,6.645,0.006
815175,12.059,18.027,12.787,0.003,6.628,-0.01
815677,12.059,18.027,12.787,0.003,6.628,-0.01
816192,12.059,18.027,12.787,0.003,6.628,-0.01
816675,12.059,18.027,12.787,0.003,6.628,-0.01
817220,12.059,18.027,12.787,0.003,6.628,-0.01
817753,12.059,18.027,12.787,0.003,6.645,-0.01
818254,12.059,18.027,12.787,0.003,6.645,-0.01
818818,12.059,18.027,12.787,0.003,6.628,-0.01
819301,12.059,18.027,12.787,0.003,6.645,-0.01
819815,12.059,18.027,12.787,0.003,6.645,-0.01
820333,12.059,18.027,12.787,0.003,6.645,-0.01
820874,12.059,18.027,12.787,0.003,6.645,-0.01
821347,12.059,18.027,12.787,0.003,6.645,-0.01
821853,12.059,18.027,12.787,0.003,6.645,-0.01
822359,12.059,18.027,12.787,0.003,6.645,-0.01
822863,12.059,18.027,12.787,0.003,6.628,0.006
823359,12.059,18.027,12.787,0.003,6.645,0.006
823867,12.059,18.027,12.787,0.003,6.645,-0.01
824354,12.059,18.027,12.787,0.003,6.628,-0.01
824924,12.059,18.027,12.787,0.003,6.645,-0.01
825451,12.059,18.027,12.787,0.003,6.628,-0.01
825966,12.059,18.027,12.787,0.003,6.645,-0.01
826518,12.059,18.027,12.787,0.003,6.628,-0.01
826987,12.059,18.027,12.787,0.003,6.628,-0.01
827489,12.059,18.027,12.787,0.003,6.628,-0.01
828029,12.059,18.027,12.787,0.003,6.645,-0.01
828534,12.059,18.027,12.787,0.003,6.628,-0.01
829056,12.059,18.027,12.787,0.003,6.645,-0.01
829584,12.059,18.027,12.787,0.003,6.628,0.006
830088,12.059,18.027,12.787,0.003,6.628,-0.01
830586,12.059,18.027,12.787,0.003,6.645,0.006
831063,12.059,18.027,12.787,0.003,6.645,-0.01
831584,12.059,18.027,12.787,0.003,6.645,-0.01
832144,12.059,18.027,12.787,0.003,6.645,-0.01
832604,12.059,18.027,12.787,0.003,6.628,-0.01
833116,12.059,18.027,12.787,0.003,6.628,-0.01
833587,12.059,18.027,12.787,0.003,6.628,-0.01
834113,12.059,18.027,12.787,0.003,6.628,-0.01
834638,12.059,18.027,12.787,0.003,6.628,-0.01
835114,12.059,18.027,12.787,0.003,6.628,-0.01
835632,12.059,18.027,12.787,0.003,6.628,-0.01
836143,12.059,18.027,12.787,0.003,6.645,0.006
836666,12.059,18.027,12.787,0.003,6.645,-0.01
837233,12.059,18.027,12.787,0.003,6.645,-0.01
837707,12.059,18.027,12.787,0.003,6.628,-0.01
838234,12.059,18.027,12.787,0.003,6.645,-0.01
838702,12.059,18.027,12.787,0.003,6.628,-0.01
839257,12.059,18.027,12.787,0.003,6.628,-0.01
839746,12.059,18.027,12.787,0.003,6.645,0.006
840255,12.059,18.027,12.787,0.003,6.645,-0.01
840785,12.059,18.027,12.787,0.003,6.628,-0.01
841317,12.059,18.027,12.787,0.003,6.645,-0.01
841820,12.042,18.027,12.787,0.003,6.645,-0.01
842375,12.042,18.027,12.787,0.003,6.645,-0.01
842855,12.042,18.027,12.787,0.003,6.628,-0.01
843373,12.042,18.027,12.787,0.003,6.628,0.006
843893,12.042,18.027,12.787,0.003,6.645,-0.01
844371,12.042,18.027,12.787,0.003,6.628,-0.01
844932,12.042,18.027,12.787,0.003,6.628,-0.01
845493,12.042,18.027,12.787,0.003,6.645,-0.01
845953,12.042,18.027,12.787,0.003,6.645,-0.01
846443,12.042,18.027,12.787,0.003,6.645,-0.01
846909,12.042,18.027,12.787,0.003,6.645,-0.01
847406,12.042,18.027,12.787,0.003,6.645,0.006
847864,12.042,18.027,12.787,0.003,6.645,0.006
848362,12.042,18.027,12.787,0.003,6.645,-0.01
848828,12.042,18.027,12.787,0.003,6.645,0.006
849364,12.042,18.027,12.787,0.003,6.628,-0.01
849895,12.042,18.027,12.787,0.003,6.645,-0.01
850365,12.042,18.027,12.787,0.003,6.645,0.006
850895,12.042,18.027,12.787,0.003,6.628,-0.01
851402,12.042,18.027,12.787,0.003,6.645,-0.01
851962,12.042,18.027,12.787,0.003,6.645,-0.01
852489,12.042,18.027,12.787,0.003,6.628,-0.01
852967,12.042,18.027,12.787,0.003,6.645,-0.01
853466,12.042,18.027,12.787,0.003,6.645,-0.01
853976,12.042,18.027,12.787,0.003,6.645,-0.01
854501,12.042,18.027,12.787,0.003,6.645,0.006
854990,12.042,18.027,12.787,0.003,6.645,-0.01
855498,12.042,18.027,12.787,0.003,6.645,-0.01
856017,12.042,18.027,12.787,0.003,6.645,-0.01
856488,12.042,18.027,12.787,0.003,6.645,-0.01
857055,12.042,18.027,12.787,0.003,6.628,-0.01
857555,12.042,18.027,12.787,0.003,6.628,0.006
858059,12.042,18.027,12.787,0.003,6.645,-0.01
858610,12.042,18.027,12.787,0.003,6.628,-0.01
859082,12.042,18.027,12.787,0.003,6.645,-0.01
859605,12.042,18.027,12.787,0.003,6.645,-0.01
860146,12.042,18.027,12.787,0.003,6.645,-0.01
860647,12.042,18.027,12.787,0.003,6.645,-0.01
861179,12.042,18.027,12.787,0.003,6.645,-0.01
861650,12.042,18.027,12.787,0.003,6.645,0.006
862176,12.042,18.027,12.787,0.003,6.645,-0.01
862715,12.042,18.027,12.787,0.003,6.645,-0.01
863208,12.042,18.027,12.787,0.003,6.628,-0.01
863765,12.042,18.027,12.787,0.003,6.645,-0.01
864322,12.042,18.027,12.787,0.003,6.645,-0.01
864833,12.042,18.027,12.787,0.003,6.628,0.006
865341,12.042,18.027,12.787,0.003,6.645,-0.01
865876,12.042,18.027,12.787,0.003,6.628,-0.01
866372,12.042,18.027,12.787,0.003,6.645,-0.01
866904,12.042,18.027,12.787,0.003,6.645,0.006
867376,12.042,18.027,12.787,0.003,6.645,-0.01
867908,12.042,18.027,12.787,0.003,6.628,0.006
868374,12.042,18.027,12.787,0.003,6.628,-0.01
868882,12.042,18.027,12.787,0.003,6.628,-0.01
869380,12.042,18.027,12.787,0.003,6.628,-0.01
869861,12.042,18.027,12.787,0.003,6.628,-0.01
870385,12.042,18.027,12.787,0.003,6.628,-0.01
870884,12.042,18.027,12.787,0.003,6.628,-0.01
871374,12.042,18.027,12.787,0.003,6.628,-0.01
871876,12.042,18.027,12.787,0.003,6.628,-0.01
872408,12.042,18.027,12.787,0.003,6.628,-0.01
872890,12.042,18.027,12.787,0.003,6.628,-0.01
873441,12.042,18.027,12.787,0.003,6.628,-0.01
874001,12.042,18.027,12.787,0.003,6.628,-0.01
874472,12.042,18.027,12.787,0.003,6.628,-0.01
875004,12.026,18.027,12.787,0.003,6.628,-0.01
875527,12.026,18.027,12.787,0.003,6.628,-0.01
876003,12.026,18.027,12.787,0.003,6.628,-0.01
876495,12.026,18.027,12.787,0.003,6.628,-0.01
876983,12.026,18.027,12.787,0.003,6.628,-0.01
877472,12.026,18.027,12.787,0.003,6.628,0.006
877942,12.026,18.027,12.787,0.003,6.628,-0.01
878437,12.026,18.027,12.787,0.003,6.628,-0.01
878924,12.026,18.027,12.787,0.003,6.628,-0.01
879419,12.026,18.027,12.787,0.003,6.628,-0.01
879883,12.026,18.027,12.787,0.003,6.628,-0.01
880429,12.026,18.027,12.787,0.003,6.628,-0.01
880946,12.026,18.027,12.787,0.003,6.628,-0.01
881501,12.026,18.027,12.787,0.003,6.628,-0.01
882030,12.026,18.027,12.787,0.003,6.628,-0.01
882529,12.026,18.027,12.787,0.003,6.628,-0.01
883059,12.026,18.027,12.787,0.003,6.628,-0.01
883565,12.026,18.027,12.787,0.003,6.628,-0.01
884065,12.026,18.027,12.787,0.003,6.628,0.006
884601,12.026,18.027,12.787,0.003,6.628,-0.01
885067,12.026,18.027,12.787,0.003,6.645,-0.01
885624,12.026,18.027,12.787,0.003,6.628,0.006
886179,12.026,18.027,12.787,0.003,6.628,0.006
886689,12.026,18.027,12.787,0.003,6.628,-0.01
887218,12.026,18.027,12.787,0.003,6.628,-0.01
887742,12.026,18.027,12.787,0.003,6.628,0.006
888239,12.026,18.027,12.787,0.003,6.645,-0.01
888771,12.026,18.027,12.787,0.003,6.645,-0.01
889329,12.026,18.027,12.787,0.003,6.645,-0.01
889811,12.026,18.027,12.787,0.003,6.645,-0.01
890366,12.026,18.027,12.787,0.003,6.628,0.006
890901,12.026,18.027,12.787,0.003,6.628,-0.01
891367,12.026,18.027,12.787,0.003,6.628,-0.01
891855,12.026,18.027,12.787,0.003,6.628,-0.01
892351,12.026,18.027,12.787,0.003,6.645,-0.01
892879,12.026,18.027,12.787,0.003,6.628,-0.01
893434,12.026,18.027,12.787,0.003,6.628,0.006
893905,12.026,18.027,12.787,0.003,6.628,-0.01
894407,12.026,18.027,12.787,0.003,6.628,-0.01
894870,12.026,18.027,12.787,0.003,6.628,-0.01
895366,12.026,18.027,12.787,0.003,6.628,-0.01
895837,12.026,18.027,12.787,0.003,6.628,-0.01
896359,12.026,18.027,12.787,0.003,6.628,-0.01
896868,12.026,18.027,12.787,0.003,6.628,-0.01
897397,12.026,18.027,12.787,0.003,6.628,-0.01
897951,12.026,18.027,12.787,0.003,6.628,-0.01
898420,12.026,18.027,12.787,0.003,6.628,-0.01
898919,12.026,18.027,12.787,0.003,6.628,-0.01
899401,12.026,18.027,12.787,0.003,6.628,-0.01
899886,12.026,18.027,12.787,0.003,6.628,-0.01
900363,12.026,18.027,12.787,0.003,6.628,-0.01
900922,12.026,18.027,12.787,0.003,6.628,-0.01
901393,12.026,18.027,12.787,0.003,6.628,-0.01
901950,12.026,18.027,12.787,0.003,6.628,-0.01
902444,12.026,18.027,12.787,0.003,6.628,-0.01
902951,12.026,18.027,12.787,0.003,6.645,-0.01
903478,12.026,18.027,12.787,0.003,6.628,-0.01
904035,12.026,18.027,12.787,0.003,6.628,-0.01
904533,12.026,18.027,12.787,0.003,6.628,-0.01
905067,12.026,18.027,12.787,0.003,6.628,-0.01
905541,12.026,18.027,12.787,0.003,6.628,-0.01
906095,12.026,18.027,12.787,0.003,6.645,0.006
906592,12.026,18.027,12.787,0.003,6.628,-0.01
907068,12.009,18.027,12.787,0.003,6.628,-0.01
907565,12.009,18.027,12.787,0.003,6.628,-0.01
908036,12.009,18.027,12.787,0.003,6.628,-0.01
908585,12.009,18.027,12.787,0.003,6.628,-0.01
909092,12.009,18.027,12.787,0.003,6.628,-0.01
909584,12.009,18.027,12.787,0.003,6.628,-0.01
910141,12.009,18.027,12.787,0.003,6.628,-0.01
910615,12.009,18.027,12.787,0.003,6.645,-0.01
911114,12.009,18.027,12.787,0.003,6.628,-0.01
911580,12.009,18.027,12.787,0.003,6.628,-0.01
912140,12.009,18.027,12.787,0.003,6.628,-0.01
912643,12.009,18.027,12.787,0.003,6.628,-0.01
913126,12.009,18.027,12.787,0.003,6.628,-0.01
913688,12.009,18.027,12.787,0.003,6.628,-0.01
914157,12.009,18.027,12.787,0.003,6.628,0.006
914650,12.009,18.027,12.787,0.003,6.628,-0.01
915119,12.009,18.027,12.787,0.003,6.628,0.006
915618,12.009,18.027,12.803,0.003,6.628,-0.01
916089,12.009,18.027,12.787,0.003,6.628,-0.01
916583,12.009,18.027,12.787,0.003,6.628,-0.01
917069,12.009,18.027,12.787,0.003,6.628,-0.01
917560,12.009,18.027,12.787,0.003,6.628,-0.01
918059,12.009,18.027,12.787,0.003,6.628,0.006
918592,12.009,18.027,12.787,0.003,6.628,-0.01
919057,12.009,18.027,12.787,0.003,6.628,0.006
919551,12.009,18.027,12.787,0.003,6.628,-0.01
920102,12.009,18.027,12.803,0.003,6.628,-0.01
920577,12.009,18.027,12.787,0.003,6.628,-0.01
921080,12.009,18.027,12.787,0.003,6.628,0.006
921557,12.009,18.027,12.803,0.003,6.628,-0.01
922056,12.009,18.027,12.803,0.003,6.628,-0.01
922530,12.009,18.027,12.787,0.003,6.628,-0.01
923018,12.009,18.027,12.803,0.003,6.628,-0.01
923490,12.009,18.027,12.787,0.003,6.628,-0.01
923994,12.009,18.027,12.787,0.003,6.628,-0.01
924474,12.009,18.027,12.803,0.003,6.628,-0.01
925027,12.009,18.027,12.787,0.003,6.628,-0.01
925519,12.009,18.027,12.803,0.003,6.628,0.006
925989,12.009,18.027,12.787,0.003,6.628,-0.01
926481,12.009,18.027,12.787,0.003,6.628,-0.01
926960,12.009,18.027,12.803,0.003,6.628,-0.01
927461,12.009,18.027,12.803,0.003,6.628,-0.01
927931,12.009,18.027,12.803,0.003,6.628,-0.01
928451,12.009,18.027,12.803,0.003,6.628,-0.01
928958,12.009,18.027,12.787,0.003,6.628,-0.01
929453,12.009,18.027,12.787,0.003,6.628,-0.01
929930,12.009,18.027,12.803,0.003,6.628,-0.01
930429,12.009,18.027,12.787,0.003,6.628,-0.01
930914,12.009,18.027,12.787,0.003,6.628,-0.01
931416,12.009,18.027,12.803,0.003,6.628,-0.01
931888,12.009,18.027,12.787,0.003,6.628,-0.01
932387,12.009,18.027,12.803,0.003,6.628,-0.01
932875,12.009,18.027,12.803,0.003,6.628,-0.01
933375,12.009,18.027,12.803,0.003,6.628,-0.01
933849,12.009,18.027,12.803,0.003,6.628,0.006
934357,12.009,18.027,12.787,0.003,6.628,-0.01
934836,12.009,18.027,12.803,0.003,6.628,0.006
935324,12.009,18.027,12.803,0.003,6.628,-0.01
935785,12.009,18.027,12.787,0.003,6.628,-0.01
936272,12.009,18.027,12.787,0.003,6.628,-0.01
936746,12.009,18.027,12.803,0.003,6.628,-0.01
937250,12.009,18.027,12.803,0.003,6.628,0.006
937721,11.992,18.027,12.803,0.003,6.628,-0.01
938206,11.992,18.027,12.803,0.003,6.628,0.006
938686,11.992,18.027,12.803,0.003,6.628,-0.01
939213,11.992,18.027,12.787,0.003,6.628,-0.01
939716,11.992,18.027,12.803,0.003,6.628,0.006
940191,11.992,18.027,12.787,0.003,6.628,-0.01
940684,11.992,18.027,12.787,0.003,6.628,0.006
941183,11.992,18.027,12.803,0.003,6.628,0.006
941698,11.992,18.027,12.787,0.003,6.628,-0.01
942180,11.992,18.027,12.803,0.003,6.628,-0.01
942669,11.992,18.027,12.803,0.003,6.628,-0.01
943148,11.992,18.027,12.803,0.003,6.628,-0.01
943639,11.992,18.027,12.787,0.003,6.628,-0.01
944111,11.992,18.027,12.803,0.003,6.628,-0.01
944673,11.992,18.027,12.803,0.003,6.628,-0.01
945192,11.992,18.027,12.787,0.003,6.628,-0.01
945678,11.992,18.027,12.803,0.003,6.628,0.006
946180,11.992,18.027,12.803,0.003,6.628,-0.01
946657,11.992,18.027,12.787,0.003,6.628,-0.01
947155,11.992,18.027,12.803,0.003,6.628,-0.01
947638,11.992,18.027,12.803,0.003,6.628,-0.01
948129,11.992,18.027,12.803,0.003,6.628,-0.01
948592,11.992,18.027,12.787,0.003,6.628,-0.01
949095,11.992,18.027,12.787,0.003,6.628,-0.01
949591,11.992,18.027,12.803,0.003,6.628,0.006
950121,11.992,18.027,12.787,0.003,6.628,-0.01
950624,11.992,18.027,12.803,0.003,6.628,-0.01
951083,11.992,18.027,12.787,0.003,6.628,-0.01
951589,11.992,18.027,12.787,0.003,6.628,-0.01
952061,11.992,18.027,12.787,0.003,6.628,-0.01
952559,11.992,18.027,12.803,0.003,6.628,-0.01
953047,11.992,18.027,12.803,0.003,6.628,0.006
953602,11.992,18.027,12.803,0.003,6.628,-0.01
954076,11.992,18.027,12.803,0.003,6.628,-0.01
954575,11.992,18.027,12.803,0.003,6.628,-0.01
955049,11.992,18.027,12.787,0.003,6.628,0.006
955542,11.992,18.027,12.803,0.003,6.628,-0.01
956027,11.992,18.027,12.787,0.003,6.628,-0.01
956529,11.992,18.027,12.803,0.003,6.628,-0.01
957021,11.992,18.027,12.787,0.003,6.628,-0.01
957540,11.992,18.027,12.803,0.003,6.628,-0.01
957994,11.992,18.027,12.787,0.003,6.628,0.006
958518,11.992,18.027,12.803,0.003,6.628,-0.01
958978,11.992,18.027,12.803,0.003,6.628,-0.01
959522,11.992,18.027,12.803,0.003,6.628,-0.01
960012,11.992,18.027,12.803,0.003,6.628,-0.01
960459,11.992,18.027,12.803,0.003,6.628,-0.01
960943,11.992,18.027,12.803,0.003,6.628,0.006
961420,11.992,18.027,12.803,0.003,6.628,-0.01
961918,11.992,18.027,12.803,0.003,6.628,-0.01
962370,11.992,18.027,12.787,0.003,6.628,-0.01
962853,11.992,18.027,12.803,0.003,6.628,-0.01
963324,11.992,18.027,12.803,0.003,6.628,-0.01
963820,11.992,18.027,12.803,0.003,6.628,-0.01
964272,11.992,18.027,12.803,0.003,6.628,-0.01
964755,11.992,18.027,12.803,0.003,6.628,-0.01
965228,11.992,18.027,12.803,0.003,6.628,0.006
965724,11.992,18.027,12.803,0.003,6.628,-0.01
966212,11.992,18.027,12.803,0.003,6.628,-0.01
966736,11.992,18.027,12.803,0.003,6.628,-0.01
967190,11.992,18.027,12.803,0.003,6.628,-0.01
967667,11.992,18.027,12.803,0.003,6.628,-0.01
968139,11.992,18.027,12.803,0.003,6.628,-0.01
968632,11.992,18.027,12.803,0.003,6.628,-0.01
969096,11.976,18.027,12.803,0.003,6.628,-0.01
969584,11.976,18.027,12.803,0.003,6.628,-0.01
970121,11.976,18.027,12.787,0.003,6.628,-0.01
970620,11.976,18.027,12.803,0.003,6.628,0.006
971119,11.976,18.027,12.803,0.003,6.628,0.006
971599,11.976,18.027,12.803,0.003,6.628,-0.01
972112,11.976,18.027,12.803,0.003,6.628,-0.01
972586,11.976,18.027,12.803,0.003,6.628,0.006
973089,11.976,18.027,12.803,0.003,6.628,-0.01
973557,11.976,18.027,12.803,0.003,6.628,-0.01
974106,11.976,18.027,12.803,0.003,6.628,-0.01
974658,11.976,18.027,12.803,0.003,6.628,-0.01
975162,11.976,18.027,12.803,0.003,6.612,-0.01
975697,11.976,18.027,12.803,0.003,6.628,-0.01
976160,11.976,18.027,12.803,0.003,6.628,-0.01
976670,11.976,18.027,12.803,0.003,6.628,-0.01
977174,11.976,18.027,12.803,0.003,6.628,-0.01
977655,11.976,18.027,12.803,0.003,6.628,-0.01
978171,11.976,18.027,12.803,0.003,6.628,-0.01
978673,11.976,18.027,12.803,0.003,6.612,-0.01
979166,11.976,18.027,12.803,0.003,6.628,-0.01
979619,11.976,18.027,12.803,0.003,6.628,0.006
980134,11.976,18.027,12.803,0.003,6.628,0.006
980588,11.976,18.027,12.803,0.003,6.612,0.006
981132,11.976,18.027,12.803,0.003,6.612,-0.01
981661,11.976,18.027,12.803,0.003,6.612,0.006
982176,11.976,18.027,12.803,0.003,6.612,-0.01
982673,11.976,18.027,12.803,0.003,6.628,-0.01
983171,11.976,18.027,12.803,0.003,6.628,-0.01
983686,11.976,18.027,12.803,0.003,6.628,-0.01
984180,11.976,18.027,12.803,0.003,6.612,-0.01
984698,11.976,18.027,12.803,0.003,6.612,-0.01
985166,11.976,18.027,12.803,0.003,6.612,-0.01
985700,11.976,18.027,12.803,0.003,6.628,-0.01
986198,11.976,18.027,12.803,0.003,6.612,-0.01
986702,11.976,18.027,12.803,0.003,6.612,-0.01
987250,11.976,18.027,12.803,0.003,6.612,0.006
987752,11.976,18.027,12.803,0.003,6.628,-0.01
988301,11.976,18.027,12.803,0.003,6.612,0.006
988821,11.976,18.027,12.803,0.003,6.612,-0.01
989307,11.976,18.027,12.803,0.003,6.612,0.006
989863,11.976,18.027,12.803,0.003,6.612,-0.01
990409,11.976,18.027,12.803,0.003,6.628,-0.01
990966,11.976,18.027,12.803,0.003,6.628,-0.01
991440,11.976,18.027,12.803,0.003,6.628,-0.01
991935,11.976,18.027,12.803,0.003,6.628,-0.01
992445,11.976,18.027,12.803,0.003,6.612,-0.01
993012,11.976,18.027,12.803,0.003,6.628,-0.01
