18A Test,Moto Moto,Moto Moto,BLUE-07064-HA-3,BLUE-07064-HA-3,BLUE-07064-HA-4,BLUE-07064-HA-4
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
242746,12.308,18.027,12.787,0.003,6.744,-0.01
243230,12.308,18.027,12.787,0.003,6.744,-0.01
243689,12.308,18.027,12.787,0.003,6.744,-0.01
244206,12.308,18.027,12.787,0.003,6.744,-0.01
244704,12.308,18.027,12.787,0.003,6.744,-0.01
245197,12.308,18.027,12.787,0.003,6.744,0.006
245661,12.308,18.027,12.787,0.003,6.744,-0.01
246151,12.308,18.027,12.787,0.003,6.744,-0.01
246624,12.308,18.027,12.787,0.003,6.744,-0.01
247119,12.308,18.027,12.787,0.003,6.744,-0.01
247578,12.308,18.027,12.787,0.003,6.744,-0.01
248070,12.308,18.027,12.787,0.003,6.744,-0.01
248526,12.308,18.027,12.787,0.003,6.744,0.006
249021,12.308,18.027,12.787,0.003,6.744,-0.01
249509,12.308,18.027,12.787,0.003,6.744,-0.01
250064,12.308,18.027,12.787,0.003,6.744,-0.01
250572,12.308,18.027,12.787,0.003,6.744,-0.01
251043,12.308,18.027,12.787,0.003,6.744,-0.01
251602,12.308,18.027,12.787,0.003,6.744,0.006
252094,12.308,18.027,12.787,0.003,6.744,-0.01
252610,12.308,18.027,12.787,0.003,6.744,-0.01
253174,12.308,18.027,12.787,0.003,6.744,-0.01
253641,12.308,18.027,12.787,0.003,6.744,-0.01
254131,12.308,18.027,12.787,0.003,6.728,-0.01
254598,12.308,18.027,12.787,0.003,6.744,0.006
255084,12.308,18.027,12.787,0.003,6.744,0.006
255591,12.308,18.027,12.787,0.003,6.744,-0.01
256123,12.308,18.027,12.787,0.003,6.744,-0.01
256654,12.308,18.027,12.787,0.003,6.744,0.006
257134,12.308,18.027,12.787,0.003,6.728,0.006
257637,12.308,18.027,12.787,0.003,6.728,-0.01
258104,12.308,18.027,12.787,0.003,6.728,-0.01
258606,12.308,18.027,12.787,0.003,6.728,0.006
259082,12.308,18.027,12.787,0.003,6.728,0.006
259613,12.308,18.027,12.787,0.003,6.728,-0.01
260139,12.308,18.027,12.787,0.003,6.728,-0.01
260649,12.308,18.027,12.787,0.003,6.728,-0.01
261184,12.308,18.027,12.787,0.003,6.728,-0.01
261690,12.308,18.027,12.787,0.003,6.728,0.006
262239,12.308,18.027,12.787,0.003,6.728,-0.01
262794,12.308,18.027,12.787,0.003,6.744,-0.01
263302,12.308,18.027,12.787,0.003,6.728,-0.01
263797,12.308,18.027,12.787,0.003,6.744,-0.01
264303,12.308,18.027,12.787,0.003,6.744,0.006
264788,12.308,18.027,12.787,0.003,6.728,-0.01
265247,12.308,18.027,12.787,0.003,6.728,-0.01
265803,12.308,18.027,12.787,0.003,6.728,0.006
266354,12.308,18.027,12.787,0.003,6.744,-0.01
266833,12.308,18.027,12.787,0.003,6.744,-0.01
267363,12.308,18.027,12.787,0.003,6.728,-0.01
267923,12.308,18.027,12.787,0.003,6.728,-0.01
268431,12.308,18.027,12.787,0.003,6.728,-0.01
268945,12.308,18.027,12.787,0.003,6.728,-0.01
269455,12.308,18.027,12.787,0.003,6.728,0.006
269983,12.308,18.027,12.787,0.003,6.728,-0.01
270509,12.308,18.027,12.787,0.003,6.744,-0.01
270985,12.308,18.027,12.787,0.003,6.728,-0.01
271510,12.308,18.027,12.787,0.003,6.728,-0.01
272016,12.308,18.027,12.787,0.003,6.728,-0.01
272545,12.308,18.027,12.787,0.003,6.728,-0.01
273069,12.308,18.027,12.787,0.003,6.728,-0.01
273556,12.308,18.027,12.787,0.003,6.728,0.006
274057,12.308,18.027,12.787,0.003,6.728,-0.01
274526,12.308,18.027,12.787,0.003,6.728,-0.01
275022,12.308,18.027,12.787,0.003,6.728,-0.01
275491,12.308,18.027,12.787,0.003,6.728,-0.01
276041,12.308,18.027,12.787,0.003,6.728,-0.01
276517,12.308,18.027,12.787,0.003,6.728,-0.01
277074,12.292,18.027,12.787,0.003,6.728,-0.01
277546,12.292,18.027,12.787,0.003,6.728,-0.01
278074,12.292,18.027,12.787,0.003,6.728,0.006
278611,12.292,18.027,12.787,0.003,6.728,-0.01
279086,12.292,18.027,12.787,0.003,6.728,-0.01
279619,12.292,18.027,12.787,0.003,6.728,0.006
280146,12.292,18.027,12.787,0.003,6.728,-0.01
280616,12.292,18.027,12.787,0.003,6.728,-0.01
281127,12.292,18.027,12.787,0.003,6.728,-0.01
281604,12.292,18.027,12.787,0.003,6.728,-0.01
282115,12.292,18.027,12.787,0.003,6.728,-0.01
282591,12.292,18.027,12.787,0.003,6.728,-0.01
283077,12.292,18.027,12.787,0.003,6.728,-0.01
283550,12.292,18.027,12.787,0.003,6.728,-0.01
284079,12.292,18.027,12.787,0.003,6.728,-0.01
284584,12.292,18.027,12.787,0.003,6.728,-0.01
285107,12.292,18.027,12.787,0.003,6.728,-0.01
285589,12.292,18.027,12.787,0.003,6.728,-0.01
286082,12.292,18.027,12.787,0.003,6.728,-0.01
286562,12.292,18.027,12.787,0.003,6.728,-0.01
287127,12.292,18.027,12.787,0.003,6.728,-0.01
287617,12.292,18.027,12.787,0.003,6.728,-0.01
288082,12.292,18.027,12.787,0.003,6.728,-0.01
288576,12.292,18.027,12.787,0.003,6.728,-0.01
289069,12.292,18.027,12.787,0.003,6.728,-0.01
289567,12.292,18.027,12.787,0.003,6.728,-0.01
290032,12.292,18.027,12.787,0.003,6.728,-0.01
290521,12.292,18.027,12.787,0.003,6.728,-0.01
290996,12.292,18.027,12.787,0.003,6.728,-0.01
291526,12.292,18.027,12.787,0.003,6.728,-0.01
292027,12.292,18.027,12.787,0.003,6.728,-0.01
292518,12.292,18.027,12.787,0.003,6.728,0.006
292997,12.292,18.027,12.787,0.003,6.728,-0.01
293492,12.292,18.027,12.787,0.003,6.728,-0.01
293958,12.292,18.027,12.787,0.003,6.728,-0.01
294457,12.292,18.027,12.787,0.003,6.728,-0.01
294937,12.292,18.027,12.787,0.003,6.728,-0.01
295488,12.292,18.027,12.787,0.003,6.728,-0.01
296040,12.292,18.027,12.787,0.003,6.728,-0.01
296542,12.292,18.027,12.787,0.003,6.728,0.006
297076,12.292,18.027,12.787,0.003,6.728,-0.01
297547,12.292,18.027,12.787,0.003,6.728,-0.01
298048,12.292,18.027,12.787,0.003,6.728,-0.01
298584,12.292,18.027,12.787,0.003,6.728,-0.01
299091,12.292,18.027,12.787,0.003,6.728,-0.01
299605,12.292,18.027,12.787,0.003,6.728,-0.01
300084,12.292,18.027,12.787,0.003,6.728,0.006
300581,12.292,18.027,12.787,0.003,6.728,-0.01
301070,12.292,18.027,12.787,0.003,6.728,-0.01
301552,12.292,18.027,12.787,0.003,6.728,-0.01
302043,12.292,18.027,12.787,0.003,6.728,0.006
302561,12.292,18.027,12.787,0.003,6.728,-0.01
303036,12.292,18.027,12.787,0.003,6.728,-0.01
303535,12.292,18.027,12.787,0.003,6.728,-0.01
304040,12.292,18.027,12.787,0.003,6.728,-0.01
304518,12.292,18.027,12.787,0.003,6.728,-0.01
305025,12.292,18.027,12.787,0.003,6.728,0.006
305506,12.292,18.027,12.787,0.003,6.728,-0.01
306033,12.292,18.027,12.787,0.003,6.728,-0.01
306537,12.292,18.027,12.787,0.003,6.711,-0.01
307030,12.292,18.027,12.787,0.003,6.711,-0.01
307537,12.292,18.027,12.787,0.003,6.728,-0.01
308047,12.292,18.027,12.787,0.003,6.728,-0.01
308545,12.292,18.027,12.787,0.003,6.728,-0.01
309052,12.292,18.027,12.787,0.003,6.728,-0.01
309573,12.292,18.027,12.787,0.003,6.728,-0.01
310050,12.292,18.027,12.787,0.003,6.728,-0.01
310577,12.292,18.027,12.787,0.003,6.728,-0.01
311108,12.292,18.027,12.787,0.003,6.728,-0.01
311586,12.292,18.027,12.787,0.003,6.728,-0.01
312089,12.292,18.027,12.787,0.003,6.728,0.006
312567,12.292,18.027,12.787,0.003,6.728,-0.01
313074,12.292,18.027,12.787,0.003,6.728,-0.01
313536,12.292,18.027,12.787,0.003,6.728,-0.01
314028,12.292,18.027,12.787,0.003,6.728,-0.01
314512,12.292,18.027,12.787,0.003,6.728,-0.01
315064,12.292,18.027,12.787,0.003,6.711,-0.01
315532,12.292,18.027,12.787,0.003,6.728,-0.01
316089,12.292,18.027,12.787,0.003,6.711,-0.01
316586,12.292,18.027,12.787,0.003,6.728,-0.01
317074,12.292,18.027,12.787,0.003,6.728,-0.01
317612,12.292,18.027,12.787,0.003,6.728,-0.01
318113,12.292,18.027,12.787,0.003,6.711,-0.01
318631,12.292,18.027,12.787,0.003,6.711,0.006
319130,12.292,18.027,12.787,0.003,6.711,-0.01
319648,12.292,18.027,12.787,0.003,6.711,0.006
320148,12.292,18.027,12.787,0.003,6.728,-0.01
320648,12.292,18.027,12.787,0.003,6.728,0.006
321188,12.292,18.027,12.787,0.003,6.728,-0.01
321665,12.292,18.027,12.787,0.003,6.728,-0.01
322189,12.292,18.027,12.787,0.003,6.728,-0.01
322676,12.292,18.027,12.787,0.003,6.728,-0.01
323164,12.292,18.027,12.787,0.003,6.728,-0.01
323652,12.292,18.027,12.787,0.003,6.728,-0.01
324167,12.292,18.027,12.787,0.003,6.728,-0.01
324630,12.292,18.027,12.787,0.003,6.728,-0.01
325186,12.292,18.027,12.787,0.003,6.728,-0.01
325675,12.292,18.027,12.787,0.003,6.711,-0.01
326151,12.292,18.027,12.787,0.003,6.728,-0.01
326627,12.292,18.027,12.787,0.003,6.728,-0.01
327097,12.292,18.027,12.787,0.003,6.728,0.006
327645,12.292,18.027,12.787,0.003,6.728,-0.01
328136,12.292,18.027,12.787,0.003,6.728,-0.01
328627,12.292,18.027,12.787,0.003,6.728,-0.01
329140,12.292,18.027,12.787,0.003,6.728,-0.01
329623,12.275,18.027,12.787,0.003,6.728,-0.01
330142,12.275,18.027,12.787,0.003,6.728,-0.01
330643,12.275,18.027,12.787,0.003,6.728,-0.01
331170,12.275,18.027,12.787,0.003,6.728,-0.01
331695,12.275,18.027,12.787,0.003,6.728,-0.01
332201,12.275,18.027,12.787,0.003,6.728,-0.01
332731,12.275,18.027,12.787,0.003,6.728,-0.01
333242,12.275,18.027,12.787,0.003,6.728,-0.01
333785,12.275,18.027,12.787,0.003,6.728,0.006
334339,12.275,18.027,12.787,0.003,6.711,-0.01
334834,12.275,18.027,12.787,0.003,6.728,-0.01
335389,12.275,18.027,12.787,0.003,6.711,0.006
335912,12.275,18.027,12.787,0.003,6.711,-0.01
336383,12.275,18.027,12.787,0.003,6.711,0.006
336879,12.275,18.027,12.787,0.003,6.728,-0.01
337356,12.275,18.027,12.787,0.003,6.728,-0.01
337880,12.275,18.027,12.787,0.003,6.728,-0.01
338354,12.275,18.027,12.787,0.003,6.711,-0.01
338877,12.275,18.027,12.787,0.003,6.711,-0.01
339439,12.275,18.027,12.787,0.003,6.711,-0.01
339941,12.275,18.027,12.787,0.003,6.711,-0.01
340445,12.275,18.027,12.787,0.003,6.711,-0.01
340903,12.275,18.027,12.787,0.003,6.711,-0.01
341459,12.275,18.027,12.787,0.003,6.728,0.006
342019,12.275,18.027,12.787,0.003,6.711,-0.01
342501,12.275,18.027,12.787,0.003,6.711,-0.01
343006,12.275,18.027,12.787,0.003,6.711,-0.01
343469,12.275,18.027,12.787,0.003,6.711,-0.01
344035,12.275,18.027,12.787,0.003,6.711,-0.01
344522,12.275,18.027,12.787,0.003,6.711,-0.01
345004,12.275,18.027,12.787,0.003,6.711,-0.01
345521,12.275,18.027,12.787,0.003,6.711,-0.01
345986,12.275,18.027,12.787,0.003,6.711,-0.01
346521,12.275,18.027,12.787,0.003,6.711,-0.01
346998,12.275,18.027,12.787,0.003,6.711,-0.01
347520,12.275,18.027,12.787,0.003,6.711,-0.01
348042,12.275,18.027,12.787,0.003,6.711,-0.01
348521,12.275,18.027,12.787,0.003,6.711,-0.01
349022,12.275,18.027,12.787,0.003,6.711,-0.01
349495,12.275,18.027,12.787,0.003,6.711,-0.01
350052,12.275,18.027,12.787,0.003,6.711,-0.01
350543,12.275,18.027,12.787,0.003,6.711,-0.01
351067,12.275,18.027,12.787,0.003,6.711,-0.01
351552,12.275,18.027,12.787,0.003,6.711,-0.01
352112,12.275,18.027,12.787,0.003,6.711,-0.01
352613,12.275,18.027,12.787,0.003,6.711,-0.01
353095,12.275,18.027,12.787,0.003,6.711,-0.01
353627,12.275,18.027,12.787,0.003,6.711,-0.01
354129,12.275,18.027,12.787,0.003,6.711,-0.01
354622,12.275,18.027,12.787,0.003,6.711,-0.01
355088,12.275,18.027,12.787,0.003,6.711,-0.01
355584,12.275,18.027,12.787,0.003,6.711,-0.01
356059,12.275,18.027,12.787,0.003,6.711,-0.01
356547,12.275,18.027,12.787,0.003,6.711,-0.01
357027,12.275,18.027,12.787,0.003,6.711,-0.01
357554,12.275,18.027,12.787,0.003,6.711,-0.01
358080,12.275,18.027,12.787,0.003,6.711,-0.01
358547,12.275,18.027,12.787,0.003,6.711,-0.01
359042,12.275,18.027,12.787,0.003,6.711,-0.01
359517,12.275,18.027,12.787,0.003,6.711,-0.01
360015,12.275,18.027,12.787,0.003,6.711,-0.01
360474,12.275,18.027,12.787,0.003,6.711,-0.01
361018,12.275,18.027,12.787,0.003,6.711,-0.01
361517,12.275,18.027,12.787,0.003,6.711,0.006
362014,12.275,18.027,12.787,0.003,6.711,-0.01
362483,12.275,18.027,12.787,0.003,6.711,0.006
362978,12.275,18.027,12.787,0.003,6.711,-0.01
363447,12.275,18.027,12.787,0.003,6.711,0.006
363938,12.275,18.027,12.787,0.003,6.711,-0.01
364412,12.275,18.027,12.787,0.003,6.711,-0.01
364908,12.275,18.027,12.787,0.003,6.711,-0.01
365414,12.275,18.027,12.787,0.003,6.711,0.006
365947,12.275,18.027,12.787,0.003,6.711,-0.01
366456,12.275,18.027,12.787,0.003,6.711,-0.01
366921,12.275,18.027,12.787,0.003,6.711,-0.01
367448,12.275,18.027,12.787,0.003,6.711,-0.01
367958,12.275,18.027,12.787,0.003,6.711,-0.01
368449,12.275,18.027,12.787,0.003,6.711,0.006
368926,12.275,18.027,12.787,0.003,6.711,-0.01
369439,12.275,18.027,12.787,0.003,6.711,-0.01
369914,12.275,18.027,12.787,0.003,6.711,-0.01
370413,12.275,18.027,12.787,0.003,6.711,-0.01
370887,12.275,18.027,12.787,0.003,6.711,-0.01
371444,12.275,18.027,12.787,0.003,6.711,-0.01
371938,12.275,18.027,12.787,0.003,6.711,-0.01
372414,12.275,18.027,12.787,0.003,6.711,0.006
372986,12.275,18.027,12.787,0.003,6.711,-0.01
373452,12.275,18.027,12.787,0.003,6.711,-0.01
373953,12.258,18.027,12.787,0.003,6.711,-0.01
374423,12.275,18.027,12.787,0.003,6.711,-0.01
374957,12.258,18.027,12.787,0.003,6.711,-0.01
375503,12.258,18.027,12.787,0.003,6.711,-0.01
376008,12.258,18.027,12.787,0.003,6.711,-0.01
376501,12.258,18.027,12.787,0.003,6.711,-0.01
376996,12.258,18.027,12.787,0.003,6.711,0.006
377475,12.258,18.027,12.787,0.003,6.711,-0.01
377953,12.258,18.027,12.787,0.003,6.711,-0.01
378451,12.258,18.027,12.787,0.003,6.711,-0.01
378934,12.258,18.027,12.787,0.003,6.711,-0.01
379491,12.258,18.027,12.787,0.003,6.711,-0.01
380003,12.258,18.027,12.787,0.003,6.711,-0.01
380500,12.258,18.027,12.787,0.003,6.711,0.006
381048,12.258,18.027,12.787,0.003,6.711,-0.01
381511,12.258,18.027,12.787,0.003,6.711,-0.01
382016,12.258,18.027,12.787,0.003,6.711,-0.01
382565,12.258,18.027,12.787,0.003,6.711,-0.01
383025,12.258,18.027,12.787,0.003,6.711,0.006
383530,12.258,18.027,12.787,0.003,6.711,-0.01
383998,12.258,18.027,12.787,0.003,6.711,-0.01
384497,12.258,18.027,12.787,0.003,6.711,-0.01
384981,12.258,18.027,12.787,0.003,6.711,-0.01
385533,12.258,18.027,12.787,0.003,6.711,-0.01
386039,12.258,18.027,12.787,0.003,6.711,-0.01
386531,12.258,18.027,12.787,0.003,6.711,-0.01
387066,12.258,18.027,12.787,0.003,6.711,-0.01
387531,12.258,18.027,12.787,0.003,6.711,-0.01
388086,12.258,18.027,12.787,0.003,6.711,-0.01
388572,12.258,18.027,12.787,0.003,6.711,-0.01
389063,12.258,18.027,12.787,0.003,6.711,0.006
389569,12.258,18.027,12.787,0.003,6.711,-0.01
390041,12.258,18.027,12.787,0.003,6.711,0.006
390604,12.258,18.027,12.787,0.003,6.711,-0.01
391078,12.258,18.027,12.787,0.003,6.711,0.006
391575,12.258,18.027,12.787,0.003,6.711,-0.01
392041,12.258,18.027,12.787,0.003,6.711,0.006
392567,12.258,18.027,12.787,0.003,6.695,-0.01
393045,12.258,18.027,12.787,0.003,6.695,-0.01
393586,12.258,18.027,12.787,0.003,6.711,-0.01
394118,12.258,18.027,12.787,0.003,6.711,-0.01
394595,12.258,18.027,12.787,0.003,6.711,-0.01
395083,12.258,18.027,12.787,0.003,6.711,-0.01
395562,12.258,18.027,12.787,0.003,6.711,-0.01
396111,12.258,18.027,12.787,0.003,6.695,-0.01
396631,12.258,18.027,12.787,0.003,6.711,-0.01
397111,12.258,18.027,12.787,0.003,6.695,0.006
397608,12.258,18.027,12.787,0.003,6.695,-0.01
398106,12.258,18.027,12.787,0.003,6.695,-0.01
398630,12.258,18.027,12.787,0.003,6.695,-0.01
399112,12.258,18.027,12.787,0.003,6.695,0.006
399637,12.258,18.027,12.787,0.003,6.695,-0.01
400111,12.258,18.027,12.787,0.003,6.711,-0.01
400632,12.258,18.027,12.787,0.003,6.695,-0.01
401136,12.258,18.027,12.787,0.003,6.695,-0.01
401634,12.258,18.027,12.787,0.003,6.711,-0.01
402158,12.258,18.027,12.787,0.003,6.695,-0.01
402651,12.258,18.027,12.787,0.003,6.711,-0.01
403203,12.258,18.027,12.787,0.003,6.711,-0.01
403760,12.258,18.027,12.787,0.003,6.695,-0.01
404270,12.258,18.027,12.787,0.003,6.711,-0.01
404766,12.258,18.027,12.787,0.003,6.711,-0.01
405271,12.258,18.027,12.787,0.003,6.711,-0.01
405783,12.258,18.027,12.787,0.003,6.695,-0.01
406315,12.258,18.027,12.787,0.003,6.695,-0.01
406789,12.258,18.027,12.787,0.003,6.695,-0.01
407324,12.258,18.027,12.787,0.003,6.711,-0.01
407878,12.258,18.027,12.787,0.003,6.711,-0.01
408377,12.258,18.027,12.787,0.003,6.695,-0.01
408899,12.258,18.027,12.787,0.003,6.695,-0.01
409454,12.258,18.027,12.787,0.003,6.695,-0.01
409928,12.258,18.027,12.787,0.003,6.711,-0.01
410435,12.258,18.027,12.787,0.003,6.695,-0.01
410942,12.258,18.027,12.787,0.003,6.695,-0.01
411497,12.258,18.027,12.787,0.003,6.695,-0.01
411994,12.258,18.027,12.787,0.003,6.711,-0.01
412453,12.258,18.027,12.787,0.003,6.695,-0.01
412990,12.258,18.027,12.787,0.003,6.695,-0.01
413489,12.258,18.027,12.787,0.003,6.695,0.006
414015,12.258,18.027,12.787,0.003,6.711,-0.01
414514,12.258,18.027,12.787,0.003,6.711,-0.01
415014,12.258,18.027,12.787,0.003,6.695,-0.01
415557,12.258,18.027,12.787,0.003,6.695,-0.01
416026,12.258,18.027,12.787,0.003,6.695,0.006
416544,12.258,18.027,12.787,0.003,6.695,-0.01
417085,12.258,18.027,12.787,0.003,6.695,-0.01
417560,12.258,18.027,12.787,0.003,6.695,-0.01
418060,12.258,18.027,12.787,0.003,6.695,-0.01
418536,12.258,18.027,12.787,0.003,6.695,-0.01
419071,12.242,18.027,12.787,0.003,6.695,-0.01
419576,12.242,18.027,12.787,0.003,6.711,-0.01
420092,12.242,18.027,12.787,0.003,6.711,0.006
420624,12.242,18.027,12.787,0.003,6.695,-0.01
421094,12.242,18.027,12.787,0.003,6.695,-0.01
421615,12.242,18.027,12.787,0.003,6.695,-0.01
422117,12.242,18.027,12.787,0.003,6.695,-0.01
422649,12.242,18.027,12.787,0.003,6.695,-0.01
423185,12.242,18.027,12.787,0.003,6.695,-0.01
423667,12.242,18.027,12.787,0.003,6.695,-0.01
424218,12.242,18.027,12.787,0.003,6.695,-0.01
424692,12.242,18.027,12.787,0.003,6.695,-0.01
425201,12.242,18.027,12.787,0.003,6.695,0.006
425667,12.242,18.027,12.787,0.003,6.695,-0.01
426166,12.242,18.027,12.787,0.003,6.695,-0.01
426637,12.242,18.027,12.787,0.003,6.695,-0.01
427142,12.242,18.027,12.787,0.003,6.695,-0.01
427585,12.242,18.027,12.787,0.003,6.695,0.006
428065,12.242,18.027,12.787,0.003,6.695,-0.01
428536,12.242,18.027,12.787,0.003,6.695,-0.01
429047,12.242,18.027,12.787,0.003,6.695,-0.01
429525,12.242,18.027,12.787,0.003,6.695,-0.01
430023,12.242,18.027,12.787,0.003,6.695,-0.01
430522,12.242,18.027,12.787,0.003,6.695,-0.01
431049,12.242,18.027,12.787,0.003,6.695,-0.01
431552,12.242,18.027,12.787,0.003,6.695,-0.01
432008,12.242,18.027,12.787,0.003,6.695,-0.01
432500,12.242,18.027,12.787,0.003,6.695,-0.01
432991,12.242,18.027,12.787,0.003,6.695,-0.01
433503,12.242,18.027,12.787,0.003,6.695,-0.01
433965,12.242,18.027,12.787,0.003,6.695,-0.01
434527,12.242,18.027,12.787,0.003,6.695,0.006
435004,12.242,18.027,12.787,0.003,6.695,-0.01
435500,12.242,18.027,12.787,0.003,6.695,-0.01
435958,12.242,18.027,12.787,0.003,6.695,-0.01
436454,12.242,18.027,12.787,0.003,6.695,-0.01
436949,12.242,18.027,12.787,0.003,6.695,-0.01
437464,12.242,18.027,12.787,0.003,6.695,-0.01
437958,12.242,18.027,12.787,0.003,6.695,0.006
438458,12.242,18.027,12.787,0.003,6.695,-0.01
438971,12.242,18.027,12.787,0.003,6.695,-0.01
439503,12.242,18.027,12.787,0.003,6.695,-0.01
439989,12.242,18.027,12.787,0.003,6.695,-0.01
440467,12.242,18.027,12.787,0.003,6.695,-0.01
440977,12.242,18.027,12.787,0.003,6.695,-0.01
441453,12.242,18.027,12.787,0.003,6.695,-0.01
442010,12.242,18.027,12.787,0.003,6.695,-0.01
442467,12.242,18.027,12.787,0.003,6.695,-0.01
442961,12.242,18.027,12.787,0.003,6.695,0.006
443429,12.242,18.027,12.787,0.003,6.695,0.006
443931,12.242,18.027,12.787,0.003,6.695,-0.01
444388,12.242,18.027,12.787,0.003,6.695,-0.01
444889,12.242,18.027,12.787,0.003,6.695,-0.01
445355,12.242,18.027,12.787,0.003,6.695,-0.01
445923,12.242,18.027,12.787,0.003,6.695,-0.01
446424,12.242,18.027,12.787,0.003,6.695,-0.01
446904,12.242,18.027,12.787,0.003,6.695,-0.01
447407,12.242,18.027,12.787,0.003,6.695,-0.01
447880,12.242,18.027,12.787,0.003,6.695,-0.01
448380,12.242,18.027,12.787,0.003,6.695,-0.01
448853,12.242,18.027,12.787,0.003,6.695,-0.01
449409,12.242,18.027,12.787,0.003,6.695,-0.01
449908,12.242,18.027,12.787,0.003,6.695,-0.01
450435,12.242,18.027,12.787,0.003,6.695,0.006
450904,12.242,18.027,12.787,0.003,6.695,-0.01
451450,12.242,18.027,12.787,0.003,6.695,0.006
451937,12.242,18.027,12.787,0.003,6.695,-0.01
452414,12.242,18.027,12.787,0.003,6.695,0.006
452925,12.242,18.027,12.787,0.003,6.695,0.006
453433,12.242,18.027,12.787,0.003,6.695,-0.01
453962,12.242,18.027,12.787,0.003,6.695,-0.01
454439,12.242,18.027,12.787,0.003,6.695,-0.01
454996,12.242,18.027,12.787,0.003,6.695,0.006
455495,12.242,18.027,12.787,0.003,6.695,-0.01
455969,12.242,18.027,12.787,0.003,6.695,-0.01
456468,12.242,18.027,12.787,0.003,6.695,-0.01
456957,12.242,18.027,12.787,0.003,6.695,-0.01
457462,12.242,18.027,12.787,0.003,6.695,-0.01
457920,12.242,18.027,12.787,0.003,6.695,-0.01
458399,12.242,18.027,12.787,0.003,6.695,0.006
458870,12.242,18.027,12.787,0.003,6.695,0.006
459443,12.242,18.027,12.787,0.003,6.695,-0.01
459942,12.242,18.027,12.787,0.003,6.695,0.006
460412,12.225,18.027,12.787,0.003,6.695,-0.01
460922,12.225,18.027,12.787,0.003,6.695,-0.01
461423,12.225,18.027,12.787,0.003,6.695,-0.01
461958,12.225,18.027,12.787,0.003,6.695,-0.01
462506,12.225,18.027,12.787,0.003,6.695,-0.01
462981,12.225,18.027,12.787,0.003,6.695,-0.01
463502,12.225,18.027,12.787,0.003,6.695,-0.01
464056,12.225,18.027,12.787,0.003,6.711,-0.01
464552,12.225,18.027,12.787,0.003,6.695,-0.01
465061,12.225,18.027,12.787,0.003,6.695,-0.01
465519,12.225,18.027,12.787,0.003,6.695,-0.01
466012,12.225,18.027,12.787,0.003,6.695,-0.01
466489,12.225,18.027,12.787,0.003,6.695,-0.01
467040,12.225,18.027,12.787,0.003,6.695,-0.01
467541,12.225,18.027,12.787,0.003,6.695,-0.01
468022,12.225,18.027,12.787,0.003,6.695,-0.01
468520,12.225,18.027,12.787,0.003,6.695,-0.01
469008,12.225,18.027,12.787,0.003,6.695,-0.01
469519,12.225,18.027,12.787,0.003,6.695,-0.01
469989,12.225,18.027,12.787,0.003,6.695,-0.01
470505,12.225,18.027,12.787,0.003,6.695,-0.01
471010,12.225,18.027,12.787,0.003,6.695,-0.01
471500,12.225,18.027,12.787,0.003,6.695,-0.01
471974,12.225,18.027,12.787,0.003,6.695,0.006
472471,12.225,18.027,12.787,0.003,6.695,-0.01
472955,12.225,18.027,12.787,0.003,6.695,-0.01
473523,12.225,18.027,12.787,0.003,6.695,-0.01
474088,12.225,18.027,12.787,0.003,6.695,-0.01
474568,12.225,18.027,12.787,0.003,6.695,-0.01
475081,12.225,18.027,12.787,0.003,6.695,-0.01
475555,12.225,18.027,12.787,0.003,6.695,-0.01
476048,12.225,18.027,12.787,0.003,6.695,-0.01
476528,12.225,18.027,12.787,0.003,6.695,-0.01
477062,12.225,18.027,12.787,0.003,6.695,-0.01
477590,12.225,18.027,12.787,0.003,6.695,-0.01
478065,12.225,18.027,12.787,0.003,6.695,-0.01
478619,12.225,18.027,12.787,0.003,6.695,-0.01
479093,12.225,18.027,12.787,0.003,6.695,0.006
479593,12.225,18.027,12.787,0.003,6.695,-0.01
480067,12.225,18.027,12.787,0.003,6.695,-0.01
480571,12.225,18.027,12.787,0.003,6.695,-0.01
481052,12.225,18.027,12.787,0.003,6.695,-0.01
481585,12.225,18.027,12.787,0.003,6.695,-0.01
482124,12.225,18.027,12.787,0.003,6.695,0.006
482624,12.225,18.027,12.787,0.003,6.695,-0.01
483140,12.225,18.027,12.787,0.003,6.695,-0.01
483634,12.225,18.027,12.787,0.003,6.678,-0.01
484202,12.225,18.027,12.787,0.003,6.695,-0.01
484708,12.225,18.027,12.787,0.003,6.695,-0.01
485204,12.225,18.027,12.787,0.003,6.695,-0.01
485714,12.225,18.027,12.787,0.003,6.695,-0.01
486194,12.225,18.027,12.787,0.003,6.695,-0.01
486696,12.225,18.027,12.787,0.003,6.695,-0.01
487170,12.225,18.027,12.787,0.003,6.695,-0.01
487661,12.225,18.027,12.787,0.003,6.695,-0.01
488132,12.225,18.027,12.787,0.003,6.695,-0.01
488691,12.225,18.027,12.787,0.003,6.695,-0.01
489242,12.225,18.027,12.787,0.003,6.695,-0.01
489718,12.225,18.027,12.787,0.003,6.695,-0.01
490217,12.225,18.027,12.787,0.003,6.695,-0.01
490694,12.225,18.027,12.787,0.003,6.695,-0.01
491229,12.225,18.027,12.787,0.003,6.678,-0.01
491731,12.225,18.027,12.787,0.003,6.695,-0.01
492221,12.225,18.027,12.787,0.003,6.695,-0.01
