18A Test,ACDC,ACDC,,,Kanye West,Kanye West
Time (ms),Voltage1 (V),Current1 (A),Voltage2 (V),Current2 (A),Voltage3 (V),Current3 (A)
975330,12.026,18.027,-0.138,0.003,12.666,-0.01
975826,12.026,18.027,-0.138,0.003,12.666,-0.01
976287,12.026,18.027,-0.138,0.003,12.666,-0.01
976784,12.026,18.027,-0.138,0.003,12.666,-0.01
977254,12.026,18.027,-0.138,0.003,12.666,-0.01
977748,12.026,18.01,-0.138,0.003,12.666,-0.01
978229,12.026,18.027,-0.138,0.003,12.666,-0.01
978795,12.026,18.027,-0.138,0.003,12.666,-0.01
979281,12.026,18.027,-0.138,0.003,12.666,-0.01
979842,12.026,18.01,-0.138,0.003,12.666,-0.01
980335,12.026,18.027,-0.138,0.003,12.666,-0.01
980811,12.026,18.027,-0.138,0.003,12.666,-0.01
981312,12.026,18.027,-0.138,0.003,12.666,-0.01
981786,12.026,18.027,-0.138,0.003,12.666,-0.01
982283,12.026,18.027,-0.138,0.003,12.666,-0.01
982760,12.026,18.027,-0.138,0.003,12.666,-0.01
983258,12.026,18.027,-0.138,0.003,12.666,-0.01
983731,12.026,18.027,-0.138,0.003,12.666,-0.01
984258,12.026,18.01,-0.138,0.003,12.666,-0.01
984731,12.009,18.027,-0.138,0.003,12.666,-0.01
985226,12.009,18.027,-0.138,0.003,12.666,-0.01
985697,12.009,18.027,-0.138,0.003,12.666,-0.01
986196,12.009,18.027,-0.138,0.003,12.666,-0.01
986705,12.009,18.027,-0.138,0.003,12.666,-0.01
987185,12.009,18.027,-0.138,0.003,12.666,-0.01
987684,12.009,18.01,-0.138,0.003,12.666,-0.01
988153,12.009,18.027,-0.138,0.003,12.666,-0.01
988649,12.009,18.027,-0.138,0.003,12.666,-0.01
989121,12.009,18.027,-0.138,0.003,12.666,-0.01
989610,12.009,18.027,-0.138,0.003,12.666,-0.01
990091,12.009,18.027,-0.138,0.003,12.666,-0.01
990644,12.009,18.027,-0.138,0.003,12.666,-0.01
991113,12.009,18.027,-0.138,0.003,12.666,-0.01
991613,12.009,18.027,-0.138,0.003,12.666,-0.01
992086,12.009,18.027,-0.138,0.003,12.666,-0.01
992586,12.009,18.027,-0.138,0.003,12.666,-0.01
993059,12.009,18.027,-0.138,0.003,12.666,-0.01
993562,12.009,18.027,-0.138,0.003,12.666,-0.01
994040,12.009,18.027,-0.138,0.003,12.666,-0.01
994552,12.009,18.027,-0.138,0.003,12.666,-0.01
995028,12.009,18.027,-0.138,0.003,12.666,-0.01
995552,12.009,18.027,-0.138,0.003,12.666,-0.01
996025,11.992,18.027,-0.138,0.003,12.666,-0.01
996526,11.992,18.027,-0.138,0.003,12.666,-0.01
996985,11.992,18.027,-0.138,0.003,12.666,-0.01
997482,11.992,18.027,-0.138,0.003,12.666,-0.01
997991,11.992,18.027,-0.138,0.003,12.666,-0.01
998469,11.992,18.027,-0.138,0.003,12.666,-0.01
998960,11.992,18.027,-0.138,0.003,12.666,-0.01
999436,11.992,18.027,-0.138,0.003,12.666,-0.01
999944,11.992,18.027,-0.138,0.003,12.666,-0.01
1000416,11.992,18.027,-0.138,0.003,12.666,-0.01
1000974,11.992,18.027,-0.138,0.003,12.666,-0.01
1001451,11.992,18.027,-0.138,0.003,12.666,-0.01
1002021,11.992,18.027,-0.138,0.003,12.666,-0.01
1002529,11.992,18.027,-0.138,0.003,12.666,-0.01
1002999,11.992,18.027,-0.138,0.003,12.666,-0.01
1003498,11.992,18.027,-0.138,0.003,12.666,-0.01
1003991,11.992,18.027,-0.138,0.003,12.666,-0.01
1004516,11.992,18.01,-0.138,0.003,12.666,-0.01
1004992,11.992,18.027,-0.138,0.003,12.666,-0.01
1005491,11.992,18.027,-0.138,0.003,12.666,-0.01
1005983,11.992,18.027,-0.138,0.003,12.666,-0.01
1006520,11.992,18.027,-0.138,0.003,12.666,-0.01
1006994,11.992,18.027,-0.138,0.003,12.666,-0.01
1007511,11.992,18.027,-0.138,0.003,12.666,-0.01
1008015,11.976,18.027,-0.138,0.003,12.666,-0.01
1008493,11.976,18.027,-0.138,0.003,12.666,-0.01
1008989,11.976,18.027,-0.138,0.003,12.666,-0.01
1009460,11.976,18.027,-0.138,0.003,12.666,-0.01
1009985,11.976,18.01,-0.138,0.003,12.666,-0.01
1010500,11.976,18.027,-0.138,0.003,12.666,-0.01
1010996,11.976,18.027,-0.138,0.003,12.666,-0.01
1011464,11.976,18.027,-0.138,0.003,12.666,-0.01
1011958,11.976,18.027,-0.138,0.003,12.666,-0.01
1012455,11.976,18.01,-0.138,0.003,12.666,-0.01
1012926,11.976,18.027,-0.138,0.003,12.666,-0.01
1013423,11.976,18.027,-0.138,0.003,12.666,-0.01
1013895,11.976,18.027,-0.138,0.003,12.666,-0.01
1014406,11.976,18.027,-0.138,0.003,12.666,-0.01
1014872,11.976,18.027,-0.138,0.003,12.666,-0.01
1015380,11.976,18.01,-0.138,0.003,12.666,-0.01
1015851,11.976,18.027,-0.138,0.003,12.666,-0.01
1016350,11.976,18.027,-0.138,0.003,12.666,-0.01
1016827,11.976,18.027,-0.138,0.003,12.666,-0.01
1017335,11.976,18.027,-0.138,0.003,12.666,-0.01
1017804,11.976,18.027,-0.138,0.003,12.666,-0.01
1018302,11.976,18.027,-0.138,0.003,12.666,-0.01
1018805,11.976,18.027,-0.138,0.003,12.666,-0.01
1019330,11.959,18.027,-0.138,0.003,12.666,-0.01
1019864,11.959,18.01,-0.138,0.003,12.666,-0.01
1020340,11.959,18.027,-0.138,0.003,12.682,-0.01
1020844,11.959,18.01,-0.138,0.003,12.682,-0.01
1021325,11.959,18.027,-0.138,0.003,12.682,-0.01
1021826,11.959,18.027,-0.138,0.003,12.682,-0.01
1022331,11.959,18.027,-0.138,0.003,12.682,-0.01
1022862,11.959,18.027,-0.138,0.003,12.666,-0.01
1023369,11.959,18.027,-0.138,0.003,12.682,-0.01
1023834,11.959,18.027,-0.138,0.003,12.682,-0.01
1024331,11.959,18.027,-0.138,0.003,12.682,-0.01
1024801,11.959,18.027,-0.138,0.003,12.682,-0.01
1025364,11.959,18.027,-0.138,0.003,12.682,-0.01
1025828,11.959,18.01,-0.138,0.003,12.682,-0.01
1026392,11.959,18.027,-0.138,0.003,12.682,-0.01
1026889,11.959,18.027,-0.138,0.003,12.682,-0.01
1027363,11.959,18.027,-0.138,0.003,12.682,-0.01
1027897,11.959,18.027,-0.138,0.003,12.682,-0.01
1028379,11.959,18.027,-0.138,0.003,12.682,-0.01
1028885,11.959,18.027,-0.138,0.003,12.682,-0.01
1029356,11.959,18.027,-0.138,0.003,12.682,-0.01
1029885,11.942,18.027,-0.138,0.003,12.682,-0.01
1030357,11.942,18.027,-0.138,0.003,12.682,-0.01
1030861,11.942,18.027,-0.138,0.003,12.682,-0.01
1031335,11.942,18.027,-0.138,0.003,12.682,-0.01
1031827,11.942,18.027,-0.138,0.003,12.682,-0.01
1032307,11.942,18.027,-0.138,0.003,12.682,-0.01
1032809,11.942,18.027,-0.138,0.003,12.682,-0.01
1033277,11.942,18.027,-0.138,0.003,12.682,-0.01
1033831,11.942,18.027,-0.138,0.003,12.682,-0.01
1034327,11.942,18.027,-0.138,0.003,12.682,-0.01
1034812,11.942,18.027,-0.138,0.003,12.682,-0.01
1035306,11.942,18.027,-0.138,0.003,12.682,-0.01
1035807,11.942,18.027,-0.138,0.003,12.682,-0.01
1036337,11.942,18.027,-0.138,0.003,12.682,-0.01
1036803,11.942,18.027,-0.138,0.003,12.682,-0.01
1037299,11.942,18.027,-0.138,0.003,12.682,-0.01
1037776,11.942,18.027,-0.138,0.003,12.682,-0.01
1038275,11.942,18.027,-0.138,0.003,12.682,-0.01
1038754,11.942,18.027,-0.138,0.003,12.682,-0.01
1039281,11.926,18.027,-0.138,0.003,12.682,-0.01
1039782,11.926,18.027,-0.138,0.003,12.682,-0.01
1040254,11.926,18.027,-0.138,0.003,12.682,-0.01
1040756,11.926,18.027,-0.138,0.003,12.682,-0.01
1041273,11.926,18.027,-0.138,0.003,12.682,-0.01
1041791,11.926,18.027,-0.138,0.003,12.682,-0.01
1042264,11.926,18.027,-0.138,0.003,12.682,-0.01
1042764,11.926,18.027,-0.138,0.003,12.682,-0.01
1043236,11.926,18.027,-0.138,0.003,12.682,-0.01
1043735,11.926,18.027,-0.138,0.003,12.682,-0.01
1044198,11.926,18.027,-0.138,0.003,12.682,-0.01
1044697,11.926,18.027,-0.138,0.003,12.682,-0.01
1045171,11.926,18.027,-0.138,0.003,12.682,-0.01
1045662,11.926,18.027,-0.138,0.003,12.682,-0.01
1046128,11.926,18.027,-0.138,0.003,12.682,-0.01
1046645,11.926,18.027,-0.138,0.003,12.682,-0.01
1047123,11.926,18.027,-0.138,0.003,12.682,-0.01
1047625,11.926,18.027,-0.138,0.003,12.682,-0.01
1048115,11.926,18.027,-0.138,0.003,12.682,-0.01
1048616,11.909,18.027,-0.138,0.003,12.682,-0.01
1049090,11.909,18.027,-0.138,0.003,12.682,-0.01
1049576,11.909,18.027,-0.138,0.003,12.682,-0.01
1050053,11.909,18.027,-0.138,0.003,12.682,-0.01
1050559,11.909,18.027,-0.138,0.003,12.682,-0.01
1051037,11.909,18.027,-0.138,0.003,12.682,-0.01
1051539,11.909,18.027,-0.138,0.003,12.682,-0.01
1052003,11.909,18.027,-0.138,0.003,12.682,-0.01
1052492,11.909,18.027,-0.138,0.003,12.682,-0.01
1052969,11.909,18.027,-0.138,0.003,12.682,-0.01
1053466,11.909,18.027,-0.138,0.003,12.682,-0.01
1053938,11.909,18.027,-0.138,0.003,12.682,-0.01
1054431,11.909,18.027,-0.138,0.003,12.682,-0.01
1054906,11.909,18.027,-0.138,0.003,12.682,-0.01
1055412,11.909,18.027,-0.138,0.003,12.682,-0.01
1055896,11.909,18.027,-0.138,0.003,12.682,-0.01
1056394,11.909,18.027,-0.138,0.003,12.682,-0.01
1056901,11.893,18.027,-0.138,0.003,12.682,-0.01
1057394,11.893,18.027,-0.138,0.003,12.682,-0.01
1057904,11.893,18.027,-0.138,0.003,12.682,-0.01
1058441,11.893,18.027,-0.138,0.003,12.682,-0.01
1058941,11.893,18.027,-0.138,0.003,12.682,-0.01
1059421,11.893,18.027,-0.138,0.003,12.682,-0.01
1059912,11.893,18.027,-0.138,0.003,12.682,-0.01
1060385,11.893,18.027,-0.138,0.003,12.682,-0.01
1060884,11.893,18.027,-0.138,0.003,12.682,-0.01
1061356,11.893,18.027,-0.138,0.003,12.682,-0.01
1061853,11.893,18.027,-0.138,0.003,12.682,-0.01
1062326,11.893,18.027,-0.138,0.003,12.682,-0.01
1062835,11.893,18.027,-0.138,0.003,12.682,-0.01
1063308,11.893,18.027,-0.138,0.003,12.682,-0.01
1063810,11.893,18.027,-0.138,0.003,12.682,-0.01
1064276,11.893,18.027,-0.138,0.003,12.682,-0.01
1064793,11.876,18.027,-0.138,0.003,12.682,-0.01
1065270,11.876,18.027,-0.138,0.003,12.682,-0.01
1065828,11.876,18.027,-0.138,0.003,12.682,-0.01
1066297,11.876,18.027,-0.138,0.003,12.682,-0.01
1066810,11.876,18.027,-0.138,0.003,12.682,-0.01
1067310,11.876,18.027,-0.138,0.003,12.682,-0.01
1067782,11.876,18.027,-0.138,0.003,12.682,-0.01
1068272,11.876,18.027,-0.138,0.003,12.682,-0.01
1068739,11.876,18.027,-0.138,0.003,12.682,-0.01
1069246,11.876,18.027,-0.138,0.003,12.682,-0.01
1069718,11.876,18.027,-0.138,0.003,12.682,-0.01
1070208,11.876,18.027,-0.138,0.003,12.682,-0.01
1070684,11.876,18.027,-0.138,0.003,12.682,-0.01
1071185,11.876,18.027,-0.138,0.003,12.682,-0.01
1071688,11.876,18.027,-0.138,0.003,12.682,-0.01
1072189,11.859,18.027,-0.138,0.003,12.682,-0.01
1072679,11.859,18.027,-0.138,0.003,12.682,-0.01
1073173,11.859,18.027,-0.138,0.003,12.682,-0.01
1073676,11.859,18.027,-0.138,0.003,12.682,-0.01
1074153,11.859,18.027,-0.138,0.003,12.682,-0.01
1074667,11.859,18.027,-0.138,0.003,12.682,-0.01
1075136,11.859,18.027,-0.138,0.003,12.682,-0.01
1075637,11.859,18.027,-0.138,0.003,12.682,-0.01
1076105,11.859,18.027,-0.138,0.003,12.682,-0.01
1076599,11.859,18.027,-0.138,0.003,12.682,-0.01
1077077,11.859,18.027,-0.138,0.003,12.682,-0.01
1077572,11.859,18.027,-0.138,0.003,12.682,-0.01
1078043,11.859,18.027,-0.138,0.003,12.682,-0.01
1078588,11.859,18.027,-0.138,0.003,12.682,-0.01
1079063,11.843,18.027,-0.138,0.003,12.682,-0.01
1079563,11.843,18.027,-0.138,0.003,12.682,-0.01
1080029,11.843,18.027,-0.138,0.003,12.682,-0.01
1080524,11.843,18.027,-0.138,0.003,12.682,-0.01
1080993,11.843,18.027,-0.138,0.003,12.682,-0.01
1081502,11.843,18.027,-0.138,0.003,12.682,-0.01
1081989,11.843,18.027,-0.138,0.003,12.682,-0.01
1082507,11.843,18.027,-0.138,0.003,12.682,-0.01
1082991,11.843,18.027,-0.138,0.003,12.682,-0.01
1083490,11.843,18.027,-0.138,0.003,12.682,-0.01
1083962,11.843,18.027,-0.138,0.003,12.682,-0.01
1084457,11.843,18.027,-0.138,0.003,12.682,-0.01
1084970,11.843,18.027,-0.138,0.003,12.682,-0.01
1085470,11.826,18.027,-0.138,0.003,12.682,-0.01
1085980,11.826,18.027,-0.138,0.003,12.682,-0.01
1086477,11.826,18.027,-0.138,0.003,12.682,-0.01
1086982,11.826,18.027,-0.138,0.003,12.682,-0.01
1087445,11.826,18.027,-0.138,0.003,12.682,-0.01
1087946,11.826,18.027,-0.138,0.003,12.682,-0.01
1088418,11.826,18.027,-0.138,0.003,12.682,-0.01
1088911,11.826,18.027,-0.138,0.003,12.682,-0.01
1089388,11.826,18.027,-0.138,0.003,12.682,-0.01
1089881,11.826,18.027,-0.138,0.003,12.682,-0.01
1090354,11.826,18.027,-0.138,0.003,12.682,-0.01
1090890,11.826,18.027,-0.138,0.003,12.682,-0.01
1091393,11.809,18.027,-0.138,0.003,12.682,-0.01
1091891,11.809,18.027,-0.138,0.003,12.682,-0.01
1092368,11.809,18.027,-0.138,0.003,12.682,-0.01
1092858,11.809,18.027,-0.138,0.003,12.682,-0.01
1093329,11.809,18.027,-0.138,0.003,12.682,-0.01
1093826,11.809,18.027,-0.138,0.003,12.682,-0.01
1094298,11.809,18.027,-0.138,0.003,12.682,-0.01
1094805,11.809,18.027,-0.138,0.003,12.682,-0.01
1095275,11.809,18.027,-0.138,0.003,12.682,-0.01
1095780,11.809,18.027,-0.138,0.003,12.682,-0.01
1096256,11.809,18.027,-0.138,0.003,12.682,-0.01
1096750,11.809,18.027,-0.138,0.003,12.682,-0.01
1097249,11.809,18.027,-0.138,0.003,12.682,-0.01
1097741,11.793,18.027,-0.138,0.003,12.682,-0.01
1098216,11.793,18.027,-0.138,0.003,12.682,-0.01
1098715,11.793,18.027,-0.138,0.003,12.682,-0.01
1099205,11.793,18.027,-0.138,0.003,12.682,-0.01
1099702,11.793,18.027,-0.138,0.003,12.682,-0.01
1100192,11.793,18.027,-0.138,0.003,12.682,-0.01
1100718,11.793,18.027,-0.138,0.003,12.682,-0.01
1101190,11.793,18.027,-0.138,0.003,12.682,-0.01
1101694,11.793,18.027,-0.138,0.003,12.682,-0.01
1102231,11.793,18.027,-0.138,0.003,12.682,-0.01
1102740,11.793,18.027,-0.138,0.003,12.682,-0.01
1103266,11.776,18.027,-0.138,0.003,12.682,-0.01
1103756,11.776,18.027,-0.138,0.003,12.682,-0.01
1104224,11.776,18.027,-0.138,0.003,12.682,-0.01
1104735,11.776,18.027,-0.138,0.003,12.682,-0.01
1105203,11.776,18.027,-0.138,0.003,12.682,-0.01
1105702,11.776,18.027,-0.138,0.003,12.682,-0.01
1106177,11.776,18.027,-0.138,0.003,12.682,-0.01
1106682,11.776,18.027,-0.138,0.003,12.682,-0.01
1107153,11.776,18.027,-0.138,0.003,12.682,-0.01
1107650,11.776,18.027,-0.138,0.003,12.682,-0.01
1108111,11.776,18.027,-0.138,0.003,12.682,-0.01
1108625,11.76,18.027,-0.138,0.003,12.682,-0.01
1109091,11.76,18.027,-0.138,0.003,12.682,-0.01
1109587,11.76,18.027,-0.138,0.003,12.682,-0.01
1110063,11.76,18.027,-0.138,0.003,12.682,-0.01
1110575,11.76,18.027,-0.138,0.003,12.682,-0.01
1111053,11.76,18.027,-0.138,0.003,12.682,-0.01
1111557,11.76,18.027,-0.138,0.003,12.682,-0.01
1112026,11.76,18.027,-0.138,0.003,12.682,-0.01
1112521,11.76,18.027,-0.138,0.003,12.682,-0.01
1112980,11.76,18.027,-0.138,0.003,12.682,-0.01
1113507,11.76,18.027,-0.138,0.003,12.682,-0.01
1113984,11.743,18.027,-0.138,0.003,12.682,-0.01
1114494,11.743,18.027,-0.138,0.003,12.682,-0.01
1114972,11.743,18.027,-0.138,0.003,12.682,-0.01
1115465,11.743,18.027,-0.138,0.003,12.699,-0.01
1115937,11.743,18.027,-0.138,0.003,12.682,-0.01
1116434,11.743,18.027,-0.138,0.003,12.699,-0.01
